"","Sample","Patient_ID","Microbiota","DNA_concentration","Experiment","Plate","Well_nextera","Adapter_plate","AdapterN","AdapterS","Tissue","Mouse","Sex","Survived","DEAD_DOL","Collection","Date.of.Extraction","Antibiotic","DOL","Antibiotic_day","Abx_relative","Abx_relativeinfxn","Infection","DPI","Adult","Notes","Total_Preprocessed_Reads","Total_Postprocessed_Reads","retainedreads","Resequence_DNA_concentration","Reseq_total_preprocessed_reads","Reseq_total_postprocessed_reads","Reseq_retainedreads","original_preprocessed_reads","original_postprocessed_reads","Resequence_Nextera","Resequence_nextera_plate","AdapterN2","AdapterS3"
"657","GF2_A6_D39","40.01 (11/14/09)","B","12.3","GF2","GF2_1","F11","3","N704","S535","stool","A6",NA,"yes",NA,"39","","meropenem","21",NA,"aftermero","aftermeroafter","C. rodentium","5","no","",572561,406955,"71.0762696","",NA,NA,NA,NA,NA,"",NA,"",""
"658","GF2_A6_day44","40.01 (11/14/09)","B","53.8","GF2","Anna's plate 4","C8","4","N701","S508","stool","A6",NA,"yes",NA,"44","","meropenem","26",NA,"aftermero","aftermeroafter","C. rodentium","10","no","",1932692,1689169,"87.39980297","",NA,NA,NA,NA,NA,"",NA,"",""
"659","GF2_colon_A1_day45","40.01 (11/14/09)","B","13.2","GF2","GF2_1","H12","3","N712","S536","colon","A1",NA,"yes",NA,"45","","meropenem","27",NA,"aftermero","aftermeroafter","C. rodentium","11","no","",1161057,472873,"40.72780234","",NA,NA,NA,NA,NA,"",NA,"",""
"679","GF4_B3_d42","40.01 (11/14/09)","B","11.8","GF4","GF4_DNA","D1","5","N713","S613","stool","B3","F","yes",NA,"42","","meropenem/probenecid","17",NA,"aftermero","aftermeroafter","E. coli","3","no","",999267,896667,"89.7324739","",NA,NA,NA,NA,NA,"",NA,"",""
"680","GF4_B3_d43","40.01 (11/14/09)","B","11.739","GF4","GF4_DNA","D3","5","N709","S615","stool","B3","F","yes",NA,"43","","meropenem/probenecid","18",NA,"aftermero","aftermeroafter","E. coli","4","no","",1155284,1071239,"92.72516541","",NA,NA,NA,NA,NA,"",NA,"",""
"681","GF4_B3_d44","40.01 (11/14/09)","B","26.294","GF4","GF4_DNA","D8","5","N711","S620","stool","B3","F","yes",NA,"44","","meropenem/probenecid","19",NA,"aftermero","aftermeroafter","E. coli","5","no","",1499531,1369720,"91.34322665","",NA,NA,NA,NA,NA,"",NA,"",""
"682","GF4_B3_d46","40.01 (11/14/09)","B","9.248","GF4","GF4_DNA","E1","5","N709","S613","stool","B3","F","yes",NA,"46","","meropenem/probenecid","21",NA,"aftermero","aftermeroafter","E. coli","7","no","",1108571,906479,"81.7700445","",NA,NA,NA,NA,NA,"",NA,"",""
"683","GF4_B3_LI","40.01 (11/14/09)","B","2.75","GF4","GF4_DNA","E8","5","N815","S620","colon","B3","F","yes",NA,"51","","meropenem/probenecid","26",NA,"aftermero","aftermeroafter","E. coli","12","no","",1237376,1081456,"87.39914141","",NA,NA,NA,NA,NA,"",NA,"",""
"684","GF4_B3_SI","40.01 (11/14/09)","B","1.021","GF4","GF4_DNA","E7","5","N815","S519","SI","B3","F","yes",NA,"51","","meropenem/probenecid","26",NA,"aftermero","aftermeroafter","E. coli","12","no","",1347165,894205,"66.37679868","",NA,NA,NA,NA,NA,"",NA,"",""
"685","GF5_A1_COLON_190815","40.01 (11/14/09)","B","1.816","GF5","GF5","H2","9","N821","S526","colon","A_3_1","F","yes",NA,"97","","meropenem/probenecid","28",NA,"aftermero","aftermeroafter","E. coli","14","no","",411991,732132,"177.7058237","",NA,NA,NA,NA,NA,"",NA,"",""
"686","GF5_A1_D88","40.01 (11/14/09)","B","10.252","GF5","GF5","F6","9","N821","S530","stool","A_3_1","F","yes",NA,"88","","meropenem/probenecid","19",NA,"aftermero","aftermeroafter","E. coli","5","no","",1009383,908950,"90.05006028","",NA,NA,NA,NA,NA,"",NA,"",""
"687","GF5_A7_COLON_190815","40.01 (11/14/09)","B","8.915","GF5","GF5","H3","9","N822","S527","colon","A_3_7","F","yes",NA,"97","","meropenem/probenecid","28",NA,"aftermero","aftermeroafter","E. coli","14","no","",2046823,1635497,"79.90417344","",NA,NA,NA,NA,NA,"",NA,"",""
"688","GF5_A7_D84","40.01 (11/14/09)","B","12.919","GF5","GF5","G8","9","N824","S532","stool","A_3_7","F","yes",NA,"84","","meropenem/probenecid","15",NA,"aftermero","aftermeroafter","E. coli","1","no","",1470035,1351463,"91.9340696","",NA,NA,NA,NA,NA,"",NA,"",""
"689","GF5_A7_D87","40.01 (11/14/09)","B","3.47","GF5","GF5","G12","9","N818","S536","stool","A_3_7","F","yes",NA,"87","","meropenem/probenecid","18",NA,"aftermero","aftermeroafter","E. coli","4","no","",1802398,1633238,"90.61472549","",NA,NA,NA,NA,NA,"",NA,"",""
"690","GF5_A8_COLON_190815","40.01 (11/14/09)","B","7.77","GF5","GF5","H4","9","N818","S528","colon","A_3_8","F","yes",NA,"97","","meropenem/probenecid","28",NA,"aftermero","aftermeroafter","E. coli","14","no","",1420232,1249394,"87.97112021","",NA,NA,NA,NA,NA,"",NA,"",""
"691","GF5_A8_D87","40.01 (11/14/09)","B","34.06","GF5","GF5","H1","9","N818","S525","stool","A_3_8","F","yes",NA,"87","","meropenem/probenecid","18",NA,"aftermero","aftermeroafter","E. coli","4","no","",1368634,1130743,"82.61836254","",NA,NA,NA,NA,NA,"",NA,"",""
"693","GF6_B1_D93","40.01 (11/14/09)","B","0.137","GF6","GF6","H1","1","N702","S501","stool","B_3_1","M","yes",NA,"93","","meropenem/probenecid","16",NA,"aftermero","aftermeroafter","E. coli","3","no","should be d94",2997552,1156992,"38.59789588","",NA,NA,NA,NA,NA,"",NA,"",""
"696","GF6_B3_D93","40.01 (11/14/09)","B","5.157","GF6","GF6","G12","1","N706","S512","stool","B_3_3","M","yes",NA,"93","","meropenem/probenecid","16",NA,"aftermero","aftermeroafter","E. coli","3","no","should be d94",2294746,1006410,"43.85714149","",NA,NA,NA,NA,NA,"",NA,"",""
"698","GF6_B4_D93","40.01 (11/14/09)","B","9.546","GF6","GF6","G11","1","N707","S611","stool","B_3_4","M","yes",NA,"93","","meropenem/probenecid","16",NA,"aftermero","aftermeroafter","E. coli","3","no","should be d94",1885700,827995,"43.9091584","",NA,NA,NA,NA,NA,"",NA,"",""
"701","GF6_B6_D93","40.01 (11/14/09)","B","4.147","GF6","GF6","H3","1","N706","S503","stool","B_3_6","M","yes",NA,"93","","meropenem/probenecid","16",NA,"aftermero","aftermeroafter","E. coli","3","no","should be d94",2684516,1025425,"38.19776079","",NA,NA,NA,NA,NA,"",NA,"",""
"703","GF6_B7_D93","40.01 (11/14/09)","B","5.448","GF6","GF6","H2","1","N703","S502","stool","B_3_7","F","yes",NA,"93","","meropenem/probenecid","16",NA,"aftermero","aftermeroafter","E. coli","3","no","should be d94",3880662,1575896,"40.60894765","",NA,NA,NA,NA,NA,"",NA,"",""
"734","gnoto1_BM1_d20_colon","40.01 (11/14/09)","B","13","gnoto1","3","F2","7","AM-F0643","AM-R0663","colon","BM1","F","yes",NA,"20","","meropenem","20",NA,"aftermero","aftermeroafter","E. coli","7","no","",870744,418282,"48.03731062","",NA,NA,NA,NA,NA,"",NA,"",""
"735","gnoto1_BM2_d20_colon","40.01 (11/14/09)","B","14.3","gnoto1","3","F3","7","AM-F0644","AM-R0664","colon","BM2","F","yes",NA,"20","","meropenem","20",NA,"aftermero","aftermeroafter","E. coli","7","no","",1489638,876908,"58.86718787","",NA,NA,NA,NA,NA,"",NA,"",""
"736","gnoto1_BM3_d20_colon","40.01 (11/14/09)","B","13.7","gnoto1","3","F4","7","AM-F0649","AM-R0665","colon","BM3","M","yes",NA,"20","","meropenem","20",NA,"aftermero","aftermeroafter","E. coli","7","no","",768729,410931,"53.45589928","",NA,NA,NA,NA,NA,"",NA,"",""
"737","gnoto1_BM4_d20_colon","40.01 (11/14/09)","B","3.86","gnoto1","3","F5","7","AM-F0652","AM-R0666","colon","BM4","M","yes",NA,"20","","meropenem","20",NA,"aftermero","aftermeroafter","E. coli","7","no","",2568419,834301,"32.4830567","",NA,NA,NA,NA,NA,"",NA,"",""
"738","gnoto1_BM5_d20_colon","40.01 (11/14/09)","B","8.39","gnoto1","3","F6","7","AM-F0653","AM-R0667","colon","BM5","M","yes",NA,"20","","meropenem","20",NA,"aftermero","aftermeroafter","E. coli","7","no","",1941549,1344220,"69.23441026","",NA,NA,NA,NA,NA,"",NA,"",""
"739","gnoto2_BM1_d20_colon","40.01 (11/14/09)","B","40.7","gnoto2","3","H11","7","AM-F0681","AM-R0696","colon","BM1","M","yes",NA,"20","","meropenem","20",NA,"aftermero","aftermeroafter","E. coli","7","no","",746130,467529,"62.66052833","",NA,NA,NA,NA,NA,"",NA,"",""
"740","gnoto2_BM2_d20_colon","40.01 (11/14/09)","B","1.62","gnoto2","3","H12","7","AM-F0682","AM-R0697","colon","BM2","M","yes",NA,"20","","meropenem","20",NA,"aftermero","aftermeroafter","E. coli","7","no","",383860,67505,"17.58583859","",NA,NA,NA,NA,NA,"",NA,"",""
"741","gnoto2_BM3_d20_colon","40.01 (11/14/09)","B","47.5","gnoto2","4","A1","8","AM-F0683","AM-R0698","colon","BM3","M","yes",NA,"20","","meropenem","20",NA,"aftermero","aftermeroafter","E. coli","7","no","",1406401,511563,"36.37390758","",NA,NA,NA,NA,NA,"",NA,"",""
"742","gnoto2_BM4_d20_colon","40.01 (11/14/09)","B","34.3","gnoto2","4","A2","8","AM-F0684","AM-R0699","colon","BM4","F","yes",NA,"20","","meropenem","20",NA,"aftermero","aftermeroafter","E. coli","7","no","",1962854,376784,"19.19572215","",NA,NA,NA,NA,NA,"",NA,"",""
"743","gnoto2_BM5_d20_colon","40.01 (11/14/09)","B","34.5","gnoto2","4","A3","8","AM-F0685","AM-R0700","colon","BM5","F","yes",NA,"20","","meropenem","20",NA,"aftermero","aftermeroafter","E. coli","7","no","",1092545,404797,"37.05083086","",NA,NA,NA,NA,NA,"",NA,"",""
"744","gnoto2_BM6_d20_colon","40.01 (11/14/09)","B","38.7","gnoto2","4","A4","8","AM-F0686","AM-R0701","colon","BM6","M","yes",NA,"20","","meropenem","20",NA,"aftermero","aftermeroafter","E. coli","7","no","",1343232,554830,"41.30559725","",NA,NA,NA,NA,NA,"",NA,"",""
"745","gnoto2_BM7_d20_colon","40.01 (11/14/09)","B","23.9","gnoto2","4","A5","8","AM-F0687","AM-R0702","colon","BM7","M","yes",NA,"20","","meropenem","20",NA,"aftermero","aftermeroafter","E. coli","7","no","",688316,324292,"47.11382563","",NA,NA,NA,NA,NA,"",NA,"",""
"761","GF2_B1_day32","40.01 (11/14/09)","B","31.1","GF2","GF2/3 1","G11","5","N701","S523","stool","B1",NA,"yes",NA,"32","","PBS","15","5","afterPBS","afterPBS","C. rodentium","-1","no","",1312737,842099,"64.14834045","",NA,NA,NA,NA,NA,"",NA,"",""
"762","GF2_B4_day32","40.01 (11/14/09)","B","26.9","GF2","GF2/3 1","G12","5","N815","S524","stool","B4",NA,"no","26","32","","PBS","15","5","afterPBS","afterPBS","C. rodentium","-1","no","",1517977,968178,"63.78080827","",NA,NA,NA,NA,NA,"",NA,"",""
"770","GF6_A1_COLON_D54","40.01 (11/14/09)","B","43.735","GF6","GF6","B5","1","N701","S505","colon","A_1_1","M","yes",NA,"54","","PBS","13","3","afterPBS","afterPBS",NA,NA,"no","",4798478,108700,"2.265301623","",NA,NA,NA,NA,NA,"",NA,"",""
"772","GF6_A4_COLON_D54","40.01 (11/14/09)","B","31.685","GF6","GF6","B8","1","N701","S508","colon","A_1_4","M","yes",NA,"54","","PBS","13","3","afterPBS","afterPBS",NA,NA,"no","",6211578,51261,"0.825249236","",NA,NA,NA,NA,NA,"",NA,"",""
"775","GF6_B3_D66","40.01 (11/14/09)","B","15.665","GF6","GF6","D1","1","N701","S501","stool","B_2_3","M","yes",NA,"66","","PBS","15","3","afterPBS","afterPBS",NA,NA,"no","",41450866,887810,"2.141837037","",NA,NA,NA,NA,NA,"",NA,"",""
"777","GF6_B7_D66","40.01 (11/14/09)","B","23.017","GF6","GF6","D5","1","N702","S505","stool","B_2_7","F","yes",NA,"66","","PBS","15","3","afterPBS","afterPBS",NA,NA,"no","",4427018,87081,"1.967035146","",NA,NA,NA,NA,NA,"",NA,"",""
"781","Gn3_BP7_Cwash","","B","","gnoto3","","","","AM-F0645","","colon","BP7","F","yes",NA,"","","PBS","13","3","afterPBS","afterPBS",NA,NA,"no","",5492504,96024,"1.748273647","",NA,NA,NA,NA,NA,"",NA,"",""
"782","Gn3_BP8_Cwash","","B","","gnoto3","","","","AM-F0668","","colon","BP8","M","yes",NA,"","","PBS","13","3","afterPBS","afterPBS",NA,NA,"no","",2856816,51965,"1.818983092","",NA,NA,NA,NA,NA,"",NA,"",""
"826","GF2_B1_d34","40.01 (11/14/09)","B","17.2","GF2","GF2/3 1","H2","5","N707","S514","stool","B1",NA,"yes",NA,"34","","PBS","17",NA,"afterPBS","afterPBSafter","C. rodentium","1","no","",1543416,1389873,"90.05174237","",NA,NA,NA,NA,NA,"",NA,"",""
"827","GF2_B1_d35","40.01 (11/14/09)","B","38.1","GF2","GF2_1","E5","3","N711","S529","stool","B1",NA,"yes",NA,"35","","PBS","18",NA,"afterPBS","afterPBSafter","C. rodentium","2","no","",610528,545362,"89.32628807","",NA,NA,NA,NA,NA,"",NA,"",""
"828","GF2_B1_day37","40.01 (11/14/09)","B","41.9","GF2","GF2_2","C6","6","N702","S530","stool","B1",NA,"yes",NA,"37","","PBS","20",NA,"afterPBS","afterPBSafter","C. rodentium","4","no","",768362,681271,"88.66536867","",NA,NA,NA,NA,NA,"",NA,"",""
"829","GF2_B1_day41","40.01 (11/14/09)","B","76.7","GF2","GF2_1","G2","3","N703","S526","stool","B1",NA,"yes",NA,"41","","PBS","24",NA,"afterPBS","afterPBSafter","C. rodentium","8","no","",547928,484114,"88.3535793","",NA,NA,NA,NA,NA,"",NA,"",""
"830","GF2_B1_day44","40.01 (11/14/09)","B","90.8","GF2","Anna's plate 4","C9","4","N703","S509","stool","B1",NA,"yes",NA,"44","","PBS","27",NA,"afterPBS","afterPBSafter","C. rodentium","11","no","",1587913,1339932,"84.38321243","",NA,NA,NA,NA,NA,"",NA,"",""
"831","GF2_B2_d35","40.01 (11/14/09)","B","14","GF2","GF2/3 1","H4","5","N711","S616","stool","B2",NA,"yes",NA,"35","","PBS","18",NA,"afterPBS","afterPBSafter","C. rodentium","2","no","",1689496,1519500,"89.93806437","",NA,NA,NA,NA,NA,"",NA,"",""
"832","GF2_B2_day37","40.01 (11/14/09)","B","26.4","GF2","GF2_2","C7","6","N702","S531","stool","B2",NA,"yes",NA,"37","","PBS","20",NA,"afterPBS","afterPBSafter","C. rodentium","4","no","",545917,489453,"89.65703578","",NA,NA,NA,NA,NA,"",NA,"",""
"833","GF2_B2_day41","40.01 (11/14/09)","B","85.5","GF2","GF2/3 1","H10","5","N711","S622","stool","B2",NA,"yes",NA,"41","","PBS","24",NA,"afterPBS","afterPBSafter","C. rodentium","8","no","",1899913,1699908,"89.47293902","",NA,NA,NA,NA,NA,"",NA,"",""
"834","GF2_B2_day44","40.01 (11/14/09)","B","1.08","GF2","Anna's plate 4","C10","4","N711","S610","stool","B2",NA,"yes",NA,"44","","PBS","27",NA,"afterPBS","afterPBSafter","C. rodentium","11","no","",1543646,1101626,"71.36519642","",NA,NA,NA,NA,NA,"",NA,"",""
"835","GF2_B3_d35","40.01 (11/14/09)","B","10.7","GF2","GF2_1","E7","3","N707","S531","stool","B3",NA,"yes",NA,"35","","PBS","18",NA,"afterPBS","afterPBSafter","C. rodentium","2","no","",674639,612606,"90.80500831","",NA,NA,NA,NA,NA,"",NA,"",""
"836","GF2_B3_day37","40.01 (11/14/09)","B","39.9","GF2","GF2_2","C8","6","N815","S532","stool","B3",NA,"yes",NA,"37","","PBS","20",NA,"afterPBS","afterPBSafter","C. rodentium","4","no","",551626,493962,"89.54654059","",NA,NA,NA,NA,NA,"",NA,"",""
"837","GF2_B3_day41","40.01 (11/14/09)","B","63.8","GF2","GF2_1","G4","3","N703","S528","stool","B3",NA,"yes",NA,"41","","PBS","24",NA,"afterPBS","afterPBSafter","C. rodentium","8","no","",548651,481158,"87.69837292","",NA,NA,NA,NA,NA,"",NA,"",""
"838","GF2_B3_day44","40.01 (11/14/09)","B","0.557","GF2","Anna's plate 4","C11","4","N815","S611","stool","B3",NA,"yes",NA,"44","","PBS","27",NA,"afterPBS","afterPBSafter","C. rodentium","11","no","",1475002,1229714,"83.37032763","",NA,NA,NA,NA,NA,"",NA,"",""
"839","GF2_B4_d35","40.01 (11/14/09)","B","9.55","GF2","GF2_1","E8","3","N711","S532","stool","B4",NA,"no","26","35","","PBS","18",NA,"afterPBS","afterPBSafter","C. rodentium","2","no","",806944,727588,"90.16586033","",NA,NA,NA,NA,NA,"",NA,"",""
"840","GF2_B4_day37","40.01 (11/14/09)","B","34.5","GF2","GF2_2","C9","6","N702","S533","stool","B4",NA,"no","26","37","","PBS","20",NA,"afterPBS","afterPBSafter","C. rodentium","4","no","",550869,496123,"90.06188404","",NA,NA,NA,NA,NA,"",NA,"",""
"841","GF2_B4_day41","40.01 (11/14/09)","B","17.8","GF2","GF2_1","G5","3","N703","S529","stool","B4",NA,"no","26","41","","PBS","24",NA,"afterPBS","afterPBSafter","C. rodentium","8","no","",524495,240858,"45.92188677","",NA,NA,NA,NA,NA,"",NA,"",""
"842","GF2_B5_d34","40.01 (11/14/09)","B","6.78","GF2","GF2/3 1","H3","5","N703","S615","stool","B5",NA,"yes",NA,"34","","PBS","17",NA,"afterPBS","afterPBSafter","C. rodentium","1","no","",1443452,1308576,"90.65601073","",NA,NA,NA,NA,NA,"",NA,"",""
"843","GF2_B5_d35","40.01 (11/14/09)","B","53.2","GF2","GF2_1","E9","3","N711","S533","stool","B5",NA,"yes",NA,"35","","PBS","18",NA,"afterPBS","afterPBSafter","C. rodentium","2","no","",708675,636571,"89.82551946","",NA,NA,NA,NA,NA,"",NA,"",""
"844","GF2_B5_day37","40.01 (11/14/09)","B","49.5","GF2","GF2_2","C10","6","N712","S534","stool","B5",NA,"yes",NA,"37","","PBS","20",NA,"afterPBS","afterPBSafter","C. rodentium","4","no","",533088,458574,"86.02219521","",NA,NA,NA,NA,NA,"",NA,"",""
"845","GF2_B5_day41","40.01 (11/14/09)","B","67.7","GF2","GF2/3 1","H11","5","N708","S523","stool","B5",NA,"yes",NA,"41","","PBS","24",NA,"afterPBS","afterPBSafter","C. rodentium","8","no","",1202380,1079212,"89.75631664","",NA,NA,NA,NA,NA,"",NA,"",""
"847","GF2_colon_B1_day44","40.01 (11/14/09)","B","18.2","GF2","Anna's plate 4","C12","4","","S512","colon","B1",NA,"yes",NA,"44","","PBS","27",NA,"afterPBS","afterPBSafter","C. rodentium","11","no","",1750220,243432,"13.90865148","",NA,NA,NA,NA,NA,"",NA,"",""
"848","GF2_colon_B2_day44","40.01 (11/14/09)","B","16.7","GF2","Anna's plate 4","D1","4","","S501","colon","B2",NA,"yes",NA,"44","","PBS","27",NA,"afterPBS","afterPBSafter","C. rodentium","11","no","",6159921,1209597,"19.63656677","",NA,NA,NA,NA,NA,"",NA,"",""
"849","GF2_colon_B3_day44","40.01 (11/14/09)","B","5.75","GF2","GF2_1","H10","3","","S534","colon","B3",NA,"yes",NA,"44","","PBS","27",NA,"afterPBS","afterPBSafter","C. rodentium","11","no","had day 44 in original id name",563930,317590,"56.31727342","",NA,NA,NA,NA,NA,"",NA,"",""
"850","GF2_colon_B5_day44","40.01 (11/14/09)","B","9.84","GF2","Anna's plate 4","D2","4","","S535","colon","B5",NA,"yes",NA,"44","","PBS","27",NA,"afterPBS","afterPBSafter","C. rodentium","11","no","",1763876,666175,"37.76767755","",NA,NA,NA,NA,NA,"",NA,"",""
"873","gnoto1_BP1_d20_colon","40.01 (11/14/09)","B","5.1","gnoto1","3","F11","7","AM-F0654","AM-R0672","colon","BP1","F","yes",NA,"20","","PBS","20",NA,"afterPBS","afterPBSafter","E. coli","7","no","",1703079,772663,"45.36859418","",NA,NA,NA,NA,NA,"",NA,"",""
"874","gnoto1_BP2_d20_colon","40.01 (11/14/09)","B","11.2","gnoto1","3","F12","7","AM-F0691","AM-R0673","colon","BP2","F","yes",NA,"20","","PBS","20",NA,"afterPBS","afterPBSafter","E. coli","7","no","",1977733,700640,"35.42642005","",NA,NA,NA,NA,NA,"",NA,"",""
"875","gnoto1_BP3_d20_colon","40.01 (11/14/09)","B","4.75","gnoto1","3","G1","7","AM-F0692","AM-R0674","colon","BP3","F","yes",NA,"20","","PBS","20",NA,"afterPBS","afterPBSafter","E. coli","7","no","",1021708,460409,"45.06267936","",NA,NA,NA,NA,NA,"",NA,"",""
"876","gnoto1_BP4_d20_colon","40.01 (11/14/09)","B","9.75","gnoto1","3","G2","7","AM-F0693","AM-R0675","colon","BP4","M","yes",NA,"20","","PBS","20",NA,"afterPBS","afterPBSafter","E. coli","7","no","",1156715,697332,"60.28555003","",NA,NA,NA,NA,NA,"",NA,"",""
"877","gnoto2_BP1_d20_colon","40.01 (11/14/09)","B","26","gnoto2","4","A6","8","AM-F0705","AM-R0703","colon","BP1","M","yes",NA,"20","","PBS","20",NA,"afterPBS","afterPBSafter","E. coli","7","no","",1358318,369361,"27.19252782","",NA,NA,NA,NA,NA,"",NA,"",""
"878","gnoto2_BP2_d20_colon","40.01 (11/14/09)","B","48.5","gnoto2","4","A7","8","AM-F0706","AM-R0704","colon","BP2","F","yes",NA,"20","","PBS","20",NA,"afterPBS","afterPBSafter","E. coli","7","no","",1080074,251031,"23.2420186","",NA,NA,NA,NA,NA,"",NA,"",""
"879","gnoto2_BP4_d20_colon","40.01 (11/14/09)","B","64.4","gnoto2","4","A8","8","AM-F0677","AM-R0705","colon","BP4","F","yes",NA,"20","","PBS","20",NA,"afterPBS","afterPBSafter","E. coli","7","no","",1254816,309365,"24.65421225","",NA,NA,NA,NA,NA,"",NA,"",""
"880","gnoto2_BP5_d20_colon","40.01 (11/14/09)","B","25.6","gnoto2","4","A9","8","AM-F0531","AM-R0706","colon","BP5","M","yes",NA,"20","","PBS","20",NA,"afterPBS","afterPBSafter","E. coli","7","no","",1265056,593418,"46.90843725","",NA,NA,NA,NA,NA,"",NA,"",""
"881","gnoto2_BP6_d20_colon","40.01 (11/14/09)","B","22.4","gnoto2","4","A10","8","AM-F0533","AM-R0707","colon","BP6","F","yes",NA,"20","","PBS","20",NA,"afterPBS","afterPBSafter","E. coli","7","no","",1711117,284176,"16.60763116","",NA,NA,NA,NA,NA,"",NA,"",""
"896","GF11_C1_d74_colon","40.01 (11/14/09)","B","4.22","GF11","2","A9","6","AM-F0515","AM-R0514","colon","C_2_1","F","yes",NA,"74","","probenecid","13","3","afterpro","afterpro",NA,NA,"no","",971830,175433,"18.05181976","9.6",NA,NA,NA,NA,NA,"B02",1,"AM-F0039","AM-R0039"
"897","GF11_C2_d74_colon","40.01 (11/14/09)","B","1.09","GF11","2","A10","6","AM-F0516","AM-R0515","colon","C_2_2","F","yes",NA,"74","","probenecid","13","3","afterpro","afterpro",NA,NA,"no","",447918,361677,"80.74625266","7.3",NA,NA,NA,NA,NA,"B03",1,"AM-F0040","AM-R0040"
"898","GF11_C3_d74_colon","40.01 (11/14/09)","B","3.86","GF11","2","A11","6","N707","AM-R0516","colon","C_2_3","F","yes",NA,"74","","probenecid","13","3","afterpro","afterpro",NA,NA,"no","",1271339,93317,"7.340056429","",NA,NA,NA,NA,NA,"",NA,"",""
"899","GF11_C4_d74_colon","40.01 (11/14/09)","B","2.35","GF11","2","A12","6","AM-F0498","AM-R0517","colon","C_2_4","M","yes",NA,"74","","probenecid","13","3","afterpro","afterpro",NA,NA,"no","",1320174,51290,"3.885093935","",NA,NA,NA,NA,NA,"",NA,"",""
"900","GF11_C5_d74_colon","40.01 (11/14/09)","B","2.07","GF11","2","B1","6","AM-F0506","AM-R0518","colon","C_2_5","F","yes",NA,"74","","probenecid","13","3","afterpro","afterpro",NA,NA,"no","",230833,951221,"412.0818947","23",NA,NA,NA,NA,NA,"B04",1,"AM-F0041","AM-R0041"
"901","GF11_C6_d74_colon","40.01 (11/14/09)","B","1.09","GF11","2","B2","6","AM-F0650","AM-R0519","colon","C_2_6","M","yes",NA,"74","","probenecid","13","3","afterpro","afterpro",NA,NA,"no","",1207257,444083,"36.78446263","",NA,NA,NA,NA,NA,"",NA,"",""
"922","GF4_C1_d39","40.01 (11/14/09)","B","2.26","GF4","GF4_DNA","C8","5","N713","S620","stool","C1","M","yes",NA,"39","","probenecid","14",NA,"afterpro","afterpro","E. coli","0","no","",1643029,1409343,"85.77712262","",NA,NA,NA,NA,NA,"",NA,"",""
"923","GF4_C2_d38","40.01 (11/14/09)","B","2.61","GF4","GF4_DNA","C4","5","N814","S616","stool","C2","F","yes",NA,"38","","probenecid","13","3","afterpro","afterpro","E. coli","-1","no","",2210050,1790753,"81.02771431","",NA,NA,NA,NA,NA,"",NA,"",""
"924","GF4_C2_d39","40.01 (11/14/09)","B","3.562","GF4","GF4_DNA","C9","5","N814","S621","stool","C2","F","yes",NA,"39","","probenecid","14",NA,"afterpro","afterpro","E. coli","0","no","",35372,1203082,"3401.226959","",NA,NA,NA,NA,NA,"",NA,"",""
"925","GF4_C3_d38","40.01 (11/14/09)","B","6.303","GF4","GF4_DNA","C5","5","N713","S617","stool","C3","M","yes",NA,"38","","probenecid","13","3","afterpro","afterpro","E. coli","-1","no","",1636265,494566,"30.22529969","",NA,NA,NA,NA,NA,"",NA,"",""
"926","GF4_C4_D39","40.01 (11/14/09)","B","1.857","GF4","GF4_DNA","C10","5","N814","S622","stool","C4",NA,"no","15","39","","probenecid","14",NA,"afterpro","afterpro","E. coli","0","no","",2396035,1068811,"44.60748695","",NA,NA,NA,NA,NA,"",NA,"",""
"928","GF5_B1_D82","40.01 (11/14/09)","B","0.089","GF5","GF5","F12","9","N824","S536","stool","B_3_1","M","yes",NA,"82","","probenecid","13","3","afterpro","afterpro","E. coli","-1","no","",1284093,650603,"50.66634582","",NA,NA,NA,NA,NA,"",NA,"",""
"930","GF5_B3_D82","40.01 (11/14/09)","B","0.395","GF5","GF5","G1","9","N824","S525","stool","B_3_3","M","yes",NA,"82","","probenecid","13","3","afterpro","afterpro","E. coli","-1","no","",930732,740251,"79.53428054","",NA,NA,NA,NA,NA,"",NA,"",""
"931","GF5_B3_D83","40.01 (11/14/09)","B","2.21","GF5","GF5","G7","9","N821","S531","stool","B_3_3","M","yes",NA,"83","","probenecid","14",NA,"afterpro","afterpro","E. coli","0","no","",944423,734079,"77.72777664","",NA,NA,NA,NA,NA,"",NA,"",""
"932","GF5_B7_D82","40.01 (11/14/09)","B","1.118","GF5","GF5","G2","9","N824","S526","stool","B_3_7","F","yes",NA,"82","","probenecid","13","3","afterpro","afterpro","E. coli","-1","no","",1712448,1590734,"92.89239732","",NA,NA,NA,NA,NA,"",NA,"",""
"933","GF5_C1_COLON_190628","40.01 (11/14/09)","B","4.019","GF5","GF5","D4","9","N824","S528","colon","C_1_1","M","yes",NA,"49","","probenecid","13","3","afterpro","afterpro",NA,NA,"no","",1766718,947773,"53.64596953","",NA,NA,NA,NA,NA,"",NA,"",""
"934","GF5_C3_COLON_190628","40.01 (11/14/09)","B","1.68","GF5","GF5","D5","9","N818","S529","colon","C_1_3","M","yes",NA,"49","","probenecid","13","3","afterpro","afterpro",NA,NA,"no","",1458394,97664,"6.696681418","",NA,NA,NA,NA,NA,"",NA,"",""
