Sample	taxa	abundance
GF11_C6_d74_colon	o__Clostridiales	73.15042
GF11_C6_d74_colon	o__Enterobacterales	20.31609
GF11_C6_d74_colon	o__Lactobacillales	6.53349
GF11_C7_d71	o__Enterobacterales	96.4883
GF11_C7_d71	o__Bifidobacteriales	1.9835
GF11_C7_d71	o__Lactobacillales	1.52821
GF11_C7_d72_colon	o__Enterobacterales	97.55676
GF11_C7_d72_colon	o__Bifidobacteriales	2.44324
GF11_INOC	o__Lactobacillales	28.97205
GF11_INOC	o__Enterobacterales	27.72136
GF11_INOC	o__Tissierellales	26.61076
GF11_INOC	o__Actinomycetales	10.13899
GF11_INOC	o__Bifidobacteriales	4.33869
GF11_INOC	o__Clostridiales	2.21814
GF12_A_dam_d21	o__Lactobacillales	71.86348
GF12_A_dam_d21	o__Bacillales	19.1027
GF12_A_dam_d21	o__Corynebacteriales	9.03382
GF12_A_Dam_d85	o__Clostridiales	75.73554
GF12_A_Dam_d85	o__Erysipelotrichales	23.15062
GF12_A_Dam_d85	o__Lactobacillales	1.11385
GF12_A1_d31	o__Bacillales	98.79185
GF12_A1_d31	o__Lactobacillales	1.20815
GF12_A1_d76_colon	o__Clostridiales	76.74234
GF12_A1_d76_colon	o__Erysipelotrichales	23.21206
GF12_A1_d76_colon	o__Lactobacillales	0.0456
GF12_A2_d32	o__Lactobacillales	59.44316
GF12_A2_d32	o__Bacillales	40.55684
GF12_A2_d34_colon	o__Enterobacterales	92.50334
GF12_A2_d34_colon	o__Lactobacillales	5.49987
GF12_A2_d34_colon	o__Veillonellales	1.19189
GF12_A2_d34_colon	o__Clostridiales	0.8049
GF12_A2_d76_colon	o__Clostridiales	78.22508
GF12_A2_d76_colon	o__Erysipelotrichales	21.24882
GF12_A2_d76_colon	o__Lactobacillales	0.52611
GF12_A3_d31	o__Lactobacillales	90.69378
GF12_A3_d31	o__Bacillales	6.14758
GF12_A3_d31	o__Clostridiales	2.40912
GF12_A3_d31	o__Erysipelotrichales	0.74951
GF12_A3_d76_colon	o__Clostridiales	56.10351
GF12_A3_d76_colon	o__Erysipelotrichales	43.02776
GF12_A3_d76_colon	o__Lactobacillales	0.86874
GF12_A4_d31	o__Lactobacillales	100
GF12_A4_d32	o__Lactobacillales	93.84476
GF12_A4_d32	o__Bacillales	6.15524
GF12_A4_d34_colon	o__Clostridiales	100
GF12_A4_d76_colon	o__Erysipelotrichales	61.07272
GF12_A4_d76_colon	o__Clostridiales	38.92728
GF12_A5_d34_colon	o__Clostridiales	87.57546
GF12_A5_d34_colon	o__Erysipelotrichales	12.42454
GF12_A5_d76_colon	o__Clostridiales	87.24954
GF12_A5_d76_colon	o__Erysipelotrichales	12.75046
GF12_A6_d76_colon	o__Clostridiales	82.20646
GF12_A6_d76_colon	o__Erysipelotrichales	17.16753
GF12_A6_d76_colon	o__Lactobacillales	0.62601
GF12_A7_d76_colon	o__Clostridiales	80.45466
GF12_A7_d76_colon	o__Erysipelotrichales	19.01448
GF12_A7_d76_colon	o__Lactobacillales	0.53086
GF12_A8_d76_colon	o__Clostridiales	79.59319
GF12_A8_d76_colon	o__Erysipelotrichales	20.40681
GF12_B1_d79	o__Lactobacillales	86.45192
GF12_B1_d79	o__Bacillales	12.30979
GF12_B1_d79	o__Clostridiales	1.23828
GF12_B2_d32	o__Lactobacillales	99.94988
GF12_B2_d32	o__Bacillales	0.05012
GF12_B2_d79	o__Bacillales	94.25914
GF12_B2_d79	o__Clostridiales	5.3466
GF12_B2_d79	o__Lactobacillales	0.35482
GF12_B2_d79	o__Erysipelotrichales	0.03945
GF12_B2_d81	o__Bacillales	95.82582
GF12_B2_d81	o__Erysipelotrichales	4.17418
GF12_B2_d82_colon	o__Clostridiales	57.31438
GF12_B2_d82_colon	o__Lactobacillales	28.43125
GF12_B2_d82_colon	o__Bacillales	14.25437
GF12_B3_d31	o__Bacillales	99.02257
GF12_B3_d31	o__Lactobacillales	0.97743
GF12_B3_d80	o__Lactobacillales	92.92868
GF12_B3_d80	o__Bacillales	4.88901
GF12_B3_d80	o__Clostridiales	2.18231
GF12_B4_d31	o__Lactobacillales	97.76713
GF12_B4_d31	o__Bacillales	2.23287
GF12_B4_d79	o__Bacillales	61.2624
GF12_B4_d79	o__Lactobacillales	35.98468
GF12_B4_d79	o__Clostridiales	2.75292
GF12_B5_d79	o__Lactobacillales	84.08879
GF12_B5_d79	o__Bacillales	12.88351
GF12_B5_d79	o__Clostridiales	3.0277
GF12_C1_d79	o__Lactobacillales	99.22994
GF12_C1_d79	o__Clostridiales	0.77006
GF12_C1_d82_colon	o__Clostridiales	55.22981
GF12_C1_d82_colon	o__Erysipelotrichales	37.97854
GF12_C1_d82_colon	o__Lactobacillales	6.79165
GF12_C2_d31	o__Bacillales	86.12907
GF12_C2_d31	o__Lactobacillales	13.87093
GF12_C2_d79	o__Lactobacillales	98.73622
GF12_C2_d79	o__Clostridiales	1.26378
GF12_C3_d31	o__Lactobacillales	98.93088
GF12_C3_d31	o__Bacillales	1.06912
GF12_C3_d79	o__Lactobacillales	75.96874
GF12_C3_d79	o__Bacillales	24.03126
GF12_C3_d80_colon	o__Lactobacillales	100
GF12_C4_d31	o__Lactobacillales	73.62729
GF12_C4_d31	o__Bacillales	26.37271
GF12_C5_d79	o__Bacillales	98.99758
GF12_C5_d79	o__Clostridiales	0.9328
GF12_C5_d79	o__Lactobacillales	0.06961
GF12_Inoc	o__Lactobacillales	59.98855
GF12_Inoc	o__Bacillales	40.01145
GF13_A1_d32	o__Enterobacterales	100
GF13_A1_d34	o__Enterobacterales	100
GF13_A1_d65_colon	o__Enterobacterales	36.36306
GF13_A1_d65_colon	o__Erysipelotrichales	33.62296
GF13_A1_d65_colon	o__Clostridiales	30.01398
GF13_A10_d65_colon	o__Clostridiales	39.18474
GF13_A10_d65_colon	o__Erysipelotrichales	32.91305
GF13_A10_d65_colon	o__Enterobacterales	27.90222
GF13_A2_d32	o__Enterobacterales	100
GF13_A2_d65_colon	o__Enterobacterales	36.26585
GF13_A2_d65_colon	o__Erysipelotrichales	35.50221
GF13_A2_d65_colon	o__Clostridiales	28.23194
GF13_A3_d32	o__Enterobacterales	100
GF13_A3_d65_colon	o__Clostridiales	47.36334
GF13_A3_d65_colon	o__Erysipelotrichales	31.02587
GF13_A3_d65_colon	o__Enterobacterales	21.61079
GF13_A4_d32	o__Enterobacterales	100
GF13_A4_d65_colon	o__Erysipelotrichales	45.71067
GF13_A4_d65_colon	o__Clostridiales	29.08427
GF13_A4_d65_colon	o__Enterobacterales	25.20506
GF13_A5_d32	o__Enterobacterales	100
GF13_A5_d65_colon	o__Clostridiales	49.36361
GF13_A5_d65_colon	o__Erysipelotrichales	26.93747
GF13_A5_d65_colon	o__Enterobacterales	23.69892
GF13_A6_d32	o__Enterobacterales	100
GF13_A6_d34	o__Enterobacterales	100
GF13_A6_d65_colon	o__Clostridiales	39.87668
GF13_A6_d65_colon	o__Enterobacterales	31.90866
GF13_A6_d65_colon	o__Erysipelotrichales	28.21466
GF13_A7_d65_colon	o__Clostridiales	45.14103
GF13_A7_d65_colon	o__Erysipelotrichales	29.60094
GF13_A7_d65_colon	o__Enterobacterales	25.25803
GF13_A8_d65_colon	o__Erysipelotrichales	37.10935
GF13_A8_d65_colon	o__Clostridiales	36.74051
GF13_A8_d65_colon	o__Enterobacterales	26.15014
GF13_A9_d65_colon	o__Clostridiales	43.70125
GF13_A9_d65_colon	o__Erysipelotrichales	34.25505
GF13_A9_d65_colon	o__Enterobacterales	22.04369
GF13_B1_d32	o__Enterobacterales	100
GF13_B1_d65_colon	o__Enterobacterales	100
GF13_B2_d32	o__Enterobacterales	100
GF13_B2_d35_colon	o__Clostridiales	44.17088
GF13_B2_d35_colon	o__Enterobacterales	43.89604
GF13_B2_d35_colon	o__Erysipelotrichales	11.93308
GF13_B3_d32	o__Enterobacterales	100
GF13_B3_d34	o__Enterobacterales	94.72511
GF13_B3_d34	o__Clostridiales	5.27489
GF13_B3_d35_colon	o__Clostridiales	63.95822
GF13_B3_d35_colon	o__Enterobacterales	18.29547
GF13_B3_d35_colon	o__Erysipelotrichales	17.74631
GF13_B3_d65_colon	o__Enterobacterales	100
GF13_B4_d32	o__Enterobacterales	100
GF13_B4_d35_colon	o__Enterobacterales	41.61567
GF13_B4_d35_colon	o__Clostridiales	40.01181
GF13_B4_d35_colon	o__Erysipelotrichales	18.37252
GF13_B5_d32	o__Enterobacterales	100
GF13_B5_d35_colon	o__Enterobacterales	65.2892
GF13_B5_d35_colon	o__Clostridiales	32.49507
GF13_B5_d35_colon	o__Erysipelotrichales	2.21573
GF13_B5_d65_colon	o__Enterobacterales	100
GF13_B8_d65_colon	o__Enterobacterales	96.20381
GF13_B8_d65_colon	o__Clostridiales	3.79619
GF13_B9_d65_colon	o__Enterobacterales	100
GF13_inoc_200118	o__Bacillales	66.7195
GF13_inoc_200118	o__Enterobacterales	28.08557
GF13_inoc_200118	o__Micrococcales	5.19493
GF14_A_d66_stool	o__Clostridiales	59.15956
GF14_A_d66_stool	o__Erysipelotrichales	17.46406
GF14_A_d66_stool	o__Enterobacterales	7.91636
GF14_A_d66_stool	o__Lactobacillales	7.49888
GF14_A_d66_stool	o__Actinomycetales	7.4567
GF14_A_d66_stool	o__Tissierellales	0.50445
GF14_A_Dam_d21	o__Clostridiales	65.81548
GF14_A_Dam_d21	o__Erysipelotrichales	22.30588
GF14_A_Dam_d21	o__Enterobacterales	8.63122
GF14_A_Dam_d21	o__Lactobacillales	3.24742
GF14_A1_d32	o__Enterobacterales	93.18453
GF14_A1_d32	o__Clostridiales	3.32998
GF14_A1_d32	o__Lactobacillales	2.71973
GF14_A1_d32	o__Erysipelotrichales	0.76575
GF14_A1_d35_colon	o__Enterobacterales	100
GF14_A1_d94_stool	o__Enterobacterales	95.31421
GF14_A1_d94_stool	o__Lactobacillales	2.99274
GF14_A1_d94_stool	o__Clostridiales	1.68715
GF14_A1_d94_stool	o__Tissierellales	0.00591
GF14_A1_d95_stool	o__Enterobacterales	90.83359
GF14_A1_d95_stool	o__Clostridiales	5.63364
GF14_A1_d95_stool	o__Lactobacillales	2.80689
GF14_A1_d95_stool	o__Erysipelotrichales	0.4889
GF14_A1_d95_stool	o__Tissierellales	0.23698
GF14_a1_d97_colon	o__Enterobacterales	100
GF14_A2_d32	o__Enterobacterales	94.46657
GF14_A2_d32	o__Lactobacillales	3.23575
GF14_A2_d32	o__Clostridiales	2.29768
GF14_A2_d33	o__Enterobacterales	93.91418
GF14_A2_d33	o__Clostridiales	3.19899
GF14_A2_d33	o__Lactobacillales	2.88683
GF14_A2_d35_colon	o__Enterobacterales	100
GF14_A2_d94_stool	o__Enterobacterales	99.91506
GF14_A2_d94_stool	o__Lactobacillales	0.08494
GF14_A2_d96_16_stool	o__Enterobacterales	100
GF14_a2_d97_colon	o__Enterobacterales	99.89767
GF14_a2_d97_colon	o__Corynebacteriales	0.10233
GF14_A3_d32	o__Enterobacterales	90.86312
GF14_A3_d32	o__Clostridiales	5.38992
GF14_A3_d32	o__Lactobacillales	3.46083
GF14_A3_d32	o__Erysipelotrichales	0.28614
GF14_A3_d35_colon	o__Enterobacterales	100
GF14_a3_d97_colon	o__Enterobacterales	100
GF14_A4_d32	o__Enterobacterales	98.89417
GF14_A4_d32	o__Lactobacillales	0.65815
GF14_A4_d32	o__Clostridiales	0.44768
GF14_A4_d33	o__Enterobacterales	100
GF14_A4_d34	o__Erysipelotrichales	100
GF14_A4_d35_colon	o__Enterobacterales	100
GF14_A4_d94_stool	o__Enterobacterales	99.27111
GF14_A4_d94_stool	o__Lactobacillales	0.55803
GF14_A4_d94_stool	o__Clostridiales	0.17085
GF14_A4_d95_stool	o__Enterobacterales	97.19489
GF14_A4_d95_stool	o__Lactobacillales	1.88787
GF14_A4_d95_stool	o__Clostridiales	0.91725
GF14_a4_d97_colon	o__Enterobacterales	100
GF14_A5_d32	o__Enterobacterales	97.01045
GF14_A5_d32	o__Lactobacillales	2.06992
GF14_A5_d32	o__Clostridiales	0.91964
GF14_A5_d35_colon	o__Enterobacterales	100
GF14_A5_d94_stool	o__Enterobacterales	99.47523
GF14_A5_d94_stool	o__Lactobacillales	0.46952
GF14_A5_d94_stool	o__Clostridiales	0.05525
GF14_A5_d96_16_stool	o__Enterobacterales	93.47314
GF14_A5_d96_16_stool	o__Clostridiales	3.81846
GF14_A5_d96_16_stool	o__Lactobacillales	2.7084
GF14_A5_d96_stool	o__Enterobacterales	95.12579
GF14_A5_d96_stool	o__Lactobacillales	3.71285
GF14_A5_d96_stool	o__Clostridiales	1.16136
GF14_a5_d97_colon	o__Enterobacterales	100
GF14_A6_d34_colon	o__Enterobacterales	97.5659
GF14_A6_d34_colon	o__Erysipelotrichales	2.13427
GF14_A6_d34_colon	o__Clostridiales	0.29983
GF14_A6_d94_stool	o__Enterobacterales	99.48072
GF14_A6_d94_stool	o__Clostridiales	0.31496
GF14_A6_d94_stool	o__Lactobacillales	0.20431
GF14_A6_d95_stool	o__Enterobacterales	91.58897
GF14_A6_d95_stool	o__Lactobacillales	5.30356
GF14_A6_d95_stool	o__Clostridiales	3.08725
GF14_A6_d95_stool	o__Tissierellales	0.02022
GF14_A6_d96_16_stool	o__Enterobacterales	86.65079
GF14_A6_d96_16_stool	o__Lactobacillales	7.27114
GF14_A6_d96_16_stool	o__Clostridiales	6.07806
GF14_a6_d97_colon	o__Enterobacterales	100
GF14_A7_d32	o__Enterobacterales	97.37702
GF14_A7_d32	o__Lactobacillales	1.82126
GF14_A7_d32	o__Clostridiales	0.80171
GF14_A7_d34	o__Enterobacterales	100
GF14_A7_d35_colon	o__Enterobacterales	100
GF14_A7_d94_stool	o__Enterobacterales	98.2903
GF14_A7_d94_stool	o__Lactobacillales	1.47639
GF14_A7_d94_stool	o__Clostridiales	0.23331
GF14_A7_d95_stool	o__Enterobacterales	95.99543
GF14_A7_d95_stool	o__Lactobacillales	3.49862
GF14_A7_d95_stool	o__Clostridiales	0.43687
GF14_A7_d95_stool	o__Tissierellales	0.06908
GF14_a7_d97_colon	o__Enterobacterales	100
GF14_A8_d94_stool	o__Enterobacterales	97.91688
GF14_A8_d94_stool	o__Lactobacillales	1.21742
GF14_A8_d94_stool	o__Clostridiales	0.8657
GF14_A8_d96_16_stool	o__Enterobacterales	88.138
GF14_A8_d96_16_stool	o__Clostridiales	6.10381
GF14_A8_d96_16_stool	o__Lactobacillales	5.75819
GF14_A8_d96_stool	o__Enterobacterales	92.983
GF14_A8_d96_stool	o__Lactobacillales	4.85701
GF14_A8_d96_stool	o__Clostridiales	1.84434
GF14_A8_d96_stool	o__Tissierellales	0.31565
GF14_a8_d97_colon	o__Enterobacterales	100
GF14_Adam_d18_stool	o__Clostridiales	47.3835
GF14_Adam_d18_stool	o__Erysipelotrichales	26.91145
GF14_Adam_d18_stool	o__Enterobacterales	18.04677
GF14_Adam_d18_stool	o__Lactobacillales	6.77855
GF14_Adam_d18_stool	o__Tissierellales	0.87973
GF14_Adam_d5_stool	o__Clostridiales	63.85
GF14_Adam_d5_stool	o__Erysipelotrichales	16.39493
GF14_Adam_d5_stool	o__Enterobacterales	13.98707
GF14_Adam_d5_stool	o__Lactobacillales	5.1
GF14_Adam_d5_stool	o__Tissierellales	0.668
GF14_Adam_d51_stool	o__Clostridiales	53.68442
GF14_Adam_d51_stool	o__Erysipelotrichales	27.62716
GF14_Adam_d51_stool	o__Enterobacterales	12.65497
GF14_Adam_d51_stool	o__Lactobacillales	6.03345
GF14_Adam_d59_stool	o__Clostridiales	63.12104
GF14_Adam_d59_stool	o__Erysipelotrichales	18.08584
GF14_Adam_d59_stool	o__Enterobacterales	12.19352
GF14_Adam_d59_stool	o__Lactobacillales	6.21892
GF14_Adam_d59_stool	o__Tissierellales	0.38067
GF14_Adam_d78_stool	o__Clostridiales	46.97657
GF14_Adam_d78_stool	o__Erysipelotrichales	35.02377
GF14_Adam_d78_stool	o__Enterobacterales	11.44346
GF14_Adam_d78_stool	o__Lactobacillales	6.5562
GF14_Adam_d9_stool	o__Clostridiales	50.98979
GF14_Adam_d9_stool	o__Enterobacterales	27.52934
GF14_Adam_d9_stool	o__Erysipelotrichales	17.95051
GF14_Adam_d9_stool	o__Lactobacillales	3.52683
GF14_Adam_d9_stool	o__Tissierellales	0.00354
GF14_B_d66_stool	o__Clostridiales	48.22223
GF14_B_d66_stool	o__Erysipelotrichales	35.24264
GF14_B_d66_stool	o__Enterobacterales	10.79638
GF14_B_d66_stool	o__Lactobacillales	5.73874
GF14_B_d78_stool	o__Clostridiales	47.64134
GF14_B_d78_stool	o__Erysipelotrichales	39.48616
GF14_B_d78_stool	o__Enterobacterales	8.44021
GF14_B_d78_stool	o__Lactobacillales	4.43228
GF14_b1_d95_colon	o__Enterobacterales	100
GF14_b2_d95_colon	o__Erysipelotrichales	37.69838
GF14_b2_d95_colon	o__Enterobacterales	32.49755
GF14_b2_d95_colon	o__Clostridiales	23.8633
GF14_b2_d95_colon	o__Lactobacillales	5.94076
GF14_b3_d95_colon	o__Enterobacterales	48.2305
GF14_b3_d95_colon	o__Clostridiales	43.13747
GF14_b3_d95_colon	o__Erysipelotrichales	8.63203
GF14_Bdam_d18_stool	o__Clostridiales	51.4952
GF14_Bdam_d18_stool	o__Erysipelotrichales	23.43233
GF14_Bdam_d18_stool	o__Enterobacterales	15.28068
GF14_Bdam_d18_stool	o__Lactobacillales	9.03343
GF14_Bdam_d18_stool	o__Tissierellales	0.75837
GF14_Bdam_d5_stool	o__Clostridiales	32.78175
GF14_Bdam_d5_stool	o__Erysipelotrichales	30.35385
GF14_Bdam_d5_stool	o__Enterobacterales	29.91546
GF14_Bdam_d5_stool	o__Lactobacillales	6.94894
GF14_Bdam_d51_stool	o__Clostridiales	45.94174
GF14_Bdam_d51_stool	o__Erysipelotrichales	28.53039
GF14_Bdam_d51_stool	o__Enterobacterales	18.14939
GF14_Bdam_d51_stool	o__Lactobacillales	7.37848
GF14_Bdam_d59_stool	o__Clostridiales	58.06269
GF14_Bdam_d59_stool	o__Erysipelotrichales	27.14232
GF14_Bdam_d59_stool	o__Enterobacterales	9.58703
GF14_Bdam_d59_stool	o__Lactobacillales	5.20796
GF14_Bdam_d9_stool	o__Clostridiales	55.56723
GF14_Bdam_d9_stool	o__Enterobacterales	19.17193
GF14_Bdam_d9_stool	o__Erysipelotrichales	16.34638
GF14_Bdam_d9_stool	o__Lactobacillales	8.90012
GF14_Bdam_d9_stool	o__Tissierellales	0.01433
GF14_C_d66_stool	o__Erysipelotrichales	39.7526
GF14_C_d66_stool	o__Clostridiales	26.76154
GF14_C_d66_stool	o__Enterobacterales	17.77303
GF14_C_d66_stool	o__Actinomycetales	7.84573
GF14_C_d66_stool	o__Lactobacillales	7.21346
GF14_C_d66_stool	o__Tissierellales	0.65364
GF14_c_d78_stool	o__Clostridiales	43.57388
GF14_c_d78_stool	o__Erysipelotrichales	36.15565
GF14_c_d78_stool	o__Enterobacterales	10.61586
GF14_c_d78_stool	o__Lactobacillales	5.29997
GF14_c_d78_stool	o__Actinomycetales	4.35464
GF14_c1_d130_colon	o__Enterobacterales	99.43245
GF14_c1_d130_colon	o__Lactobacillales	0.33654
GF14_c1_d130_colon	o__Clostridiales	0.23102
GF14_c2_d130_colon	o__Enterobacterales	99.83006
GF14_c2_d130_colon	o__Lactobacillales	0.16994
GF14_c3_d130_colon	o__Enterobacterales	99.96666
GF14_c3_d130_colon	o__Lactobacillales	0.03334
GF14_Cdam_d18_stool	o__Clostridiales	43.08171
GF14_Cdam_d18_stool	o__Erysipelotrichales	35.31689
GF14_Cdam_d18_stool	o__Enterobacterales	9.87732
GF14_Cdam_d18_stool	o__Lactobacillales	6.1202
GF14_Cdam_d18_stool	o__Actinomycetales	5.58039
GF14_Cdam_d18_stool	o__Tissierellales	0.0235
GF14_cdam_d5_stool	o__Clostridiales	53.04922
GF14_cdam_d5_stool	o__Enterobacterales	19.47836
GF14_cdam_d5_stool	o__Erysipelotrichales	17.50428
GF14_cdam_d5_stool	o__Lactobacillales	9.95007
GF14_cdam_d5_stool	o__Tissierellales	0.01807
GF14_Cdam_d51_stool	o__Erysipelotrichales	42.7824
GF14_Cdam_d51_stool	o__Clostridiales	36.23465
GF14_Cdam_d51_stool	o__Enterobacterales	12.79491
GF14_Cdam_d51_stool	o__Lactobacillales	6.12291
GF14_Cdam_d51_stool	o__Actinomycetales	1.52863
GF14_Cdam_d51_stool	o__Tissierellales	0.5365
GF14_Cdam_d59_stool	o__Clostridiales	55.35457
GF14_Cdam_d59_stool	o__Erysipelotrichales	28.73868
GF14_Cdam_d59_stool	o__Enterobacterales	8.35738
GF14_Cdam_d59_stool	o__Lactobacillales	4.19106
GF14_Cdam_d59_stool	o__Actinomycetales	3.0847
GF14_Cdam_d59_stool	o__Tissierellales	0.27361
GF14_Cdam_d9_stool	o__Clostridiales	43.47102
GF14_Cdam_d9_stool	o__Erysipelotrichales	25.97501
GF14_Cdam_d9_stool	o__Enterobacterales	18.65584
GF14_Cdam_d9_stool	o__Lactobacillales	10.76301
GF14_Cdam_d9_stool	o__Tissierellales	0.81865
GF14_Cdam_d9_stool	o__Actinomycetales	0.31647
GF14_d67_A1_stool	o__Enterobacterales	99.81679
GF14_d67_A1_stool	o__Lactobacillales	0.18321
GF14_d67_A3_stool	o__Enterobacterales	100
GF14_d67_A4_stool	o__Enterobacterales	100
GF14_d67_A5_stool	o__Enterobacterales	100
GF14_d67_A6_stool	o__Enterobacterales	100
GF14_d67_A7_stool	o__Enterobacterales	100
GF14_d67_A8_stool	o__Enterobacterales	100
GF14_d67_A9_stool	o__Enterobacterales	100
GF14_d68_A1_colon	o__Enterobacterales	100
GF14_d68_A10_colon	o__Enterobacterales	99.26074
GF14_d68_A10_colon	o__Lactobacillales	0.58004
GF14_d68_A10_colon	o__Clostridiales	0.15921
GF14_d68_A2_colon	o__Enterobacterales	100
GF14_d68_A3_colon	o__Enterobacterales	100
GF14_d68_A4_colon	o__Enterobacterales	98.71252
GF14_d68_A4_colon	o__Lactobacillales	1.28748
GF14_d68_A5_colon	o__Enterobacterales	100
GF14_d68_A6_colon	o__Enterobacterales	100
GF14_d68_A7_colon	o__Enterobacterales	100
GF14_d68_A8_colon	o__Enterobacterales	100
GF14_d68_A9_colon	o__Enterobacterales	100
GF14_d89_B1_stool	o__Enterobacterales	96.01039
GF14_d89_B1_stool	o__Lactobacillales	3.04599
GF14_d89_B1_stool	o__Clostridiales	0.94362
GF14_d89_B2_stool	o__Enterobacterales	97.56582
GF14_d89_B2_stool	o__Lactobacillales	1.35039
GF14_d89_B2_stool	o__Clostridiales	1.08379
GF14_d89_B3_stool	o__Enterobacterales	97.47673
GF14_d89_B3_stool	o__Lactobacillales	1.33721
GF14_d89_B3_stool	o__Clostridiales	1.18606
GF14_d90_B2_stool	o__Enterobacterales	95.57156
GF14_d90_B2_stool	o__Lactobacillales	3.39684
GF14_d90_B2_stool	o__Clostridiales	1.0316
GF14_d90_B3_stool	o__Enterobacterales	95.21931
GF14_d90_B3_stool	o__Lactobacillales	2.19814
GF14_d90_B3_stool	o__Clostridiales	2.03174
GF14_d90_B3_stool	o__Erysipelotrichales	0.55081
GF14_d91_B2_stool	o__Enterobacterales	98.46693
GF14_d91_B2_stool	o__Lactobacillales	0.93926
GF14_d91_B2_stool	o__Clostridiales	0.59381
GF14_INOC	o__Enterobacterales	66.69721
GF14_INOC	o__Veillonellales	11.2748
GF14_INOC	o__Clostridiales	8.17635
GF14_INOC	o__Lactobacillales	7.58309
GF14_INOC	o__Erysipelotrichales	6.1927
GF14_INOC	o__Actinomycetales	0.07584
GF15_A_Dam_d21	o__Bifidobacteriales	61.25992
GF15_A_Dam_d21	o__Clostridiales	26.24605
GF15_A_Dam_d21	o__Actinomycetales	7.98748
GF15_A_Dam_d21	o__Enterobacterales	2.36049
GF15_A_Dam_d21	o__Tissierellales	1.05869
GF15_A_Dam_d21	o__Lactobacillales	0.81905
GF15_A_Dam_d21	o__Veillonellales	0.26832
GF15_a1_d106_stool	o__Enterobacterales	92.50055
GF15_a1_d106_stool	o__Lactobacillales	4.41948
GF15_a1_d106_stool	o__Bifidobacteriales	2.36014
GF15_a1_d106_stool	o__Clostridiales	0.71982
GF15_A1_d108_colon	o__Enterobacterales	100
GF15_A1_d35_colon	o__Enterobacterales	100
GF15_A1_d72_stool	o__Enterobacterales	85.4184
GF15_A1_d72_stool	o__Clostridiales	8.18299
GF15_A1_d72_stool	o__Lactobacillales	4.5672
GF15_A1_d72_stool	o__Bifidobacteriales	1.83142
GF15_a2_d105_stool	o__Enterobacterales	81.25841
GF15_a2_d105_stool	o__Bifidobacteriales	9.05494
GF15_a2_d105_stool	o__Lactobacillales	8.60455
GF15_a2_d105_stool	o__Clostridiales	1.0821
GF15_a2_d106_stool	o__Enterobacterales	67.08513
GF15_a2_d106_stool	o__Clostridiales	13.82096
GF15_a2_d106_stool	o__Lactobacillales	13.16808
GF15_a2_d106_stool	o__Bifidobacteriales	5.92582
GF15_A2_d108_colon	o__Enterobacterales	99.00675
GF15_A2_d108_colon	o__Bifidobacteriales	0.99325
GF15_A2_d32	o__Enterobacterales	100
GF15_a3_d105_stool	o__Enterobacterales	84.95119
GF15_a3_d105_stool	o__Bifidobacteriales	11.68336
GF15_a3_d105_stool	o__Lactobacillales	3.36545
GF15_A3_d108_colon	o__Enterobacterales	98.28834
GF15_A3_d108_colon	o__Bifidobacteriales	1.71166
GF15_A3_d32	o__Enterobacterales	100
GF15_A3_d35_colon	o__Bifidobacteriales	100
GF15_a4_d105_stool	o__Enterobacterales	98.71458
GF15_a4_d105_stool	o__Bifidobacteriales	0.77304
GF15_a4_d105_stool	o__Lactobacillales	0.51238
GF15_A4_d108_colon	o__Enterobacterales	98.60945
GF15_A4_d108_colon	o__Bifidobacteriales	1.39055
GF15_A4_d32	o__Enterobacterales	92.30685
GF15_A4_d32	o__Lactobacillales	3.45339
GF15_A4_d32	o__Bifidobacteriales	2.47262
GF15_A4_d32	o__Clostridiales	1.76073
GF15_A4_d32	o__Tissierellales	0.00641
GF15_a5_d105_stool	o__Enterobacterales	82.63935
GF15_a5_d105_stool	o__Lactobacillales	11.3649
GF15_a5_d105_stool	o__Clostridiales	3.86863
GF15_a5_d105_stool	o__Bifidobacteriales	2.12712
GF15_A5_d108_colon	o__Enterobacterales	98.65987
GF15_A5_d108_colon	o__Bifidobacteriales	1.34013
GF15_A5_d32	o__Enterobacterales	95.62298
GF15_A5_d32	o__Clostridiales	2.51627
GF15_A5_d32	o__Bifidobacteriales	1.40356
GF15_A5_d32	o__Lactobacillales	0.45719
GF15_A5_d35_colon	o__Lactobacillales	100
GF15_a6_d105_stool	o__Enterobacterales	94.32022
GF15_a6_d105_stool	o__Lactobacillales	5.05005
GF15_a6_d105_stool	o__Bifidobacteriales	0.57734
GF15_a6_d105_stool	o__Clostridiales	0.0524
GF15_A6_d108_colon	o__Enterobacterales	100
GF15_A6_d32_colon	o__Enterobacterales	100
GF15_A7_d108_colon	o__Enterobacterales	94.6759
GF15_A7_d108_colon	o__Bifidobacteriales	5.3241
GF15_a7_d74_colon	o__Corynebacteriales	100
GF15_a8_d105_stool	o__Enterobacterales	85.81328
GF15_a8_d105_stool	o__Clostridiales	7.64771
GF15_a8_d105_stool	o__Lactobacillales	6.05234
GF15_a8_d105_stool	o__Bifidobacteriales	0.48668
GF15_A8_d108_colon	o__Enterobacterales	98.75455
GF15_A8_d108_colon	o__Bifidobacteriales	1.24545
GF15_a9_d105_stool	o__Enterobacterales	97.35575
GF15_a9_d105_stool	o__Lactobacillales	1.7087
GF15_a9_d105_stool	o__Clostridiales	0.51055
GF15_a9_d105_stool	o__Bifidobacteriales	0.425
