Sample	Species	Abundance
GF24_B3_33_cwash	Enterococcus_faecalis	0.41171
GF24_B3_64_cwash	Clostridioides_difficile	24.75597
GF24_B3_64_cwash	Clostridium_paraputrificum	17.42769
GF24_B3_64_cwash	Clostridium_innocuum	14.98928
GF24_B3_64_cwash	Clostridium_perfringens	10.91123
GF24_B3_64_cwash	Klebsiella_michiganensis	8.39946
GF24_B3_64_cwash	Escherichia_coli	4.46656
GF24_B3_64_cwash	Citrobacter_freundii	4.12557
GF24_B3_64_cwash	Clostridium_sp_7_2_43FAA	4.08079
GF24_B3_64_cwash	Klebsiella_oxytoca	3.91865
GF24_B3_64_cwash	Proteus_mirabilis	2.34473
GF24_B3_64_cwash	Clostridium_neonatale	1.98708
GF24_B3_64_cwash	Enterococcus_faecalis	1.5001
GF24_B3_64_cwash	Klebsiella_aerogenes	0.95533
GF24_B3_64_cwash	Klebsiella_pneumoniae	0.07661
GF24_B3_64_cwash	Enterobacter_cloacae_complex	0.06096
GF24_B3_d74_cwash	Klebsiella_aerogenes	92.16328
GF24_B3_d74_cwash	Klebsiella_pneumoniae	5.96558
GF24_B3_d74_cwash	Escherichia_coli	0.78631
GF24_B3_d74_cwash	Enterococcus_faecalis	0.477
GF24_B3_d74_cwash	Clostridium_innocuum	0.38916
GF24_B3_d74_cwash	Clostridium_sp_7_2_43FAA	0.21867
GF24_B4_33_cwash	Klebsiella_aerogenes	70.36886
GF24_B4_33_cwash	Clostridium_perfringens	11.95434
GF24_B4_33_cwash	Proteus_mirabilis	5.59344
GF24_B4_33_cwash	Clostridium_innocuum	4.49591
GF24_B4_33_cwash	Clostridium_paraputrificum	2.56656
GF24_B4_33_cwash	Clostridium_sp_7_2_43FAA	2.18288
GF24_B4_33_cwash	Enterococcus_faecalis	1.22202
GF24_B4_33_cwash	Clostridioides_difficile	1.06464
GF24_B4_33_cwash	Clostridium_neonatale	0.55134
GF24_B4_d73_stool	Klebsiella_aerogenes	98.71743
GF24_B4_d73_stool	Klebsiella_pneumoniae	0.84388
GF24_B4_d73_stool	Enterococcus_faecalis	0.4387
GF24_B4_d74_cwash	Klebsiella_aerogenes	88.84303
GF24_B4_d74_cwash	Klebsiella_pneumoniae	3.44945
GF24_B4_d74_cwash	Clostridium_paraputrificum	2.03581
GF24_B4_d74_cwash	Clostridium_sp_7_2_43FAA	1.69339
GF24_B4_d74_cwash	Escherichia_coli	0.90935
GF24_B4_d74_cwash	Clostridium_innocuum	0.86179
GF24_B4_d74_cwash	Enterococcus_faecalis	0.5879
GF24_B4_d74_cwash	Clostridium_neonatale	0.55192
GF24_B4_d74_cwash	Clostridioides_difficile	0.54045
GF24_B4_d74_cwash	Clostridium_perfringens	0.48793
GF24_B4_d74_cwash	Achromobacter_insuavis	0.03898
GF24_B5_33_cwash	Klebsiella_aerogenes	66.64117
GF24_B5_33_cwash	Clostridium_innocuum	18.86976
GF24_B5_33_cwash	Clostridium_paraputrificum	10.02289
GF24_B5_33_cwash	Clostridium_perfringens	2.71866
GF24_B5_33_cwash	Clostridium_neonatale	1.14939
GF24_B5_33_cwash	Escherichia_coli	0.59813
GF24_B6_33_cwash	Klebsiella_aerogenes	72.4218
GF24_B6_33_cwash	Clostridium_innocuum	19.17581
GF24_B6_33_cwash	Klebsiella_pneumoniae	4.00951
GF24_B6_33_cwash	Clostridium_paraputrificum	2.42365
GF24_B6_33_cwash	Clostridium_perfringens	1.37583
GF24_B6_33_cwash	Enterococcus_faecalis	0.51822
GF24_B6_33_cwash	Clostridioides_difficile	0.07519
GF24_B7_33_cwash	Klebsiella_aerogenes	57.53876
GF24_B7_33_cwash	Clostridium_innocuum	26.54279
GF24_B7_33_cwash	Clostridium_paraputrificum	6.00882
GF24_B7_33_cwash	Clostridium_perfringens	5.18322
GF24_B7_33_cwash	Proteus_mirabilis	2.30438
GF24_B7_33_cwash	Clostridium_neonatale	0.99356
GF24_B7_33_cwash	Clostridioides_difficile	0.65417
GF24_B7_33_cwash	Escherichia_coli	0.46241
GF24_B7_33_cwash	Clostridium_sp_7_2_43FAA	0.3119
GF24_Bdam_d114_stool	Clostridium_perfringens	34.10935
GF24_Bdam_d114_stool	Enterococcus_faecalis	18.05856
GF24_Bdam_d114_stool	Klebsiella_aerogenes	12.45556
GF24_Bdam_d114_stool	Clostridium_innocuum	9.05524
GF24_Bdam_d114_stool	Proteus_mirabilis	6.36765
GF24_Bdam_d114_stool	Escherichia_coli	4.91304
GF24_Bdam_d114_stool	Klebsiella_oxytoca	4.68511
GF24_Bdam_d114_stool	Citrobacter_freundii	4.43316
GF24_Bdam_d114_stool	Clostridium_neonatale	2.23933
GF24_Bdam_d114_stool	Clostridioides_difficile	1.59739
GF24_Bdam_d114_stool	Finegoldia_magna	1.44612
GF24_Bdam_d114_stool	Clostridium_paraputrificum	0.63949
GF24_C10_d86_cwash	Klebsiella_aerogenes	75.85698
GF24_C10_d86_cwash	Clostridium_paraputrificum	5.75266
GF24_C10_d86_cwash	Klebsiella_oxytoca	5.54503
GF24_C10_d86_cwash	Klebsiella_pneumoniae	4.95279
GF24_C10_d86_cwash	Clostridium_perfringens	3.14522
GF24_C10_d86_cwash	Enterococcus_faecalis	1.44544
GF24_C10_d86_cwash	Clostridium_innocuum	1.40888
GF24_C10_d86_cwash	Escherichia_coli	0.8445
GF24_C10_d86_cwash	Clostridioides_difficile	0.67951
GF24_C10_d86_cwash	Achromobacter_xylosoxidans	0.36899
GF24_C1_37_stool	Klebsiella_aerogenes	51.03376
GF24_C1_37_stool	Escherichia_coli	42.7093
GF24_C1_37_stool	Klebsiella_pneumoniae	2.54276
GF24_C1_37_stool	Enterococcus_faecalis	1.70999
GF24_C1_37_stool	Clostridioides_difficile	1.42608
GF24_C1_37_stool	Clostridium_perfringens	0.57811
GF24_C1_39_cwash	Enterococcus_faecalis	91.71634
GF24_C1_39_cwash	Escherichia_coli	5.60992
GF24_C1_39_cwash	Clostridium_innocuum	2.67374
GF24_C1_d108_cwash	Klebsiella_aerogenes	87.86195
GF24_C1_d108_cwash	Achromobacter_xylosoxidans	6.27116
GF24_C1_d108_cwash	Klebsiella_pneumoniae	5.86688
GF24_C1_d129_cwash	Escherichia_coli	55.25404
GF24_C1_d129_cwash	Klebsiella_aerogenes	36.13739
GF24_C1_d129_cwash	Klebsiella_oxytoca	4.62592
GF24_C1_d129_cwash	Klebsiella_pneumoniae	2.22003
GF24_C1_d129_cwash	Achromobacter_xylosoxidans	1.3381
GF24_C1_d129_cwash	Clostridium_sp_7_2_43FAA	0.16442
GF24_C1_d129_cwash	Enterococcus_faecalis	0.12746
GF24_C1_d129_cwash	Clostridioides_difficile	0.10692
GF24_C1_d129_cwash	Clostridium_innocuum	0.02572
GF24_C2_39_cwash	Enterococcus_faecalis	69.26263
GF24_C2_39_cwash	Clostridioides_difficile	16.47843
GF24_C2_39_cwash	Clostridium_innocuum	8.57773
GF24_C2_39_cwash	Escherichia_coli	5.68121
GF24_C2_d108_cwash	Klebsiella_aerogenes	75.90488
GF24_C2_d108_cwash	Clostridium_innocuum	6.40381
GF24_C2_d108_cwash	Klebsiella_pneumoniae	5.60106
GF24_C2_d108_cwash	Clostridium_sp_7_2_43FAA	3.88538
GF24_C2_d108_cwash	Clostridium_paraputrificum	3.2983
GF24_C2_d108_cwash	Klebsiella_oxytoca	2.76245
GF24_C2_d108_cwash	Enterococcus_faecalis	0.86403
GF24_C2_d108_cwash	Achromobacter_xylosoxidans	0.82947
GF24_C2_d108_cwash	Clostridioides_difficile	0.45061
GF24_C2_d129_cwash	Klebsiella_aerogenes	83.41627
GF24_C2_d129_cwash	Klebsiella_pneumoniae	11.03891
GF24_C2_d129_cwash	Achromobacter_xylosoxidans	4.33368
GF24_C2_d129_cwash	Klebsiella_oxytoca	1.21113
GF24_C2_d86_cwash	Escherichia_coli	78.37529
GF24_C2_d86_cwash	Klebsiella_aerogenes	11.7173
GF24_C2_d86_cwash	Clostridium_paraputrificum	2.75065
GF24_C2_d86_cwash	Clostridium_innocuum	2.08909
GF24_C2_d86_cwash	Enterococcus_faecalis	1.8642
GF24_C2_d86_cwash	Clostridioides_difficile	1.07243
GF24_C2_d86_cwash	Klebsiella_pneumoniae	1.02458
GF24_C2_d86_cwash	Clostridium_sp_7_2_43FAA	0.7636
GF24_C2_d86_cwash	Clostridium_perfringens	0.22047
GF24_C2_d86_cwash	Achromobacter_insuavis	0.1224
GF24_C3_37_stool	Klebsiella_aerogenes	95.40089
GF24_C3_37_stool	Enterococcus_faecalis	2.39829
GF24_C3_37_stool	Klebsiella_pneumoniae	1.2382
GF24_C3_37_stool	Clostridioides_difficile	0.58072
GF24_C3_37_stool	Clostridium_perfringens	0.38191
GF24_C3_38_cwash	Enterococcus_faecalis	90.05915
GF24_C3_38_cwash	Escherichia_coli	9.94085
GF24_C3_d108_cwash	Klebsiella_oxytoca	56.49066
GF24_C3_d108_cwash	Klebsiella_aerogenes	42.32375
GF24_C3_d108_cwash	Achromobacter_xylosoxidans	0.61764
GF24_C3_d108_cwash	Klebsiella_pneumoniae	0.56795
GF24_C3_d129_cwash	Klebsiella_aerogenes	63.1806
GF24_C3_d129_cwash	Klebsiella_oxytoca	25.04127
GF24_C3_d129_cwash	Achromobacter_xylosoxidans	5.97903
GF24_C3_d129_cwash	Klebsiella_pneumoniae	2.92654
GF24_C3_d129_cwash	Clostridium_paraputrificum	1.59361
GF24_C3_d129_cwash	Clostridium_sp_7_2_43FAA	0.71785
GF24_C3_d129_cwash	Clostridium_innocuum	0.40071
GF24_C3_d129_cwash	Clostridioides_difficile	0.16038
GF24_C3_d85_stool	Klebsiella_aerogenes	66.40641
GF24_C3_d85_stool	Klebsiella_oxytoca	28.08054
GF24_C3_d85_stool	Klebsiella_pneumoniae	3.57224
GF24_C3_d85_stool	Escherichia_coli	0.66991
GF24_C3_d85_stool	Enterococcus_faecalis	0.64769
GF24_C3_d85_stool	Clostridioides_difficile	0.58008
GF24_C3_d85_stool	Clostridium_paraputrificum	0.04312
GF24_C3_d86_cwash	Klebsiella_aerogenes	65.54701
GF24_C3_d86_cwash	Clostridium_paraputrificum	10.8554
GF24_C3_d86_cwash	Klebsiella_oxytoca	9.77208
GF24_C3_d86_cwash	Klebsiella_pneumoniae	4.79313
GF24_C3_d86_cwash	Enterococcus_faecalis	4.22075
GF24_C3_d86_cwash	Clostridium_perfringens	1.713
GF24_C3_d86_cwash	Clostridioides_difficile	1.45308
GF24_C3_d86_cwash	Clostridium_innocuum	0.74238
GF24_C3_d86_cwash	Achromobacter_xylosoxidans	0.46867
GF24_C3_d86_cwash	Achromobacter_insuavis	0.40696
GF24_C3_d86_cwash	Clostridium_sp_7_2_43FAA	0.02754
GF24_C4_37_stool	Klebsiella_aerogenes	86.89866
GF24_C4_37_stool	Clostridium_paraputrificum	4.11284
GF24_C4_37_stool	Enterococcus_faecalis	3.39349
GF24_C4_37_stool	Clostridioides_difficile	2.52862
GF24_C4_37_stool	Klebsiella_pneumoniae	1.60624
GF24_C4_37_stool	Clostridium_perfringens	1.16263
GF24_C4_37_stool	Klebsiella_oxytoca	0.10892
GF24_C4_37_stool	Escherichia_coli	0.09748
GF24_C4_37_stool	Clostridium_neonatale	0.09113
GF24_C4_38_cwash	Enterococcus_faecalis	80.81278
GF24_C4_38_cwash	Clostridioides_difficile	12.17629
GF24_C4_38_cwash	Escherichia_coli	3.56893
GF24_C4_38_cwash	Clostridium_innocuum	3.44199
GF24_C4_38_stool	Clostridium_innocuum	71.69424
GF24_C4_38_stool	Escherichia_coli	28.30576
GF24_C4_d108_cwash	Klebsiella_aerogenes	87.50024
GF24_C4_d108_cwash	Achromobacter_xylosoxidans	7.67027
GF24_C4_d108_cwash	Klebsiella_pneumoniae	3.40487
GF24_C4_d108_cwash	Clostridium_neonatale	0.7018
GF24_C4_d108_cwash	Clostridium_sp_7_2_43FAA	0.42946
GF24_C4_d108_cwash	Clostridium_innocuum	0.29337
GF24_C4_d129_cwash	Escherichia_coli	78.20194
GF24_C4_d129_cwash	Klebsiella_aerogenes	14.07047
GF24_C4_d129_cwash	Proteus_mirabilis	2.46784
GF24_C4_d129_cwash	Achromobacter_xylosoxidans	1.44216
GF24_C4_d129_cwash	Enterococcus_faecalis	1.1517
GF24_C4_d129_cwash	Clostridium_sp_7_2_43FAA	1.09939
GF24_C4_d129_cwash	Klebsiella_pneumoniae	0.94971
GF24_C4_d129_cwash	Klebsiella_oxytoca	0.46265
GF24_C4_d129_cwash	Clostridioides_difficile	0.15415
GF24_C4_d86_cwash	Klebsiella_aerogenes	62.0917
GF24_C4_d86_cwash	Klebsiella_oxytoca	21.52091
GF24_C4_d86_cwash	Enterococcus_faecalis	5.44855
GF24_C4_d86_cwash	Klebsiella_pneumoniae	5.32601
GF24_C4_d86_cwash	Achromobacter_xylosoxidans	4.175
GF24_C4_d86_cwash	Clostridium_innocuum	0.99128
GF24_C4_d86_cwash	Clostridium_sp_7_2_43FAA	0.38348
GF24_C4_d86_cwash	Clostridioides_difficile	0.06307
GF24_C5_36_stool	Escherichia_coli	80.12739
GF24_C5_36_stool	Klebsiella_aerogenes	18.11907
GF24_C5_36_stool	Klebsiella_pneumoniae	0.9066
GF24_C5_36_stool	Enterococcus_faecalis	0.84695
GF24_C5_38_stool	Enterococcus_faecalis	81.5583
GF24_C5_38_stool	Clostridium_innocuum	18.4417
GF24_C5_d108_cwash	Klebsiella_aerogenes	86.36673
GF24_C5_d108_cwash	Klebsiella_pneumoniae	7.2872
GF24_C5_d108_cwash	Achromobacter_xylosoxidans	5.85184
GF24_C5_d108_cwash	Klebsiella_oxytoca	0.35797
GF24_C5_d108_cwash	Enterococcus_faecalis	0.13626
GF24_C5_d129_cwash	Klebsiella_aerogenes	59.5929
GF24_C5_d129_cwash	Klebsiella_oxytoca	26.4482
GF24_C5_d129_cwash	Klebsiella_pneumoniae	9.24172
GF24_C5_d129_cwash	Clostridium_sp_7_2_43FAA	1.20111
GF24_C5_d129_cwash	Proteus_mirabilis	1.06939
GF24_C5_d129_cwash	Clostridium_paraputrificum	0.95225
GF24_C5_d129_cwash	Achromobacter_insuavis	0.7879
GF24_C5_d129_cwash	Clostridioides_difficile	0.40503
GF24_C5_d129_cwash	Achromobacter_xylosoxidans	0.12518
GF24_C5_d129_cwash	Enterococcus_faecalis	0.093
GF24_C5_d129_cwash	Clostridium_neonatale	0.08331
GF24_C5_d85_stool	Klebsiella_aerogenes	71.29823
GF24_C5_d85_stool	Klebsiella_oxytoca	23.3146
GF24_C5_d85_stool	Klebsiella_pneumoniae	4.14812
GF24_C5_d85_stool	Enterococcus_faecalis	0.8457
GF24_C5_d85_stool	Clostridium_paraputrificum	0.22112
GF24_C5_d85_stool	Clostridioides_difficile	0.12435
GF24_C5_d85_stool	Achromobacter_xylosoxidans	0.04787
GF24_C5_d86_cwash	Klebsiella_aerogenes	47.66011
GF24_C5_d86_cwash	Klebsiella_oxytoca	27.61058
GF24_C5_d86_cwash	Achromobacter_xylosoxidans	19.05775
GF24_C5_d86_cwash	Clostridium_innocuum	3.30096
GF24_C5_d86_cwash	Klebsiella_pneumoniae	2.3706
GF24_C6_36_stool	Klebsiella_aerogenes	87.1415
GF24_C6_36_stool	Klebsiella_pneumoniae	5.23499
GF24_C6_36_stool	Enterococcus_faecalis	4.17908
GF24_C6_36_stool	Clostridioides_difficile	1.74696
GF24_C6_36_stool	Escherichia_coli	1.33152
GF24_C6_36_stool	Clostridium_perfringens	0.36595
GF24_C6_37_stool	Klebsiella_aerogenes	85.69174
GF24_C6_37_stool	Enterococcus_faecalis	4.91908
GF24_C6_37_stool	Clostridium_perfringens	4.0486
GF24_C6_37_stool	Klebsiella_pneumoniae	3.17523
GF24_C6_37_stool	Clostridioides_difficile	1.53885
GF24_C6_37_stool	Clostridium_paraputrificum	0.22594
GF24_C6_37_stool	Escherichia_coli	0.2098
GF24_C6_37_stool	Klebsiella_oxytoca	0.19075
GF24_C6_38_stool	Enterococcus_faecalis	97.36824
GF24_C6_38_stool	Escherichia_coli	1.58053
GF24_C6_38_stool	Clostridium_innocuum	1.05123
GF24_C6_d108_cwash	Klebsiella_aerogenes	82.25033
GF24_C6_d108_cwash	Klebsiella_oxytoca	5.85532
GF24_C6_d108_cwash	Klebsiella_pneumoniae	2.86659
GF24_C6_d108_cwash	Clostridium_sp_7_2_43FAA	2.53131
GF24_C6_d108_cwash	Clostridium_paraputrificum	1.4879
GF24_C6_d108_cwash	Clostridium_neonatale	1.41704
GF24_C6_d108_cwash	Clostridioides_difficile	1.31306
GF24_C6_d108_cwash	Clostridium_perfringens	1.01851
GF24_C6_d108_cwash	Clostridium_innocuum	0.69186
GF24_C6_d108_cwash	Achromobacter_xylosoxidans	0.34618
GF24_C6_d108_cwash	Enterococcus_faecalis	0.22189
GF24_C6_d129_cwash	Escherichia_coli	51.59529
GF24_C6_d129_cwash	Klebsiella_aerogenes	38.47097
GF24_C6_d129_cwash	Achromobacter_xylosoxidans	5.43488
GF24_C6_d129_cwash	Klebsiella_pneumoniae	3.03718
GF24_C6_d129_cwash	Clostridium_paraputrificum	0.69285
GF24_C6_d129_cwash	Clostridium_sp_7_2_43FAA	0.529
GF24_C6_d129_cwash	Enterococcus_faecalis	0.23983
GF24_C6_d85_stool	Klebsiella_aerogenes	100
GF24_C6_d86_cwash	Klebsiella_aerogenes	52.0549
GF24_C6_d86_cwash	Klebsiella_oxytoca	36.97272
GF24_C6_d86_cwash	Clostridium_sp_7_2_43FAA	5.42031
GF24_C6_d86_cwash	Clostridium_innocuum	4.85169
GF24_C6_d86_cwash	Enterococcus_faecalis	0.70037
GF24_C7_d108_cwash	Klebsiella_aerogenes	69.64486
GF24_C7_d108_cwash	Klebsiella_oxytoca	17.52641
GF24_C7_d108_cwash	Achromobacter_xylosoxidans	9.78465
GF24_C7_d108_cwash	Klebsiella_pneumoniae	3.04408
GF24_C7_d129_cwash	Escherichia_coli	45.61454
GF24_C7_d129_cwash	Klebsiella_aerogenes	31.56296
GF24_C7_d129_cwash	Klebsiella_oxytoca	17.78465
GF24_C7_d129_cwash	Klebsiella_pneumoniae	2.38661
GF24_C7_d129_cwash	Achromobacter_xylosoxidans	1.42329
GF24_C7_d129_cwash	Clostridium_paraputrificum	0.64182
GF24_C7_d129_cwash	Clostridioides_difficile	0.35553
GF24_C7_d129_cwash	Clostridium_sp_7_2_43FAA	0.2306
GF24_C7_d85_stool	Klebsiella_aerogenes	65.96759
GF24_C7_d85_stool	Klebsiella_oxytoca	27.76704
GF24_C7_d85_stool	Klebsiella_pneumoniae	3.69626
GF24_C7_d85_stool	Enterococcus_faecalis	1.21395
GF24_C7_d85_stool	Clostridioides_difficile	0.61491
GF24_C7_d85_stool	Escherichia_coli	0.38402
GF24_C7_d85_stool	Clostridium_perfringens	0.22455
GF24_C7_d85_stool	Clostridium_paraputrificum	0.13169
GF24_C7_d86_cwash	Klebsiella_aerogenes	64.40818
GF24_C7_d86_cwash	Klebsiella_oxytoca	16.41812
GF24_C7_d86_cwash	Enterococcus_faecalis	6.75369
GF24_C7_d86_cwash	Klebsiella_pneumoniae	4.52112
GF24_C7_d86_cwash	Clostridium_sp_7_2_43FAA	2.57462
GF24_C7_d86_cwash	Clostridium_innocuum	2.51154
GF24_C7_d86_cwash	Clostridium_paraputrificum	1.9052
GF24_C7_d86_cwash	Clostridioides_difficile	0.38985
GF24_C7_d86_cwash	Clostridium_perfringens	0.26864
GF24_C7_d86_cwash	Achromobacter_xylosoxidans	0.24903
GF24_C8_d108_cwash	Klebsiella_aerogenes	95.90078
GF24_C8_d108_cwash	Klebsiella_pneumoniae	2.3048
GF24_C8_d108_cwash	Achromobacter_xylosoxidans	1.574
GF24_C8_d108_cwash	Enterococcus_faecalis	0.15403
GF24_C8_d108_cwash	Clostridium_sp_7_2_43FAA	0.0381
GF24_C8_d108_cwash	Clostridioides_difficile	0.02829
GF24_C8_d85_stool	Klebsiella_aerogenes	54.46812
GF24_C8_d85_stool	Klebsiella_oxytoca	39.35212
GF24_C8_d85_stool	Klebsiella_pneumoniae	3.12696
GF24_C8_d85_stool	Enterococcus_faecalis	3.0528
GF24_C8_d86_cwash	Klebsiella_aerogenes	44.04073
GF24_C8_d86_cwash	Klebsiella_oxytoca	33.26181
GF24_C8_d86_cwash	Klebsiella_pneumoniae	5.16269
GF24_C8_d86_cwash	Clostridium_paraputrificum	3.68717
GF24_C8_d86_cwash	Clostridium_sp_7_2_43FAA	3.03798
GF24_C8_d86_cwash	Clostridium_innocuum	3.01807
GF24_C8_d86_cwash	Clostridioides_difficile	2.08249
GF24_C8_d86_cwash	Escherichia_coli	1.78725
GF24_C8_d86_cwash	Enterococcus_faecalis	1.62731
GF24_C8_d86_cwash	Clostridium_perfringens	1.38789
GF24_C8_d86_cwash	Clostridium_neonatale	0.3722
GF24_C8_d86_cwash	Proteus_mirabilis	0.33095
GF24_C8_d86_cwash	Achromobacter_xylosoxidans	0.20345
GF24_C9_d108_cwash	Klebsiella_aerogenes	79.16145
GF24_C9_d108_cwash	Clostridium_innocuum	8.08546
GF24_C9_d108_cwash	Achromobacter_xylosoxidans	5.38156
GF24_C9_d108_cwash	Clostridium_sp_7_2_43FAA	3.04266
GF24_C9_d108_cwash	Klebsiella_pneumoniae	2.92836
GF24_C9_d108_cwash	Clostridium_perfringens	0.56012
GF24_C9_d108_cwash	Clostridium_paraputrificum	0.44036
GF24_C9_d108_cwash	Enterococcus_faecalis	0.40003
GF24_C9_d85_stool	Klebsiella_aerogenes	73.65492
GF24_C9_d85_stool	Klebsiella_oxytoca	20.54507
GF24_C9_d85_stool	Klebsiella_pneumoniae	2.92639
GF24_C9_d85_stool	Enterococcus_faecalis	1.66079
GF24_C9_d85_stool	Clostridioides_difficile	1.07031
GF24_C9_d85_stool	Proteus_mirabilis	0.08277
GF24_C9_d85_stool	Clostridium_perfringens	0.05049
GF24_C9_d85_stool	Clostridium_paraputrificum	0.00925
GF24_C9_d86_cwash	Klebsiella_aerogenes	54.02096
GF24_C9_d86_cwash	Klebsiella_oxytoca	20.18318
GF24_C9_d86_cwash	Clostridium_innocuum	5.87031
GF24_C9_d86_cwash	Clostridium_sp_7_2_43FAA	4.10355
GF24_C9_d86_cwash	Enterococcus_faecalis	3.74869
GF24_C9_d86_cwash	Clostridium_paraputrificum	3.37308
GF24_C9_d86_cwash	Clostridium_perfringens	2.8937
GF24_C9_d86_cwash	Klebsiella_pneumoniae	2.06005
GF24_C9_d86_cwash	Escherichia_coli	1.73504
GF24_C9_d86_cwash	Clostridioides_difficile	1.17872
GF24_C9_d86_cwash	Achromobacter_xylosoxidans	0.83271
GF24_Cdam_d108_stool	Clostridium_perfringens	21.77613
GF24_Cdam_d108_stool	Clostridium_innocuum	18.60214
GF24_Cdam_d108_stool	Varibaculum_cambriense	14.28209
GF24_Cdam_d108_stool	Enterococcus_faecalis	12.76876
GF24_Cdam_d108_stool	Escherichia_coli	7.61672
GF24_Cdam_d108_stool	Klebsiella_aerogenes	6.45223
GF24_Cdam_d108_stool	Clostridium_neonatale	6.12267
GF24_Cdam_d108_stool	Citrobacter_freundii	3.92857
GF24_Cdam_d108_stool	Proteus_mirabilis	3.42095
GF24_Cdam_d108_stool	Clostridioides_difficile	3.36885
GF24_Cdam_d108_stool	Klebsiella_michiganensis	1.48951
GF24_Cdam_d108_stool	Klebsiella_pneumoniae	0.17137
GF24_damA_18_stool	Varibaculum_cambriense	24.07472
GF24_damA_18_stool	Clostridium_perfringens	18.21016
GF24_damA_18_stool	Enterococcus_faecalis	17.73209
GF24_damA_18_stool	Klebsiella_oxytoca	9.41886
GF24_damA_18_stool	Citrobacter_freundii	7.6446
GF24_damA_18_stool	Clostridium_innocuum	6.60057
GF24_damA_18_stool	Escherichia_coli	6.59684
GF24_damA_18_stool	Clostridium_neonatale	4.32674
GF24_damA_18_stool	Proteus_mirabilis	2.23089
GF24_damA_18_stool	Clostridioides_difficile	1.95433
GF24_damA_18_stool	Clostridium_paraputrificum	1.01147
GF24_damA_18_stool	Finegoldia_magna	0.19872
GF24_damA_3_stool	Klebsiella_oxytoca	24.63671
GF24_damA_3_stool	Clostridium_innocuum	17.96868
GF24_damA_3_stool	Clostridium_perfringens	11.30186
GF24_damA_3_stool	Proteus_mirabilis	8.71908
GF24_damA_3_stool	Enterococcus_faecalis	7.59921
GF24_damA_3_stool	Clostridioides_difficile	7.37651
GF24_damA_3_stool	Klebsiella_aerogenes	7.18317
GF24_damA_3_stool	Clostridium_neonatale	5.62294
GF24_damA_3_stool	Escherichia_coli	3.79768
GF24_damA_3_stool	Citrobacter_freundii	2.89345
GF24_damA_3_stool	Clostridium_paraputrificum	2.1976
GF24_damA_3_stool	Klebsiella_pneumoniae	0.7031
GF24_damA_8_stool	Clostridium_innocuum	19.16549
GF24_damA_8_stool	Klebsiella_oxytoca	17.86085
GF24_damA_8_stool	Varibaculum_cambriense	9.39399
GF24_damA_8_stool	Clostridium_neonatale	9.06392
GF24_damA_8_stool	Enterococcus_faecalis	8.91771
GF24_damA_8_stool	Escherichia_coli	7.79834
GF24_damA_8_stool	Clostridioides_difficile	7.6229
GF24_damA_8_stool	Proteus_mirabilis	7.08664
GF24_damA_8_stool	Citrobacter_freundii	5.54911
GF24_damA_8_stool	Clostridium_perfringens	2.61537
GF24_damA_8_stool	Clostridium_paraputrificum	1.7242
GF24_damA_8_stool	Klebsiella_aerogenes	1.70946
GF24_damA_8_stool	Finegoldia_magna	1.32385
GF24_damA_8_stool	Klebsiella_pneumoniae	0.16817
GF24_damB_3_stool	Clostridium_perfringens	57.958
GF24_damB_3_stool	Clostridioides_difficile	10.32229
GF24_damB_3_stool	Klebsiella_oxytoca	7.24064
GF24_damB_3_stool	Clostridium_neonatale	6.16954
GF24_damB_3_stool	Clostridium_innocuum	4.86025
GF24_damB_3_stool	Proteus_mirabilis	4.4086
GF24_damB_3_stool	Clostridium_paraputrificum	3.34358
GF24_damB_3_stool	Enterococcus_faecalis	2.77366
GF24_damB_3_stool	Citrobacter_freundii	1.38798
GF24_damB_3_stool	Escherichia_coli	0.71875
GF24_damB_3_stool	Klebsiella_aerogenes	0.68293
GF24_damB_3_stool	Klebsiella_pneumoniae	0.05739
GF24_damB_3_stool	Clostridium_sp_7_2_43FAA	0.04834
GF24_damB_3_stool	Klebsiella_michiganensis	0.01786
GF24_damB_3_stool	Enterobacter_cloacae_complex	0.01017
GF24_damB_8_stool	Clostridium_innocuum	28.20472
GF24_damB_8_stool	Varibaculum_cambriense	19.66932
GF24_damB_8_stool	Klebsiella_oxytoca	13.26953
GF24_damB_8_stool	Clostridium_perfringens	12.26092
GF24_damB_8_stool	Enterococcus_faecalis	11.09428
GF24_damB_8_stool	Escherichia_coli	5.76233
GF24_damB_8_stool	Citrobacter_freundii	4.96616
GF24_damB_8_stool	Proteus_mirabilis	2.7619
GF24_damB_8_stool	Clostridium_neonatale	1.72112
GF24_damB_8_stool	Clostridioides_difficile	0.28971
GF24_damC_30_stool	Varibaculum_cambriense	39.39149
GF24_damC_30_stool	Klebsiella_aerogenes	13.2612
GF24_damC_30_stool	Escherichia_coli	9.07969
GF24_damC_30_stool	Klebsiella_michiganensis	8.99609
GF24_damC_30_stool	Citrobacter_freundii	8.38378
GF24_damC_30_stool	Clostridium_innocuum	6.12858
GF24_damC_30_stool	Clostridium_perfringens	5.85111
GF24_damC_30_stool	Enterococcus_faecalis	3.42561
GF24_damC_30_stool	Proteus_mirabilis	1.39748
GF24_damC_30_stool	Clostridioides_difficile	1.16753
GF24_damC_30_stool	Klebsiella_oxytoca	1.15416
GF24_damC_30_stool	Clostridium_neonatale	1.02071
GF24_damC_30_stool	Klebsiella_pneumoniae	0.42437
GF24_damC_30_stool	Enterobacter_cloacae_complex	0.24403
