Sample,taxa,abundance
GF15_adam_d11_stool,Bifidobacteriaceae,75.43778
GF15_adam_d11_stool,Clostridiaceae,8.62372
GF15_adam_d11_stool,Actinomycetaceae,7.16306
GF15_adam_d11_stool,Enterococcaceae,2.95342
GF15_adam_d11_stool,Enterobacteriaceae,2.72679
GF15_adam_d11_stool,Peptostreptococcaceae,2.05621
GF15_adam_d11_stool,Peptoniphilaceae,1.03901
GF15_adam_d18_stool,Bifidobacteriaceae,68.65905
GF15_adam_d18_stool,Clostridiaceae,13.80111
GF15_adam_d18_stool,Actinomycetaceae,6.8009
GF15_adam_d18_stool,Enterobacteriaceae,3.5294
GF15_adam_d18_stool,Peptostreptococcaceae,2.95245
GF15_adam_d18_stool,Enterococcaceae,2.66475
GF15_adam_d18_stool,Peptoniphilaceae,0.88379
GF15_adam_d18_stool,Veillonellaceae,0.67038
GF15_adam_d18_stool,Morganellaceae,0.03817
GF15_Adam_d5_stool,Bifidobacteriaceae,73.70994
GF15_Adam_d5_stool,Clostridiaceae,10.61676
GF15_Adam_d5_stool,Actinomycetaceae,7.28403
GF15_Adam_d5_stool,Enterobacteriaceae,3.08409
GF15_Adam_d5_stool,Peptostreptococcaceae,1.84964
GF15_Adam_d5_stool,Enterococcaceae,1.77612
GF15_Adam_d5_stool,Peptoniphilaceae,0.92458
GF15_Adam_d5_stool,Morganellaceae,0.75482
GF15_b_d5_stool,Corynebacteriaceae,100
GF15_B1_d32,Enterobacteriaceae,89.43693
GF15_B1_d32,Enterococcaceae,3.31209
GF15_B1_d32,Clostridiaceae,3.23806
GF15_B1_d32,Bifidobacteriaceae,2.61814
GF15_B1_d32,Peptostreptococcaceae,1.39478
GF15_B1_d35_colon,Enterobacteriaceae,80.80822
GF15_B1_d35_colon,Morganellaceae,19.19178
GF15_B1_d94_stool,Enterobacteriaceae,98.91072
GF15_B1_d94_stool,Enterococcaceae,0.96787
GF15_B1_d94_stool,Bifidobacteriaceae,0.12142
GF15_b1_d97_colon,Enterobacteriaceae,90.79587
GF15_b1_d97_colon,Morganellaceae,9.20413
GF15_b10_d94_stool,Enterobacteriaceae,100
GF15_B10_d97_colon,Enterobacteriaceae,91.36118
GF15_B10_d97_colon,Morganellaceae,8.63882
GF15_B2_d32,Enterobacteriaceae,91.90997
GF15_B2_d32,Clostridiaceae,2.53416
GF15_B2_d32,Bifidobacteriaceae,2.10322
GF15_B2_d32,Enterococcaceae,2.10123
GF15_B2_d32,Peptostreptococcaceae,1.35143
GF15_B2_d33,Enterobacteriaceae,90.10683
GF15_B2_d33,Clostridiaceae,4.00589
GF15_B2_d33,Bifidobacteriaceae,2.97421
GF15_B2_d33,Enterococcaceae,2.33712
GF15_B2_d33,Peptostreptococcaceae,0.57595
GF15_B2_d35_colon,Enterobacteriaceae,70.05452
GF15_B2_d35_colon,Morganellaceae,29.94548
GF15_b2_d94_stool,Enterobacteriaceae,95.71565
GF15_b2_d94_stool,Enterococcaceae,3.97744
GF15_b2_d94_stool,Bifidobacteriaceae,0.30691
GF15_b2_d95_stool,Enterobacteriaceae,80.46473
GF15_b2_d95_stool,Enterococcaceae,16.94407
GF15_b2_d95_stool,Bifidobacteriaceae,1.10231
GF15_b2_d95_stool,Clostridiaceae,1.09603
GF15_b2_d95_stool,Peptostreptococcaceae,0.39285
GF15_b2_d97_colon,Enterobacteriaceae,80.30445
GF15_b2_d97_colon,Morganellaceae,19.69555
GF15_B3_d34,Enterobacteriaceae,100
GF15_B3_d35_colon,Enterobacteriaceae,100
GF15_b3_d94_stool,Enterobacteriaceae,99.90739
GF15_b3_d94_stool,Enterococcaceae,0.09261
GF15_b3_d97_colon,Enterobacteriaceae,92.16345
GF15_b3_d97_colon,Morganellaceae,7.83655
GF15_b4_d106_stool,Enterobacteriaceae,80.60567
GF15_b4_d106_stool,Enterococcaceae,8.98246
GF15_b4_d106_stool,Clostridiaceae,6.28735
GF15_b4_d106_stool,Peptostreptococcaceae,1.75683
GF15_b4_d106_stool,Bifidobacteriaceae,1.63526
GF15_b4_d106_stool,Morganellaceae,0.73243
GF15_B4_d32,Enterobacteriaceae,92.68832
GF15_B4_d32,Enterococcaceae,3.94313
GF15_B4_d32,Clostridiaceae,1.33209
GF15_B4_d32,Bifidobacteriaceae,1.20736
GF15_B4_d32,Peptostreptococcaceae,0.82911
GF15_B4_d33,Enterobacteriaceae,92.1294
GF15_B4_d33,Enterococcaceae,3.66062
GF15_B4_d33,Clostridiaceae,2.14687
GF15_B4_d33,Bifidobacteriaceae,1.44397
GF15_B4_d33,Peptostreptococcaceae,0.61914
GF15_B4_d34,Enterobacteriaceae,87.05681
GF15_B4_d34,Morganellaceae,12.94319
GF15_B4_d35_colon,Enterobacteriaceae,66.39107
GF15_B4_d35_colon,Morganellaceae,33.51004
GF15_B4_d35_colon,Bifidobacteriaceae,0.09888
GF15_b4_d96_stool,Enterobacteriaceae,95.00385
GF15_b4_d96_stool,Morganellaceae,4.65751
GF15_b4_d96_stool,Peptostreptococcaceae,0.17656
GF15_b4_d96_stool,Enterococcaceae,0.16208
GF15_b4_d97_colon,Enterococcaceae,51.62486
GF15_b4_d97_colon,Enterobacteriaceae,33.63712
GF15_b4_d97_colon,Morganellaceae,14.73802
GF15_b5_d107_stool,Enterobacteriaceae,90.51324
GF15_b5_d107_stool,Enterococcaceae,6.31782
GF15_b5_d107_stool,Bifidobacteriaceae,1.71679
GF15_b5_d107_stool,Peptostreptococcaceae,1.07375
GF15_b5_d107_stool,Clostridiaceae,0.3784
GF15_B5_d32,Enterobacteriaceae,98.14024
GF15_B5_d32,Bifidobacteriaceae,1.35107
GF15_B5_d32,Enterococcaceae,0.50869
GF15_B5_d35_colon,Enterobacteriaceae,73.22817
GF15_B5_d35_colon,Morganellaceae,26.77183
GF15_b5_d94_stool,Enterobacteriaceae,99.79318
GF15_b5_d94_stool,Bifidobacteriaceae,0.13788
GF15_b5_d94_stool,Enterococcaceae,0.06894
GF15_b5_d95_stool,Enterobacteriaceae,89.04004
GF15_b5_d95_stool,Clostridiaceae,4.58545
GF15_b5_d95_stool,Enterococcaceae,4.24791
GF15_b5_d95_stool,Peptostreptococcaceae,1.13163
GF15_b5_d95_stool,Bifidobacteriaceae,0.99496
GF15_b5_d97_colon,Enterobacteriaceae,89.26843
GF15_b5_d97_colon,Morganellaceae,10.73157
GF15_B6_d32,Enterobacteriaceae,99.88526
GF15_B6_d32,Bifidobacteriaceae,0.11474
GF15_B6_d34_colon,Enterobacteriaceae,100
GF15_b6_d94_stool,Enterobacteriaceae,99.74027
GF15_b6_d94_stool,Bifidobacteriaceae,0.1402
GF15_b6_d94_stool,Enterococcaceae,0.11953
GF15_b6_d95_stool,Enterobacteriaceae,99.09885
GF15_b6_d95_stool,Enterococcaceae,0.76838
GF15_b6_d95_stool,Bifidobacteriaceae,0.13277
GF15_b6_d97_colon,Enterobacteriaceae,81.66084
GF15_b6_d97_colon,Morganellaceae,18.33916
GF15_B7_d32,Enterobacteriaceae,100
GF15_B7_d35_colon,Enterobacteriaceae,100
GF15_b7_d97_colon,Enterobacteriaceae,95.66303
GF15_b7_d97_colon,Morganellaceae,4.33697
GF15_b8_d94_stool,Enterobacteriaceae,97.50349
GF15_b8_d94_stool,Bifidobacteriaceae,1.79888
GF15_b8_d94_stool,Enterococcaceae,0.69763
GF15_b8_d97_colon,Enterobacteriaceae,81.36153
GF15_b8_d97_colon,Morganellaceae,18.63847
GF15_b9_d106_stool,Enterobacteriaceae,98.56422
GF15_b9_d106_stool,Bifidobacteriaceae,1.33937
GF15_b9_d106_stool,Peptostreptococcaceae,0.09641
GF15_b9_d94_stool,Enterobacteriaceae,95.69458
GF15_b9_d94_stool,Enterococcaceae,3.03297
GF15_b9_d94_stool,Bifidobacteriaceae,1.27245
GF15_B9_d97_colon,Enterobacteriaceae,89.79733
GF15_B9_d97_colon,Morganellaceae,10.20267
GF15_bdam_d18_stool,Bifidobacteriaceae,57.58911
GF15_bdam_d18_stool,Clostridiaceae,20.77603
GF15_bdam_d18_stool,Actinomycetaceae,8.15404
GF15_bdam_d18_stool,Peptostreptococcaceae,4.08736
GF15_bdam_d18_stool,Enterococcaceae,3.98613
GF15_bdam_d18_stool,Enterobacteriaceae,3.8883
GF15_bdam_d18_stool,Morganellaceae,0.53098
GF15_bdam_d18_stool,Peptoniphilaceae,0.52792
GF15_bdam_d18_stool,Veillonellaceae,0.46012
GF15_c_d18_stool,Bifidobacteriaceae,64.12989
GF15_c_d18_stool,Clostridiaceae,14.25133
GF15_c_d18_stool,Actinomycetaceae,8.85879
GF15_c_d18_stool,Enterococcaceae,4.94038
GF15_c_d18_stool,Enterobacteriaceae,3.69203
GF15_c_d18_stool,Peptostreptococcaceae,2.15001
GF15_c_d18_stool,Peptoniphilaceae,1.63481
GF15_c_d18_stool,Veillonellaceae,0.24183
GF15_c_d18_stool,Morganellaceae,0.10092
GF15_c1_d105_stool,Enterobacteriaceae,98.1717
GF15_c1_d105_stool,Enterococcaceae,1.8283
GF15_c1_d108_colon,Enterobacteriaceae,89.98966
GF15_c1_d108_colon,Morganellaceae,9.05417
GF15_c1_d108_colon,Bifidobacteriaceae,0.75489
GF15_c1_d108_colon,Enterococcaceae,0.20128
GF15_C1_d36,Enterobacteriaceae,53.2484
GF15_C1_d36,Enterococcaceae,42.93361
GF15_C1_d36,Morganellaceae,3.24449
GF15_C1_d36,Bifidobacteriaceae,0.57349
GF15_C1_d37,Enterobacteriaceae,77.06393
GF15_C1_d37,Enterococcaceae,11.87903
GF15_C1_d37,Morganellaceae,8.92363
GF15_C1_d37,Bifidobacteriaceae,2.13341
GF15_C1_d39_colon,Enterobacteriaceae,100
GF15_c1_d74_colon,Enterobacteriaceae,100
GF15_c2_d105_stool,Enterobacteriaceae,95.43287
GF15_c2_d105_stool,Enterococcaceae,4.48893
GF15_c2_d105_stool,Bifidobacteriaceae,0.0782
GF15_c2_d108_colon,Enterobacteriaceae,92.87091
GF15_c2_d108_colon,Morganellaceae,5.94907
GF15_c2_d108_colon,Bifidobacteriaceae,1.03642
GF15_c2_d108_colon,Enterococcaceae,0.1436
GF15_C2_d36,Enterobacteriaceae,90.78979
GF15_C2_d36,Enterococcaceae,9.21021
GF15_C2_d37,Enterobacteriaceae,88.7058
GF15_C2_d37,Enterococcaceae,8.73129
GF15_C2_d37,Bifidobacteriaceae,1.27179
GF15_C2_d37,Morganellaceae,0.86838
GF15_C2_d37,Peptostreptococcaceae,0.33382
GF15_C2_d37,Clostridiaceae,0.08891
GF15_C2_d39_colon,Enterobacteriaceae,98.48788
GF15_C2_d39_colon,Morganellaceae,1.51212
GF15_c2_d73_16_stool,Enterobacteriaceae,100
GF15_c2_d74_colon,Enterobacteriaceae,100
GF15_c3_d108_colon,Enterobacteriaceae,91.0777
GF15_c3_d108_colon,Morganellaceae,8.10183
GF15_c3_d108_colon,Bifidobacteriaceae,0.82048
GF15_C3_d36,Enterobacteriaceae,91.88862
GF15_C3_d36,Enterococcaceae,7.48336
GF15_C3_d36,Bifidobacteriaceae,0.62802
GF15_C3_d39_colon,Enterobacteriaceae,97.39678
GF15_C3_d39_colon,Morganellaceae,2.60322
GF15_c4_d105_stool,Enterobacteriaceae,86.1993
GF15_c4_d105_stool,Enterococcaceae,9.97681
GF15_c4_d105_stool,Clostridiaceae,2.64739
GF15_c4_d105_stool,Peptostreptococcaceae,0.76179
GF15_c4_d105_stool,Bifidobacteriaceae,0.41471
GF15_c4_d108_colon,Enterobacteriaceae,91.50732
GF15_c4_d108_colon,Morganellaceae,7.56501
GF15_c4_d108_colon,Bifidobacteriaceae,0.8676
GF15_c4_d108_colon,Corynebacteriaceae,0.04043
GF15_c4_d108_colon,Enterococcaceae,0.01964
GF15_C4_d36,Enterobacteriaceae,96.88458
GF15_C4_d36,Enterococcaceae,2.46018
GF15_C4_d36,Bifidobacteriaceae,0.59226
GF15_C4_d36,Morganellaceae,0.06298
GF15_C4_d37,Enterobacteriaceae,95.96592
GF15_C4_d37,Enterococcaceae,2.15759
GF15_C4_d37,Bifidobacteriaceae,1.42075
GF15_C4_d37,Morganellaceae,0.18451
GF15_C4_d37,Clostridiaceae,0.14394
GF15_C4_d37,Peptostreptococcaceae,0.12729
GF15_C4_d38,Enterobacteriaceae,98.21343
GF15_C4_d38,Morganellaceae,1.78657
GF15_C4_d39_colon,Enterobacteriaceae,94.83013
GF15_C4_d39_colon,Morganellaceae,5.16987
GF15_c4_d73_stool,Enterobacteriaceae,99.66445
GF15_c4_d73_stool,Enterococcaceae,0.25995
GF15_c4_d73_stool,Bifidobacteriaceae,0.0756
GF15_c4_d74_colon,Enterobacteriaceae,100
GF15_c5_d105_stool,Enterobacteriaceae,92.40176
GF15_c5_d105_stool,Enterococcaceae,6.16041
GF15_c5_d105_stool,Bifidobacteriaceae,1.3294
GF15_c5_d105_stool,Peptostreptococcaceae,0.10842
GF15_c5_d108_colon,Enterobacteriaceae,84.79011
GF15_c5_d108_colon,Morganellaceae,13.18964
GF15_c5_d108_colon,Bifidobacteriaceae,2.02025
GF15_C5_d36,Enterobacteriaceae,65.20024
GF15_C5_d36,Enterococcaceae,29.15074
GF15_C5_d36,Morganellaceae,5.54038
GF15_C5_d36,Bifidobacteriaceae,0.10864
GF15_C5_d37,Enterobacteriaceae,68.04368
GF15_C5_d37,Enterococcaceae,20.72677
GF15_C5_d37,Morganellaceae,10.35275
GF15_C5_d37,Bifidobacteriaceae,0.8768
GF15_C5_d39_colon,Enterobacteriaceae,99.17635
GF15_C5_d39_colon,Morganellaceae,0.82365
GF15_c5_d71_stool,Bifidobacteriaceae,73.15538
GF15_c5_d71_stool,Enterobacteriaceae,20.0779
GF15_c5_d71_stool,Enterococcaceae,6.72639
GF15_c5_d71_stool,Peptostreptococcaceae,0.04034
GF15_c5_d74_colon,Enterobacteriaceae,100
GF15_c6_d105_stool,Enterobacteriaceae,94.4705
GF15_c6_d105_stool,Enterococcaceae,5.31141
GF15_c6_d105_stool,Bifidobacteriaceae,0.1158
GF15_c6_d105_stool,Peptostreptococcaceae,0.10229
GF15_c6_d108_colon,Enterobacteriaceae,93.2184
GF15_c6_d108_colon,Morganellaceae,4.20019
GF15_c6_d108_colon,Bifidobacteriaceae,2.58141
GF15_C6_d36,Enterobacteriaceae,90.43445
GF15_C6_d36,Enterococcaceae,8.03343
GF15_C6_d36,Morganellaceae,1.13542
GF15_C6_d36,Bifidobacteriaceae,0.3967
GF15_C6_d39_colon,Enterobacteriaceae,89.49206
GF15_C6_d39_colon,Morganellaceae,10.50794
GF15_c6_d71_stool,Enterobacteriaceae,97.17756
GF15_c6_d71_stool,Bifidobacteriaceae,2.43546
GF15_c6_d71_stool,Enterococcaceae,0.38699
GF15_C6_d72_stool,Enterobacteriaceae,98.0767
GF15_C6_d72_stool,Bifidobacteriaceae,1.17734
GF15_C6_d72_stool,Enterococcaceae,0.74597
GF15_c6_d74_colon,Enterobacteriaceae,100
GF15_c7_d105_stool,Enterobacteriaceae,99.32134
GF15_c7_d105_stool,Enterococcaceae,0.67866
GF15_c7_d108_colon,Enterobacteriaceae,72.30955
GF15_c7_d108_colon,Morganellaceae,25.69923
GF15_c7_d108_colon,Bifidobacteriaceae,1.99122
GF15_c7_d72_stool,Enterobacteriaceae,97.22642
GF15_c7_d72_stool,Bifidobacteriaceae,2.12828
GF15_c7_d72_stool,Enterococcaceae,0.6453
GF15_c7_d74_colon,Enterobacteriaceae,100
GF15_c8_d108_colon,Enterobacteriaceae,96.05291
GF15_c8_d108_colon,Morganellaceae,3.31247
GF15_c8_d108_colon,Bifidobacteriaceae,0.63461
GF15_c8_d74_colon,Enterobacteriaceae,81.44946
GF15_c8_d74_colon,Morganellaceae,18.55054
GF15_c9_d108_colon,Enterobacteriaceae,74.95247
GF15_c9_d108_colon,Enterococcaceae,16.14859
GF15_c9_d108_colon,Morganellaceae,8.64956
GF15_c9_d108_colon,Bifidobacteriaceae,0.24938
GF15_cdam_d11_stool,Bifidobacteriaceae,71.43727
GF15_cdam_d11_stool,Clostridiaceae,12.51901
GF15_cdam_d11_stool,Actinomycetaceae,7.37443
GF15_cdam_d11_stool,Enterobacteriaceae,2.82839
GF15_cdam_d11_stool,Enterococcaceae,2.03868
GF15_cdam_d11_stool,Peptostreptococcaceae,1.80948
GF15_cdam_d11_stool,Peptoniphilaceae,0.77249
GF15_cdam_d11_stool,Veillonellaceae,0.63803
GF15_cdam_d11_stool,Morganellaceae,0.58223
GF15_cdam_d23_stool,Bifidobacteriaceae,73.54288
GF15_cdam_d23_stool,Clostridiaceae,10.25448
GF15_cdam_d23_stool,Actinomycetaceae,8.72609
GF15_cdam_d23_stool,Peptostreptococcaceae,2.6427
GF15_cdam_d23_stool,Enterococcaceae,1.77449
GF15_cdam_d23_stool,Peptoniphilaceae,1.49294
GF15_cdam_d23_stool,Veillonellaceae,0.77977
GF15_cdam_d23_stool,Enterobacteriaceae,0.64481
GF15_cdam_d23_stool,Morganellaceae,0.14184
GF15_cdam_d5_stool,Bifidobacteriaceae,70.97114
GF15_cdam_d5_stool,Clostridiaceae,10.80691
GF15_cdam_d5_stool,Enterobacteriaceae,6.72847
GF15_cdam_d5_stool,Actinomycetaceae,4.40516
GF15_cdam_d5_stool,Peptostreptococcaceae,2.76113
GF15_cdam_d5_stool,Enterococcaceae,2.05436
GF15_cdam_d5_stool,Morganellaceae,1.34358
GF15_cdam_d5_stool,Veillonellaceae,0.66964
GF15_cdam_d5_stool,Peptoniphilaceae,0.25962
GF15_cdam_d59_stool,Bifidobacteriaceae,45.77369
GF15_cdam_d59_stool,Clostridiaceae,37.28474
GF15_cdam_d59_stool,Peptostreptococcaceae,7.13295
GF15_cdam_d59_stool,Enterobacteriaceae,4.55764
GF15_cdam_d59_stool,Enterococcaceae,3.93378
GF15_cdam_d59_stool,Morganellaceae,0.9386
GF15_cdam_d59_stool,Actinomycetaceae,0.3786
GF15_d67_B1_stool,Enterobacteriaceae,95.23164
GF15_d67_B1_stool,Enterococcaceae,4.45422
GF15_d67_B1_stool,Bifidobacteriaceae,0.31414
GF15_d67_B2_stool,Enterobacteriaceae,99.26968
GF15_d67_B2_stool,Bifidobacteriaceae,0.68199
GF15_d67_B2_stool,Enterococcaceae,0.04833
GF15_d67_B3_stool,Enterobacteriaceae,95.56444
GF15_d67_B3_stool,Enterococcaceae,2.23032
GF15_d67_B3_stool,Bifidobacteriaceae,1.7919
GF15_d67_B3_stool,Clostridiaceae,0.23715
GF15_d67_B3_stool,Peptostreptococcaceae,0.17619
GF15_d67_B4_stool,Enterobacteriaceae,99.08134
GF15_d67_B4_stool,Bifidobacteriaceae,0.91866
GF15_d67_B5_stool,Enterobacteriaceae,97.64
GF15_d67_B5_stool,Bifidobacteriaceae,1.91235
GF15_d67_B5_stool,Enterococcaceae,0.44385
GF15_d67_B5_stool,Peptostreptococcaceae,0.0038
GF15_d67_B6_stool,Enterobacteriaceae,99.90756
GF15_d67_B6_stool,Bifidobacteriaceae,0.09244
GF15_d67_B7_stool,Enterobacteriaceae,99.9118
GF15_d67_B7_stool,Enterococcaceae,0.0882
GF15_d67_B8_stool,Enterobacteriaceae,99.41998
GF15_d67_B8_stool,Enterococcaceae,0.30087
GF15_d67_B8_stool,Bifidobacteriaceae,0.25129
GF15_d67_B8_stool,Peptostreptococcaceae,0.02786
GF15_d68_B1_colon,Enterobacteriaceae,94.90827
GF15_d68_B1_colon,Clostridiaceae,2.64581
GF15_d68_B1_colon,Enterococcaceae,2.3804
GF15_d68_B1_colon,Peptostreptococcaceae,0.06551
GF15_d68_B2_stool,Enterobacteriaceae,99.49678
GF15_d68_B2_stool,Bifidobacteriaceae,0.44779
GF15_d68_B2_stool,Enterococcaceae,0.05543
GF15_d68_B5_colon,Enterobacteriaceae,100
GF15_d68_B8_stool,Enterobacteriaceae,98.04813
GF15_d68_B8_stool,Enterococcaceae,0.85831
GF15_d68_B8_stool,Peptostreptococcaceae,0.51121
GF15_d68_B8_stool,Bifidobacteriaceae,0.40566
GF15_d68_B8_stool,Clostridiaceae,0.17669
GF15_d69_B2_stool,Enterobacteriaceae,100
GF15_d69_B9_stool,Enterobacteriaceae,100
GF15_d70_B2_colon,Enterobacteriaceae,100
GF15_d70_B4_colon,Enterobacteriaceae,98.24283
GF15_d70_B4_colon,Morganellaceae,1.75717
GF15_d70_B6_colon,Enterobacteriaceae,97.60026
GF15_d70_B6_colon,Morganellaceae,2.39974
GF15_d70_B7_colon,Enterobacteriaceae,95.62052
GF15_d70_B7_colon,Morganellaceae,4.37948
GF15_d70_B8_colon,Enterobacteriaceae,100
GF15_d70_B9_colon,Enterobacteriaceae,100
GF15_d71_A1_stool,Enterobacteriaceae,99.19541
GF15_d71_A1_stool,Bifidobacteriaceae,0.68593
GF15_d71_A1_stool,Enterococcaceae,0.11866
GF15_d71_A3_stool,Enterobacteriaceae,87.59486
GF15_d71_A3_stool,Enterococcaceae,11.51468
GF15_d71_A3_stool,Bifidobacteriaceae,0.89046
GF15_d71_A4_stool,Enterobacteriaceae,100
GF15_d71_A5_stool,Enterobacteriaceae,100
GF15_d71_A6_stool,Enterobacteriaceae,97.7925
GF15_d71_A6_stool,Enterococcaceae,1.37374
GF15_d71_A6_stool,Bifidobacteriaceae,0.83377
GF15_d71_A7_stool,Enterobacteriaceae,98.56711
GF15_d71_A7_stool,Bifidobacteriaceae,0.72189
GF15_d71_A7_stool,Enterococcaceae,0.68107
GF15_d71_A7_stool,Peptostreptococcaceae,0.02993
GF15_d71_A8_stool,Enterobacteriaceae,95.21037
GF15_d71_A8_stool,Enterococcaceae,2.48143
GF15_d71_A8_stool,Bifidobacteriaceae,2.3082
GF15_d71_C2_stool,Enterobacteriaceae,91.02612
GF15_d71_C2_stool,Enterococcaceae,8.23437
GF15_d71_C2_stool,Bifidobacteriaceae,0.73952
GF15_d71_C3_stool,Enterobacteriaceae,82.68131
GF15_d71_C3_stool,Enterococcaceae,16.52142
GF15_d71_C3_stool,Bifidobacteriaceae,0.56724
GF15_d71_C3_stool,Peptostreptococcaceae,0.23003
GF15_d71_C4_stool,Enterobacteriaceae,99.77378
GF15_d71_C4_stool,Bifidobacteriaceae,0.22622
GF15_INOC,Peptoniphilaceae,34.17622
GF15_INOC,Enterococcaceae,29.53727
GF15_INOC,Actinomycetaceae,19.2124
GF15_INOC,Bifidobacteriaceae,8.9089
GF15_INOC,Enterobacteriaceae,3.65098
GF15_INOC,Streptococcaceae,2.03977
GF15_INOC,Clostridiaceae,1.63877
GF15_INOC,Veillonellaceae,0.63018
GF15_INOC,Staphylococcaceae,0.20551
GF16_A1_d32,Lactobacillaceae,51.40762
GF16_A1_d32,Enterobacteriaceae,48.59238
GF16_A1_d35_colon,Mycobacteriaceae,100
GF16_A2_d32,Lactobacillaceae,100
GF16_A2_d35_colon,Lactobacillaceae,56.05929
GF16_A2_d35_colon,Enterobacteriaceae,43.94071
GF16_A3_d32,Lactobacillaceae,88.9692
GF16_A3_d32,Enterobacteriaceae,10.89183
GF16_A3_d32,Enterococcaceae,0.13897
GF16_A3_d34,Lactobacillaceae,64.9185
GF16_A3_d34,Lachnospiraceae,19.88291
GF16_A3_d34,Enterobacteriaceae,15.19859
GF16_A3_d35_colon,Enterococcaceae,100
GF16_a4_d100_stool,Lactobacillaceae,58.82974
GF16_a4_d100_stool,Enterobacteriaceae,33.57036
GF16_a4_d100_stool,Lachnospiraceae,4.65269
GF16_a4_d100_stool,Enterococcaceae,2.94721
GF16_A4_d32,Lactobacillaceae,58.63305
GF16_A4_d32,Enterobacteriaceae,41.36695
GF16_A5_d32,Lactobacillaceae,100
GF16_A6_d32,Lactobacillaceae,79.46103
GF16_A6_d32,Enterobacteriaceae,20.53897
GF16_A6_d33,Lactobacillaceae,86.90985
GF16_A6_d33,Enterobacteriaceae,12.82756
GF16_A6_d33,Enterococcaceae,0.26259
GF16_A6_d35_colon,Lactobacillaceae,100
GF16_A7_d32,Lactobacillaceae,71.43693
GF16_A7_d32,Enterobacteriaceae,26.98626
GF16_A7_d32,Enterococcaceae,1.5768
GF16_A7_d34,Lactobacillaceae,66.35417
GF16_A7_d34,Enterococcaceae,30.1143
GF16_A7_d34,Enterobacteriaceae,3.53153
GF16_Adam_d21,Lachnospiraceae,64.97339
GF16_Adam_d21,Lactobacillaceae,18.42038
GF16_Adam_d21,Ruminococcaceae,7.18644
GF16_Adam_d21,Bacteroidaceae,5.53117
GF16_Adam_d21,Clostridiaceae,2.67101
GF16_Adam_d21,Eggerthellaceae,0.88331
GF16_Adam_d21,Oscillospiraceae,0.3343
GF16_B1_d32,Lactobacillaceae,100
GF16_B2_d32,Lactobacillaceae,100
GF16_B2_d34,Enterobacteriaceae,67.71461
GF16_B2_d34,Clostridiaceae,18.96446
GF16_B2_d34,Enterococcaceae,6.23082
GF16_B2_d34,Bifidobacteriaceae,4.09511
GF16_B2_d34,Peptostreptococcaceae,2.85289
GF16_B2_d34,Peptoniphilaceae,0.14211
GF16_B5_d32,Lactobacillaceae,55.60949
GF16_B5_d32,Enterobacteriaceae,44.39051
GF16_B5_d33_colon,Lactobacillaceae,70.72955
GF16_B5_d33_colon,Enterobacteriaceae,29.27045
GF16_B6_d32,Lactobacillaceae,82.45052
GF16_B6_d32,Enterobacteriaceae,17.16373
GF16_B6_d32,Enterococcaceae,0.38575
GF16_c1_d105_stool,Lactobacillaceae,99.5368
GF16_c1_d105_stool,Enterobacteriaceae,0.4632
GF16_C1_d34,Lachnospiraceae,99.06012
GF16_C1_d34,Ruminococcaceae,0.93988
GF16_C1_d35_colon,Enterococcaceae,98.52817
GF16_C1_d35_colon,Enterobacteriaceae,1.27653
GF16_C1_d35_colon,Lachnospiraceae,0.19531
GF16_c1_d67_stool,Lactobacillaceae,58.2325
GF16_c1_d67_stool,Enterobacteriaceae,41.7675
GF16_c1_d69_stool,Lactobacillaceae,95.05831
GF16_c1_d69_stool,Corynebacteriaceae,2.70888
GF16_c1_d69_stool,Eggerthellaceae,1.33174
GF16_c1_d69_stool,Bifidobacteriaceae,0.90106
GF16_c10_d105_stool,Lactobacillaceae,100
GF16_c10_d106_stool,Lactobacillaceae,99.81496
GF16_c10_d106_stool,Enterococcaceae,0.18504
GF16_c2_d105_stool,Lactobacillaceae,100
GF16_C2_d32,Lactobacillaceae,93.93863
GF16_C2_d32,Enterobacteriaceae,5.8537
GF16_C2_d32,Enterococcaceae,0.20767
GF16_C2_d35_colon,Enterococcaceae,62.66687
GF16_C2_d35_colon,Enterobacteriaceae,37.33313
GF16_c2_d67_stool,Lactobacillaceae,52.2654
GF16_c2_d67_stool,Enterobacteriaceae,47.60953
GF16_c2_d67_stool,Bacteroidaceae,0.12507
GF16_c2_d68_stool,Lactobacillaceae,65.32561
GF16_c2_d68_stool,Enterobacteriaceae,34.37544
GF16_c2_d68_stool,Enterococcaceae,0.29895
GF16_c2_d69_stool,Lactobacillaceae,76.37887
GF16_c2_d69_stool,Enterobacteriaceae,21.96918
GF16_c2_d69_stool,Bacteroidaceae,1.57038
GF16_c2_d69_stool,Enterococcaceae,0.08157
GF16_c3_d105_stool,Lactobacillaceae,93.24067
GF16_c3_d105_stool,Enterobacteriaceae,6.11221
GF16_c3_d105_stool,Bacteroidaceae,0.64712
GF16_C3_d32,Lactobacillaceae,70.65037
GF16_C3_d32,Enterobacteriaceae,29.13137
GF16_C3_d32,Enterococcaceae,0.21826
GF16_C3_d33,Lactobacillaceae,50.02693
GF16_C3_d33,Enterobacteriaceae,49.97307
GF16_C3_d35_colon,Enterobacteriaceae,52.32714
GF16_C3_d35_colon,Enterococcaceae,47.67286
GF16_c3_d67_stool,Enterobacteriaceae,69.34372
GF16_c3_d67_stool,Lactobacillaceae,30.65628
GF16_c4_d105_stool,Lactobacillaceae,100
