Sample	c__Actinobacteria	c__Alphaproteobacteria	c__Bacilli	c__Bacteroidia	c__Betaproteobacteria	c__Clostridia	c__Coriobacteriia	c__Epsilonproteobacteria	c__Erysipelotrichia	c__Fusobacteriia	c__Gammaproteobacteria	c__Negativicutes	c__Proteobacteria_unclassified	c__Tissierellia	c__Verrucomicrobiae
GF2_A4_Spleen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF2_A5_Colon	5.69294	0	0.0555	0	0	3.81454	0	0	0	0	90.43702	0	0	0	0
GF2_A5_d39	39.16276	0	0.40158	0	0	47.25242	0	0	0	0	13.18324	0	0	0	0
GF2_A5_day28	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF2_A5_day31	0.79856	0	19.12273	0	0	0.29	0	0	0	0	79.78871	0	0	0	0
GF2_A5_day32	0.59193	0	9.78022	0	0	0	0	0	0	0	89.62785	0	0	0	0
GF2_A5_day42	24.67441	0	1.10749	0	0	27.47152	0	0	0	0	46.74658	0	0	0	0
GF2_A5_Liver	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF2_A5_Spleen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF2_A6_Colon	0	0	0	0	0	22.5806	0	0	0	0	77.4194	0	0	0	0
GF2_A6_d33	36.69335	0	2.25316	0	0	42.15903	0	0	0	0	4.35326	9.82095	0	4.72025	0
GF2_A6_d36	44.50396	0	2.47987	0	0	50.03142	0	0	0	0	2.98475	0	0	0	0
GF2_A6_d37	4.17614	0	1.92221	0	0	85.78309	0	0	0	0	8.11857	0	0	0	0
GF2_A6_D39	0.27811	0	1.21138	0	0	81.61915	0	0	0	0	16.89137	0	0	0	0
GF2_A6_day28	0	0	0.7404	0	0	0.01806	0	0	0	0	99.24154	0	0	0	0
GF2_A6_day29	1.29099	0	1.76165	0	0	0.38456	0	0	0	0	96.5628	0	0	0	0
GF2_A6_day30	51.53101	0	1.25683	0	0	34.70881	0	0	0	0	12.50334	0	0	0	0
GF2_A6_day31	17.27904	0	42.23421	0	0	0.55536	0	0	0	0	39.93139	0	0	0	0
GF2_A6_day32	0	0	10.33301	0	0	0.16327	0	0	0	0	89.50372	0	0	0	0
GF2_A6_day44	12.89691	0	1.28484	0	0	71.07475	0	0	0	0	14.22992	0	0	0.51358	0
GF2_A6_Liver	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF2_A6_Spleen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF2_B_dam_d33	49.40654	0	1.49502	0	0	42.60281	0	0	0	0	2.56482	3.90827	0	0.02255	0
GF2_B_dam_day19	43.99358	0	1.16269	0	0	39.87914	0	0	0	0	1.08947	13.83046	0	0.04466	0
GF2_B_dam_day37	38.13328	0	0.33365	0	0	49.19735	0	0	0	0	0.85979	11.31129	0	0.16464	0
GF2_B_day1_dad	0	0	20.85959	0	0	63.47724	0	0	0	0	15.66318	0	0	0	0
GF2_B_day1_mom	0	0	21.16103	0	0	46.94877	0	0	0	0	31.8902	0	0	0	0
GF2_B_Sire_day23	41.65161	0	0.66007	0	0	43.54844	0	0	0	0	1.50686	10.6439	0	1.98912	0
GF2_B0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF2_B1_d34	52.42429	0	3.08676	0	0	40.0786	0	0	0	0	4.41035	0	0	0	0
GF2_B1_d35	9.99139	0	0	0	0	86.79632	0	0	0	0	3.21229	0	0	0	0
GF2_B1_day29	33.43889	0	2.25889	0	0	41.01897	0	0	0	0	23.28325	0	0	0	0
GF2_B1_day32	41.43498	0	1.60186	0	0	51.32397	0	0	0	0	5.63919	0	0	0	0
GF2_B1_day37	50.66664	0	0.15483	0	0	47.30266	0	0	0	0	1.87587	0	0	0	0
GF2_B1_day41	48.14428	0	0.44697	0	0	36.99733	0	0	0	0	8.92937	5.48205	0	0	0
GF2_B1_day44	22.46866	0	1.04691	0	0	56.01847	0	0	0	0	17.11965	2.52627	0	0.82003	0
GF2_B1_Liver	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF2_B1_Spleen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF2_B2_d35	37.26765	0	1.36325	0	0	57.0802	0	0	0	0	4.2889	0	0	0	0
GF2_B2_day27	1.27159	0	0.8063	0	0	2.84667	0	0	0	0	95.07544	0	0	0	0
GF2_B2_day28	1.18433	0	1.47821	0	0	3.19583	0	0	0	0	94.14163	0	0	0	0
GF2_B2_day29	2.22375	0	0.7165	0	0	30.4534	0	0	0	0	65.81719	0	0	0.78917	0
GF2_B2_day30	2.26456	0	1.68339	0	0	75.92595	0	0	0	0	20.02459	0	0	0.10151	0
GF2_B2_day31	0.56887	0	0.53143	0	0	96.14445	0	0	0	0	2.75525	0	0	0	0
GF2_B2_day37	48.0216	0	0.13582	0	0	48.82386	0	0	0	0	3.01872	0	0	0	0
GF2_B2_day41	20.51453	0	8.31744	0	0	16.09336	0	0	0	0	53.05626	2.01842	0	0	0
GF2_B2_day44	39.32985	0	0.77927	0	0	35.12451	0	0	0	0	15.4622	9.22487	0	0.07928	0
GF2_B2_Liver	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF2_B2_Spleen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF2_B3_COLON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF2_B3_d35	0.5903	0	0.18768	0	0	90.18833	0	0	0	0	9.03369	0	0	0	0
GF2_B3_day27	1.19857	0	1.09889	0	0	2.78844	0	0	0	0	94.91409	0	0	0	0
GF2_B3_day28	1.11578	0	0.98406	0	0	14.51982	0	0	0	0	83.38033	0	0	0	0
GF2_B3_day31	0.90685	0	0.45948	0	0	92.28439	0	0	0	0	6.34928	0	0	0	0
GF2_B3_day37	46.57987	0	0	0	0	51.42264	0	0	0	0	1.99749	0	0	0	0
GF2_B3_day41	54.65444	0	0.21272	0	0	35.30574	0	0	0	0	6.11926	3.70784	0	0	0
GF2_B3_day44	1.55405	0	0.41444	0	0	65.10451	0	0	0	0	32.90212	0.02488	0	0	0
GF2_B3_Liver	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF2_B3_Spleen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF2_B4_d35	0	0	0.19373	0	0	92.6885	0	0	0	0	7.11777	0	0	0	0
GF2_B4_day27	1.42458	0	2.394	0	0	0.58599	0	0	0	0	95.59544	0	0	0	0
GF2_B4_day28	48.09335	0	2.10006	0	0	42.47949	0	0	0	0	7.32709	0	0	0	0
GF2_B4_day29	2.83389	0	2.23211	0	0	30.16701	0	0	0	0	63.98716	0	0	0.77983	0
GF2_B4_day32	26.4753	0	1.14498	0	0	60.71961	0	0	0	0	2.80859	5.66293	0	3.18858	0
GF2_B4_day37	38.95564	0	0	0	0	60.29339	0	0	0	0	0.75097	0	0	0	0
GF2_B4_day41	0	0	0	0	0	0	0	0	0	0	99.97767	0.02233	0	0	0
GF2_B5_d34	49.23939	0	2.44625	0	0	45.92271	0	0	0	0	2.39165	0	0	0	0
GF2_B5_d35	36.78445	0	0	0	0	60.04452	0	0	0	0	3.17103	0	0	0	0
GF2_B5_day27	43.15546	0	2.01816	0	0	46.24547	0	0	0	0	8.58092	0	0	0	0
GF2_B5_day28	1.59401	0	13.04748	0	0	6.66109	0	0	0	0	78.48187	0.21554	0	0	0
GF2_B5_day29	6.68135	0	8.29176	0	0	29.33095	0	0	0	0	49.67742	0	0	6.01853	0
GF2_B5_day30	0.55838	0	1.38155	0	0	85.79276	0	0	0	0	12.22318	0	0	0.04413	0
GF2_B5_day31	0.22288	0	0.11143	0	0	93.71832	0	0	0	0	5.82891	0	0	0.11846	0
GF2_B5_day37	55.30461	0	0.23473	0	0	39.84493	0	0	0	0	3.44838	1.16735	0	0	0
GF2_B5_day41	22.38218	0	6.4659	0	0	19.18605	0	0	0	0	50.24326	1.7226	0	0	0
GF2_B5_day44	54.47174	0	0.74497	0	0	32.89294	0	0	0	0	3.90055	6.6713	0	1.31851	0
GF2_B5_Spleen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF2_colon_A1_day45	5.00538	0	0	0	0	8.2424	0	0	0	0	86.75222	0	0	0	0
GF2_colon_B1_day44	7.3654	0	0	0	0	81.32045	0	0	0	0	11.31415	0	0	0	0
GF2_colon_B2_day44	8.5868	0	0.17645	0	0	78.555	0	0	0	0	12.55188	0.12128	0	0.00858	0
GF2_colon_B3_day44	34.56595	0	0	0	0	18.81897	0	0	0	0	43.27673	2.56377	0	0.77458	0
GF2_colon_B5_day44	9.78818	0	1.04444	0	0	76.06365	0	0	0	0	12.3522	0.69137	0	0.06016	0
GF2_Inoc	23.96745	0	27.28984	0	0	4.41914	0	0	0	0	6.98871	0.91944	0	36.41543	0
GF20_d0_inoc	20.16001	0	44.92024	0	0	0	0	0	0	0	1.225	0	0	33.69475	0
GF20_d123_b10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d127_a1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d127_a2	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d127_a3	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d127_a4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d127_a5	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d127_a6	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d127_a7	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d127_a8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d127_a9	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d127_b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d127_b2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d127_b5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d127_b6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d127_b8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d140_c1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d140_c3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d140_c5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d140_c6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d140_c7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d140_c8	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d140_c9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d161_b2	0.03116	0	0.13114	0	0	0	0	0	0	0	99.8377	0	0	0	0
GF20_d161_b4	1.12052	0	0.85692	0	0	0.23284	0	0	0	0	97.78972	0	0	0	0
GF20_d161_b6	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d161_b8	0.06769	0	0.36998	0	0	0	0	0	0	0	99.56232	0	0	0	0
GF20_d164_b1	0	0	1.65474	0	0	0	0	0	0	0	98.34526	0	0	0	0
GF20_d164_b2	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d164_b3	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d164_b4	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d164_b5	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d164_b6	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d164_b7	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d164_b8	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d164_b9	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d167_damb	0	0	1.15517	0	0	0	0	0	0	0	98.84483	0	0	0	0
GF20_d170_c1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d170_c2	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d170_c5	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d170_c6	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d170_c7	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d170_c8	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d170_c9	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d33_a3	1.27753	0	90.46654	0	0	0.7751	0	0	0	0	7.48083	0	0	0	0
GF20_d33_a4	1.38273	0	2.29877	0	0	0.84769	0	0	0	0	95.47082	0	0	0	0
GF20_d33_a5	1.64774	0	1.5821	0	0	0.82643	0	0	0	0	95.94373	0	0	0	0
GF20_d33_b2	0.106	0	13.47497	0	0	0	0	0	0	0	86.41904	0	0	0	0
GF20_d33_b3	0	0	0.52866	0	0	0	0	0	0	0	99.47134	0	0	0	0
GF20_d33_b4	0.51042	0	7.76074	0	0	0.02406	0	0	0	0	91.70478	0	0	0	0
GF20_d34_a2	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d34_a4	1.12183	0	1.79183	0	0	1.0708	0	0	0	0	96.01555	0	0	0	0
GF20_d34_b3	0.94969	0	0.99942	0	0	0.12113	0	0	0	0	97.92976	0	0	0	0
GF20_d35_a2	0.2797	0	0	0	0	0	0	0	0	0	99.7203	0	0	0	0
GF20_d35_a3	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d35_b5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d36_a1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d36_a2	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d36_a3	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d36_a4	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d36_a5	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d36_b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d36_b3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d36_b4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d36_b5	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d39_dama	59.35703	0	4.03293	0	0	32.62069	0	0	0	0	3.98936	0	0	0	0
GF20_d39_damc	55.59426	0	3.977	0	0	37.82634	0	0	0	0	2.60239	0	0	0	0
GF20_d40_c1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d40_c2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d40_c3	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d40_c4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d40_c5	0	0	4.45957	0	0	22.29006	0	0	0	0	73.25037	0	0	0	0
GF20_d40_c6	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d66_c1	0	0	0.60987	0	0	19.97234	0	0	0	0	79.41778	0	0	0	0
GF20_d66_c10	0	0	3.49855	0	0	41.22035	0	0	0	0	55.2811	0	0	0	0
GF20_d66_c2	0	0	4.25906	0	0	10.97089	0	0	0	0	84.77004	0	0	0	0
GF20_d66_c3	0	0	0.8604	0	0	28.3336	0	0	0	0	70.806	0	0	0	0
GF20_d66_c4	0	0	15.44422	0	0	24.81761	0	0	0	0	59.73817	0	0	0	0
GF20_d66_c5	0	0	2.33365	0	0	13.28759	0	0	0	0	84.37875	0	0	0	0
GF20_d66_c6	0.22339	0	8.41306	0	0	12.19637	0	0	0	0	79.16718	0	0	0	0
GF20_d66_c7	0	0	6.66006	0	0	45.65337	0	0	0	0	47.68656	0	0	0	0
GF20_d66_c8	0	0	2.16954	0	0	20.11709	0	0	0	0	77.71337	0	0	0	0
GF20_d66_c9	0	0	12.21802	0	0	35.84611	0	0	0	0	51.93587	0	0	0	0
GF20_d68_b2	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d68_b3	1.08043	0	1.24698	0	0	0	0	0	0	0	97.67258	0	0	0	0
GF20_d68_b4	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d68_b5	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d68_b6	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d68_b7	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d68_b8	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d75_dama	58.5578	0	5.58949	0	0	32.89968	0	0	0	0	2.95303	0	0	0	0
GF20_d75_damc	3.10304	0	10.67831	0	0	61.52802	0	0	0	0	24.69063	0	0	0	0
GF20_d81_a1	0	0	8.17803	0	0	12.81389	0	0	0	0	79.00808	0	0	0	0
GF20_d81_a2	0	0	9.84517	0	0	6.27838	0	0	0	0	83.87645	0	0	0	0
GF20_d81_a3	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d81_a4	0	0	6.7285	0	0	3.76697	0	0	0	0	89.50453	0	0	0	0
GF20_d81_a5	0	0	24.10066	0	0	17.84041	0	0	0	0	58.05893	0	0	0	0
GF20_d81_a6	0	0	7.95975	0	0	15.377	0	0	0	0	76.66325	0	0	0	0
GF20_d81_a7	0.02664	0	11.50546	0	0	23.53361	0	0	0	0	64.93429	0	0	0	0
GF20_d89_b2	0	0	9.3845	0	0	46.99089	0	0	0	0	43.62461	0	0	0	0
GF20_d89_b3	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF20_d89_b4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d89_b5	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d89_b6	0	0	0	0	0	1.37208	0	0	0	0	98.62792	0	0	0	0
GF20_d89_b7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d0__inoc	5.39813	0	11.7079	0	0	9.56802	0	0	3.78277	0	54.01054	7.35401	0	8.17863	0
GF23_d0_dama	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d0_damb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d0_damc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d10_dama	36.73312	0	8.22753	0	0	36.24212	0	0	11.57605	0	6.56352	0	0	0.65766	0
GF23_d10_damb	29.09507	0	6.50985	0	0	32.32512	0	0	19.31548	0	11.44476	0	0	1.30972	0
GF23_d10_damc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d17_dama	14.72056	0	6.98638	0	0	55.4544	0	0	14.53708	0	7.09229	0	0	1.20929	0
GF23_d17_damb	15.78471	0	5.52823	0	0	51.02171	0	0	18.94611	0	7.54442	0	0	1.17482	0
GF23_d17_damc	15.66296	0	7.59081	0	0	46.78723	0	0	21.56006	0	7.61815	0	0	0.78079	0
GF23_d19_dama	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d32_dama	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d32_damb	14.58493	0	7.27067	0	0	56.44543	0	0	17.45534	0	4.24363	0	0	0	0
GF23_d32_damc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d35_c1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d36_c1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF23_d36_c2	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF23_d36_c3	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF23_d36_c4	0	0	0	0	0	6.14625	0	0	0	0	93.85375	0	0	0	0
GF23_d39_damb	9.27951	0	4.67574	0	0	66.4737	0	0	13.91661	0	4.08632	0	0	1.56812	0
GF23_d47_dama	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d47_damb	12.82067	0	4.57542	0	0	51.24731	0	0	23.90876	0	6.83657	0	0	0.61127	0
GF23_d47_damc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d52_a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d52_a2	0	0	0.35407	0	0	0.11718	0	0	0	0	99.52875	0	0	0	0
GF23_d52_a5	0	0	0.97848	0	0	0.00329	0	0	0	0	99.01823	0	0	0	0
GF23_d52_a6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d52_a8	0	0	0.06848	0	0	0	0	0	0	0	99.93152	0	0	0	0
GF23_d52_a9	0	0	0.61549	0	0	0	0	0	0	0	99.38451	0	0	0	0
GF23_d54_damc	6.94825	0	8.90257	0	0	61.83865	0	0	14.57834	0	5.94862	0	0	1.78358	0
GF23_d56_c2	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF23_d56_c3	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF23_d56_c6	0	0	0.15615	0	0	0	0	0	0	0	99.84385	0	0	0	0
GF23_d57_c2	0	0	1.73839	0	0	0	0	0	0	0	98.26161	0	0	0	0
GF23_d57_c4	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF23_d57_c5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d58_c3	0	0	58.03759	0	0	26.44955	0	0	15.51286	0	0	0	0	0	0
GF23_d59_c1	0	0	7.14575	0	0	0	0	0	0	0	92.85425	0	0	0	0
GF23_d59_c2	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d59_c4	0	0	95.68116	0	0	0	0	0	4.31884	0	0	0	0	0	0
GF23_d59_c6	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF23_d62_dama	4.59217	0	6.63812	0	0	63.17925	0	0	19.40077	0	6.1897	0	0	0	0
GF23_d62_damb	8.92074	0	4.94494	0	0	48.16655	0	0	28.60667	0	6.83556	0	0	2.52554	0
GF23_d62_damc	8.78291	0	14.74987	0	0	34.51277	0	0	30.64253	0	11.04057	0	0	0.27134	0
GF23_d7_damb	62.34164	0	4.90702	0	0	18.13492	0	0	8.09001	0	6.02589	0	0	0.50051	0
GF23_d7_damc	14.94552	0	3.9336	0	0	57.81857	0	0	13.03129	0	9.21268	0	0	1.05834	0
GF23_d77_damb	12.44551	0	5.17627	0	0	43.87452	0	0	29.46385	0	7.8316	0	0	1.20825	0
GF23_d80_c3	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF23_d80_c5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d80_c7	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF23_d82_c2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d82_c6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d83_c4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d83_c5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d84_c1	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d84_c2	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d84_c3	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d84_c4	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d84_c5	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d84_c9	0	0	94.6619	0	0	4.83868	0	0	0.49943	0	0	0	0	0	0
GF23_d89_damb	10.68078	0	7.07797	0	0	45.99021	0	0	25.68731	0	6.20691	0	0	4.35682	0
GF23_d89_damc	2.16986	0	26.68235	0	0	27.7303	0	0	34.50024	0	8.91725	0	0	0	0
GF3_AB_Sire_day4	41.71299	0	0.48794	0	0	52.93055	0	0	0	0	4.86852	0	0	0	0
GF3_B_Sire_day19	42.5125	0	0.53591	0	0	47.02214	0	0	0	0	9.92945	0	0	0	0
GF3_B_Sire_day30	32.16714	0	0.71287	0	0	56.86577	0	0	0	0	10.25422	0	0	0	0
GF3_C_dam_day19	31.59842	0	0.40812	0	0	54.44505	0	0	0	0	1.30635	11.20095	0	1.04111	0
GF3_C_dam_day4	26.87296	0	0.49189	0	0	10.73651	0	0	0	0	61.89863	0	0	0	0
GF3_C_Sire_day19	13.57464	0	0.71492	0	0	22.49844	0	0	0	0	57.39462	4.40235	0	1.41504	0
GF3_C_Sire_day30	46.9662	0	1.2207	0	0	46.70979	0	0	0	0	5.10331	0	0	0	0
GF3_C_Sire_day4	46.21263	0	1.26125	0	0	36.65731	0	0	0	0	5.64432	9.00623	0	1.21826	0
GF3_C1_day30	54.95997	0	0.88144	0	0	18.21313	0	0	0	0	25.94546	0	0	0	0
GF3_C1_day32	54.24991	0	1.15497	0	0	21.83168	0	0	0	0	17.15185	4.33373	0	1.27786	0
GF3_C1_day34	55.96762	0	0.22706	0	0	32.74658	0	0	0	0	11.05874	0	0	0	0
GF3_C2_day30	0	0	0	0	0	0.16191	0	0	0	0	99.83809	0	0	0	0
GF3_C2_day32	9.91644	0	0.395	0	0	11.99763	0	0	0	0	77.69093	0	0	0	0
GF3_C2_day35	31.59842	0	0.40812	0	0	54.44505	0	0	0	0	1.30635	11.20095	0	1.04111	0
GF3_C2_day38	4.78405	0	3.01642	0	0	0	0	0	0	0	92.19953	0	0	0	0
GF3_C2_day39	4.8555	0	20.68664	0	0	0.86652	0	0	0	0	73.59134	0	0	0	0
GF3_C2_day40	1.00884	0	6.17313	0	0	3.40538	0	0	0	0	89.41265	0	0	0	0
GF3_C2_day41	18.73979	0	81.26021	0	0	0	0	0	0	0	0	0	0	0	0
GF3_C2_day42	25.46477	0	0.62056	0	0	56.68674	0	0	0	0	17.22792	0	0	0	0
GF3_C2_day45	38.62494	0	0.39377	0	0	49.28077	0	0	0	0	11.70051	0	0	0	0
GF3_C3_day30	50.91623	0	3.67693	0	0	22.6321	0	0	0	0	22.77474	0	0	0	0
GF3_C3_day32	0	0	1.1922	0	0	0	0	0	0	0	98.8078	0	0	0	0
GF3_C3_day34	27.97982	0	26.91655	0	0	2.92222	0	0	0	0.02018	6.98857	0.74403	0	34.42865	0
GF3_C3_day35	29.57829	0	1.36451	0	0	53.50669	0	0	0	0	2.28637	10.20882	0	3.05532	0
GF3_C3_day39	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF3_C3_day40	0.48816	0	1.52075	0	0	1.91361	0	0	0	0	96.07747	0	0	0	0
GF3_C3_day41	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0
GF3_C3_day42	19.10468	0	0.60577	0	0	59.47326	0	0	0	0	20.81629	0	0	0	0
GF3_C3_day45	45.31227	0	0.7248	0	0	46.99827	0	0	0	0	6.96466	0	0	0	0
GF3_C4_day30	64.01304	0	1.16785	0	0	11.22246	0	0	0	0	17.72448	4.06061	0	1.81156	0
GF3_C4_day32	0	0	4.23	0	0	0	0	0	0	0	95.77	0	0	0	0
GF3_C4_day34	40.52758	0	4.68994	0	0	38.53952	0	0	0	0	10.97031	4.15824	0	1.11441	0
GF3_C4_day38	0.72192	0	0.26995	0	0	0	0	0	0	0	99.00813	0	0	0	0
GF3_C4_day39	1.38912	0	2.24068	0	0	0.74542	0	0	0	0	95.62477	0	0	0	0
GF3_C4_day40	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0
GF3_C4_day41	13.78776	0	86.21224	0	0	0	0	0	0	0	0	0	0	0	0
GF3_C4_day42	35.17645	0	1.50829	0	0	51.348	0	0	0	0	11.96727	0	0	0	0
GF3_C4_day45	34.21025	0	1.02136	0	0	56.45542	0	0	0	0	8.31298	0	0	0	0
GF3_C5_day30	0.35395	0	0	0	0	0.12041	0	0	0	0	99.52564	0	0	0	0
GF3_C5_day39	1.73798	0	2.7964	0	0	9.33443	0	0	0	0	85.86561	0	0	0.26559	0
