Sample,Clostridiales,Enterobacterales,Erysipelotrichales,Lactobacillales,Veillonellales,Tissierellales,Campylobacterales,Actinomycetales,Bacillales,Bacteroidales,Verrucomicrobiales,Burkholderiales,Proteobacteria_unclassified,Sphingomonadales,Bifidobacteriales,Corynebacteriales,Micrococcales,Eggerthellales,Propionibacteriales,Fusobacteriales,Pseudomonadales,Sphingobacteriales
GF20_d33_b2,0,86.41904,0,13.47497,0,0,0,0,0,0,0,0,0,0,0.106,0,0,0,0,0,0,0
GF20_d33_b3,0,99.47134,0,0.52866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d33_b4,0.02406,91.70478,0,7.76074,0,0,0,0,0,0,0,0,0,0,0.51042,0,0,0,0,0,0,0
GF20_d34_a2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d34_a4,1.0708,96.01555,0,1.79183,0,0,0,0,0,0,0,0,0,0,1.12183,0,0,0,0,0,0,0
GF20_d34_b3,0.12113,97.92976,0,0.99942,0,0,0,0,0,0,0,0,0,0,0.94969,0,0,0,0,0,0,0
GF20_d35_a2,0,99.7203,0,0,0,0,0,0,0,0,0,0,0,0,0.2797,0,0,0,0,0,0,0
GF20_d35_a3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d36_a1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d36_a2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d36_a3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d36_a4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d36_a5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d36_b5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d39_dama,32.62069,3.98936,0,4.03293,0,0,0,1.25348,0,0,0,0,0,0,58.10355,0,0,0,0,0,0,0
GF20_d39_damc,37.82634,2.60239,0,3.977,0,0,0,0.02025,0,0,0,0,0,0,55.57402,0,0,0,0,0,0,0
GF20_d40_c3,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d40_c5,22.29006,73.25037,0,4.45957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d40_c6,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d66_c1,19.97234,79.41778,0,0.60987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d66_c10,41.22035,55.2811,0,3.49855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d66_c2,10.97089,84.77004,0,4.25906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d66_c3,28.3336,70.806,0,0.8604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d66_c4,24.81761,59.73817,0,15.44422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d66_c5,13.28759,84.37875,0,2.33365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d66_c6,12.19637,79.16718,0,8.41306,0,0,0,0,0,0,0,0,0,0,0.22339,0,0,0,0,0,0,0
GF20_d66_c7,45.65337,47.68656,0,6.66006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d66_c8,20.11709,77.71337,0,2.16954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d66_c9,35.84611,51.93587,0,12.21802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d68_b2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d68_b3,0,97.67258,0,1.24698,0,0,0,0,0,0,0,0,0,0,1.08043,0,0,0,0,0,0,0
GF20_d68_b4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d68_b5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d68_b6,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d68_b7,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d68_b8,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d75_dama,32.89968,2.95303,0,5.58949,0,0,0,0.01182,0,0,0,0,0,0,58.54598,0,0,0,0,0,0,0
GF20_d75_damc,61.52802,24.69063,0,10.67831,0,0,0,0,0,0,0,0,0,0,3.10304,0,0,0,0,0,0,0
GF20_d81_a1,12.81389,79.00808,0,8.17803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d81_a2,6.27838,83.87645,0,9.84517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d81_a3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d81_a4,3.76697,89.50453,0,6.7285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d81_a5,17.84041,58.05893,0,24.10066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d81_a6,15.377,76.66325,0,7.95975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d81_a7,23.53361,64.93429,0,11.50546,0,0,0,0,0,0,0,0,0,0,0.02664,0,0,0,0,0,0,0
GF20_d89_b2,46.99089,43.62461,0,9.3845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d89_b3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d89_b5,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d89_b6,1.37208,98.62792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d0__inoc,9.56802,54.01054,3.78277,11.62252,7.35401,8.17863,0,3.5108,0.08538,0,0,0,0,0,1.88733,0,0,0,0,0,0,0
GF23_d10_dama,36.24212,6.56352,11.57605,8.22753,0,0.65766,0,8.88794,0,0,0,0,0,0,27.84518,0,0,0,0,0,0,0
GF23_d10_damb,32.32512,11.44476,19.31548,6.50985,0,1.30972,0,15.87985,0,0,0,0,0,0,13.21522,0,0,0,0,0,0,0
GF23_d17_dama,55.4544,7.09229,14.53708,6.98638,0,1.20929,0,11.78772,0,0,0,0,0,0,2.93285,0,0,0,0,0,0,0
GF23_d17_damb,51.02171,7.54442,18.94611,5.52823,0,1.17482,0,14.03772,0,0,0,0,0,0,1.74699,0,0,0,0,0,0,0
GF23_d17_damc,46.78723,7.61815,21.56006,7.59081,0,0.78079,0,15.38557,0,0,0,0,0,0,0.27739,0,0,0,0,0,0,0
GF23_d32_damb,56.44543,4.24363,17.45534,7.27067,0,0,0,14.58493,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d36_c1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d36_c2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d36_c3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d36_c4,6.14625,93.85375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d39_damb,66.4737,4.08632,13.91661,4.67574,0,1.56812,0,8.31849,0,0,0,0,0,0,0.96102,0,0,0,0,0,0,0
GF23_d47_damb,51.24731,6.83657,23.90876,4.57542,0,0.61127,0,11.2789,0,0,0,0,0,0,1.54177,0,0,0,0,0,0,0
GF23_d52_a2,0.11718,99.52875,0,0.35407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d52_a5,0.00329,99.01823,0,0.97848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d52_a8,0,99.93152,0,0.06848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d52_a9,0,99.38451,0,0.61549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d54_damc,61.83865,5.94862,14.57834,8.90257,0,1.78358,0,6.94825,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d56_c2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d56_c3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d56_c6,0,99.84385,0,0.15615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d57_c2,0,98.26161,0,1.73839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d57_c4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d58_c3,26.44955,0,15.51286,58.03759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d59_c1,0,92.85425,0,7.14575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d59_c2,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d59_c4,0,0,4.31884,95.68116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d59_c6,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d62_dama,63.17925,6.1897,19.40077,6.63812,0,0,0,4.17139,0,0,0,0,0,0,0.42078,0,0,0,0,0,0,0
GF23_d62_damb,48.16655,6.83556,28.60667,4.94494,0,2.52554,0,7.27917,0,0,0,0,0,0,1.64158,0,0,0,0,0,0,0
GF23_d62_damc,34.51277,11.04057,30.64253,14.74987,0,0.27134,0,0,0,0,0,0,0,0,8.78291,0,0,0,0,0,0,0
GF23_d7_damb,18.13492,6.02589,8.09001,4.90702,0,0.50051,0,4.84528,0,0,0,0,0,0,57.49637,0,0,0,0,0,0,0
GF23_d7_damc,57.81857,9.21268,13.03129,3.9336,0,1.05834,0,1.55351,0,0,0,0,0,0,13.392,0,0,0,0,0,0,0
GF23_d77_damb,43.87452,7.8316,29.46385,5.17627,0,1.20825,0,10.41414,0,0,0,0,0,0,2.03137,0,0,0,0,0,0,0
GF23_d80_c3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d80_c7,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d84_c1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d84_c2,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d84_c3,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d84_c4,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d84_c5,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d84_c9,4.83868,0,0.49943,94.6619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d89_damb,45.99021,6.20691,25.68731,7.07797,0,4.35682,0,9.9542,0,0,0,0,0,0,0.72658,0,0,0,0,0,0,0
GF23_d89_damc,27.7303,8.91725,34.50024,26.68235,0,0,0,0,0,0,0,0,0,0,2.16986,0,0,0,0,0,0,0
GF3_AB_Sire_day4,52.93055,4.86852,0,0.48794,0,0,0,0,0,0,0,0,0,0,41.71299,0,0,0,0,0,0,0
GF3_B_Sire_day19,47.02214,9.92945,0,0.53591,0,0,0,0,0,0,0,0,0,0,42.5125,0,0,0,0,0,0,0
GF3_B_Sire_day30,56.86577,10.25422,0,0.71287,0,0,0,0,0,0,0,0,0,0,32.16714,0,0,0,0,0,0,0
GF3_C_dam_day19,54.44505,1.30635,0,0.40812,11.20095,1.04111,0,3.29447,0,0,0,0,0,0,28.30395,0,0,0,0,0,0,0
GF3_C_dam_day4,10.73651,61.89863,0,0.49189,0,0,0,0,0,0,0,0,0,0,26.87296,0,0,0,0,0,0,0
GF3_C_Sire_day19,22.49844,57.39462,0,0.71492,4.40235,1.41504,0,2.11208,0,0,0,0,0,0,11.46255,0,0,0,0,0,0,0
GF3_C_Sire_day30,46.70979,5.10331,0,1.2207,0,0,0,0,0,0,0,0,0,0,46.9662,0,0,0,0,0,0,0
GF3_C_Sire_day4,36.65731,5.64432,0,1.26125,9.00623,1.21826,0,3.50119,0,0,0,0,0,0,42.71144,0,0,0,0,0,0,0
GF3_C1_day30,18.21313,25.94546,0,0.88144,0,0,0,0,0,0,0,0,0,0,54.95997,0,0,0,0,0,0,0
GF3_C1_day32,21.83168,17.15185,0,1.15497,4.33373,1.27786,0,0.03357,0,0,0,0,0,0,54.21633,0,0,0,0,0,0,0
GF3_C1_day34,32.74658,11.05874,0,0.22706,0,0,0,0,0,0,0,0,0,0,55.96762,0,0,0,0,0,0,0
GF3_C2_day30,0.16191,99.83809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C2_day32,11.99763,77.69093,0,0.395,0,0,0,0,0,0,0,0,0,0,9.91644,0,0,0,0,0,0,0
GF3_C2_day35,54.44505,1.30635,0,0.40812,11.20095,1.04111,0,3.29447,0,0,0,0,0,0,28.30395,0,0,0,0,0,0,0
GF3_C2_day38,0,92.19953,0,3.01642,0,0,0,0,0,0,0,0,0,0,4.78405,0,0,0,0,0,0,0
GF3_C2_day39,0.86652,73.59134,0,20.68664,0,0,0,0,0,0,0,0,0,0,4.8555,0,0,0,0,0,0,0
GF3_C2_day40,3.40538,89.41265,0,6.17313,0,0,0,0,0,0,0,0,0,0,1.00884,0,0,0,0,0,0,0
GF3_C2_day41,0,0,0,81.26021,0,0,0,0,0,0,0,0,0,0,18.73979,0,0,0,0,0,0,0
GF3_C2_day42,56.68674,17.22792,0,0.62056,0,0,0,0,0,0,0,0,0,0,25.46477,0,0,0,0,0,0,0
GF3_C2_day45,49.28077,11.70051,0,0.39377,0,0,0,0,0,0,0,0,0,0,38.62494,0,0,0,0,0,0,0
GF3_C3_day30,22.6321,22.77474,0,3.67693,0,0,0,0,0,0,0,0,0,0,50.91623,0,0,0,0,0,0,0
GF3_C3_day32,0,98.8078,0,1.1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C3_day34,2.92222,6.98857,0,26.51775,0.74403,34.42865,0,17.56688,0.3988,0,0,0,0,0,10.35093,0,0,0,0.06201,0.02018,0,0
GF3_C3_day35,53.50669,2.28637,0,1.36451,10.20882,3.05532,0,5.08872,0,0,0,0,0,0,24.48957,0,0,0,0,0,0,0
GF3_C3_day39,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C3_day40,1.91361,96.07747,0,1.52075,0,0,0,0,0,0,0,0,0,0,0.48816,0,0,0,0,0,0,0
GF3_C3_day41,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C3_day42,59.47326,20.81629,0,0.60577,0,0,0,0,0,0,0,0,0,0,19.10468,0,0,0,0,0,0,0
GF3_C3_day45,46.99827,6.96466,0,0.7248,0,0,0,0,0,0,0,0,0,0,45.31227,0,0,0,0,0,0,0
GF3_C4_day30,11.22246,17.72448,0,1.16785,4.06061,1.81156,0,1.04925,0,0,0,0,0,0,62.96378,0,0,0,0,0,0,0
GF3_C4_day32,0,95.77,0,4.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C4_day34,38.53952,10.97031,0,4.68994,4.15824,1.11441,0,1.13564,0,0,0,0,0,0,39.39194,0,0,0,0,0,0,0
GF3_C4_day38,0,99.00813,0,0.26995,0,0,0,0,0,0,0,0,0,0,0.72192,0,0,0,0,0,0,0
GF3_C4_day39,0.74542,95.62477,0,2.24068,0,0,0,0,0,0,0,0,0,0,1.38912,0,0,0,0,0,0,0
GF3_C4_day40,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C4_day41,0,0,0,86.21224,0,0,0,0,0,0,0,0,0,0,13.78776,0,0,0,0,0,0,0
GF3_C4_day42,51.348,11.96727,0,1.50829,0,0,0,0,0,0,0,0,0,0,35.17645,0,0,0,0,0,0,0
GF3_C4_day45,56.45542,8.31298,0,1.02136,0,0,0,0,0,0,0,0,0,0,34.21025,0,0,0,0,0,0,0
GF3_C5_day30,0.12041,99.52564,0,0,0,0,0,0,0,0,0,0,0,0,0.35395,0,0,0,0,0,0,0
GF3_C5_day39,9.33443,85.86561,0,2.7964,0,0.26559,0,0,0,0,0,0,0,0,1.73798,0,0,0,0,0,0,0
GF3_C5_day41,0,0,0,99.58888,0,0,0,0,0,0,0,0,0,0,0.41112,0,0,0,0,0,0,0
GF3_C5_day42,41.66631,9.9598,0,1.84554,0,0,0,0,0,0,0,0,0,0,46.52835,0,0,0,0,0,0,0
GF3_C5_day45,36.31768,5.85331,0,0.69573,0,0,0,0,0,0,0,0,0,0,57.13328,0,0,0,0,0,0,0
GF3_C6_day30,2.73899,95.96768,0,0,0.18292,0,0,0.06194,0,0,0,0,0,0,1.04847,0,0,0,0,0,0,0
GF3_C6_day35,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C6_day38,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C6_day39,6.20442,88.66333,0,2.42112,0,0.53484,0,0,0,0,0,0,0,0,2.1763,0,0,0,0,0,0,0
GF3_C6_day41,77.6392,11.43267,0,0.2304,0,0,0,0,0,0,0,0,0,0,10.69772,0,0,0,0,0,0,0
GF3_C6_day42,36.34514,5.76619,0,0.56981,0,0,0,0,0,0,0,0,0,0,57.31886,0,0,0,0,0,0,0
GF3_C6_day45,38.35895,8.87916,0,1.0882,0,0,0,0,0,0,0,0,0,0,51.67369,0,0,0,0,0,0,0
GF3_C7_day40,0.5682,0,0,81.47642,0,0,0,0,0,0,0,0,0,0,17.95539,0,0,0,0,0,0,0
GF3_C7_day41,53.73319,6.76198,0,0.6571,0,0,0,0,0,0,0,0,0,0,38.84773,0,0,0,0,0,0,0
GF3_C7_day42,73.20763,11.30526,0,1.7887,0,0,0,0,0,0,0,0,0,0,13.69841,0,0,0,0,0,0,0
GF3_C7_day45,46.59886,10.5085,0,1.1889,0,0,0,0,0,0,0,0,0,0,41.70374,0,0,0,0,0,0,0
GF3_C8_day30,9.67764,67.31064,0,0,0.75243,0.01864,0,0,0,0,0,0,0,0,22.24065,0,0,0,0,0,0,0
GF3_C8_day32,0,91.93421,0,8.00998,0,0,0,0,0,0,0,0,0,0,0.05581,0,0,0,0,0,0,0
GF3_C8_day34,36.65731,5.64432,0,1.26125,9.00623,1.21826,0,3.50119,0,0,0,0,0,0,42.71144,0,0,0,0,0,0,0
GF3_C8_day39,2.76525,94.00601,0,1.92073,0,0,0,0,0,0,0,0,0,0,1.30801,0,0,0,0,0,0,0
GF3_C8_day40,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C8_day41,30.46181,6.75131,0,0.5116,0,0,0,0,0,0,0,0,0,0,62.27529,0,0,0,0,0,0,0
GF3_C8_day42,45.60175,6.50427,0,0.7565,0,0,0,0,0,0,0,0,0,0,47.13748,0,0,0,0,0,0,0
GF3_C8_day45,43.71961,5.13677,0,1.61762,0,0,0,0,0,0,0,0,0,0,49.52601,0,0,0,0,0,0,0
GF3_C9_day30,11.44502,68.26109,0,0.01829,4.2553,0.82416,0,0.33793,0,0,0,0,0,0,14.85821,0,0,0,0,0,0,0
GF3_C9_day32,21.6516,15.75938,0,0.51616,0,0,0,0,0,0,0,0,0,0,62.07286,0,0,0,0,0,0,0
GF3_C9_day34,35.51877,3.32286,0,1.83829,12.48949,0.37579,0,1.51548,0,0,0,0,0,0,44.93931,0,0,0,0,0,0,0
GF3_C9_day38,0,94.66566,0,2.10749,0,0,0,0,0,0,0,0,0,0,3.22685,0,0,0,0,0,0,0
GF3_C9_day39,4.02339,83.71274,0,8.50862,0,0,0,0,0,0,0,0,0,0,3.75526,0,0,0,0,0,0,0
GF3_C9_day40,0,58.27367,0,41.72633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C9_day41,67.1672,16.0951,0,1.06091,0,0,0,0,0,0,0,0,0,0,15.67679,0,0,0,0,0,0,0
GF3_C9_day42,41.56616,8.80002,0,0.80225,0,0,0,0,0,0,0,0,0,0,48.83157,0,0,0,0,0,0,0
GF3_C9_day45,28.98196,7.3843,0,2.6013,0,0,0,0,0,0,0,0,0,0,61.03244,0,0,0,0,0,0,0
GF3_inoc,52.86234,29.13098,0,1.77191,0,0,0,0,0,0,0,0,0,0,16.23477,0,0,0,0,0,0,0
GF4_B1_D35,0,0,0,81.86896,0,0,0,0,0,0,0,0,0,0,18.13104,0,0,0,0,0,0,0
GF4_B1_D36,0.21018,12.40086,0,86.78923,0,0,0,0,0,0,0,0,0,0,0.59973,0,0,0,0,0,0,0
GF4_B1_d37,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_B2_d35,0,82.53371,0,16.33196,0,0,0,0,0,0,0,0,0,0,1.13433,0,0,0,0,0,0,0
GF4_B2_d36,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_B3_d35,2.36874,0,0,82.63922,0,0,0,0,0,0,0,0,0,0,14.99204,0,0,0,0,0,0,0
GF4_B3_d36,1.3826,22.24158,0,72.03416,0,0,0,0,0,0,0,0,0,0,4.34166,0,0,0,0,0,0,0
GF4_B3_d37,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_B3_d42,39.05635,5.81978,0,1.56615,0,0,0,0,0,0,0,0,0,0,53.55772,0,0,0,0,0,0,0
GF4_B3_d43,49.41047,3.55844,0,2.89738,0,0,0,0,0,0,0,0,0,0,44.13371,0,0,0,0,0,0,0
GF4_B3_d44,19.71188,2.71638,0,3.91362,0,0,0,0,0,0,0,0,0,0,73.65812,0,0,0,0,0,0,0
GF4_B3_d46,12.33613,7.12841,0,2.97518,0,0,0,0,0,0,0,0,0,0,77.56029,0,0,0,0,0,0,0
GF4_B3_LI,1.49785,4.15478,0,4.1241,0,0,0,0,0,0,0,0,0,0,90.22326,0,0,0,0,0,0,0
GF4_B3_SI,1.04347,0,0,2.31173,0,0,0,0,0,0,0,0,0,0,96.6448,0,0,0,0,0,0,0
GF4_B4_d35,0.9303,0,0,88.48589,0,0,0,0,0,0,0,0,0,0,10.58381,0,0,0,0,0,0,0
GF4_B4_d38,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_B5_d35,0,19.43073,0,78.5023,0,0,0,0,0,0,0,0,0,0,2.06697,0,0,0,0,0,0,0
GF4_Bdam_d10,35.00753,2.35927,0,2.08586,0.34605,0.62905,0,4.14679,0,0,0,0,0,0,55.42544,0,0,0,0,0,0,0
GF4_Bsire_d10,35.01085,4.93376,0,2.83787,0,1.06507,0,4.19904,0,0,0,0,0,0,51.95341,0,0,0,0,0,0,0
GF4_Bsire_d2,21.31252,6.48573,0,2.1971,0.03943,0,0,1.34423,0,0,0,0,0,0,68.62099,0,0,0,0,0,0,0
GF4_C1_d36,0,96.32831,0,3.67169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_C1_D37,30.88916,53.38126,0,15.72958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_C1_d39,49.02673,36.76674,0,14.10035,0,0,0,0,0,0,0,0,0,0,0.10618,0,0,0,0,0,0,0
GF4_C1_d43,73.06965,23.4555,0,3.47485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_C1_d46,82.18351,17.1519,0,0.66459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_C1_LI,2.18149,7.32631,0,2.82695,28.77426,0,0,0,0,0,0,0,0,0,58.89099,0,0,0,0,0,0,0
GF4_C1_SI,1.97334,7.67123,0,1.31826,14.91183,0,0,0,0,0,0,0,0,0,74.12533,0,0,0,0,0,0,0
GF4_C2_d35,0,18.86192,0,81.13808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_C2_D36,5.97408,41.2723,0,52.75362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_C2_d37,34.26926,55.29195,0,10.43878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_C2_d38,58.74172,34.996,0,6.26229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_C2_d39,59.92111,30.5769,0,9.50199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_C2_d43,87.08313,10.52002,0,0.68046,0,0,0,0,0,0,0,0,0,0,1.71639,0,0,0,0,0,0,0
GF4_C2_d45,78.36244,9.82377,0,0.40793,9.01563,0,0,0,0,0,0,0,0,0,2.39023,0,0,0,0,0,0,0
GF4_C2_d46,64.01966,12.91047,0,0.55526,6.73634,0,0,0,0,0,0,0,0,0,15.77826,0,0,0,0,0,0,0
GF4_C2_LI,0.67168,0.64339,0,0.16881,0.6175,0,0,0,0,0,0,0,0,0,97.89862,0,0,0,0,0,0,0
GF4_C2_SI,0,0,0,0,0.20248,0,0,0,0,0,0,0,0,0,99.79752,0,0,0,0,0,0,0
GF4_C3_d35,0,37.25737,0,61.70128,0,0,0,0,0,0,0,0,0,0,1.04135,0,0,0,0,0,0,0
GF4_C3_d36,20.93715,70.60499,0,8.08023,0,0,0,0,0,0,0,0,0,0,0.37763,0,0,0,0,0,0,0
GF4_C3_d38,71.26504,23.90481,0,4.83015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_C3_d42,86.31143,12.101,0,0.36382,0,0,0,0,0,0,0,0,0,0,1.22375,0,0,0,0,0,0,0
GF4_C3_d43,74.22551,10.31607,0,1.36391,2.41241,0,0,0,0,0,0,0,0,0,11.6821,0,0,0,0,0,0,0
GF4_C3_d44,71.30339,7.28067,0,1.39174,4.81368,0,0,0,0,0,0,0,0,0,15.21052,0,0,0,0,0,0,0
GF4_C3_d45,68.46221,11.498,0,0.67251,0,0,0,0,0,0,0,0,0,0,19.36727,0,0,0,0,0,0,0
GF4_C3_d46,83.06481,11.78026,0,0,0,0,0,0,0,0,0,0,0,0,5.15493,0,0,0,0,0,0,0
GF4_C3_LI,11.04218,4.99954,0,1.61196,1.52416,0,0,0,0,0,0,0,0,0,80.82215,0,0,0,0,0,0,0
GF4_C3_SI,0.65689,0.29266,0,0.19403,0.50529,0,0,0,0,0,0,0,0,0,98.35113,0,0,0,0,0,0,0
GF4_C4_d35,0.0279,16.15025,0,80.5613,0,0,0,0,0,0,0,0,0,0,3.26055,0,0,0,0,0,0,0
GF4_C4_d36,0.15846,8.29099,0,89.34576,0,0.07188,0,0,0,0,0,0,0,0,2.13291,0,0,0,0,0,0,0
GF4_C4_d37,25.06793,34.51742,0,40.41465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
