Sample	Order	Abundance
GF21_d82_A2_Stool	o__Lactobacillales	93.62031
GF21_d82_A2_Stool	o__Bacillales	6.37969
GF21_d82_A7_Stool	o__Lactobacillales	88.11768
GF21_d82_A7_Stool	o__Bacillales	9.80281
GF21_d82_A7_Stool	o__Burkholderiales	2.07952
GF21_d83_A4_Stool	o__Lactobacillales	85.95427
GF21_d83_A4_Stool	o__Bacillales	13.73988
GF21_d83_A4_Stool	o__Burkholderiales	0.30585
GF21_d83_A5_Stool	o__Lactobacillales	95.96786
GF21_d83_A5_Stool	o__Burkholderiales	3.40671
GF21_d83_A5_Stool	o__Bacillales	0.62542
GF21_d83_A8_Stool	o__Lactobacillales	98.82564
GF21_d83_A8_Stool	o__Burkholderiales	0.64027
GF21_d83_A8_Stool	o__Bacillales	0.53409
GF21_d84_A7_Stool	o__Lactobacillales	73.15807
GF21_d84_A7_Stool	o__Bacillales	26.04336
GF21_d84_A7_Stool	o__Burkholderiales	0.79857
GF21_d85_A1_cwash	o__Burkholderiales	100.0
GF21_d85_A3_cwash	o__Burkholderiales	100.0
GF21_d85_A4_cwash	o__Burkholderiales	100.0
GF21_d85_A5_cwash	o__Burkholderiales	100.0
GF21_d85_A6_cwash	o__Burkholderiales	100.0
GF21_d85_A7_cwash	o__Burkholderiales	100.0
GF21_d85_A8_cwash	o__Burkholderiales	100.0
GF21_d91_B1_Stool	o__Bacillales	98.06647
GF21_d91_B1_Stool	o__Lactobacillales	1.87061
GF21_d91_B1_Stool	o__Burkholderiales	0.06292
GF21_d91_B2_Stool	o__Bacillales	94.27672
GF21_d91_B2_Stool	o__Lactobacillales	5.69119
GF21_d91_B2_Stool	o__Burkholderiales	0.03209
GF21_d93_B2_Stool	o__Lactobacillales	98.9617
GF21_d93_B2_Stool	o__Bacillales	1.0158
GF21_d93_B2_Stool	o__Burkholderiales	0.0225
GF21_d93_B4_Stool	o__Lactobacillales	57.44478
GF21_d93_B4_Stool	o__Bacillales	42.55522
GF21_d93_B7_Stool	o__Lactobacillales	94.25668
GF21_d93_B7_Stool	o__Bacillales	5.66887
GF21_d93_B7_Stool	o__Burkholderiales	0.07445
GF21_d93_B8_Stool	o__Lactobacillales	67.5231
GF21_d93_B8_Stool	o__Burkholderiales	32.4769
GF21_d93_C10_cwash	o__Burkholderiales	100.0
GF21_d93_C1_Stool	o__Bacillales	94.35143
GF21_d93_C1_Stool	o__Lactobacillales	5.64857
GF21_d93_C2_Stool	o__Lactobacillales	93.84897
GF21_d93_C2_Stool	o__Bacillales	6.15103
GF21_d93_C3_Stool	o__Bacillales	93.55907
GF21_d93_C3_Stool	o__Lactobacillales	6.38041
GF21_d93_C3_Stool	o__Burkholderiales	0.06052
GF21_d93_C4_Stool	o__Bacillales	93.23081
GF21_d93_C4_Stool	o__Lactobacillales	6.69513
GF21_d93_C4_Stool	o__Burkholderiales	0.07406
GF21_d93_C9_Stool	o__Bacillales	95.35357
GF21_d93_C9_Stool	o__Lactobacillales	4.64643
GF21_d94_B2_Stool	o__Lactobacillales	98.63269
GF21_d94_B2_Stool	o__Burkholderiales	1.32112
GF21_d94_B2_Stool	o__Bacillales	0.04619
GF21_d95_B1_cwash	o__Lactobacillales	99.35614
GF21_d95_B1_cwash	o__Burkholderiales	0.64386
GF21_d95_B2_cwash	o__Lactobacillales	100.0
GF21_d95_B3_cwash	o__Lactobacillales	91.6207
GF21_d95_B3_cwash	o__Burkholderiales	8.3793
GF21_d95_B4_cwash	o__Burkholderiales	100.0
GF21_d95_B6_cwash	o__Lactobacillales	87.70254
GF21_d95_B6_cwash	o__Burkholderiales	12.29746
GF21_d95_B7_cwash	o__Lactobacillales	73.38341
GF21_d95_B7_cwash	o__Burkholderiales	26.61659
GF21_d95_B9_cwash	o__Lactobacillales	94.85953
GF21_d95_B9_cwash	o__Burkholderiales	5.14047
GF21_d95_C1_cwash	o__Lactobacillales	97.69021
GF21_d95_C1_cwash	o__Burkholderiales	2.30979
GF21_d95_C2_cwash	o__Burkholderiales	51.34693
GF21_d95_C2_cwash	o__Lactobacillales	48.65307
GF21_d95_C3_cwash	o__Lactobacillales	100.0
GF21_d95_C4_cwash	o__Lactobacillales	96.75009
GF21_d95_C4_cwash	o__Burkholderiales	3.24991
GF21_d95_C5_cwash	o__Lactobacillales	97.77618
GF21_d95_C5_cwash	o__Burkholderiales	2.22382
GF21_d95_C8_cwash	o__Burkholderiales	100.0
GF21_d95_C9_cwash	o__Bacillales	61.75661
GF21_d95_C9_cwash	o__Burkholderiales	38.24339
GF27_A1_211118_cwash	o__Burkholderiales	50.21153
GF27_A1_211118_cwash	o__Lactobacillales	49.78847
GF27_A2_211118_cwash	o__Lactobacillales	73.35999
GF27_A2_211118_cwash	o__Burkholderiales	21.76018
GF27_A2_211118_cwash	o__Erysipelotrichales	4.87983
GF27_A3_211118_cwash	o__Erysipelotrichales	65.65074
GF27_A3_211118_cwash	o__Lactobacillales	31.35165
GF27_A3_211118_cwash	o__Burkholderiales	2.99761
GF27_A4_211118_cwash	o__Lactobacillales	92.15006
GF27_A4_211118_cwash	o__Burkholderiales	7.84994
GF27_A5_211118_cwash	o__Lactobacillales	54.20509
GF27_A5_211118_cwash	o__Erysipelotrichales	41.74911
GF27_A5_211118_cwash	o__Burkholderiales	4.0458
GF27_A6_211118_cwash	o__Lactobacillales	52.96187
GF27_A6_211118_cwash	o__Erysipelotrichales	38.18877
GF27_A6_211118_cwash	o__Burkholderiales	8.84936
GF27_A7_211118_cwash	o__Lactobacillales	92.37638
GF27_A7_211118_cwash	o__Burkholderiales	7.62362
GF27_A8_211118_cwash	o__Lactobacillales	47.96643
GF27_A8_211118_cwash	o__Clostridiales	45.66693
GF27_A8_211118_cwash	o__Erysipelotrichales	6.36664
