Sample,Clostridium,Klebsiella,Erysipelatoclostridium,Clostridioides,Enterococcus,Veillonella,Proteus,Citrobacter,Escherichia,Peptoniphilus,Campylobacter,Varibaculum,Finegoldia,Gemella,Bacteroides,Akkermansia,Lactobacillus,Blautia,Lachnoclostridium,Parasutterella,Proteobacteria_unclassified,Turicimonas,Streptococcus,Staphylococcus,Sphingomonas,Anaerococcus,Bifidobacterium,Morganella,Negativicoccus,Actinomyces,Corynebacterium,Dermabacter,Aeriscardovia,Mycobacteroides,Lachnospiraceae_unclassified,Acutalibacter,Anaerotruncus,Dorea,Enterorhabdus,Oscillibacter,Cutibacterium,Fusobacterium,Enterobacter,Serratia,Pseudomonas,Leclercia,Achromobacter,Pedobacter,Delftia,Paenibacillus,Acinetobacter,Ruthenibacterium
GF5_A4_D48,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A5_D46,0.02816,8.15592,0,0.46523,1.02289,0,0,88.32429,0.75937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A5_D79,0,0,0,0,45.30301,0,0,0,54.69699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A5_D80,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A6_D81,0,0,0,0,12.96479,0,0,0,85.61308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A6_D82,53.35723,15.9168,0,1.14872,4.12917,0.31367,0,0,11.96711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.94094,0.22636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A7_COLON_190815,2.64183,0.42928,0,0,5.47999,4.34345,0,0.81719,1.30356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.59781,0.36595,0,0,0,0,0.02094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A7_D46,0,5.4147,0,0,8.03493,0,0,85.64787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A7_D79,17.10171,0.18845,0,3.02457,68.78224,0,0,6.71343,3.71651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A7_D80,29.70858,0,0,3.08693,27.78751,0,0,0,22.30684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.11014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A7_D81,71.37872,0,0,0,11.39413,0,0,4.05836,1.12954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.03925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A7_D82,39.99815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.00185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A7_D83,86.19761,0,0,13.80239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A7_D84,87.17745,2.19198,0,1.64746,5.65575,0,0,1.33711,1.06815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A7_D87,35.04102,1.48353,0,6.04114,2.0601,7.74168,0,2.46371,1.40031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.7685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A8_COLON_190815,12.73817,0.22223,0,0.59445,7.27836,14.55856,0,0.73027,2.21744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.13288,0.52765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A8_D79,0.17161,0,0,0.5046,17.05892,0,0,81.90129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A8_D83,84.38179,0,0,14.46998,1.14824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A8_D87,82.31247,0.99929,0,10.07547,1.24724,0,0,0.86629,2.39401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B_COLON_M1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B_COLON_M2,0,80.37862,0,0,19.62138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B_COLON_P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B_DAM_D3,40.48939,0,0,6.53763,1.79114,0,0,3.02848,2.4184,0,0,0.28526,0.62923,0,0,0,0,0,0,0,0,0,0,0,0,0,44.13889,0.58774,0.09383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B1_COLON_190815,70.58901,1.5794,0,1.41464,4.96663,12.05166,0,1.13694,2.07491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B1_D80,0.63575,0,0,0.04714,1.58762,0,0,47.13987,50.58963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B1_D82,10.69416,0,0,4.8737,8.86903,1.22902,0,23.18504,43.51279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.63627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B1_D83,4.3479,0,0,14.03902,14.7662,0,0,24.24585,42.60103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B1_D84,7.72789,0,0,18.26538,10.55343,0,0,16.47676,46.97654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B2_D79,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B2_D80,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B3_COLON_190815,75.8864,1.5894,0,0,7.27749,0,0,1.32197,3.80561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.90658,0.21255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B3_D79,0,0,0,0,2.27953,0,0,8.38134,89.21966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B3_D81,76.66564,3.20803,0,12.04887,3.58245,0,0,0,3.93592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B3_D82,10.9504,0,0,20.55506,17.15864,0,0,6.12267,45.21322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B3_D83,11.06051,0,0,10.54121,11.21946,0,0,4.21196,62.52007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B4_D79,15.85025,0,0,5.33023,41.74849,0,0,3.17884,24.37387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42286,8.86763,0,0,0,0,0,0,0,0,0,0,0,0,0.22784,0,0,0,0,0,0,0,0,0,0,0
GF5_B5_D79,0,0,0,0,72.91035,0,0,0,26.6533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B5_D80,0,0,0,0,62.62711,0,0,0,37.37289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B6_COLON_190815,46.23977,1.10678,0,0.6912,11.25762,13.46858,0,0.31398,4.8934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.56245,1.46622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B6_D79,1.2353,0,0,1.22051,12.2472,0,0,0,85.29699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B6_D84,92.22558,0.56397,0,0.90076,0.4513,0,0,0.24805,4.08853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35657,1.16524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B7_COLON_190815,39.53515,0,0,1.58832,28.64537,5.88034,0,1.11573,9.16769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.86159,1.20582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B7_D79,1.5457,0,0,0.84457,94.79631,0,0,2.43077,0.23647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B7_D80,66.74415,0,0,5.7695,11.0072,0,0,0,11.14125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01591,5.32199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B7_D82,78.72592,0,0,7.82089,1.68476,0,0,0,10.81558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C_DAM_D24,41.23336,1.10297,0,8.41787,1.15787,18.22261,0,1.0223,0.98747,0,0,0,0.70322,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8988,0.17925,0,0.07427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C_DAM_D3,37.09784,0,0,5.62902,1.28179,0,0,1.85545,1.87192,0,0,0.49972,0.11644,0,0,0,0,0,0,0,0,0,0,0,0,0,51.64013,0.00768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C1_COLON_190628,59.96526,0,0,22.25037,0.6502,0,0,0,15.54555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96743,0.62119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C1_COLON_190815,18.66892,78.81677,0,2.51431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C1_D46,5.55807,44.33099,0,2.13675,0.8027,2.09992,0,0,44.61729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02131,0.43297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C1_D47,13.83752,29.24086,0,3.3989,1.96302,3.23835,0,0,37.34403,0,0,0,5.17986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66158,0,0.13587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C1_D48,21.42271,5.71524,0,18.74403,2.21057,4.4921,0,0,34.64072,0,0,0,0.08892,0,0,0,0,0,0,0,0,0,0,0,0,0,10.12398,2.56173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C2_COLON_190815,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C2_D46,3.60071,35.62776,0,1.132,1.69315,3.63109,0,0,53.5664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C3_COLON_190628,63.61191,11.7255,0,14.42133,0,0,0,0,10.24126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C3_COLON_190815,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C3_D46,0.01991,3.86471,0,0,1.68984,0,0,33.40862,59.71328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C4_COLON_190628,37.59397,16.26269,0,15.24011,7.0066,0,0,8.25261,15.64403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C4_D46,0,36.3625,0,0,15.64176,0,0,47.22711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C4_D47,0,34.08029,0,0,6.12645,0,0,59.79326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C5_COLON_190628,43.45124,0,0,14.49469,14.01906,0,0,4.49107,23.54394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C5_D47,0,6.73689,0,0,1.37569,0,0,89.50904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C6_D46,0,0.18516,0,0,0.80604,0,0,9.52854,87.83207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_COLON_A1,0,45.60873,0,0,0,0,0,0,54.39127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_COLON_A2,0,26.24108,0,0,0,0,0,0,73.75892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A1_COLON_D54,67.79281,18.71182,0,9.18688,0.15083,0,0,0,0,0,0,0,4.15767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A1_COLON_D88,14.74457,70.17089,0,6.74076,1.54785,0,0,3.08157,3.71436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A1_D53,15.32771,70.06003,0,2.36339,2.17776,0,0,3.77807,4.93778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2494,0.10586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A1_D87,0,41.73272,0,0,58.26728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A2_COLON_D105,46.57819,0,0,24.23879,0,6.70145,0,0,0.64164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.83993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A2_COLON_D54,42.1073,10.74517,0,27.96057,0,0,0,7.30478,11.67287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A2_D51,0,84.11346,0,0,13.68719,0,0,2.19935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A2_D52,0,36.23731,0,0,0,0,0,0,63.76269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A2_D87,10.96316,3.02525,0,1.70905,3.92079,0,0,58.35519,9.42683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.59974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A2_D93,60.74201,0,0,5.98389,0.8139,5.07249,0,0,23.66409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81383,1.9098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A3_COLON_D54,74.4501,0,0,8.67753,0,0,0,0,16.87236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A3_COLON_D88,1.115,76.11976,0,4.47014,0,0.49722,0,0,17.79787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A3_D51,0.14675,80.31842,0,0,5.82206,0,0,1.79691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.91587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A3_D52,5.9022,73.28844,0,3.91994,14.92847,0,0,1.15375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A3_D53,23.49465,60.63709,0,3.95213,3.46347,0,0,1.60355,2.22851,0,0,0,2.40551,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A3_D87,0,81.27246,0,0,0,0,0,0,18.72754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A4_COLON_D105,49.87827,0,0.89214,20.40097,0,5.65256,0,0,0.959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.21706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A4_COLON_D54,42.10729,0,0,12.85086,0,0,0,0,44.39342,0,0,0,0.64843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A4_D51,0,70.21353,0,0,28.73958,0,0,1.04689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A4_D53,11.52506,30.03217,0,2.52405,7.85671,0,0,0,45.39721,0,0,0,0.16322,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A4_D93,76.1031,1.27716,0,3.52428,1.26584,0,0,0.24165,13.91464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94222,1.73111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A5_COLON_D105,40.71845,0,0,17.1272,0,12.85455,0,0.48768,1.05462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.7575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A5_D51,0,70.99427,0,0,16.97531,0,0,12.03042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A5_D87,0,87.04283,0,0,0,0,0,6.47721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.47996,0,0,0,0,0,0,0,0,0,0,0
GF6_A5_D90,9.78289,33.76617,0,5.04094,4.94552,0,0,11.58805,2.21976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.65667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A5_D91,28.60036,23.09676,0,7.60575,11.98946,0,0,16.24041,4.87252,0,0,0.07662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A6_COLON_D105,64.44653,0,0,12.60894,0.08344,7.73277,0,0,1.74764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.38067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A6_COLON_D54,73.93997,6.60068,0,9.5619,0.1082,0,0,4.32015,5.04672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A6_D53,5.23521,42.54718,0,6.82904,12.12825,0,0,29.44384,2.17907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91311,0.72429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A6_D87,0,84.1257,0,0,6.50929,0,0,0,9.36501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A6_D88,0,89.91839,0,0,10.08161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A6_D91,46.125,3.94974,0,12.5622,13.9797,0,0,8.43922,11.67438,0,0,0.01969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27025,1.97984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A7_D87,0,66.25198,0,0,0,0,0,0,33.74802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A8_COLON_D105,56.61136,0,0,23.57621,0.90874,0.96988,0,0,1.19521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A8_COLON_D54,71.26331,0,0,21.88971,0,0,0,0,6.84698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A8_D51,0,12.40735,0,0,5.99787,0,0,0,79.89322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A8_D52,0,21.81012,0,0,7.64895,0,0,0,70.54093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A8_D53,39.3345,23.51399,0,14.35868,5.11683,0,0,0,6.73363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66071,7.28166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A8_D89,45.06022,8.73933,0,6.77909,3.93474,0,0,16.1572,14.13335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51218,4.6839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
