TaxonomicLevel	Sample	taxa	abundance
phyla	GF11_B_dam_d7	p__Firmicutes	17.28002
phyla	GF11_B_dam_d7	p__Proteobacteria	5.46181
phyla	GF11_B1_COLON_D38	p__Proteobacteria	52.51032
phyla	GF11_B1_COLON_D38	p__Firmicutes	37.92552
phyla	GF11_B1_COLON_D38	p__Actinobacteria	9.56416
phyla	GF11_B1_d105_colon	p__Firmicutes	72.30307
phyla	GF11_B1_d105_colon	p__Proteobacteria	27.69693
phyla	GF11_B1_D36	p__Proteobacteria	45.29342
phyla	GF11_B1_D36	p__Firmicutes	44.60062
phyla	GF11_B1_D36	p__Actinobacteria	10.10596
phyla	GF11_B1_d71	p__Proteobacteria	98.23761
phyla	GF11_B1_d71	p__Actinobacteria	1.74694
phyla	GF11_B1_d71	p__Firmicutes	0.01545
phyla	GF11_B2_COLON_D38	p__Proteobacteria	84.46688
phyla	GF11_B2_COLON_D38	p__Firmicutes	13.63412
phyla	GF11_B2_COLON_D38	p__Actinobacteria	1.899
phyla	GF11_B2_d105_colon	p__Firmicutes	50.7313
phyla	GF11_B2_d105_colon	p__Actinobacteria	42.49539
phyla	GF11_B2_d105_colon	p__Proteobacteria	6.77331
phyla	GF11_B2_D36	p__Proteobacteria	50.02991
phyla	GF11_B2_D36	p__Firmicutes	36.44606
phyla	GF11_B2_D36	p__Actinobacteria	13.52404
phyla	GF11_B2_d71	p__Proteobacteria	88.35331
phyla	GF11_B2_d71	p__Firmicutes	9.63248
phyla	GF11_B2_d71	p__Actinobacteria	2.01421
phyla	GF11_B2_d73	p__Proteobacteria	100
phyla	GF11_B3_COLON_D38	p__Proteobacteria	92.3649
phyla	GF11_B3_COLON_D38	p__Firmicutes	7.6351
phyla	GF11_B3_d105_colon	p__Actinobacteria	57.22703
phyla	GF11_B3_d105_colon	p__Firmicutes	36.2082
phyla	GF11_B3_d105_colon	p__Proteobacteria	6.56476
phyla	GF11_B3_D35	p__Proteobacteria	95.32235
phyla	GF11_B3_D35	p__Firmicutes	4.01707
phyla	GF11_B3_D35	p__Actinobacteria	0.66057
phyla	GF11_B3_D37	p__Proteobacteria	99.47595
phyla	GF11_B3_D37	p__Firmicutes	0.52405
phyla	GF11_B3_d71	p__Proteobacteria	98.13924
phyla	GF11_B3_d71	p__Firmicutes	1.86076
phyla	GF11_B4_COLON_D38	p__Proteobacteria	100
phyla	GF11_B4_d105_colon	p__Actinobacteria	73.63776
phyla	GF11_B4_d105_colon	p__Firmicutes	22.28891
phyla	GF11_B4_d105_colon	p__Proteobacteria	4.07333
phyla	GF11_B4_D35	p__Proteobacteria	83.36123
phyla	GF11_B4_D35	p__Firmicutes	13.79192
phyla	GF11_B4_D35	p__Actinobacteria	2.84686
phyla	GF11_B4_D37	p__Proteobacteria	97.16661
phyla	GF11_B4_D37	p__Firmicutes	2.83339
phyla	GF11_B4_d72	p__Proteobacteria	99.81081
phyla	GF11_B4_d72	p__Actinobacteria	0.18919
phyla	GF11_B4_d73	p__Proteobacteria	100
phyla	GF11_B4_d74_colon	p__Proteobacteria	100
phyla	GF11_B5_COLON_D38	p__Proteobacteria	100
phyla	GF11_B5_d105_colon	p__Firmicutes	67.8756
phyla	GF11_B5_d105_colon	p__Actinobacteria	26.95436
phyla	GF11_B5_d105_colon	p__Proteobacteria	5.17004
phyla	GF11_B5_D35	p__Proteobacteria	98.80579
phyla	GF11_B5_D35	p__Firmicutes	1.19421
phyla	GF11_B5_D37	p__Proteobacteria	100
phyla	GF11_B5_d71	p__Proteobacteria	76.95051
phyla	GF11_B5_d71	p__Firmicutes	22.24047
phyla	GF11_B5_d71	p__Actinobacteria	0.80902
phyla	GF11_B5_d74_colon	p__Proteobacteria	100
phyla	GF11_B6_d105_colon	p__Actinobacteria	56.55554
phyla	GF11_B6_d105_colon	p__Firmicutes	40.04385
phyla	GF11_B6_d105_colon	p__Proteobacteria	3.40061
phyla	GF11_B6_d71	p__Proteobacteria	99.21371
phyla	GF11_B6_d71	p__Actinobacteria	0.4296
phyla	GF11_B6_d71	p__Firmicutes	0.35668
phyla	GF11_B7_d105_colon	p__Actinobacteria	68.55783
phyla	GF11_B7_d105_colon	p__Proteobacteria	16.1258
phyla	GF11_B7_d105_colon	p__Firmicutes	15.31638
phyla	GF11_B7_d71	p__Proteobacteria	92.28739
phyla	GF11_B7_d71	p__Firmicutes	5.95436
phyla	GF11_B7_d71	p__Actinobacteria	1.75825
phyla	GF11_B7_d73	p__Proteobacteria	100
phyla	GF11_B7_d74_colon	p__Firmicutes	74.94234
phyla	GF11_B7_d74_colon	p__Proteobacteria	25.05766
phyla	GF11_B8_d105_colon	p__Actinobacteria	61.75206
phyla	GF11_B8_d105_colon	p__Firmicutes	33.72111
phyla	GF11_B8_d105_colon	p__Proteobacteria	4.52683
phyla	GF11_C1_COLON_D38	p__Proteobacteria	100
phyla	GF11_C1_D36	p__Proteobacteria	75.44759
phyla	GF11_C1_D36	p__Firmicutes	20.02382
phyla	GF11_C1_D36	p__Actinobacteria	4.52859
phyla	GF11_C1_d71	p__Proteobacteria	92.49122
phyla	GF11_C1_d71	p__Firmicutes	6.26949
phyla	GF11_C1_d71	p__Actinobacteria	1.23929
phyla	GF11_C1_d74_colon	p__Firmicutes	70.78273
phyla	GF11_C1_d74_colon	p__Proteobacteria	29.21727
phyla	GF11_C2_D37	p__Proteobacteria	94.47195
phyla	GF11_C2_D37	p__Firmicutes	5.52805
phyla	GF11_C2_d71	p__Proteobacteria	96.70592
phyla	GF11_C2_d71	p__Firmicutes	2.49355
phyla	GF11_C2_d71	p__Actinobacteria	0.80053
phyla	GF11_C2_d72	p__Proteobacteria	96.52259
phyla	GF11_C2_d72	p__Firmicutes	3.21062
phyla	GF11_C2_d72	p__Actinobacteria	0.26679
phyla	GF11_C2_d74_colon	p__Firmicutes	90.72472
phyla	GF11_C2_d74_colon	p__Proteobacteria	9.27528
phyla	GF11_C3_COLON_D38	p__Proteobacteria	100
phyla	GF11_C3_D35	p__Proteobacteria	98.16839
phyla	GF11_C3_D35	p__Firmicutes	1.35672
phyla	GF11_C3_D35	p__Actinobacteria	0.47489
phyla	GF11_C3_D36	p__Proteobacteria	77.48079
phyla	GF11_C3_D36	p__Firmicutes	17.43384
phyla	GF11_C3_D36	p__Actinobacteria	5.08537
phyla	GF11_C3_d71	p__Proteobacteria	100
phyla	GF11_C3_d74_colon	p__Firmicutes	66.85723
phyla	GF11_C3_d74_colon	p__Proteobacteria	33.14277
phyla	GF11_C4_COLON_D38	p__Proteobacteria	100
phyla	GF11_C4_D35	p__Proteobacteria	84.2828
phyla	GF11_C4_D35	p__Firmicutes	12.65621
phyla	GF11_C4_D35	p__Actinobacteria	3.06099
phyla	GF11_C4_D36	p__Proteobacteria	87.32986
phyla	GF11_C4_D36	p__Firmicutes	10.15076
phyla	GF11_C4_D36	p__Actinobacteria	2.51938
phyla	GF11_C4_d74_colon	p__Firmicutes	50.33621
phyla	GF11_C4_d74_colon	p__Proteobacteria	49.66379
phyla	GF11_C5_D37	p__Proteobacteria	92.46429
phyla	GF11_C5_D37	p__Firmicutes	7.53571
phyla	GF11_C5_d71	p__Proteobacteria	79.56955
phyla	GF11_C5_d71	p__Firmicutes	20.43045
phyla	GF11_C5_d72	p__Proteobacteria	77.38586
phyla	GF11_C5_d72	p__Firmicutes	21.75682
phyla	GF11_C5_d72	p__Actinobacteria	0.85732
phyla	GF11_C5_d74_colon	p__Firmicutes	60.28012
phyla	GF11_C5_d74_colon	p__Proteobacteria	39.71988
phyla	GF11_C6_d71	p__Proteobacteria	91.50065
phyla	GF11_C6_d71	p__Firmicutes	4.52806
phyla	GF11_C6_d71	p__Actinobacteria	3.97129
phyla	GF11_C6_d72	p__Proteobacteria	95.28705
phyla	GF11_C6_d72	p__Firmicutes	2.85616
phyla	GF11_C6_d72	p__Actinobacteria	1.85678
phyla	GF11_C6_d74_colon	p__Firmicutes	79.68391
phyla	GF11_C6_d74_colon	p__Proteobacteria	20.31609
phyla	GF11_C7_d71	p__Proteobacteria	96.4883
phyla	GF11_C7_d71	p__Actinobacteria	1.9835
phyla	GF11_C7_d71	p__Firmicutes	1.52821
phyla	GF11_C7_d72_colon	p__Proteobacteria	97.55676
phyla	GF11_C7_d72_colon	p__Actinobacteria	2.44324
phyla	GF11_INOC	p__Firmicutes	57.80096
phyla	GF11_INOC	p__Proteobacteria	27.72136
phyla	GF11_INOC	p__Actinobacteria	14.47768
phyla	GF12_A_dam_d21	p__Firmicutes	90.96618
phyla	GF12_A_dam_d21	p__Actinobacteria	9.03382
phyla	GF12_A_Dam_d85	p__Firmicutes	100
phyla	GF12_A1_d31	p__Firmicutes	100
phyla	GF12_A1_d76_colon	p__Firmicutes	100
phyla	GF12_A2_d32	p__Firmicutes	100
phyla	GF12_A2_d34_colon	p__Proteobacteria	92.50334
phyla	GF12_A2_d34_colon	p__Firmicutes	7.49666
phyla	GF12_A2_d76_colon	p__Firmicutes	100
phyla	GF12_A3_d31	p__Firmicutes	100
phyla	GF12_A3_d76_colon	p__Firmicutes	100
phyla	GF12_A4_d31	p__Firmicutes	100
phyla	GF12_A4_d32	p__Firmicutes	100
phyla	GF12_A4_d34_colon	p__Firmicutes	100
phyla	GF12_A4_d76_colon	p__Firmicutes	100
phyla	GF12_A5_d34_colon	p__Firmicutes	100
phyla	GF12_A5_d76_colon	p__Firmicutes	100
phyla	GF12_A6_d76_colon	p__Firmicutes	100
phyla	GF12_A7_d76_colon	p__Firmicutes	100
phyla	GF12_A8_d76_colon	p__Firmicutes	100
phyla	GF12_B1_d79	p__Firmicutes	100
phyla	GF12_B2_d32	p__Firmicutes	100
phyla	GF12_B2_d79	p__Firmicutes	100
phyla	GF12_B2_d81	p__Firmicutes	100
phyla	GF12_B2_d82_colon	p__Firmicutes	100
phyla	GF12_B3_d31	p__Firmicutes	100
phyla	GF12_B3_d80	p__Firmicutes	100
phyla	GF12_B4_d31	p__Firmicutes	100
phyla	GF12_B4_d79	p__Firmicutes	100
phyla	GF12_B5_d79	p__Firmicutes	100
phyla	GF12_C1_d79	p__Firmicutes	100
phyla	GF12_C1_d82_colon	p__Firmicutes	100
phyla	GF12_C2_d31	p__Firmicutes	100
phyla	GF12_C2_d79	p__Firmicutes	100
phyla	GF12_C3_d31	p__Firmicutes	100
phyla	GF12_C3_d79	p__Firmicutes	100
phyla	GF12_C3_d80_colon	p__Firmicutes	100
phyla	GF12_C4_d31	p__Firmicutes	100
phyla	GF12_C5_d79	p__Firmicutes	100
phyla	GF12_Inoc	p__Firmicutes	100
phyla	GF13_A1_d32	p__Proteobacteria	100
phyla	GF13_A1_d34	p__Proteobacteria	100
phyla	GF13_A1_d65_colon	p__Firmicutes	63.63694
phyla	GF13_A1_d65_colon	p__Proteobacteria	36.36306
phyla	GF13_A10_d65_colon	p__Firmicutes	72.09778
phyla	GF13_A10_d65_colon	p__Proteobacteria	27.90222
phyla	GF13_A2_d32	p__Proteobacteria	100
phyla	GF13_A2_d65_colon	p__Firmicutes	63.73415
phyla	GF13_A2_d65_colon	p__Proteobacteria	36.26585
phyla	GF13_A3_d32	p__Proteobacteria	100
phyla	GF13_A3_d65_colon	p__Firmicutes	78.38921
phyla	GF13_A3_d65_colon	p__Proteobacteria	21.61079
phyla	GF13_A4_d32	p__Proteobacteria	100
phyla	GF13_A4_d65_colon	p__Firmicutes	74.79494
phyla	GF13_A4_d65_colon	p__Proteobacteria	25.20506
phyla	GF13_A5_d32	p__Proteobacteria	100
phyla	GF13_A5_d65_colon	p__Firmicutes	76.30108
phyla	GF13_A5_d65_colon	p__Proteobacteria	23.69892
phyla	GF13_A6_d32	p__Proteobacteria	100
phyla	GF13_A6_d34	p__Proteobacteria	100
phyla	GF13_A6_d65_colon	p__Firmicutes	68.09134
phyla	GF13_A6_d65_colon	p__Proteobacteria	31.90866
phyla	GF13_A7_d65_colon	p__Firmicutes	74.74197
phyla	GF13_A7_d65_colon	p__Proteobacteria	25.25803
phyla	GF13_A8_d65_colon	p__Firmicutes	73.84986
phyla	GF13_A8_d65_colon	p__Proteobacteria	26.15014
phyla	GF13_A9_d65_colon	p__Firmicutes	77.95631
phyla	GF13_A9_d65_colon	p__Proteobacteria	22.04369
phyla	GF13_B1_d32	p__Proteobacteria	100
phyla	GF13_B1_d65_colon	p__Proteobacteria	100
phyla	GF13_B2_d32	p__Proteobacteria	100
phyla	GF13_B2_d35_colon	p__Firmicutes	56.10396
phyla	GF13_B2_d35_colon	p__Proteobacteria	43.89604
phyla	GF13_B3_d32	p__Proteobacteria	100
phyla	GF13_B3_d34	p__Proteobacteria	94.72511
phyla	GF13_B3_d34	p__Firmicutes	5.27489
phyla	GF13_B3_d35_colon	p__Firmicutes	81.70453
phyla	GF13_B3_d35_colon	p__Proteobacteria	18.29547
phyla	GF13_B3_d65_colon	p__Proteobacteria	100
phyla	GF13_B4_d32	p__Proteobacteria	100
phyla	GF13_B4_d35_colon	p__Firmicutes	58.38433
phyla	GF13_B4_d35_colon	p__Proteobacteria	41.61567
phyla	GF13_B5_d32	p__Proteobacteria	100
phyla	GF13_B5_d35_colon	p__Proteobacteria	65.2892
phyla	GF13_B5_d35_colon	p__Firmicutes	34.7108
phyla	GF13_B5_d65_colon	p__Proteobacteria	100
phyla	GF13_B8_d65_colon	p__Proteobacteria	96.20381
phyla	GF13_B8_d65_colon	p__Firmicutes	3.79619
phyla	GF13_B9_d65_colon	p__Proteobacteria	100
phyla	GF13_inoc_200118	p__Firmicutes	66.7195
phyla	GF13_inoc_200118	p__Proteobacteria	28.08557
phyla	GF13_inoc_200118	p__Actinobacteria	5.19493
phyla	GF14_A_d66_stool	p__Firmicutes	84.62694
phyla	GF14_A_d66_stool	p__Proteobacteria	7.91636
phyla	GF14_A_d66_stool	p__Actinobacteria	7.4567
phyla	GF14_A_Dam_d21	p__Firmicutes	91.36878
phyla	GF14_A_Dam_d21	p__Proteobacteria	8.63122
phyla	GF14_A1_d32	p__Proteobacteria	93.18453
phyla	GF14_A1_d32	p__Firmicutes	6.81547
phyla	GF14_A1_d35_colon	p__Proteobacteria	100
phyla	GF14_A1_d94_stool	p__Proteobacteria	95.31421
phyla	GF14_A1_d94_stool	p__Firmicutes	4.68579
phyla	GF14_A1_d95_stool	p__Proteobacteria	90.83359
phyla	GF14_A1_d95_stool	p__Firmicutes	9.16641
phyla	GF14_a1_d97_colon	p__Proteobacteria	100
phyla	GF14_A2_d32	p__Proteobacteria	94.46657
phyla	GF14_A2_d32	p__Firmicutes	5.53343
phyla	GF14_A2_d33	p__Proteobacteria	93.91418
phyla	GF14_A2_d33	p__Firmicutes	6.08582
phyla	GF14_A2_d35_colon	p__Proteobacteria	100
phyla	GF14_A2_d94_stool	p__Proteobacteria	99.91506
phyla	GF14_A2_d94_stool	p__Firmicutes	0.08494
phyla	GF14_A2_d96_16_stool	p__Proteobacteria	100
phyla	GF14_a2_d97_colon	p__Proteobacteria	99.89767
phyla	GF14_a2_d97_colon	p__Actinobacteria	0.10233
phyla	GF14_A3_d32	p__Proteobacteria	90.86312
phyla	GF14_A3_d32	p__Firmicutes	9.13688
phyla	GF14_A3_d35_colon	p__Proteobacteria	100
phyla	GF14_a3_d97_colon	p__Proteobacteria	100
phyla	GF14_A4_d32	p__Proteobacteria	98.89417
phyla	GF14_A4_d32	p__Firmicutes	1.10583
phyla	GF14_A4_d33	p__Proteobacteria	100
phyla	GF14_A4_d34	p__Firmicutes	100
phyla	GF14_A4_d35_colon	p__Proteobacteria	100
phyla	GF14_A4_d94_stool	p__Proteobacteria	99.27111
phyla	GF14_A4_d94_stool	p__Firmicutes	0.72889
phyla	GF14_A4_d95_stool	p__Proteobacteria	97.19489
phyla	GF14_A4_d95_stool	p__Firmicutes	2.80511
phyla	GF14_a4_d97_colon	p__Proteobacteria	100
phyla	GF14_A5_d32	p__Proteobacteria	97.01045
phyla	GF14_A5_d32	p__Firmicutes	2.98955
phyla	GF14_A5_d35_colon	p__Proteobacteria	100
phyla	GF14_A5_d94_stool	p__Proteobacteria	99.47523
phyla	GF14_A5_d94_stool	p__Firmicutes	0.52477
phyla	GF14_A5_d96_16_stool	p__Proteobacteria	93.47314
phyla	GF14_A5_d96_16_stool	p__Firmicutes	6.52686
phyla	GF14_A5_d96_stool	p__Proteobacteria	95.12579
phyla	GF14_A5_d96_stool	p__Firmicutes	4.87421
phyla	GF14_a5_d97_colon	p__Proteobacteria	100
phyla	GF14_A6_d34_colon	p__Proteobacteria	97.5659
phyla	GF14_A6_d34_colon	p__Firmicutes	2.4341
phyla	GF14_A6_d94_stool	p__Proteobacteria	99.48072
phyla	GF14_A6_d94_stool	p__Firmicutes	0.51928
phyla	GF14_A6_d95_stool	p__Proteobacteria	91.58897
phyla	GF14_A6_d95_stool	p__Firmicutes	8.41103
phyla	GF14_A6_d96_16_stool	p__Proteobacteria	86.65079
phyla	GF14_A6_d96_16_stool	p__Firmicutes	13.34921
phyla	GF14_a6_d97_colon	p__Proteobacteria	100
phyla	GF14_A7_d32	p__Proteobacteria	97.37702
phyla	GF14_A7_d32	p__Firmicutes	2.62298
phyla	GF14_A7_d34	p__Proteobacteria	100
phyla	GF14_A7_d35_colon	p__Proteobacteria	100
phyla	GF14_A7_d94_stool	p__Proteobacteria	98.2903
phyla	GF14_A7_d94_stool	p__Firmicutes	1.7097
phyla	GF14_A7_d95_stool	p__Proteobacteria	95.99543
phyla	GF14_A7_d95_stool	p__Firmicutes	4.00457
phyla	GF14_a7_d97_colon	p__Proteobacteria	100
phyla	GF14_A8_d94_stool	p__Proteobacteria	97.91688
phyla	GF14_A8_d94_stool	p__Firmicutes	2.08312
phyla	GF14_A8_d96_16_stool	p__Proteobacteria	88.138
phyla	GF14_A8_d96_16_stool	p__Firmicutes	11.862
phyla	GF14_A8_d96_stool	p__Proteobacteria	92.983
phyla	GF14_A8_d96_stool	p__Firmicutes	7.017
phyla	GF14_a8_d97_colon	p__Proteobacteria	100
phyla	GF14_Adam_d18_stool	p__Firmicutes	81.95323
phyla	GF14_Adam_d18_stool	p__Proteobacteria	18.04677
phyla	GF14_Adam_d5_stool	p__Firmicutes	86.01293
phyla	GF14_Adam_d5_stool	p__Proteobacteria	13.98707
phyla	GF14_Adam_d51_stool	p__Firmicutes	87.34503
phyla	GF14_Adam_d51_stool	p__Proteobacteria	12.65497
phyla	GF14_Adam_d59_stool	p__Firmicutes	87.80648
phyla	GF14_Adam_d59_stool	p__Proteobacteria	12.19352
phyla	GF14_Adam_d78_stool	p__Firmicutes	88.55654
phyla	GF14_Adam_d78_stool	p__Proteobacteria	11.44346
phyla	GF14_Adam_d9_stool	p__Firmicutes	72.47066
phyla	GF14_Adam_d9_stool	p__Proteobacteria	27.52934
phyla	GF14_B_d66_stool	p__Firmicutes	89.20362
phyla	GF14_B_d66_stool	p__Proteobacteria	10.79638
phyla	GF14_B_d78_stool	p__Firmicutes	91.55979
phyla	GF14_B_d78_stool	p__Proteobacteria	8.44021
phyla	GF14_b1_d95_colon	p__Proteobacteria	100
phyla	GF14_b2_d95_colon	p__Firmicutes	67.50245
phyla	GF14_b2_d95_colon	p__Proteobacteria	32.49755
phyla	GF14_b3_d95_colon	p__Firmicutes	51.7695
phyla	GF14_b3_d95_colon	p__Proteobacteria	48.2305
phyla	GF14_Bdam_d18_stool	p__Firmicutes	84.71932
phyla	GF14_Bdam_d18_stool	p__Proteobacteria	15.28068
phyla	GF14_Bdam_d5_stool	p__Firmicutes	70.08454
phyla	GF14_Bdam_d5_stool	p__Proteobacteria	29.91546
phyla	GF14_Bdam_d51_stool	p__Firmicutes	81.85061
phyla	GF14_Bdam_d51_stool	p__Proteobacteria	18.14939
phyla	GF14_Bdam_d59_stool	p__Firmicutes	90.41297
phyla	GF14_Bdam_d59_stool	p__Proteobacteria	9.58703
phyla	GF14_Bdam_d9_stool	p__Firmicutes	80.82807
phyla	GF14_Bdam_d9_stool	p__Proteobacteria	19.17193
phyla	GF14_C_d66_stool	p__Firmicutes	74.38124
phyla	GF14_C_d66_stool	p__Proteobacteria	17.77303
phyla	GF14_C_d66_stool	p__Actinobacteria	7.84573
phyla	GF14_c_d78_stool	p__Firmicutes	85.0295
phyla	GF14_c_d78_stool	p__Proteobacteria	10.61586
phyla	GF14_c_d78_stool	p__Actinobacteria	4.35464
phyla	GF14_c1_d130_colon	p__Proteobacteria	99.43245
phyla	GF14_c1_d130_colon	p__Firmicutes	0.56755
phyla	GF14_c2_d130_colon	p__Proteobacteria	99.83006
phyla	GF14_c2_d130_colon	p__Firmicutes	0.16994
phyla	GF14_c3_d130_colon	p__Proteobacteria	99.96666
phyla	GF14_c3_d130_colon	p__Firmicutes	0.03334
phyla	GF14_Cdam_d18_stool	p__Firmicutes	84.54229
phyla	GF14_Cdam_d18_stool	p__Proteobacteria	9.87732
phyla	GF14_Cdam_d18_stool	p__Actinobacteria	5.58039
phyla	GF14_cdam_d5_stool	p__Firmicutes	80.52164
phyla	GF14_cdam_d5_stool	p__Proteobacteria	19.47836
phyla	GF14_Cdam_d51_stool	p__Firmicutes	85.67646
phyla	GF14_Cdam_d51_stool	p__Proteobacteria	12.79491
phyla	GF14_Cdam_d51_stool	p__Actinobacteria	1.52863
phyla	GF14_Cdam_d59_stool	p__Firmicutes	88.55792
phyla	GF14_Cdam_d59_stool	p__Proteobacteria	8.35738
phyla	GF14_Cdam_d59_stool	p__Actinobacteria	3.0847
phyla	GF14_Cdam_d9_stool	p__Firmicutes	81.02769
phyla	GF14_Cdam_d9_stool	p__Proteobacteria	18.65584
phyla	GF14_Cdam_d9_stool	p__Actinobacteria	0.31647
phyla	GF14_d67_A1_stool	p__Proteobacteria	99.81679
phyla	GF14_d67_A1_stool	p__Firmicutes	0.18321
phyla	GF14_d67_A3_stool	p__Proteobacteria	100
phyla	GF14_d67_A4_stool	p__Proteobacteria	100
phyla	GF14_d67_A5_stool	p__Proteobacteria	100
phyla	GF14_d67_A6_stool	p__Proteobacteria	100
phyla	GF14_d67_A7_stool	p__Proteobacteria	100
phyla	GF14_d67_A8_stool	p__Proteobacteria	100
phyla	GF14_d67_A9_stool	p__Proteobacteria	100
phyla	GF14_d68_A1_colon	p__Proteobacteria	100
phyla	GF14_d68_A10_colon	p__Proteobacteria	99.26074
phyla	GF14_d68_A10_colon	p__Firmicutes	0.73926
phyla	GF14_d68_A2_colon	p__Proteobacteria	100
phyla	GF14_d68_A3_colon	p__Proteobacteria	100
phyla	GF14_d68_A4_colon	p__Proteobacteria	98.71252
phyla	GF14_d68_A4_colon	p__Firmicutes	1.28748
phyla	GF14_d68_A5_colon	p__Proteobacteria	100
phyla	GF14_d68_A6_colon	p__Proteobacteria	100
phyla	GF14_d68_A7_colon	p__Proteobacteria	100
phyla	GF14_d68_A8_colon	p__Proteobacteria	100
phyla	GF14_d68_A9_colon	p__Proteobacteria	100
phyla	GF14_d89_B1_stool	p__Proteobacteria	96.01039
phyla	GF14_d89_B1_stool	p__Firmicutes	3.98961
phyla	GF14_d89_B2_stool	p__Proteobacteria	97.56582
phyla	GF14_d89_B2_stool	p__Firmicutes	2.43418
phyla	GF14_d89_B3_stool	p__Proteobacteria	97.47673
phyla	GF14_d89_B3_stool	p__Firmicutes	2.52327
phyla	GF14_d90_B2_stool	p__Proteobacteria	95.57156
phyla	GF14_d90_B2_stool	p__Firmicutes	4.42844
phyla	GF14_d90_B3_stool	p__Proteobacteria	95.21931
phyla	GF14_d90_B3_stool	p__Firmicutes	4.78069
phyla	GF14_d91_B2_stool	p__Proteobacteria	98.46693
phyla	GF14_d91_B2_stool	p__Firmicutes	1.53307
phyla	GF14_INOC	p__Proteobacteria	66.69721
phyla	GF14_INOC	p__Firmicutes	33.22695
phyla	GF14_INOC	p__Actinobacteria	0.07584
phyla	GF15_A_Dam_d21	p__Actinobacteria	69.24741
phyla	GF15_A_Dam_d21	p__Firmicutes	28.39211
phyla	GF15_A_Dam_d21	p__Proteobacteria	2.36049
phyla	GF15_a1_d106_stool	p__Proteobacteria	92.50055
phyla	GF15_a1_d106_stool	p__Firmicutes	5.13931
phyla	GF15_a1_d106_stool	p__Actinobacteria	2.36014
phyla	GF15_A1_d108_colon	p__Proteobacteria	100
phyla	GF15_A1_d35_colon	p__Proteobacteria	100
phyla	GF15_A1_d72_stool	p__Proteobacteria	85.4184
phyla	GF15_A1_d72_stool	p__Firmicutes	12.75018
phyla	GF15_A1_d72_stool	p__Actinobacteria	1.83142
phyla	GF15_a2_d105_stool	p__Proteobacteria	81.25841
phyla	GF15_a2_d105_stool	p__Firmicutes	9.68665
phyla	GF15_a2_d105_stool	p__Actinobacteria	9.05494
phyla	GF15_a2_d106_stool	p__Proteobacteria	67.08513
phyla	GF15_a2_d106_stool	p__Firmicutes	26.98904
phyla	GF15_a2_d106_stool	p__Actinobacteria	5.92582
phyla	GF15_A2_d108_colon	p__Proteobacteria	99.00675
phyla	GF15_A2_d108_colon	p__Actinobacteria	0.99325
phyla	GF15_A2_d32	p__Proteobacteria	100
phyla	GF15_a3_d105_stool	p__Proteobacteria	84.95119
phyla	GF15_a3_d105_stool	p__Actinobacteria	11.68336
phyla	GF15_a3_d105_stool	p__Firmicutes	3.36545
phyla	GF15_A3_d108_colon	p__Proteobacteria	98.28834
phyla	GF15_A3_d108_colon	p__Actinobacteria	1.71166
phyla	GF15_A3_d32	p__Proteobacteria	100
phyla	GF15_A3_d35_colon	p__Actinobacteria	100
phyla	GF15_a4_d105_stool	p__Proteobacteria	98.71458
phyla	GF15_a4_d105_stool	p__Actinobacteria	0.77304
phyla	GF15_a4_d105_stool	p__Firmicutes	0.51238
phyla	GF15_A4_d108_colon	p__Proteobacteria	98.60945
phyla	GF15_A4_d108_colon	p__Actinobacteria	1.39055
phyla	GF15_A4_d32	p__Proteobacteria	92.30685
phyla	GF15_A4_d32	p__Firmicutes	5.22053
phyla	GF15_A4_d32	p__Actinobacteria	2.47262
phyla	GF15_a5_d105_stool	p__Proteobacteria	82.63935
phyla	GF15_a5_d105_stool	p__Firmicutes	15.23353
phyla	GF15_a5_d105_stool	p__Actinobacteria	2.12712
phyla	GF15_A5_d108_colon	p__Proteobacteria	98.65987
phyla	GF15_A5_d108_colon	p__Actinobacteria	1.34013
phyla	GF15_A5_d32	p__Proteobacteria	95.62298
phyla	GF15_A5_d32	p__Firmicutes	2.97346
phyla	GF15_A5_d32	p__Actinobacteria	1.40356
phyla	GF15_A5_d35_colon	p__Firmicutes	100
phyla	GF15_a6_d105_stool	p__Proteobacteria	94.32022
phyla	GF15_a6_d105_stool	p__Firmicutes	5.10244
phyla	GF15_a6_d105_stool	p__Actinobacteria	0.57734
phyla	GF15_A6_d108_colon	p__Proteobacteria	100
phyla	GF15_A6_d32_colon	p__Proteobacteria	100
phyla	GF15_A7_d108_colon	p__Proteobacteria	94.6759
phyla	GF15_A7_d108_colon	p__Actinobacteria	5.3241
phyla	GF15_a7_d74_colon	p__Actinobacteria	100
phyla	GF15_a8_d105_stool	p__Proteobacteria	85.81328
phyla	GF15_a8_d105_stool	p__Firmicutes	13.70005
phyla	GF15_a8_d105_stool	p__Actinobacteria	0.48668
phyla	GF15_A8_d108_colon	p__Proteobacteria	98.75455
phyla	GF15_A8_d108_colon	p__Actinobacteria	1.24545
phyla	GF15_a9_d105_stool	p__Proteobacteria	97.35575
phyla	GF15_a9_d105_stool	p__Firmicutes	2.21925
phyla	GF15_a9_d105_stool	p__Actinobacteria	0.425
phyla	GF15_a9_d106_stool	p__Proteobacteria	82.55986
phyla	GF15_a9_d106_stool	p__Firmicutes	15.25278
phyla	GF15_a9_d106_stool	p__Actinobacteria	2.18737
phyla	GF15_A9_d108_colon	p__Proteobacteria	98.70839
phyla	GF15_A9_d108_colon	p__Actinobacteria	1.29161
