Sample,Klebsiella,Achromobacter,Escherichia,Enterococcus,Pedobacter,Delftia,Paenibacillus,Acinetobacter,Clostridium,Erysipelatoclostridium,Clostridioides,Veillonella,Proteus,Citrobacter,Peptoniphilus,Campylobacter,Varibaculum,Finegoldia,Gemella,Bacteroides,Akkermansia,Lactobacillus,Blautia,Lachnoclostridium,Parasutterella,Proteobacteria_unclassified,Turicimonas,Streptococcus,Staphylococcus,Sphingomonas,Anaerococcus,Bifidobacterium,Morganella,Negativicoccus,Actinomyces,Corynebacterium,Dermabacter,Aeriscardovia,Mycobacteroides,Lachnospiraceae_unclassified,Acutalibacter,Anaerotruncus,Dorea,Enterorhabdus,Oscillibacter,Pseudomonas,Ruthenibacterium,Enterobacter,Cutibacterium,Serratia,Leclercia,Dysgonomonas,Collinsella,Gleimia,Fusobacterium,GGB9832
GF10_C3_COLON_D35,65.2473,0,1.44554,16.68483,0,0,0,0,0,0,1.83502,0,0,0,0,0,3.85063,2.54986,0,0,0,0,0,0,0,0,0,0,0,0,7.22575,1.16108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF10_C3_d101,58.31981,0,0.06959,0.98472,0,0,0,0,0.35353,0,0.35531,0,39.91704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF10_C3_D33,99.87258,0,0,0.12742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF10_C3_d55,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF10_C3_d78,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF10_C4_COLON_D55,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF10_C4_d102_colon,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF10_C4_d55,0.90128,0,1.53002,1.70866,0,0,0,0,38.67691,0,20.06044,0.87668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04279,36.084,0.11924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF10_C4_d77,39.6182,0,0,4.86103,0,0,0,0,27.63978,0,0.9527,5.13304,21.79525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF10_C4_d80_colon,41.53473,0,0,0,0,0,0,0,0,11.94707,46.43025,0,0,0,0,0,0,0,0,0,0,0,0,0.08795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF10_C5_COLON_D55,12.07846,0,19.18934,1.00906,0,0,0,0,0,0,0,0,0,67.72314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF10_C5_d101,96.84976,0,0.28917,1.49395,0,0,0,0,1.20562,0,0.1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF10_C5_d55,0,0,3.00231,1.50035,0,0,0,0,45.65209,0,19.96544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.87981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF10_C5_d77,98.38223,0,0,1.61777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF10_C6_COLON_D55,46.36692,0,34.28,0.72318,0,0,0,0,0,0.79117,0,0,0,17.83873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF10_C6_d101,99.87219,0,0,0.12781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF10_C6_d55,1.29632,0,2.82605,1.17972,0,0,0,0,40.53566,0,22.20621,0,0,1.36853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.27019,0.31731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF10_C7_COLON_D55,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF10_C8_COLON_D55,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF10_C8_d101,97.48219,0,0.37949,1.36398,0,0,0,0,0.61946,0,0.15488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF10_C8_d103,2.3161,0,20.33308,30.02357,0,0,0,0,0,22.60431,24.72295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF10_C8_d55,6.42812,0,0.55084,2.73095,0,0,0,0,50.2251,7.26789,8.62521,1.74869,0.23155,3.05557,0.7529,0.08552,0.35672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.91725,0.02368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF10_C9_COLON_D55,0,0,92.80029,7.19971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF10_Cdam_d0,0.67313,0,0.26915,0.71078,0,0,0,0,37.35194,0,17.16815,7.12766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.5025,0.19669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF10_Cdam_d1,14.91775,0,0.29969,4.04574,0,0,0,0,44.96385,24.87042,6.51831,0,3.5157,0.8036,0,0,0,0,0,0,0,0,0,0.06495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF10_Cdam_d20,3.84699,0,0,4.20382,0,0,0,0,42.98639,14.23004,7.02969,0,1.88303,2.16838,0,0,3.83456,0,0,0,0,0,0,19.8171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF10_INOC,64.19176,0,0,7.98061,0,0,0,0,10.2886,4.22671,4.67574,8.42551,0.0703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_A_DAM_D0,29.55213,0,6.26809,20.90831,0,0,0,0,0.72829,1.41866,0.52698,0,0,6.55833,0,0,9.26366,3.93963,0,0,0,0,0,0,0,0,0,0,0,0,17.10335,3.73258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_A1_COLON_D38,4.90762,0,18.59621,31.35805,0,0,0,0,0.17126,0,0,0.21529,0,10.8594,0,0,11.4148,4.86182,0,0,0,0,0,0,0,0,0,0,0,0,10.79707,6.81848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_A1_D35,2.52303,0,35.24413,12.27589,0,0,0,0,0,0,0,0,0,44.09762,0,0,0.73699,0.04546,0,0,0,0,0,0,0,0,0,0,0,0,1.20358,3.8733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_A1_D37,0.88417,0,11.03738,23.62206,0,0,0,0,1.62185,0,0.90634,0,0,60.162,0,0,0.00754,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04235,1.71629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_A2_COLON_D38,4.63885,0,25.74291,27.48098,0,0,0,0,0,0,0,0,0,19.16224,0,0,5.22326,4.22775,0,0,0,0,0,0,0,0,0,0,0,0,8.89696,4.62706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_A2_D35,0.2144,0,66.48318,25.64749,0,0,0,0,0,0,0.03536,0,0,5.76753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05126,1.80078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_A2_D36,0,0,75.87948,24.12052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_A3_D36,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_A4_COLON_D38,0.82432,0,27.93659,23.42302,0,0,0,0,0.23427,0,0,0,0,21.23196,0,0,8.72893,2.78626,0,0,0,0,0,0,0,0,0,0,0,0,10.96555,3.8691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_A4_D37,0,0,84.76134,4.02981,0,0,0,0,0.28289,0,0,0,0,10.16063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_A5_D35,0,0,1.66026,3.30513,0,0,0,0,0,0,0,0,0,79.52014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.51447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B_dam_d111,0.05293,0,1.41501,2.63994,0,0,0,0,31.21691,0,2.99221,0,0,0.15718,0,0,5.34758,0.98656,0,0,0,0,0,0,0,0,0,0,0,0,1.16675,53.07301,0.26066,0.39513,0.29613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B_dam_d20,0.32383,0,1.68239,3.17522,0,0,0,0,22.36994,0,0,0,0,0.25886,0,0,6.52373,2.09845,0,0,0,0,0,0,0,0,0,0,0,0,1.33656,61.48453,0,0.34625,0.40024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B_dam_d7,0,0,3.92277,1.2033,0,0,0,0,14.25798,0,0,0,0,1.39968,0,0,5.32499,0.1951,0,0,0,0,0,0,0,0,0,0,0,0,1.03404,71.92382,0.13936,0.5896,0.00936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B1_COLON_D38,0,0,29.02163,28.32483,0,0,0,0,0,0,0,0,0,23.48869,0,0,6.28498,1.89397,0,0,0,0,0,0,0,0,0,0,0,0,7.70673,3.27918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B1_d105_colon,4.83384,0,22.8631,2.47207,0,0,0,0,13.94344,53.12622,2.76134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B1_D36,2.86039,0,23.81369,29.64617,0,0,0,0,0.62378,0,0,0,0,18.61934,0,0,6.68558,2.69707,0,0,0,0,0,0,0,0,0,0,0,0,11.63361,3.42038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B1_d71,0,0,0,0,0,0,0,0,0.01545,0,0,0,0,98.23761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B2_COLON_D38,0,0,64.7955,11.59457,0,0,0,0,0,0,0,0,0,19.67138,0,0,1.33587,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03955,0.56313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B2_d105_colon,0,0,6.77331,3.43635,0,0,0,0,38.87298,0,8.42197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.31561,0,0,2.17978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B2_D36,5.90098,0,19.29666,23.18796,0,0,0,0,0,0,0,0,0,24.83227,0,0,9.15645,2.07058,0,0,0,0,0,0,0,0,0,0,0,0,11.18752,4.36759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B2_d71,0.61275,0,0,9.41894,0,0,0,0,0,0,0.21354,0,0,87.74056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B2_d73,70.48426,0,0,0,0,0,0,0,0,0,0,0,0,29.51574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B3_COLON_D38,0,0,57.30187,7.6351,0,0,0,0,0,0,0,0,0,35.06303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B3_d105_colon,0,0,6.56476,1.22637,0,0,0,0,30.65711,0,4.32473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.22703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B3_D35,0,0,95.32235,4.01707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B3_D37,0,0,96.07389,0.52405,0,0,0,0,0,0,0,0,0,3.40206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B3_d71,0.94608,0,0,1.86076,0,0,0,0,0,0,0,0,0,97.19315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B4_COLON_D38,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B4_d105_colon,0.74226,0,3.1299,1.92354,0,0,0,0,14.9814,0,5.38398,0,0,0.20117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.63776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B4_D35,0,0,11.30034,13.79192,0,0,0,0,0,0,0,0,0,72.06089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B4_D37,0,0,25.60149,2.83339,0,0,0,0,0,0,0,0,0,71.56512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B4_d72,0,0,0,0,0,0,0,0,0,0,0,0,0,99.81081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B4_d73,19.69273,0,0,0,0,0,0,0,0,0,0,0,0,80.30727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B4_d74_colon,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B5_COLON_D38,0,0,85.33836,0,0,0,0,0,0,0,0,0,0,14.66164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B5_d105_colon,0,0,4.14903,2.52186,0,0,0,0,56.46414,0,8.8896,0,0,0.96235,0,0,1.02034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.07404,0.05866,0,1.85997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B5_D35,0,0,93.47988,1.19421,0,0,0,0,0,0,0,0,0,5.32591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B5_D37,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B5_d71,0,0,0,22.21839,0,0,0,0,0,0,0.02208,0,0,76.95051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B5_d74_colon,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B6_d105_colon,0,0,2.94589,1.74762,0,0,0,0,32.26074,0,6.03549,0,0,0.43657,0,0,0.2435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.00153,0.01815,0,0.31051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B6_d71,0,0,73.34129,0.35668,0,0,0,0,0,0,0,0,0,25.87243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B7_d105_colon,0,0,13.98124,5.63129,0,0,0,0,8.00359,0,1.68149,0,0,2.00162,0,0,0.01298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.63134,0.14294,0,1.9135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B7_d71,0,0,66.40203,5.95436,0,0,0,0,0,0,0,0,0,25.88535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B7_d73,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B7_d74_colon,11.8149,0,11.7101,12.47745,0,0,0,0,25.02988,24.99584,12.19408,0.2451,0.50813,1.02454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B8_d105_colon,0,0,4.30599,1.34003,0,0,0,0,26.32516,0,6.05592,0,0,0.22084,0,0,0.80243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.94963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C1_COLON_D38,0,0,6.98874,0,0,0,0,0,0,0,0,0,0,93.01126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C1_D36,0,0,13.86699,14.37393,0,0,0,0,0,0,0,0,0,61.5806,0,0,3.55819,0.44575,0,0,0,0,0,0,0,0,0,0,0,0,5.20414,0.97039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C1_d71,0,0,0,6.26949,0,0,0,0,0,0,0,0,0,92.49122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C1_d74_colon,7.92226,0,20.13975,41.15151,0,0,0,0,4.1993,21.69726,3.73466,0,0,1.15526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C2_D37,0,0,94.47195,5.52805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C2_d71,0,0,0,2.49355,0,0,0,0,0,0,0,0,0,96.70592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C2_d72,0,0,0,3.21062,0,0,0,0,0,0,0,0,0,96.52259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C2_d74_colon,4.18408,0,4.84617,83.7209,0,0,0,0,0.36642,5.74365,0.89374,0,0,0.24504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C3_COLON_D38,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C3_D35,0,0,97.33565,1.35672,0,0,0,0,0,0,0,0,0,0.83274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C3_D36,0.44035,0,58.41538,11.45507,0,0,0,0,0,0,0,0,0,18.62506,0,0,2.7557,0.86809,0,0,0,0,0,0,0,0,0,0,0,0,5.11068,2.32967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C3_d71,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C3_d74_colon,0,0,16.44286,21.15954,0,0,0,0,13.43452,0,32.26317,0,0,3.06569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.63423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C4_COLON_D38,0,0,61.86798,0,0,0,0,0,0,0,0,0,0,38.13202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C4_D35,0,0,83.54219,12.65621,0,0,0,0,0,0,0,0,0,0.74061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C4_D36,0,0,64.93938,8.96435,0,0,0,0,0,0,0,0,0,22.39048,0,0,0.28275,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18642,2.23663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C4_d74_colon,0,0,47.53634,0,0,0,0,0,19.21285,0,31.12336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C5_D37,0,0,92.46429,7.53571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C5_d71,0,0,0,20.43045,0,0,0,0,0,0,0,0,0,79.56955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C5_d72,0,0,0,21.75682,0,0,0,0,0,0,0,0,0,77.38586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C5_d74_colon,14.99302,0,24.26751,3.71313,0,0,0,0,13.58829,37.94387,2.99954,1.85633,0.2775,0.18185,0.17896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C6_d71,0,0,0,2.09429,0,0,0,0,1.77669,0,0.65708,0,0,91.50065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C6_d72,0.17325,0,0,2.26374,0,0,0,0,0,0,0.59243,0,0,95.11381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
