Sample	f__Actinomycetaceae	f__Akkermansiaceae	f__Bacillales_unclassified	f__Bacteroidaceae	f__Bifidobacteriaceae	f__Campylobacteraceae	f__Clostridiaceae	f__Corynebacteriaceae	f__Dermabacteraceae	f__Eggerthellaceae	f__Enterobacteriaceae	f__Enterococcaceae	f__Erysipelotrichaceae	f__Fusobacteriaceae	f__Lachnospiraceae	f__Lactobacillaceae	f__Morganellaceae	f__Mycobacteriaceae	f__Oscillospiraceae	f__Peptoniphilaceae	f__Peptostreptococcaceae	f__Propionibacteriaceae	f__Proteobacteria_unclassified	f__Pseudomonadaceae	f__Ruminococcaceae	f__Sphingomonadaceae	f__Staphylococcaceae	f__Streptococcaceae	f__Sutterellaceae	f__Veillonellaceae	f__Yersiniaceae
GF23_d84_c9	0	0	0	0	0	0	0	0	0	0	0	94.6619	0.49943	0	0	0	0	0	0	0	4.83868	0	0	0	0	0	0	0	0	0	0
GF23_d89_damb	9.9542	0	0	0	0.72658	0	35.85894	0	0	0	2.6347	7.07797	25.68731	0	0	0	3.57221	0	0	4.35682	10.13128	0	0	0	0	0	0	0	0	0	0
GF23_d89_damc	0	0	0	0	2.16986	0	16.91103	0	0	0	4.11724	26.68235	34.50024	0	0	0	4.80001	0	0	0	10.81927	0	0	0	0	0	0	0	0	0	0
GF3_AB_Sire_day4	0	0	0	0	41.71299	0	44.739	0	0	0	4.86852	0.48794	0	0	0	0	0	0	0	0	8.19155	0	0	0	0	0	0	0	0	0	0
GF3_B_Sire_day19	0	0	0	0	42.5125	0	39.47183	0	0	0	9.92945	0.53591	0	0	0	0	0	0	0	0	7.55031	0	0	0	0	0	0	0	0	0	0
GF3_B_Sire_day30	0	0	0	0	32.16714	0	46.73734	0	0	0	10.25422	0.71287	0	0	0	0	0	0	0	0	10.12843	0	0	0	0	0	0	0	0	0	0
GF3_C_dam_day19	3.29447	0	0	0	28.30395	0	44.12748	0	0	0	1.30635	0.40812	0	0	0	0	0	0	0	1.04111	10.31757	0	0	0	0	0	0	0	0	11.20095	0
GF3_C_dam_day4	0	0	0	0	26.87296	0	9.5084	0	0	0	61.67018	0.49189	0	0	0	0	0.22845	0	0	0	1.22811	0	0	0	0	0	0	0	0	0	0
GF3_C_Sire_day19	2.11208	0	0	0	11.46255	0	18.25789	0	0	0	57.39462	0.71492	0	0	0	0	0	0	0	1.41504	4.24055	0	0	0	0	0	0	0	0	4.40235	0
GF3_C_Sire_day30	0	0	0	0	46.9662	0	37.97319	0	0	0	5.10331	1.2207	0	0	0	0	0	0	0	0	8.7366	0	0	0	0	0	0	0	0	0	0
GF3_C_Sire_day4	3.50119	0	0	0	42.71144	0	28.98769	0	0	0	5.25581	1.26125	0	0	0	0	0.38851	0	0	1.21826	7.66962	0	0	0	0	0	0	0	0	9.00623	0
GF3_C1_day30	0	0	0	0	54.95997	0	17.8744	0	0	0	25.5998	0.88144	0	0	0	0	0.34566	0	0	0	0.33873	0	0	0	0	0	0	0	0	0	0
GF3_C1_day32	0.03357	0	0	0	54.21633	0	15.50976	0	0	0	17.14324	1.15497	0	0	0	0	0.00861	0	0	1.27786	6.32192	0	0	0	0	0	0	0	0	4.33373	0
GF3_C1_day34	0	0	0	0	55.96762	0	30.50785	0	0	0	10.52345	0.22706	0	0	0	0	0.53529	0	0	0	2.23873	0	0	0	0	0	0	0	0	0	0
GF3_C2_day30	0	0	0	0	0	0	0.16191	0	0	0	99.83809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF3_C2_day32	0	0	0	0	9.91644	0	10.33424	0	0	0	77.69093	0.395	0	0	0	0	0	0	0	0	1.66339	0	0	0	0	0	0	0	0	0	0
GF3_C2_day35	3.29447	0	0	0	28.30395	0	44.12748	0	0	0	1.30635	0.40812	0	0	0	0	0	0	0	1.04111	10.31757	0	0	0	0	0	0	0	0	11.20095	0
GF3_C2_day38	0	0	0	0	4.78405	0	0	0	0	0	92.19953	3.01642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF3_C2_day39	0	0	0	0	4.8555	0	0.14483	0	0	0	73.59134	20.68664	0	0	0	0	0	0	0	0	0.72169	0	0	0	0	0	0	0	0	0	0
GF3_C2_day40	0	0	0	0	1.00884	0	2.12787	0	0	0	89.41265	6.17313	0	0	0	0	0	0	0	0	1.27751	0	0	0	0	0	0	0	0	0	0
GF3_C2_day41	0	0	0	0	18.73979	0	0	0	0	0	0	81.26021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF3_C2_day42	0	0	0	0	25.46477	0	46.12186	0	0	0	17.22792	0.62056	0	0	0	0	0	0	0	0	10.56488	0	0	0	0	0	0	0	0	0	0
GF3_C2_day45	0	0	0	0	38.62494	0	42.15399	0	0	0	11.70051	0.39377	0	0	0	0	0	0	0	0	7.12678	0	0	0	0	0	0	0	0	0	0
GF3_C3_day30	0	0	0	0	50.91623	0	20.31469	0	0	0	22.40282	3.67693	0	0	0	0	0.37192	0	0	0	2.31741	0	0	0	0	0	0	0	0	0	0
GF3_C3_day32	0	0	0	0	0	0	0	0	0	0	98.8078	1.1922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF3_C3_day34	17.56688	0	0	0	10.35093	0	2.92222	0	0	0	6.906	26.05002	0	0.02018	0	0	0.08257	0	0	34.42865	0	0.06201	0	0	0	0	0.3988	0.46773	0	0.74403	0
GF3_C3_day35	5.08872	0	0	0	24.48957	0	42.6666	0	0	0	2.28637	1.36451	0	0	0	0	0	0	0	3.05532	10.84009	0	0	0	0	0	0	0	0	10.20882	0
GF3_C3_day39	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF3_C3_day40	0	0	0	0	0.48816	0	1.17616	0	0	0	96.07747	1.52075	0	0	0	0	0	0	0	0	0.73745	0	0	0	0	0	0	0	0	0	0
GF3_C3_day41	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF3_C3_day42	0	0	0	0	19.10468	0	51.64645	0	0	0	20.81629	0.60577	0	0	0	0	0	0	0	0	7.82681	0	0	0	0	0	0	0	0	0	0
GF3_C3_day45	0	0	0	0	45.31227	0	40.82213	0	0	0	6.96466	0.7248	0	0	0	0	0	0	0	0	6.17613	0	0	0	0	0	0	0	0	0	0
GF3_C4_day30	1.04925	0	0	0	62.96378	0	10.55393	0	0	0	17.41901	1.16785	0	0	0	0	0.30548	0	0	1.81156	0.66854	0	0	0	0	0	0	0	0	4.06061	0
GF3_C4_day32	0	0	0	0	0	0	0	0	0	0	95.77	4.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF3_C4_day34	1.13564	0	0	0	39.39194	0	33.74665	0	0	0	10.97031	4.68994	0	0	0	0	0	0	0	1.11441	4.79288	0	0	0	0	0	0	0	0	4.15824	0
GF3_C4_day38	0	0	0	0	0.72192	0	0	0	0	0	99.00813	0.26995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF3_C4_day39	0	0	0	0	1.38912	0	0.07818	0	0	0	95.62477	2.24068	0	0	0	0	0	0	0	0	0.66724	0	0	0	0	0	0	0	0	0	0
GF3_C4_day40	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF3_C4_day41	0	0	0	0	13.78776	0	0	0	0	0	0	86.21224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF3_C4_day42	0	0	0	0	35.17645	0	43.26757	0	0	0	11.96727	1.50829	0	0	0	0	0	0	0	0	8.08043	0	0	0	0	0	0	0	0	0	0
GF3_C4_day45	0	0	0	0	34.21025	0	46.60267	0	0	0	8.31298	1.02136	0	0	0	0	0	0	0	0	9.85275	0	0	0	0	0	0	0	0	0	0
GF3_C5_day30	0	0	0	0	0.35395	0	0.12041	0	0	0	99.52564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF3_C5_day39	0	0	0	0	1.73798	0	7.90384	0	0	0	85.86561	2.7964	0	0	0	0	0	0	0	0.26559	1.43059	0	0	0	0	0	0	0	0	0	0
GF3_C5_day41	0	0	0	0	0.41112	0	0	0	0	0	0	99.58888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF3_C5_day42	0	0	0	0	46.52835	0	38.12548	0	0	0	9.9598	1.84554	0	0	0	0	0	0	0	0	3.54084	0	0	0	0	0	0	0	0	0	0
GF3_C5_day45	0	0	0	0	57.13328	0	33.90891	0	0	0	5.85331	0.69573	0	0	0	0	0	0	0	0	2.40877	0	0	0	0	0	0	0	0	0	0
GF3_C6_day30	0.06194	0	0	0	1.04847	0	2.73899	0	0	0	95.96768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18292	0
GF3_C6_day35	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF3_C6_day38	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF3_C6_day39	0	0	0	0	2.1763	0	4.47892	0	0	0	88.66333	2.42112	0	0	0	0	0	0	0	0.53484	1.7255	0	0	0	0	0	0	0	0	0	0
GF3_C6_day41	0	0	0	0	10.69772	0	66.86036	0	0	0	11.43267	0.2304	0	0	0	0	0	0	0	0	10.77884	0	0	0	0	0	0	0	0	0	0
GF3_C6_day42	0	0	0	0	57.31886	0	31.88794	0	0	0	5.76619	0.56981	0	0	0	0	0	0	0	0	4.4572	0	0	0	0	0	0	0	0	0	0
GF3_C6_day45	0	0	0	0	51.67369	0	33.42021	0	0	0	8.87916	1.0882	0	0	0	0	0	0	0	0	4.93874	0	0	0	0	0	0	0	0	0	0
GF3_C7_day40	0	0	0	0	17.95539	0	0	0	0	0	0	81.47642	0	0	0	0	0	0	0	0	0.5682	0	0	0	0	0	0	0	0	0	0
GF3_C7_day41	0	0	0	0	38.84773	0	45.81585	0	0	0	6.76198	0.6571	0	0	0	0	0	0	0	0	7.91734	0	0	0	0	0	0	0	0	0	0
GF3_C7_day42	0	0	0	0	13.69841	0	62.56734	0	0	0	11.30526	1.7887	0	0	0	0	0	0	0	0	10.64029	0	0	0	0	0	0	0	0	0	0
GF3_C7_day45	0	0	0	0	41.70374	0	38.90406	0	0	0	10.5085	1.1889	0	0	0	0	0	0	0	0	7.6948	0	0	0	0	0	0	0	0	0	0
GF3_C8_day30	0	0	0	0	22.24065	0	7.63676	0	0	0	67.31064	0	0	0	0	0	0	0	0	0.01864	2.04088	0	0	0	0	0	0	0	0	0.75243	0
GF3_C8_day32	0	0	0	0	0.05581	0	0	0	0	0	91.93421	8.00998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF3_C8_day34	3.50119	0	0	0	42.71144	0	28.98769	0	0	0	5.25581	1.26125	0	0	0	0	0.38851	0	0	1.21826	7.66962	0	0	0	0	0	0	0	0	9.00623	0
GF3_C8_day39	0	0	0	0	1.30801	0	1.23561	0	0	0	94.00601	1.92073	0	0	0	0	0	0	0	0	1.52964	0	0	0	0	0	0	0	0	0	0
GF3_C8_day40	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF3_C8_day41	0	0	0	0	62.27529	0	26.50859	0	0	0	6.75131	0.5116	0	0	0	0	0	0	0	0	3.95322	0	0	0	0	0	0	0	0	0	0
GF3_C8_day42	0	0	0	0	47.13748	0	38.75324	0	0	0	6.50427	0.7565	0	0	0	0	0	0	0	0	6.84852	0	0	0	0	0	0	0	0	0	0
GF3_C8_day45	0	0	0	0	49.52601	0	36.88458	0	0	0	5.13677	1.61762	0	0	0	0	0	0	0	0	6.83503	0	0	0	0	0	0	0	0	0	0
GF3_C9_day30	0.33793	0	0	0	14.85821	0	9.55388	0	0	0	68.26109	0.01829	0	0	0	0	0	0	0	0.82416	1.89114	0	0	0	0	0	0	0	0	4.2553	0
GF3_C9_day32	0	0	0	0	62.07286	0	18.31035	0	0	0	15.69417	0.51616	0	0	0	0	0.06521	0	0	0	3.34125	0	0	0	0	0	0	0	0	0	0
GF3_C9_day34	1.51548	0	0	0	44.93931	0	29.72102	0	0	0	3.03887	1.83829	0	0	0	0	0.28399	0	0	0.37579	5.79775	0	0	0	0	0	0	0	0	12.48949	0
GF3_C9_day38	0	0	0	0	3.22685	0	0	0	0	0	94.66566	2.10749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF3_C9_day39	0	0	0	0	3.75526	0	2.59455	0	0	0	83.71274	8.50862	0	0	0	0	0	0	0	0	1.42883	0	0	0	0	0	0	0	0	0	0
GF3_C9_day40	0	0	0	0	0	0	0	0	0	0	58.27367	41.72633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF3_C9_day41	0	0	0	0	15.67679	0	58.00848	0	0	0	16.0951	1.06091	0	0	0	0	0	0	0	0	9.15872	0	0	0	0	0	0	0	0	0	0
GF3_C9_day42	0	0	0	0	48.83157	0	34.68924	0	0	0	8.80002	0.80225	0	0	0	0	0	0	0	0	6.87692	0	0	0	0	0	0	0	0	0	0
GF3_C9_day45	0	0	0	0	61.03244	0	28.0842	0	0	0	7.3843	2.6013	0	0	0	0	0	0	0	0	0.89776	0	0	0	0	0	0	0	0	0	0
GF3_inoc	0	0	0	0	16.23477	0	50.11219	0	0	0	28.13713	1.77191	0	0	0	0	0.99385	0	0	0	2.75015	0	0	0	0	0	0	0	0	0	0
GF4_A0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF4_B0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF4_B1_D35	0	0	0	0	18.13104	0	0	0	0	0	0	81.86896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF4_B1_D36	0	0	0	0	0.59973	0	0.21018	0	0	0	12.40086	86.78923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF4_B1_d37	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF4_B2_d35	0	0	0	0	1.13433	0	0	0	0	0	82.53371	16.33196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF4_B2_d36	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF4_B2_d37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF4_B3_d35	0	0	0	0	14.99204	0	0	0	0	0	0	82.63922	0	0	0	0	0	0	0	0	2.36874	0	0	0	0	0	0	0	0	0	0
GF4_B3_d36	0	0	0	0	4.34166	0	0.39985	0	0	0	22.24158	72.03416	0	0	0	0	0	0	0	0	0.98275	0	0	0	0	0	0	0	0	0	0
GF4_B3_d37	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF4_B3_d38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF4_B3_d42	0	0	0	0	53.55772	0	30.37938	0	0	0	5.81978	1.56615	0	0	0	0	0	0	0	0	8.67697	0	0	0	0	0	0	0	0	0	0
GF4_B3_d43	0	0	0	0	44.13371	0	42.26856	0	0	0	3.55844	2.89738	0	0	0	0	0	0	0	0	7.1419	0	0	0	0	0	0	0	0	0	0
GF4_B3_d44	0	0	0	0	73.65812	0	14.02068	0	0	0	2.71638	3.91362	0	0	0	0	0	0	0	0	5.69119	0	0	0	0	0	0	0	0	0	0
GF4_B3_d46	0	0	0	0	77.56029	0	10.9261	0	0	0	7.12841	2.97518	0	0	0	0	0	0	0	0	1.41003	0	0	0	0	0	0	0	0	0	0
GF4_B3_LI	0	0	0	0	90.22326	0	1.42493	0	0	0	4.15478	4.1241	0	0	0	0	0	0	0	0	0.07293	0	0	0	0	0	0	0	0	0	0
GF4_B3_MLN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF4_B3_SI	0	0	0	0	96.6448	0	0.33651	0	0	0	0	2.31173	0	0	0	0	0	0	0	0	0.70697	0	0	0	0	0	0	0	0	0	0
GF4_B4_d35	0	0	0	0	10.58381	0	0.07612	0	0	0	0	88.48589	0	0	0	0	0	0	0	0	0.85417	0	0	0	0	0	0	0	0	0	0
GF4_B4_d37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF4_B4_d38	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF4_B5_d35	0	0	0	0	2.06697	0	0	0	0	0	19.43073	78.5023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF4_Bdam_d10	4.14679	0	0	0	55.42544	0	30.29984	0	0	0	2.17615	2.08586	0	0	0	0	0.18312	0	0	0.62905	4.70769	0	0	0	0	0	0	0	0	0.34605	0
GF4_Bsire_d10	4.19904	0	0	0	51.95341	0	30.42169	0	0	0	4.83269	2.83787	0	0	0	0	0.10107	0	0	1.06507	4.58916	0	0	0	0	0	0	0	0	0	0
GF4_Bsire_d2	1.34423	0	0	0	68.62099	0	19.69664	0	0	0	6.26607	2.1971	0	0	0	0	0.21966	0	0	0	1.61589	0	0	0	0	0	0	0	0	0.03943	0
GF4_C0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF4_C1_d36	0	0	0	0	0	0	0	0	0	0	96.32831	3.67169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF4_C1_D37	0	0	0	0	0	0	14.32519	0	0	0	53.38126	15.72958	0	0	0	0	0	0	0	0	16.56397	0	0	0	0	0	0	0	0	0	0
GF4_C1_d39	0	0	0	0	0.10618	0	40.78271	0	0	0	36.76674	14.10035	0	0	0	0	0	0	0	0	8.24402	0	0	0	0	0	0	0	0	0	0
GF4_C1_d41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF4_C1_d43	0	0	0	0	0	0	66.73493	0	0	0	23.4555	3.47485	0	0	0	0	0	0	0	0	6.33472	0	0	0	0	0	0	0	0	0	0
GF4_C1_d46	0	0	0	0	0	0	79.19426	0	0	0	16.63258	0.66459	0	0	0	0	0.51932	0	0	0	2.98924	0	0	0	0	0	0	0	0	0	0
GF4_C1_LI	0	0	0	0	58.89099	0	1.63925	0	0	0	6.70941	2.82695	0	0	0	0	0.6169	0	0	0	0.54224	0	0	0	0	0	0	0	0	28.77426	0
GF4_C1_MLN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF4_C1_SI	0	0	0	0	74.12533	0	1.97334	0	0	0	7.67123	1.31826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.91183	0
GF4_C2_d35	0	0	0	0	0	0	0	0	0	0	18.86192	81.13808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF4_C2_D36	0	0	0	0	0	0	5.97408	0	0	0	41.2723	52.75362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF4_C2_d37	0	0	0	0	0	0	17.98669	0	0	0	54.46114	10.43878	0	0	0	0	0.83081	0	0	0	16.28257	0	0	0	0	0	0	0	0	0	0
GF4_C2_d38	0	0	0	0	0	0	45.30839	0	0	0	34.80724	6.26229	0	0	0	0	0.18875	0	0	0	13.43333	0	0	0	0	0	0	0	0	0	0
GF4_C2_d39	0	0	0	0	0	0	53.42903	0	0	0	30.05785	9.50199	0	0	0	0	0.51905	0	0	0	6.49208	0	0	0	0	0	0	0	0	0	0
GF4_C2_d43	0	0	0	0	1.71639	0	79.34341	0	0	0	9.6408	0.68046	0	0	0	0	0.87922	0	0	0	7.73972	0	0	0	0	0	0	0	0	0	0
GF4_C2_d45	0	0	0	0	2.39023	0	71.51901	0	0	0	9.29074	0.40793	0	0	0	0	0.53302	0	0	0	6.84343	0	0	0	0	0	0	0	0	9.01563	0
GF4_C2_d46	0	0	0	0	15.77826	0	59.7117	0	0	0	12.46281	0.55526	0	0	0	0	0.44766	0	0	0	4.30797	0	0	0	0	0	0	0	0	6.73634	0
GF4_C2_LI	0	0	0	0	97.89862	0	0.26597	0	0	0	0.64339	0.16881	0	0	0	0	0	0	0	0	0.40571	0	0	0	0	0	0	0	0	0.6175	0
GF4_C2_MLN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF4_C2_SI	0	0	0	0	99.79752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20248	0
GF4_C3_d35	0	0	0	0	1.04135	0	0	0	0	0	37.25737	61.70128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF4_C3_d36	0	0	0	0	0.37763	0	18.36134	0	0	0	70.60499	8.08023	0	0	0	0	0	0	0	0	2.57581	0	0	0	0	0	0	0	0	0	0
GF4_C3_d38	0	0	0	0	0	0	61.93237	0	0	0	22.19885	4.83015	0	0	0	0	1.70596	0	0	0	9.33268	0	0	0	0	0	0	0	0	0	0
GF4_C3_d41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF4_C3_d42	0	0	0	0	1.22375	0	77.45906	0	0	0	10.42038	0.36382	0	0	0	0	1.68062	0	0	0	8.85237	0	0	0	0	0	0	0	0	0	0
GF4_C3_d43	0	0	0	0	11.6821	0	67.63727	0	0	0	9.36748	1.36391	0	0	0	0	0.9486	0	0	0	6.58824	0	0	0	0	0	0	0	0	2.41241	0
GF4_C3_d44	0	0	0	0	15.21052	0	65.08365	0	0	0	6.67023	1.39174	0	0	0	0	0.61044	0	0	0	6.21975	0	0	0	0	0	0	0	0	4.81368	0
GF4_C3_d45	0	0	0	0	19.36727	0	63.1708	0	0	0	10.64146	0.67251	0	0	0	0	0.85654	0	0	0	5.29142	0	0	0	0	0	0	0	0	0	0
GF4_C3_d46	0	0	0	0	5.15493	0	77.73326	0	0	0	11.23581	0	0	0	0	0	0.54445	0	0	0	5.33156	0	0	0	0	0	0	0	0	0	0
GF4_C3_LI	0	0	0	0	80.82215	0	9.55318	0	0	0	4.33971	1.61196	0	0	0	0	0.65983	0	0	0	1.48901	0	0	0	0	0	0	0	0	1.52416	0
GF4_C3_MLN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF4_C3_SI	0	0	0	0	98.35113	0	0.48374	0	0	0	0.29266	0.19403	0	0	0	0	0	0	0	0	0.17315	0	0	0	0	0	0	0	0	0.50529	0
GF4_C4_d35	0	0	0	0	3.26055	0	0	0	0	0	16.15025	80.5613	0	0	0	0	0	0	0	0	0.0279	0	0	0	0	0	0	0	0	0	0
GF4_C4_d36	0	0	0	0	2.13291	0	0	0	0	0	8.29099	89.34576	0	0	0	0	0	0	0	0.07188	0.15846	0	0	0	0	0	0	0	0	0	0
GF4_C4_d37	0	0	0	0	0	0	10.15021	0	0	0	34.51742	40.41465	0	0	0	0	0	0	0	0	14.91772	0	0	0	0	0	0	0	0	0	0
GF4_C4_d38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF4_C4_D39	0	0	0	0	0.52787	0	13.18636	0	0	0	13.86006	68.57607	0	0	0	0	0	0	0	0	3.84964	0	0	0	0	0	0	0	0	0	0
GF4_C5_d43	0	0	0	0	0.08055	0	80.44198	0	0	0	11.77929	0.2774	0	0	0	0	1.35793	0	0	0	6.06285	0	0	0	0	0	0	0	0	0	0
GF4_C5_d45	0	0	0	0	11.49531	0	65.02844	0	0	0	15.62053	1.15614	0	0	0	0	1.19105	0	0	0	5.50853	0	0	0	0	0	0	0	0	0	0
GF4_C5_d46	0	0	0	0	6.78781	0	78.47678	0	0	0	10.04146	0.05001	0	0	0	0	0.16755	0	0	0	4.47639	0	0	0	0	0	0	0	0	0	0
GF4_C5_LI	0	0	0	0	88.52486	0	7.2192	0	0	0	2.44604	1.10183	0	0	0	0	0.33333	0	0	0	0.37476	0	0	0	0	0	0	0	0	0	0
GF4_C5_MLN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF4_C5_SI	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF4_Cdam_d16	1.9514	0	0	0	20.98081	0	43.62178	0	0	0	5.16917	3.33942	0	0	0	0	0	0	0	0.71013	8.99459	0	0	0	0	0	0	0	0	15.23271	0
GF4_Csire_d16	1.34259	0	0	0	34.82236	0	32.20626	0	0	0	3.47445	2.15001	0	0	0	0	0	0	0	1.36202	8.15747	0	0	0	0	0	0	0	0	16.48485	0
GF4_Csire_d2	3.35851	0	0	0	49.80546	0	28.01288	0	0	0	7.69123	3.60291	0	0	0	0	0.49626	0	0	0.3269	6.55505	0	0	0	0	0	0	0	0	0.15079	0
GF4_EMPTY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF4_INOC_GF45	3.83009	0	0	0	60.61654	0	17.78391	0	0	0	6.81963	2.9434	0	0	0	0	0.44097	0	0	1.34031	1.70067	0	0	0	0	0	0	0	0	4.52449	0
GF4_W1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF4_W2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF4_W3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF4_W4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF4_W5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF5_A_DAM_D0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF5_A_DAM_D24	7.80434	0	0	0	48.42028	0	20.28318	0	0	0	4.99441	3.11252	0	0	0	0	0.30041	0	0	3.16757	4.99249	0	0	0	0	0	0	0	0	6.92479	0
GF5_A1_COLON_190628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF5_A1_COLON_190815	0	0	0	0	67.74715	0	12.19333	0	0	0	2.33323	2.74553	0	0	0	0	0.28486	0	0	0	0	0	0	0	0	0	0	0	0	14.6959	0
GF5_A1_D46	0	0	0	0	1.24955	0	0.43643	0	0	0	89.6048	4.66852	0	0	0	0	0	0	0	0.08495	0.89574	0	0	0	0	0	0	0	0	3.06001	0
