Sample	taxa	abundance
GF13_A1_d65_colon	c__Gammaproteobacteria	36.36306
GF13_A1_d65_colon	c__Erysipelotrichia	33.62296
GF13_A1_d65_colon	c__Clostridia	30.01398
GF13_A10_d65_colon	c__Clostridia	39.18474
GF13_A10_d65_colon	c__Erysipelotrichia	32.91305
GF13_A10_d65_colon	c__Gammaproteobacteria	27.90222
GF13_A2_d32	c__Gammaproteobacteria	100
GF13_A2_d65_colon	c__Gammaproteobacteria	36.26585
GF13_A2_d65_colon	c__Erysipelotrichia	35.50221
GF13_A2_d65_colon	c__Clostridia	28.23194
GF13_A3_d32	c__Gammaproteobacteria	100
GF13_A3_d65_colon	c__Clostridia	47.36334
GF13_A3_d65_colon	c__Erysipelotrichia	31.02587
GF13_A3_d65_colon	c__Gammaproteobacteria	21.61079
GF13_A4_d32	c__Gammaproteobacteria	100
GF13_A4_d65_colon	c__Erysipelotrichia	45.71067
GF13_A4_d65_colon	c__Clostridia	29.08427
GF13_A4_d65_colon	c__Gammaproteobacteria	25.20506
GF13_A5_d32	c__Gammaproteobacteria	100
GF13_A5_d65_colon	c__Clostridia	49.36361
GF13_A5_d65_colon	c__Erysipelotrichia	26.93747
GF13_A5_d65_colon	c__Gammaproteobacteria	23.69892
GF13_A6_d32	c__Gammaproteobacteria	100
GF13_A6_d34	c__Gammaproteobacteria	100
GF13_A6_d65_colon	c__Clostridia	39.87668
GF13_A6_d65_colon	c__Gammaproteobacteria	31.90866
GF13_A6_d65_colon	c__Erysipelotrichia	28.21466
GF13_A7_d65_colon	c__Clostridia	45.14103
GF13_A7_d65_colon	c__Erysipelotrichia	29.60094
GF13_A7_d65_colon	c__Gammaproteobacteria	25.25803
GF13_A8_d65_colon	c__Erysipelotrichia	37.10935
GF13_A8_d65_colon	c__Clostridia	36.74051
GF13_A8_d65_colon	c__Gammaproteobacteria	26.15014
GF13_A9_d65_colon	c__Clostridia	43.70125
GF13_A9_d65_colon	c__Erysipelotrichia	34.25505
GF13_A9_d65_colon	c__Gammaproteobacteria	22.04369
GF13_B1_d32	c__Gammaproteobacteria	100
GF13_B1_d65_colon	c__Gammaproteobacteria	100
GF13_B2_d32	c__Gammaproteobacteria	100
GF13_B2_d35_colon	c__Clostridia	44.17088
GF13_B2_d35_colon	c__Gammaproteobacteria	43.89604
GF13_B2_d35_colon	c__Erysipelotrichia	11.93308
GF13_B3_d32	c__Gammaproteobacteria	100
GF13_B3_d34	c__Gammaproteobacteria	94.72511
GF13_B3_d34	c__Clostridia	5.27489
GF13_B3_d35_colon	c__Clostridia	63.95822
GF13_B3_d35_colon	c__Gammaproteobacteria	18.29547
GF13_B3_d35_colon	c__Erysipelotrichia	17.74631
GF13_B3_d65_colon	c__Gammaproteobacteria	100
GF13_B4_d32	c__Gammaproteobacteria	100
GF13_B4_d35_colon	c__Gammaproteobacteria	41.61567
GF13_B4_d35_colon	c__Clostridia	40.01181
GF13_B4_d35_colon	c__Erysipelotrichia	18.37252
GF13_B5_d32	c__Gammaproteobacteria	100
GF13_B5_d35_colon	c__Gammaproteobacteria	65.2892
GF13_B5_d35_colon	c__Clostridia	32.49507
GF13_B5_d35_colon	c__Erysipelotrichia	2.21573
GF13_B5_d65_colon	c__Gammaproteobacteria	100
GF13_B8_d65_colon	c__Gammaproteobacteria	96.20381
GF13_B8_d65_colon	c__Clostridia	3.79619
GF13_B9_d65_colon	c__Gammaproteobacteria	100
GF13_inoc_200118	c__Bacilli	66.7195
GF13_inoc_200118	c__Gammaproteobacteria	28.08557
GF13_inoc_200118	c__Actinobacteria	5.19493
GF14_A_d66_stool	c__Clostridia	59.15956
GF14_A_d66_stool	c__Erysipelotrichia	17.46406
GF14_A_d66_stool	c__Gammaproteobacteria	7.91636
GF14_A_d66_stool	c__Bacilli	7.49888
GF14_A_d66_stool	c__Actinobacteria	7.4567
GF14_A_d66_stool	c__Tissierellia	0.50445
GF14_A_Dam_d21	c__Clostridia	65.81548
GF14_A_Dam_d21	c__Erysipelotrichia	22.30588
GF14_A_Dam_d21	c__Gammaproteobacteria	8.63122
GF14_A_Dam_d21	c__Bacilli	3.24742
GF14_A1_d32	c__Gammaproteobacteria	93.18453
GF14_A1_d32	c__Clostridia	3.32998
GF14_A1_d32	c__Bacilli	2.71973
GF14_A1_d32	c__Erysipelotrichia	0.76575
GF14_A1_d35_colon	c__Gammaproteobacteria	100
GF14_A1_d94_stool	c__Gammaproteobacteria	95.31421
GF14_A1_d94_stool	c__Bacilli	2.99274
GF14_A1_d94_stool	c__Clostridia	1.68715
GF14_A1_d94_stool	c__Tissierellia	0.00591
GF14_A1_d95_stool	c__Gammaproteobacteria	90.83359
GF14_A1_d95_stool	c__Clostridia	5.63364
GF14_A1_d95_stool	c__Bacilli	2.80689
GF14_A1_d95_stool	c__Erysipelotrichia	0.4889
GF14_A1_d95_stool	c__Tissierellia	0.23698
GF14_a1_d97_colon	c__Gammaproteobacteria	100
GF14_A2_d32	c__Gammaproteobacteria	94.46657
GF14_A2_d32	c__Bacilli	3.23575
GF14_A2_d32	c__Clostridia	2.29768
GF14_A2_d33	c__Gammaproteobacteria	93.91418
GF14_A2_d33	c__Clostridia	3.19899
GF14_A2_d33	c__Bacilli	2.88683
GF14_A2_d35_colon	c__Gammaproteobacteria	100
GF14_A2_d94_stool	c__Gammaproteobacteria	99.91506
GF14_A2_d94_stool	c__Bacilli	0.08494
GF14_A2_d96_16_stool	c__Gammaproteobacteria	100
GF14_a2_d97_colon	c__Gammaproteobacteria	99.89767
GF14_a2_d97_colon	c__Actinobacteria	0.10233
GF14_A3_d32	c__Gammaproteobacteria	90.86312
GF14_A3_d32	c__Clostridia	5.38992
GF14_A3_d32	c__Bacilli	3.46083
GF14_A3_d32	c__Erysipelotrichia	0.28614
GF14_A3_d35_colon	c__Gammaproteobacteria	100
GF14_a3_d97_colon	c__Gammaproteobacteria	100
GF14_A4_d32	c__Gammaproteobacteria	98.89417
GF14_A4_d32	c__Bacilli	0.65815
GF14_A4_d32	c__Clostridia	0.44768
GF14_A4_d33	c__Gammaproteobacteria	100
GF14_A4_d34	c__Erysipelotrichia	100
GF14_A4_d35_colon	c__Gammaproteobacteria	100
GF14_A4_d94_stool	c__Gammaproteobacteria	99.27111
GF14_A4_d94_stool	c__Bacilli	0.55803
GF14_A4_d94_stool	c__Clostridia	0.17085
GF14_A4_d95_stool	c__Gammaproteobacteria	97.19489
GF14_A4_d95_stool	c__Bacilli	1.88787
GF14_A4_d95_stool	c__Clostridia	0.91725
GF14_a4_d97_colon	c__Gammaproteobacteria	100
GF14_A5_d32	c__Gammaproteobacteria	97.01045
GF14_A5_d32	c__Bacilli	2.06992
GF14_A5_d32	c__Clostridia	0.91964
GF14_A5_d35_colon	c__Gammaproteobacteria	100
GF14_A5_d94_stool	c__Gammaproteobacteria	99.47523
GF14_A5_d94_stool	c__Bacilli	0.46952
GF14_A5_d94_stool	c__Clostridia	0.05525
GF14_A5_d96_16_stool	c__Gammaproteobacteria	93.47314
GF14_A5_d96_16_stool	c__Clostridia	3.81846
GF14_A5_d96_16_stool	c__Bacilli	2.7084
GF14_A5_d96_stool	c__Gammaproteobacteria	95.12579
GF14_A5_d96_stool	c__Bacilli	3.71285
GF14_A5_d96_stool	c__Clostridia	1.16136
GF14_a5_d97_colon	c__Gammaproteobacteria	100
GF14_A6_d34_colon	c__Gammaproteobacteria	97.5659
GF14_A6_d34_colon	c__Erysipelotrichia	2.13427
GF14_A6_d34_colon	c__Clostridia	0.29983
GF14_A6_d94_stool	c__Gammaproteobacteria	99.48072
GF14_A6_d94_stool	c__Clostridia	0.31496
GF14_A6_d94_stool	c__Bacilli	0.20431
GF14_A6_d95_stool	c__Gammaproteobacteria	91.58897
GF14_A6_d95_stool	c__Bacilli	5.30356
GF14_A6_d95_stool	c__Clostridia	3.08725
GF14_A6_d95_stool	c__Tissierellia	0.02022
GF14_A6_d96_16_stool	c__Gammaproteobacteria	86.65079
GF14_A6_d96_16_stool	c__Bacilli	7.27114
GF14_A6_d96_16_stool	c__Clostridia	6.07806
GF14_a6_d97_colon	c__Gammaproteobacteria	100
GF14_A7_d32	c__Gammaproteobacteria	97.37702
GF14_A7_d32	c__Bacilli	1.82126
GF14_A7_d32	c__Clostridia	0.80171
GF14_A7_d34	c__Gammaproteobacteria	100
GF14_A7_d35_colon	c__Gammaproteobacteria	100
GF14_A7_d94_stool	c__Gammaproteobacteria	98.2903
GF14_A7_d94_stool	c__Bacilli	1.47639
GF14_A7_d94_stool	c__Clostridia	0.23331
GF14_A7_d95_stool	c__Gammaproteobacteria	95.99543
GF14_A7_d95_stool	c__Bacilli	3.49862
GF14_A7_d95_stool	c__Clostridia	0.43687
GF14_A7_d95_stool	c__Tissierellia	0.06908
GF14_a7_d97_colon	c__Gammaproteobacteria	100
GF14_A8_d94_stool	c__Gammaproteobacteria	97.91688
GF14_A8_d94_stool	c__Bacilli	1.21742
GF14_A8_d94_stool	c__Clostridia	0.8657
GF14_A8_d96_16_stool	c__Gammaproteobacteria	88.138
GF14_A8_d96_16_stool	c__Clostridia	6.10381
GF14_A8_d96_16_stool	c__Bacilli	5.75819
GF14_A8_d96_stool	c__Gammaproteobacteria	92.983
GF14_A8_d96_stool	c__Bacilli	4.85701
GF14_A8_d96_stool	c__Clostridia	1.84434
GF14_A8_d96_stool	c__Tissierellia	0.31565
GF14_a8_d97_colon	c__Gammaproteobacteria	100
GF14_Adam_d18_stool	c__Clostridia	47.3835
GF14_Adam_d18_stool	c__Erysipelotrichia	26.91145
GF14_Adam_d18_stool	c__Gammaproteobacteria	18.04677
GF14_Adam_d18_stool	c__Bacilli	6.77855
GF14_Adam_d18_stool	c__Tissierellia	0.87973
GF14_Adam_d5_stool	c__Clostridia	63.85
GF14_Adam_d5_stool	c__Erysipelotrichia	16.39493
GF14_Adam_d5_stool	c__Gammaproteobacteria	13.98707
GF14_Adam_d5_stool	c__Bacilli	5.1
GF14_Adam_d5_stool	c__Tissierellia	0.668
GF14_Adam_d51_stool	c__Clostridia	53.68442
GF14_Adam_d51_stool	c__Erysipelotrichia	27.62716
GF14_Adam_d51_stool	c__Gammaproteobacteria	12.65497
GF14_Adam_d51_stool	c__Bacilli	6.03345
GF14_Adam_d59_stool	c__Clostridia	63.12104
GF14_Adam_d59_stool	c__Erysipelotrichia	18.08584
GF14_Adam_d59_stool	c__Gammaproteobacteria	12.19352
GF14_Adam_d59_stool	c__Bacilli	6.21892
GF14_Adam_d59_stool	c__Tissierellia	0.38067
GF14_Adam_d78_stool	c__Clostridia	46.97657
GF14_Adam_d78_stool	c__Erysipelotrichia	35.02377
GF14_Adam_d78_stool	c__Gammaproteobacteria	11.44346
GF14_Adam_d78_stool	c__Bacilli	6.5562
GF14_Adam_d9_stool	c__Clostridia	50.98979
GF14_Adam_d9_stool	c__Gammaproteobacteria	27.52934
GF14_Adam_d9_stool	c__Erysipelotrichia	17.95051
GF14_Adam_d9_stool	c__Bacilli	3.52683
GF14_Adam_d9_stool	c__Tissierellia	0.00354
GF14_B_d66_stool	c__Clostridia	48.22223
GF14_B_d66_stool	c__Erysipelotrichia	35.24264
GF14_B_d66_stool	c__Gammaproteobacteria	10.79638
GF14_B_d66_stool	c__Bacilli	5.73874
GF14_B_d78_stool	c__Clostridia	47.64134
GF14_B_d78_stool	c__Erysipelotrichia	39.48616
GF14_B_d78_stool	c__Gammaproteobacteria	8.44021
GF14_B_d78_stool	c__Bacilli	4.43228
GF14_b1_d95_colon	c__Gammaproteobacteria	100
GF14_b2_d95_colon	c__Erysipelotrichia	37.69838
GF14_b2_d95_colon	c__Gammaproteobacteria	32.49755
GF14_b2_d95_colon	c__Clostridia	23.8633
GF14_b2_d95_colon	c__Bacilli	5.94076
GF14_b3_d95_colon	c__Gammaproteobacteria	48.2305
GF14_b3_d95_colon	c__Clostridia	43.13747
GF14_b3_d95_colon	c__Erysipelotrichia	8.63203
GF14_Bdam_d18_stool	c__Clostridia	51.4952
GF14_Bdam_d18_stool	c__Erysipelotrichia	23.43233
GF14_Bdam_d18_stool	c__Gammaproteobacteria	15.28068
GF14_Bdam_d18_stool	c__Bacilli	9.03343
GF14_Bdam_d18_stool	c__Tissierellia	0.75837
GF14_Bdam_d5_stool	c__Clostridia	32.78175
GF14_Bdam_d5_stool	c__Erysipelotrichia	30.35385
GF14_Bdam_d5_stool	c__Gammaproteobacteria	29.91546
GF14_Bdam_d5_stool	c__Bacilli	6.94894
GF14_Bdam_d51_stool	c__Clostridia	45.94174
GF14_Bdam_d51_stool	c__Erysipelotrichia	28.53039
GF14_Bdam_d51_stool	c__Gammaproteobacteria	18.14939
GF14_Bdam_d51_stool	c__Bacilli	7.37848
GF14_Bdam_d59_stool	c__Clostridia	58.06269
GF14_Bdam_d59_stool	c__Erysipelotrichia	27.14232
GF14_Bdam_d59_stool	c__Gammaproteobacteria	9.58703
GF14_Bdam_d59_stool	c__Bacilli	5.20796
GF14_Bdam_d9_stool	c__Clostridia	55.56723
GF14_Bdam_d9_stool	c__Gammaproteobacteria	19.17193
GF14_Bdam_d9_stool	c__Erysipelotrichia	16.34638
GF14_Bdam_d9_stool	c__Bacilli	8.90012
GF14_Bdam_d9_stool	c__Tissierellia	0.01433
GF14_C_d66_stool	c__Erysipelotrichia	39.7526
GF14_C_d66_stool	c__Clostridia	26.76154
GF14_C_d66_stool	c__Gammaproteobacteria	17.77303
GF14_C_d66_stool	c__Actinobacteria	7.84573
GF14_C_d66_stool	c__Bacilli	7.21346
GF14_C_d66_stool	c__Tissierellia	0.65364
GF14_c_d78_stool	c__Clostridia	43.57388
GF14_c_d78_stool	c__Erysipelotrichia	36.15565
GF14_c_d78_stool	c__Gammaproteobacteria	10.61586
GF14_c_d78_stool	c__Bacilli	5.29997
GF14_c_d78_stool	c__Actinobacteria	4.35464
GF14_c1_d130_colon	c__Gammaproteobacteria	99.43245
GF14_c1_d130_colon	c__Bacilli	0.33654
GF14_c1_d130_colon	c__Clostridia	0.23102
GF14_c2_d130_colon	c__Gammaproteobacteria	99.83006
GF14_c2_d130_colon	c__Bacilli	0.16994
GF14_c3_d130_colon	c__Gammaproteobacteria	99.96666
GF14_c3_d130_colon	c__Bacilli	0.03334
GF14_Cdam_d18_stool	c__Clostridia	43.08171
GF14_Cdam_d18_stool	c__Erysipelotrichia	35.31689
GF14_Cdam_d18_stool	c__Gammaproteobacteria	9.87732
GF14_Cdam_d18_stool	c__Bacilli	6.1202
GF14_Cdam_d18_stool	c__Actinobacteria	5.58039
GF14_Cdam_d18_stool	c__Tissierellia	0.0235
GF14_cdam_d5_stool	c__Clostridia	53.04922
GF14_cdam_d5_stool	c__Gammaproteobacteria	19.47836
GF14_cdam_d5_stool	c__Erysipelotrichia	17.50428
GF14_cdam_d5_stool	c__Bacilli	9.95007
GF14_cdam_d5_stool	c__Tissierellia	0.01807
GF14_Cdam_d51_stool	c__Erysipelotrichia	42.7824
GF14_Cdam_d51_stool	c__Clostridia	36.23465
GF14_Cdam_d51_stool	c__Gammaproteobacteria	12.79491
GF14_Cdam_d51_stool	c__Bacilli	6.12291
GF14_Cdam_d51_stool	c__Actinobacteria	1.52863
GF14_Cdam_d51_stool	c__Tissierellia	0.5365
GF14_Cdam_d59_stool	c__Clostridia	55.35457
GF14_Cdam_d59_stool	c__Erysipelotrichia	28.73868
GF14_Cdam_d59_stool	c__Gammaproteobacteria	8.35738
GF14_Cdam_d59_stool	c__Bacilli	4.19106
GF14_Cdam_d59_stool	c__Actinobacteria	3.0847
GF14_Cdam_d59_stool	c__Tissierellia	0.27361
GF14_Cdam_d9_stool	c__Clostridia	43.47102
GF14_Cdam_d9_stool	c__Erysipelotrichia	25.97501
GF14_Cdam_d9_stool	c__Gammaproteobacteria	18.65584
GF14_Cdam_d9_stool	c__Bacilli	10.76301
GF14_Cdam_d9_stool	c__Tissierellia	0.81865
GF14_Cdam_d9_stool	c__Actinobacteria	0.31647
GF14_d67_A1_stool	c__Gammaproteobacteria	99.81679
GF14_d67_A1_stool	c__Bacilli	0.18321
GF14_d67_A3_stool	c__Gammaproteobacteria	100
GF14_d67_A4_stool	c__Gammaproteobacteria	100
GF14_d67_A5_stool	c__Gammaproteobacteria	100
GF14_d67_A6_stool	c__Gammaproteobacteria	100
GF14_d67_A7_stool	c__Gammaproteobacteria	100
GF14_d67_A8_stool	c__Gammaproteobacteria	100
GF14_d67_A9_stool	c__Gammaproteobacteria	100
GF14_d68_A1_colon	c__Gammaproteobacteria	100
GF14_d68_A10_colon	c__Gammaproteobacteria	99.26074
GF14_d68_A10_colon	c__Bacilli	0.58004
GF14_d68_A10_colon	c__Clostridia	0.15921
GF14_d68_A2_colon	c__Gammaproteobacteria	100
GF14_d68_A3_colon	c__Gammaproteobacteria	100
GF14_d68_A4_colon	c__Gammaproteobacteria	98.71252
GF14_d68_A4_colon	c__Bacilli	1.28748
GF14_d68_A5_colon	c__Gammaproteobacteria	100
GF14_d68_A6_colon	c__Gammaproteobacteria	100
GF14_d68_A7_colon	c__Gammaproteobacteria	100
GF14_d68_A8_colon	c__Gammaproteobacteria	100
GF14_d68_A9_colon	c__Gammaproteobacteria	100
GF14_d89_B1_stool	c__Gammaproteobacteria	96.01039
GF14_d89_B1_stool	c__Bacilli	3.04599
GF14_d89_B1_stool	c__Clostridia	0.94362
GF14_d89_B2_stool	c__Gammaproteobacteria	97.56582
GF14_d89_B2_stool	c__Bacilli	1.35039
GF14_d89_B2_stool	c__Clostridia	1.08379
GF14_d89_B3_stool	c__Gammaproteobacteria	97.47673
GF14_d89_B3_stool	c__Bacilli	1.33721
GF14_d89_B3_stool	c__Clostridia	1.18606
GF14_d90_B2_stool	c__Gammaproteobacteria	95.57156
GF14_d90_B2_stool	c__Bacilli	3.39684
GF14_d90_B2_stool	c__Clostridia	1.0316
GF14_d90_B3_stool	c__Gammaproteobacteria	95.21931
GF14_d90_B3_stool	c__Bacilli	2.19814
GF14_d90_B3_stool	c__Clostridia	2.03174
GF14_d90_B3_stool	c__Erysipelotrichia	0.55081
GF14_d91_B2_stool	c__Gammaproteobacteria	98.46693
GF14_d91_B2_stool	c__Bacilli	0.93926
GF14_d91_B2_stool	c__Clostridia	0.59381
GF14_INOC	c__Gammaproteobacteria	66.69721
GF14_INOC	c__Negativicutes	11.2748
GF14_INOC	c__Clostridia	8.17635
GF14_INOC	c__Bacilli	7.58309
GF14_INOC	c__Erysipelotrichia	6.1927
GF14_INOC	c__Actinobacteria	0.07584
GF15_A_Dam_d21	c__Actinobacteria	69.24741
GF15_A_Dam_d21	c__Clostridia	26.24605
GF15_A_Dam_d21	c__Gammaproteobacteria	2.36049
GF15_A_Dam_d21	c__Tissierellia	1.05869
GF15_A_Dam_d21	c__Bacilli	0.81905
GF15_A_Dam_d21	c__Negativicutes	0.26832
GF15_a1_d106_stool	c__Gammaproteobacteria	92.50055
GF15_a1_d106_stool	c__Bacilli	4.41948
GF15_a1_d106_stool	c__Actinobacteria	2.36014
GF15_a1_d106_stool	c__Clostridia	0.71982
GF15_A1_d108_colon	c__Gammaproteobacteria	100
GF15_A1_d35_colon	c__Gammaproteobacteria	100
GF15_A1_d72_stool	c__Gammaproteobacteria	85.4184
GF15_A1_d72_stool	c__Clostridia	8.18299
GF15_A1_d72_stool	c__Bacilli	4.5672
GF15_A1_d72_stool	c__Actinobacteria	1.83142
GF15_a2_d105_stool	c__Gammaproteobacteria	81.25841
GF15_a2_d105_stool	c__Actinobacteria	9.05494
GF15_a2_d105_stool	c__Bacilli	8.60455
GF15_a2_d105_stool	c__Clostridia	1.0821
GF15_a2_d106_stool	c__Gammaproteobacteria	67.08513
GF15_a2_d106_stool	c__Clostridia	13.82096
GF15_a2_d106_stool	c__Bacilli	13.16808
GF15_a2_d106_stool	c__Actinobacteria	5.92582
GF15_A2_d108_colon	c__Gammaproteobacteria	99.00675
GF15_A2_d108_colon	c__Actinobacteria	0.99325
GF15_A2_d32	c__Gammaproteobacteria	100
GF15_a3_d105_stool	c__Gammaproteobacteria	84.95119
GF15_a3_d105_stool	c__Actinobacteria	11.68336
GF15_a3_d105_stool	c__Bacilli	3.36545
GF15_A3_d108_colon	c__Gammaproteobacteria	98.28834
GF15_A3_d108_colon	c__Actinobacteria	1.71166
GF15_A3_d32	c__Gammaproteobacteria	100
GF15_A3_d35_colon	c__Actinobacteria	100
GF15_a4_d105_stool	c__Gammaproteobacteria	98.71458
GF15_a4_d105_stool	c__Actinobacteria	0.77304
GF15_a4_d105_stool	c__Bacilli	0.51238
GF15_A4_d108_colon	c__Gammaproteobacteria	98.60945
GF15_A4_d108_colon	c__Actinobacteria	1.39055
GF15_A4_d32	c__Gammaproteobacteria	92.30685
GF15_A4_d32	c__Bacilli	3.45339
GF15_A4_d32	c__Actinobacteria	2.47262
GF15_A4_d32	c__Clostridia	1.76073
GF15_A4_d32	c__Tissierellia	0.00641
GF15_a5_d105_stool	c__Gammaproteobacteria	82.63935
GF15_a5_d105_stool	c__Bacilli	11.3649
GF15_a5_d105_stool	c__Clostridia	3.86863
GF15_a5_d105_stool	c__Actinobacteria	2.12712
GF15_A5_d108_colon	c__Gammaproteobacteria	98.65987
GF15_A5_d108_colon	c__Actinobacteria	1.34013
GF15_A5_d32	c__Gammaproteobacteria	95.62298
GF15_A5_d32	c__Clostridia	2.51627
GF15_A5_d32	c__Actinobacteria	1.40356
GF15_A5_d32	c__Bacilli	0.45719
GF15_A5_d35_colon	c__Bacilli	100
GF15_a6_d105_stool	c__Gammaproteobacteria	94.32022
GF15_a6_d105_stool	c__Bacilli	5.05005
GF15_a6_d105_stool	c__Actinobacteria	0.57734
GF15_a6_d105_stool	c__Clostridia	0.0524
GF15_A6_d108_colon	c__Gammaproteobacteria	100
GF15_A6_d32_colon	c__Gammaproteobacteria	100
GF15_A7_d108_colon	c__Gammaproteobacteria	94.6759
GF15_A7_d108_colon	c__Actinobacteria	5.3241
GF15_a7_d74_colon	c__Actinobacteria	100
GF15_a8_d105_stool	c__Gammaproteobacteria	85.81328
GF15_a8_d105_stool	c__Clostridia	7.64771
GF15_a8_d105_stool	c__Bacilli	6.05234
GF15_a8_d105_stool	c__Actinobacteria	0.48668
GF15_A8_d108_colon	c__Gammaproteobacteria	98.75455
GF15_A8_d108_colon	c__Actinobacteria	1.24545
GF15_a9_d105_stool	c__Gammaproteobacteria	97.35575
GF15_a9_d105_stool	c__Bacilli	1.7087
GF15_a9_d105_stool	c__Clostridia	0.51055
GF15_a9_d105_stool	c__Actinobacteria	0.425
GF15_a9_d106_stool	c__Gammaproteobacteria	82.55986
GF15_a9_d106_stool	c__Bacilli	8.86175
GF15_a9_d106_stool	c__Clostridia	6.39103
GF15_a9_d106_stool	c__Actinobacteria	2.18737
GF15_A9_d108_colon	c__Gammaproteobacteria	98.70839
GF15_A9_d108_colon	c__Actinobacteria	1.29161
GF15_adam_d11_stool	c__Actinobacteria	82.60084
GF15_adam_d11_stool	c__Clostridia	10.67993
GF15_adam_d11_stool	c__Bacilli	2.95342
GF15_adam_d11_stool	c__Gammaproteobacteria	2.72679
GF15_adam_d11_stool	c__Tissierellia	1.03901
GF15_adam_d18_stool	c__Actinobacteria	75.45995
GF15_adam_d18_stool	c__Clostridia	16.75356
GF15_adam_d18_stool	c__Gammaproteobacteria	3.56757
GF15_adam_d18_stool	c__Bacilli	2.66475
GF15_adam_d18_stool	c__Tissierellia	0.88379
GF15_adam_d18_stool	c__Negativicutes	0.67038
GF15_Adam_d5_stool	c__Actinobacteria	80.99398
GF15_Adam_d5_stool	c__Clostridia	12.46641
GF15_Adam_d5_stool	c__Gammaproteobacteria	3.83891
GF15_Adam_d5_stool	c__Bacilli	1.77612
GF15_Adam_d5_stool	c__Tissierellia	0.92458
GF15_b_d5_stool	c__Actinobacteria	100
GF15_B1_d32	c__Gammaproteobacteria	89.43693
GF15_B1_d32	c__Clostridia	4.63284
GF15_B1_d32	c__Bacilli	3.31209
GF15_B1_d32	c__Actinobacteria	2.61814
GF15_B1_d35_colon	c__Gammaproteobacteria	100
GF15_B1_d94_stool	c__Gammaproteobacteria	98.91072
GF15_B1_d94_stool	c__Bacilli	0.96787
GF15_B1_d94_stool	c__Actinobacteria	0.12142
GF15_b1_d97_colon	c__Gammaproteobacteria	100
GF15_b10_d94_stool	c__Gammaproteobacteria	100
GF15_B10_d97_colon	c__Gammaproteobacteria	100
GF15_B2_d32	c__Gammaproteobacteria	91.90997
GF15_B2_d32	c__Clostridia	3.88559
GF15_B2_d32	c__Actinobacteria	2.10322
GF15_B2_d32	c__Bacilli	2.10123
GF15_B2_d33	c__Gammaproteobacteria	90.10683
GF15_B2_d33	c__Clostridia	4.58184
GF15_B2_d33	c__Actinobacteria	2.97421
GF15_B2_d33	c__Bacilli	2.33712
GF15_B2_d35_colon	c__Gammaproteobacteria	100
GF15_b2_d94_stool	c__Gammaproteobacteria	95.71565
GF15_b2_d94_stool	c__Bacilli	3.97744
GF15_b2_d94_stool	c__Actinobacteria	0.30691
GF15_b2_d95_stool	c__Gammaproteobacteria	80.46473
GF15_b2_d95_stool	c__Bacilli	16.94407
GF15_b2_d95_stool	c__Clostridia	1.48889
GF15_b2_d95_stool	c__Actinobacteria	1.10231
GF15_b2_d97_colon	c__Gammaproteobacteria	100
GF15_B3_d34	c__Gammaproteobacteria	100
GF15_B3_d35_colon	c__Gammaproteobacteria	100
GF15_b3_d94_stool	c__Gammaproteobacteria	99.90739
GF15_b3_d94_stool	c__Bacilli	0.09261
GF15_b3_d97_colon	c__Gammaproteobacteria	100
GF15_b4_d106_stool	c__Gammaproteobacteria	81.3381
GF15_b4_d106_stool	c__Bacilli	8.98246
GF15_b4_d106_stool	c__Clostridia	8.04418
GF15_b4_d106_stool	c__Actinobacteria	1.63526
GF15_B4_d32	c__Gammaproteobacteria	92.68832
GF15_B4_d32	c__Bacilli	3.94313
GF15_B4_d32	c__Clostridia	2.1612
GF15_B4_d32	c__Actinobacteria	1.20736
GF15_B4_d33	c__Gammaproteobacteria	92.1294
GF15_B4_d33	c__Bacilli	3.66062
GF15_B4_d33	c__Clostridia	2.76601
GF15_B4_d33	c__Actinobacteria	1.44397
GF15_B4_d34	c__Gammaproteobacteria	100
GF15_B4_d35_colon	c__Gammaproteobacteria	99.90112
GF15_B4_d35_colon	c__Actinobacteria	0.09888
GF15_b4_d96_stool	c__Gammaproteobacteria	99.66136
GF15_b4_d96_stool	c__Clostridia	0.17656
GF15_b4_d96_stool	c__Bacilli	0.16208
GF15_b4_d97_colon	c__Bacilli	51.62486
GF15_b4_d97_colon	c__Gammaproteobacteria	48.37514
GF15_b5_d107_stool	c__Gammaproteobacteria	90.51324
GF15_b5_d107_stool	c__Bacilli	6.31782
GF15_b5_d107_stool	c__Actinobacteria	1.71679
GF15_b5_d107_stool	c__Clostridia	1.45215
GF15_B5_d32	c__Gammaproteobacteria	98.14024
GF15_B5_d32	c__Actinobacteria	1.35107
GF15_B5_d32	c__Bacilli	0.50869
GF15_B5_d35_colon	c__Gammaproteobacteria	100
GF15_b5_d94_stool	c__Gammaproteobacteria	99.79318
GF15_b5_d94_stool	c__Actinobacteria	0.13788
GF15_b5_d94_stool	c__Bacilli	0.06894
GF15_b5_d95_stool	c__Gammaproteobacteria	89.04004
GF15_b5_d95_stool	c__Clostridia	5.71708
GF15_b5_d95_stool	c__Bacilli	4.24791
GF15_b5_d95_stool	c__Actinobacteria	0.99496
GF15_b5_d97_colon	c__Gammaproteobacteria	100
GF15_B6_d32	c__Gammaproteobacteria	99.88526
GF15_B6_d32	c__Actinobacteria	0.11474
GF15_B6_d34_colon	c__Gammaproteobacteria	100
GF15_b6_d94_stool	c__Gammaproteobacteria	99.74027
GF15_b6_d94_stool	c__Actinobacteria	0.1402
