Sample	taxa	abundance
GF15_c5_d105_stool	p__Actinobacteria	1.3294
GF15_c5_d108_colon	p__Proteobacteria	97.97975
GF15_c5_d108_colon	p__Actinobacteria	2.02025
GF15_C5_d36	p__Proteobacteria	70.74062
GF15_C5_d36	p__Firmicutes	29.15074
GF15_C5_d36	p__Actinobacteria	0.10864
GF15_C5_d37	p__Proteobacteria	78.39643
GF15_C5_d37	p__Firmicutes	20.72677
GF15_C5_d37	p__Actinobacteria	0.8768
GF15_C5_d39_colon	p__Proteobacteria	100
GF15_c5_d71_stool	p__Actinobacteria	73.15538
GF15_c5_d71_stool	p__Proteobacteria	20.0779
GF15_c5_d71_stool	p__Firmicutes	6.76672
GF15_c5_d74_colon	p__Proteobacteria	100
GF15_c6_d105_stool	p__Proteobacteria	94.4705
GF15_c6_d105_stool	p__Firmicutes	5.4137
GF15_c6_d105_stool	p__Actinobacteria	0.1158
GF15_c6_d108_colon	p__Proteobacteria	97.41859
GF15_c6_d108_colon	p__Actinobacteria	2.58141
GF15_C6_d36	p__Proteobacteria	91.56987
GF15_C6_d36	p__Firmicutes	8.03343
GF15_C6_d36	p__Actinobacteria	0.3967
GF15_C6_d39_colon	p__Proteobacteria	100
GF15_c6_d71_stool	p__Proteobacteria	97.17756
GF15_c6_d71_stool	p__Actinobacteria	2.43546
GF15_c6_d71_stool	p__Firmicutes	0.38699
GF15_C6_d72_stool	p__Proteobacteria	98.0767
GF15_C6_d72_stool	p__Actinobacteria	1.17734
GF15_C6_d72_stool	p__Firmicutes	0.74597
GF15_c6_d74_colon	p__Proteobacteria	100
GF15_c7_d105_stool	p__Proteobacteria	99.32134
GF15_c7_d105_stool	p__Firmicutes	0.67866
GF15_c7_d108_colon	p__Proteobacteria	98.00878
GF15_c7_d108_colon	p__Actinobacteria	1.99122
GF15_c7_d72_stool	p__Proteobacteria	97.22642
GF15_c7_d72_stool	p__Actinobacteria	2.12828
GF15_c7_d72_stool	p__Firmicutes	0.6453
GF15_c7_d74_colon	p__Proteobacteria	100
GF15_c8_d108_colon	p__Proteobacteria	99.36539
GF15_c8_d108_colon	p__Actinobacteria	0.63461
GF15_c8_d74_colon	p__Proteobacteria	100
GF15_c9_d108_colon	p__Proteobacteria	83.60203
GF15_c9_d108_colon	p__Firmicutes	16.14859
GF15_c9_d108_colon	p__Actinobacteria	0.24938
GF15_cdam_d11_stool	p__Actinobacteria	78.81169
GF15_cdam_d11_stool	p__Firmicutes	17.77769
GF15_cdam_d11_stool	p__Proteobacteria	3.41062
GF15_cdam_d23_stool	p__Actinobacteria	82.26897
GF15_cdam_d23_stool	p__Firmicutes	16.94438
GF15_cdam_d23_stool	p__Proteobacteria	0.78665
GF15_cdam_d5_stool	p__Actinobacteria	75.3763
GF15_cdam_d5_stool	p__Firmicutes	16.55165
GF15_cdam_d5_stool	p__Proteobacteria	8.07205
GF15_cdam_d59_stool	p__Firmicutes	48.35148
GF15_cdam_d59_stool	p__Actinobacteria	46.15229
GF15_cdam_d59_stool	p__Proteobacteria	5.49624
GF15_d67_B1_stool	p__Proteobacteria	95.23164
GF15_d67_B1_stool	p__Firmicutes	4.45422
GF15_d67_B1_stool	p__Actinobacteria	0.31414
GF15_d67_B2_stool	p__Proteobacteria	99.26968
GF15_d67_B2_stool	p__Actinobacteria	0.68199
GF15_d67_B2_stool	p__Firmicutes	0.04833
GF15_d67_B3_stool	p__Proteobacteria	95.56444
GF15_d67_B3_stool	p__Firmicutes	2.64366
GF15_d67_B3_stool	p__Actinobacteria	1.7919
GF15_d67_B4_stool	p__Proteobacteria	99.08134
GF15_d67_B4_stool	p__Actinobacteria	0.91866
GF15_d67_B5_stool	p__Proteobacteria	97.64
GF15_d67_B5_stool	p__Actinobacteria	1.91235
GF15_d67_B5_stool	p__Firmicutes	0.44765
GF15_d67_B6_stool	p__Proteobacteria	99.90756
GF15_d67_B6_stool	p__Actinobacteria	0.09244
GF15_d67_B7_stool	p__Proteobacteria	99.9118
GF15_d67_B7_stool	p__Firmicutes	0.0882
GF15_d67_B8_stool	p__Proteobacteria	99.41998
GF15_d67_B8_stool	p__Firmicutes	0.32873
GF15_d67_B8_stool	p__Actinobacteria	0.25129
GF15_d68_B1_colon	p__Proteobacteria	94.90827
GF15_d68_B1_colon	p__Firmicutes	5.09173
GF15_d68_B2_stool	p__Proteobacteria	99.49678
GF15_d68_B2_stool	p__Actinobacteria	0.44779
GF15_d68_B2_stool	p__Firmicutes	0.05543
GF15_d68_B5_colon	p__Proteobacteria	100
GF15_d68_B8_stool	p__Proteobacteria	98.04813
GF15_d68_B8_stool	p__Firmicutes	1.54621
GF15_d68_B8_stool	p__Actinobacteria	0.40566
GF15_d69_B2_stool	p__Proteobacteria	100
GF15_d69_B9_stool	p__Proteobacteria	100
GF15_d70_B2_colon	p__Proteobacteria	100
GF15_d70_B4_colon	p__Proteobacteria	100
GF15_d70_B6_colon	p__Proteobacteria	100
GF15_d70_B7_colon	p__Proteobacteria	100
GF15_d70_B8_colon	p__Proteobacteria	100
GF15_d70_B9_colon	p__Proteobacteria	100
GF15_d71_A1_stool	p__Proteobacteria	99.19541
GF15_d71_A1_stool	p__Actinobacteria	0.68593
GF15_d71_A1_stool	p__Firmicutes	0.11866
GF15_d71_A3_stool	p__Proteobacteria	87.59486
GF15_d71_A3_stool	p__Firmicutes	11.51468
GF15_d71_A3_stool	p__Actinobacteria	0.89046
GF15_d71_A4_stool	p__Proteobacteria	100
GF15_d71_A5_stool	p__Proteobacteria	100
GF15_d71_A6_stool	p__Proteobacteria	97.7925
GF15_d71_A6_stool	p__Firmicutes	1.37374
GF15_d71_A6_stool	p__Actinobacteria	0.83377
GF15_d71_A7_stool	p__Proteobacteria	98.56711
GF15_d71_A7_stool	p__Actinobacteria	0.72189
GF15_d71_A7_stool	p__Firmicutes	0.711
GF15_d71_A8_stool	p__Proteobacteria	95.21037
GF15_d71_A8_stool	p__Firmicutes	2.48143
GF15_d71_A8_stool	p__Actinobacteria	2.3082
GF15_d71_C2_stool	p__Proteobacteria	91.02612
GF15_d71_C2_stool	p__Firmicutes	8.23437
GF15_d71_C2_stool	p__Actinobacteria	0.73952
GF15_d71_C3_stool	p__Proteobacteria	82.68131
GF15_d71_C3_stool	p__Firmicutes	16.75145
GF15_d71_C3_stool	p__Actinobacteria	0.56724
GF15_d71_C4_stool	p__Proteobacteria	99.77378
GF15_d71_C4_stool	p__Actinobacteria	0.22622
GF15_INOC	p__Firmicutes	68.22772
GF15_INOC	p__Actinobacteria	28.1213
GF15_INOC	p__Proteobacteria	3.65098
GF16_A1_d32	p__Firmicutes	51.40762
GF16_A1_d32	p__Proteobacteria	48.59238
GF16_A1_d35_colon	p__Actinobacteria	100
GF16_A2_d32	p__Firmicutes	100
GF16_A2_d35_colon	p__Firmicutes	56.05929
GF16_A2_d35_colon	p__Proteobacteria	43.94071
GF16_A3_d32	p__Firmicutes	89.10817
GF16_A3_d32	p__Proteobacteria	10.89183
GF16_A3_d34	p__Firmicutes	84.80141
GF16_A3_d34	p__Proteobacteria	15.19859
GF16_A3_d35_colon	p__Firmicutes	100
GF16_a4_d100_stool	p__Firmicutes	66.42964
GF16_a4_d100_stool	p__Proteobacteria	33.57036
GF16_A4_d32	p__Firmicutes	58.63305
GF16_A4_d32	p__Proteobacteria	41.36695
GF16_A5_d32	p__Firmicutes	100
GF16_A6_d32	p__Firmicutes	79.46103
GF16_A6_d32	p__Proteobacteria	20.53897
GF16_A6_d33	p__Firmicutes	87.17244
GF16_A6_d33	p__Proteobacteria	12.82756
GF16_A6_d35_colon	p__Firmicutes	100
GF16_A7_d32	p__Firmicutes	73.01374
GF16_A7_d32	p__Proteobacteria	26.98626
GF16_A7_d34	p__Firmicutes	96.46847
GF16_A7_d34	p__Proteobacteria	3.53153
GF16_Adam_d21	p__Firmicutes	93.58552
GF16_Adam_d21	p__Bacteroidetes	5.53117
GF16_Adam_d21	p__Actinobacteria	0.88331
GF16_B1_d32	p__Firmicutes	100
GF16_B2_d32	p__Firmicutes	100
GF16_B2_d34	p__Proteobacteria	67.71461
GF16_B2_d34	p__Firmicutes	28.19028
GF16_B2_d34	p__Actinobacteria	4.09511
GF16_B5_d32	p__Firmicutes	55.60949
GF16_B5_d32	p__Proteobacteria	44.39051
GF16_B5_d33_colon	p__Firmicutes	70.72955
GF16_B5_d33_colon	p__Proteobacteria	29.27045
GF16_B6_d32	p__Firmicutes	82.83627
GF16_B6_d32	p__Proteobacteria	17.16373
GF16_c1_d105_stool	p__Firmicutes	99.5368
GF16_c1_d105_stool	p__Proteobacteria	0.4632
GF16_C1_d34	p__Firmicutes	100
GF16_C1_d35_colon	p__Firmicutes	98.72347
GF16_C1_d35_colon	p__Proteobacteria	1.27653
GF16_c1_d67_stool	p__Firmicutes	58.2325
GF16_c1_d67_stool	p__Proteobacteria	41.7675
GF16_c1_d69_stool	p__Firmicutes	95.05831
GF16_c1_d69_stool	p__Actinobacteria	4.94169
GF16_c10_d105_stool	p__Firmicutes	100
GF16_c10_d106_stool	p__Firmicutes	100
GF16_c2_d105_stool	p__Firmicutes	100
GF16_C2_d32	p__Firmicutes	94.1463
GF16_C2_d32	p__Proteobacteria	5.8537
GF16_C2_d35_colon	p__Firmicutes	62.66687
GF16_C2_d35_colon	p__Proteobacteria	37.33313
GF16_c2_d67_stool	p__Firmicutes	52.2654
GF16_c2_d67_stool	p__Proteobacteria	47.60953
GF16_c2_d67_stool	p__Bacteroidetes	0.12507
GF16_c2_d68_stool	p__Firmicutes	65.62456
GF16_c2_d68_stool	p__Proteobacteria	34.37544
GF16_c2_d69_stool	p__Firmicutes	76.46044
GF16_c2_d69_stool	p__Proteobacteria	21.96918
GF16_c2_d69_stool	p__Bacteroidetes	1.57038
GF16_c3_d105_stool	p__Firmicutes	93.24067
GF16_c3_d105_stool	p__Proteobacteria	6.11221
GF16_c3_d105_stool	p__Bacteroidetes	0.64712
GF16_C3_d32	p__Firmicutes	70.86863
GF16_C3_d32	p__Proteobacteria	29.13137
GF16_C3_d33	p__Firmicutes	50.02693
GF16_C3_d33	p__Proteobacteria	49.97307
GF16_C3_d35_colon	p__Proteobacteria	52.32714
GF16_C3_d35_colon	p__Firmicutes	47.67286
GF16_c3_d67_stool	p__Proteobacteria	69.34372
GF16_c3_d67_stool	p__Firmicutes	30.65628
GF16_c4_d105_stool	p__Firmicutes	100
GF16_C4_d33	p__Firmicutes	86.25797
GF16_C4_d33	p__Proteobacteria	9.9767
GF16_C4_d33	p__Bacteroidetes	3.76533
GF16_C4_d34	p__Firmicutes	100
GF16_C4_d35_colon	p__Proteobacteria	50.22141
GF16_C4_d35_colon	p__Firmicutes	49.77859
GF16_c4_d67_stool	p__Proteobacteria	55.5187
GF16_c4_d67_stool	p__Firmicutes	44.4813
GF16_c4_d69_stool	p__Proteobacteria	51.64967
GF16_c4_d69_stool	p__Firmicutes	48.35033
GF16_c5_d105_stool	p__Firmicutes	100
GF16_C5_d32	p__Firmicutes	83.41843
GF16_C5_d32	p__Proteobacteria	16.58157
GF16_C5_d35_colon	p__Firmicutes	53.1508
GF16_C5_d35_colon	p__Proteobacteria	46.8492
GF16_c5_d67_stool	p__Firmicutes	64.27033
GF16_c5_d67_stool	p__Proteobacteria	35.72967
GF16_c5_d68_stool	p__Firmicutes	66.7494
GF16_c5_d68_stool	p__Proteobacteria	33.2506
GF16_c6_d105_stool	p__Firmicutes	97.11774
GF16_c6_d105_stool	p__Proteobacteria	2.88226
GF16_c7_d105_stool	p__Firmicutes	100
GF16_inoc_200622	p__Firmicutes	85.82134
GF16_inoc_200622	p__Bacteroidetes	12.1128
GF16_inoc_200622	p__Actinobacteria	2.06586
GF17_a1_d31_stool	p__Proteobacteria	98.80712
GF17_a1_d31_stool	p__Firmicutes	1.19288
GF17_a2_d31_stool	p__Proteobacteria	95.99259
GF17_a2_d31_stool	p__Firmicutes	4.00741
GF17_a3_d31_stool	p__Proteobacteria	98.49462
GF17_a3_d31_stool	p__Firmicutes	1.50538
GF17_a4_d31_stool	p__Proteobacteria	99.86258
GF17_a4_d31_stool	p__Firmicutes	0.13742
GF17_a5_d31_stool	p__Proteobacteria	99.64987
GF17_a5_d31_stool	p__Firmicutes	0.35013
GF17_a6_d31_stool	p__Proteobacteria	98.24473
GF17_a6_d31_stool	p__Firmicutes	1.75527
GF17_a7_d31_stool	p__Proteobacteria	100
GF17_b2_d31_stool	p__Proteobacteria	99.66418
GF17_b2_d31_stool	p__Firmicutes	0.33582
GF17_b3_d31_stool	p__Proteobacteria	100
GF17_b6_d31_stool	p__Proteobacteria	99.91782
GF17_b6_d31_stool	p__Firmicutes	0.08218
GF17_inoc_200903	p__Proteobacteria	66.24378
GF17_inoc_200903	p__Firmicutes	32.4877
GF17_inoc_200903	p__Actinobacteria	1.26851
GF18_a1_d32_stool	p__Proteobacteria	97.91249
GF18_a1_d32_stool	p__Firmicutes	2.08751
GF18_a1_d33_stool	p__Proteobacteria	53.09023
GF18_a1_d33_stool	p__Firmicutes	46.90977
GF18_a1_d35_colon	p__Firmicutes	100
GF18_a2_d33_stool	p__Proteobacteria	99.89463
GF18_a2_d33_stool	p__Firmicutes	0.10537
GF18_a2_d35_colon	p__Actinobacteria	90.00249
GF18_a2_d35_colon	p__Firmicutes	9.99751
GF18_a2_d54_colon	p__Proteobacteria	69.1438
GF18_a2_d54_colon	p__Firmicutes	30.8562
GF18_a3_d35_colon	p__Proteobacteria	68.5905
GF18_a3_d35_colon	p__Firmicutes	31.4095
GF18_a3_d54_colon	p__Proteobacteria	74.3342
GF18_a3_d54_colon	p__Firmicutes	25.6658
GF18_a4_d32_stool	p__Proteobacteria	98.31302
GF18_a4_d32_stool	p__Firmicutes	1.68698
GF18_a4_d33_stool	p__Firmicutes	50.8927
GF18_a4_d33_stool	p__Proteobacteria	49.1073
GF18_a4_d35_colon	p__Firmicutes	100
GF18_a4_d54_colon	p__Proteobacteria	98.23824
GF18_a4_d54_colon	p__Firmicutes	1.29312
GF18_a4_d54_colon	p__Actinobacteria	0.46864
GF18_a5_d54_colon	p__Proteobacteria	82.48128
GF18_a5_d54_colon	p__Firmicutes	17.51872
GF18_adam_d33_stoolsoln	p__Firmicutes	99.8014
GF18_adam_d33_stoolsoln	p__Actinobacteria	0.13864
GF18_adam_d33_stoolsoln	p__Proteobacteria	0.05997
GF18_b3_d32_stool	p__Proteobacteria	99.85053
GF18_b3_d32_stool	p__Firmicutes	0.14947
GF18_b3_d33_stool	p__Proteobacteria	87.83785
GF18_b3_d33_stool	p__Firmicutes	12.16215
GF18_b3_d35_colon	p__Proteobacteria	100
GF18_b4_d32_stool	p__Proteobacteria	98.19181
GF18_b4_d32_stool	p__Firmicutes	1.80819
GF18_b4_d35_colon	p__Proteobacteria	99.66706
GF18_b4_d35_colon	p__Firmicutes	0.33294
GF18_bdam_d33_stoolsoln	p__Proteobacteria	90.73912
GF18_bdam_d33_stoolsoln	p__Firmicutes	9.26088
GF18_d0_innoculum	p__Firmicutes	74.0706
GF18_d0_innoculum	p__Proteobacteria	25.9294
GF2_A_dam_d33	p__Actinobacteria	82.89008
GF2_A_dam_d33	p__Firmicutes	17.10992
GF2_A_dam_day19	p__Firmicutes	72.04431
GF2_A_dam_day19	p__Actinobacteria	24.11772
GF2_A_dam_day19	p__Proteobacteria	3.83797
GF2_A_dam_day29	p__Actinobacteria	50.71415
GF2_A_dam_day29	p__Firmicutes	49.28585
GF2_A_day1_dad	p__Firmicutes	78.60633
GF2_A_day1_dad	p__Proteobacteria	21.39367
GF2_A_day1_mom	p__Firmicutes	55.76609
GF2_A_day1_mom	p__Proteobacteria	44.23391
GF2_A1_d37	p__Firmicutes	61.82238
GF2_A1_d37	p__Actinobacteria	34.88534
GF2_A1_d37	p__Proteobacteria	3.29228
GF2_A1_d39	p__Firmicutes	73.77395
GF2_A1_d39	p__Proteobacteria	25.97154
GF2_A1_d39	p__Actinobacteria	0.25451
GF2_A1_day28	p__Proteobacteria	99.86509
GF2_A1_day28	p__Firmicutes	0.13491
GF2_A1_day29	p__Proteobacteria	96.55371
GF2_A1_day29	p__Firmicutes	2.76797
GF2_A1_day29	p__Actinobacteria	0.67832
GF2_A1_day30	p__Proteobacteria	100
GF2_A1_day31	p__Firmicutes	65.37927
GF2_A1_day31	p__Proteobacteria	22.77549
GF2_A1_day31	p__Actinobacteria	11.84523
GF2_A1_day32	p__Proteobacteria	90.91001
GF2_A1_day32	p__Firmicutes	7.43609
GF2_A1_day32	p__Actinobacteria	1.65389
GF2_A1_day41	p__Firmicutes	57.65977
GF2_A1_day41	p__Proteobacteria	34.66396
GF2_A1_day41	p__Actinobacteria	7.67627
GF2_A1_day42	p__Proteobacteria	72.03856
GF2_A1_day42	p__Firmicutes	26.16589
GF2_A1_day42	p__Actinobacteria	1.79555
GF2_A1_day44	p__Proteobacteria	95.55142
GF2_A1_day44	p__Firmicutes	3.19177
GF2_A1_day44	p__Actinobacteria	1.2568
GF2_A2_Colon	p__Proteobacteria	71.33706
GF2_A2_Colon	p__Actinobacteria	16.37148
GF2_A2_Colon	p__Firmicutes	12.29145
GF2_A2_d36	p__Firmicutes	86.85608
GF2_A2_d36	p__Proteobacteria	11.447
GF2_A2_d36	p__Actinobacteria	1.69692
GF2_A2_D37	p__Firmicutes	87.42191
GF2_A2_D37	p__Proteobacteria	10.27526
GF2_A2_D37	p__Actinobacteria	2.30283
GF2_A2_d39	p__Firmicutes	86.55818
GF2_A2_d39	p__Proteobacteria	13.30992
GF2_A2_d39	p__Actinobacteria	0.1319
GF2_A2_day28	p__Proteobacteria	100
GF2_A2_day29	p__Proteobacteria	99.47382
GF2_A2_day29	p__Firmicutes	0.36273
GF2_A2_day29	p__Actinobacteria	0.16344
GF2_A2_day30	p__Firmicutes	45.72234
GF2_A2_day30	p__Actinobacteria	43.81059
GF2_A2_day30	p__Proteobacteria	10.46707
GF2_A2_day31	p__Proteobacteria	97.34645
GF2_A2_day31	p__Firmicutes	2.30904
GF2_A2_day31	p__Actinobacteria	0.34451
GF2_A2_day32	p__Firmicutes	46.73122
GF2_A2_day32	p__Actinobacteria	46.64562
GF2_A2_day32	p__Proteobacteria	6.62315
GF2_A2_day34	p__Firmicutes	63.58295
GF2_A2_day34	p__Actinobacteria	31.52028
GF2_A2_day34	p__Proteobacteria	4.89677
GF2_A2_day41	p__Firmicutes	69.74003
GF2_A2_day41	p__Proteobacteria	28.75756
GF2_A2_day41	p__Actinobacteria	1.50241
GF2_A2_day42	p__Proteobacteria	69.44279
GF2_A2_day42	p__Firmicutes	27.35096
GF2_A2_day42	p__Actinobacteria	3.20625
GF2_A2_day44	p__Proteobacteria	50.10838
GF2_A2_day44	p__Firmicutes	27.95327
GF2_A2_day44	p__Actinobacteria	21.93835
GF2_A25_N713	p__Firmicutes	91.5121
GF2_A25_N713	p__Proteobacteria	5.14597
GF2_A25_N713	p__Actinobacteria	3.34193
GF2_A3_Colon	p__Proteobacteria	43.2139
GF2_A3_Colon	p__Actinobacteria	31.27407
GF2_A3_Colon	p__Firmicutes	25.51203
GF2_A3_d37	p__Firmicutes	77.79282
GF2_A3_d37	p__Actinobacteria	14.38746
GF2_A3_d37	p__Proteobacteria	7.81972
GF2_A3_d39	p__Firmicutes	55.96691
GF2_A3_d39	p__Actinobacteria	29.92258
GF2_A3_d39	p__Proteobacteria	14.11051
GF2_A3_day28	p__Proteobacteria	100
GF2_A3_day30	p__Firmicutes	44.6795
GF2_A3_day30	p__Actinobacteria	41.36087
GF2_A3_day30	p__Proteobacteria	13.95962
GF2_A3_day32	p__Actinobacteria	64.03964
GF2_A3_day32	p__Firmicutes	27.84009
GF2_A3_day32	p__Proteobacteria	8.12027
GF2_A3_day41	p__Actinobacteria	48.09963
GF2_A3_day41	p__Firmicutes	39.10805
GF2_A3_day41	p__Proteobacteria	12.79232
GF2_A3_day42	p__Proteobacteria	93.71266
GF2_A3_day42	p__Firmicutes	5.37912
GF2_A3_day42	p__Actinobacteria	0.90822
GF2_A4_Colon	p__Proteobacteria	84.86975
GF2_A4_Colon	p__Firmicutes	12.282
GF2_A4_Colon	p__Actinobacteria	2.84825
GF2_A4_d36	p__Actinobacteria	55.64148
GF2_A4_d36	p__Firmicutes	40.14715
GF2_A4_d36	p__Proteobacteria	4.21137
GF2_A4_d37	p__Firmicutes	82.13713
GF2_A4_d37	p__Proteobacteria	17.38089
GF2_A4_d37	p__Actinobacteria	0.48198
GF2_A4_D39	p__Firmicutes	76.12085
GF2_A4_D39	p__Proteobacteria	23.39365
GF2_A4_D39	p__Actinobacteria	0.4855
GF2_A4_day28	p__Proteobacteria	99.82786
GF2_A4_day28	p__Firmicutes	0.17214
GF2_A4_day29	p__Proteobacteria	96.7624
GF2_A4_day29	p__Firmicutes	2.64055
GF2_A4_day29	p__Actinobacteria	0.59705
GF2_A4_day30	p__Actinobacteria	52.73717
GF2_A4_day30	p__Firmicutes	36.81647
GF2_A4_day30	p__Proteobacteria	10.44636
GF2_A4_day31	p__Proteobacteria	98.21168
GF2_A4_day31	p__Firmicutes	1.78832
GF2_A4_day32	p__Actinobacteria	49.99856
GF2_A4_day32	p__Firmicutes	40.97644
GF2_A4_day32	p__Proteobacteria	9.025
GF2_A4_day41	p__Actinobacteria	48.43964
GF2_A4_day41	p__Firmicutes	47.67142
GF2_A4_day41	p__Proteobacteria	3.88894
GF2_A4_day42	p__Proteobacteria	75.24878
GF2_A4_day42	p__Firmicutes	13.47251
GF2_A4_day42	p__Actinobacteria	11.27871
GF2_A4_day44	p__Proteobacteria	86.81371
GF2_A4_day44	p__Firmicutes	9.88655
GF2_A4_day44	p__Actinobacteria	3.29974
GF2_A5_Colon	p__Proteobacteria	90.43702
GF2_A5_Colon	p__Actinobacteria	5.69294
GF2_A5_Colon	p__Firmicutes	3.87004
GF2_A5_d39	p__Firmicutes	47.654
GF2_A5_d39	p__Actinobacteria	39.16276
GF2_A5_d39	p__Proteobacteria	13.18324
GF2_A5_day28	p__Proteobacteria	100
GF2_A5_day31	p__Proteobacteria	79.78871
GF2_A5_day31	p__Firmicutes	19.41273
GF2_A5_day31	p__Actinobacteria	0.79856
GF2_A5_day32	p__Proteobacteria	89.62785
GF2_A5_day32	p__Firmicutes	9.78022
GF2_A5_day32	p__Actinobacteria	0.59193
GF2_A5_day42	p__Proteobacteria	46.74658
GF2_A5_day42	p__Firmicutes	28.57901
GF2_A5_day42	p__Actinobacteria	24.67441
GF2_A6_Colon	p__Proteobacteria	77.4194
GF2_A6_Colon	p__Firmicutes	22.5806
GF2_A6_d33	p__Firmicutes	58.95339
GF2_A6_d33	p__Actinobacteria	36.69335
GF2_A6_d33	p__Proteobacteria	4.35326
GF2_A6_d36	p__Firmicutes	52.51129
GF2_A6_d36	p__Actinobacteria	44.50396
GF2_A6_d36	p__Proteobacteria	2.98475
GF2_A6_d37	p__Firmicutes	87.70529
GF2_A6_d37	p__Proteobacteria	8.11857
GF2_A6_d37	p__Actinobacteria	4.17614
GF2_A6_D39	p__Firmicutes	82.83052
GF2_A6_D39	p__Proteobacteria	16.89137
GF2_A6_D39	p__Actinobacteria	0.27811
GF2_A6_day28	p__Proteobacteria	99.24154
GF2_A6_day28	p__Firmicutes	0.75846
GF2_A6_day29	p__Proteobacteria	96.5628
GF2_A6_day29	p__Firmicutes	2.14621
GF2_A6_day29	p__Actinobacteria	1.29099
GF2_A6_day30	p__Actinobacteria	51.53101
GF2_A6_day30	p__Firmicutes	35.96564
GF2_A6_day30	p__Proteobacteria	12.50334
GF2_A6_day31	p__Firmicutes	42.78957
GF2_A6_day31	p__Proteobacteria	39.93139
GF2_A6_day31	p__Actinobacteria	17.27904
GF2_A6_day32	p__Proteobacteria	89.50372
GF2_A6_day32	p__Firmicutes	10.49628
GF2_A6_day44	p__Firmicutes	72.87317
GF2_A6_day44	p__Proteobacteria	14.22992
GF2_A6_day44	p__Actinobacteria	12.89691
GF2_B_dam_d33	p__Actinobacteria	49.40654
GF2_B_dam_d33	p__Firmicutes	48.02864
GF2_B_dam_d33	p__Proteobacteria	2.56482
GF2_B_dam_day19	p__Firmicutes	54.91695
GF2_B_dam_day19	p__Actinobacteria	43.99358
GF2_B_dam_day19	p__Proteobacteria	1.08947
GF2_B_dam_day37	p__Firmicutes	61.00693
GF2_B_dam_day37	p__Actinobacteria	38.13328
GF2_B_dam_day37	p__Proteobacteria	0.85979
GF2_B_day1_dad	p__Firmicutes	84.33682
GF2_B_day1_dad	p__Proteobacteria	15.66318
GF2_B_day1_mom	p__Firmicutes	68.1098
GF2_B_day1_mom	p__Proteobacteria	31.8902
GF2_B_Sire_day23	p__Firmicutes	56.84153
GF2_B_Sire_day23	p__Actinobacteria	41.65161
GF2_B_Sire_day23	p__Proteobacteria	1.50686
GF2_B1_d34	p__Actinobacteria	52.42429
GF2_B1_d34	p__Firmicutes	43.16536
GF2_B1_d34	p__Proteobacteria	4.41035
GF2_B1_d35	p__Firmicutes	86.79632
GF2_B1_d35	p__Actinobacteria	9.99139
GF2_B1_d35	p__Proteobacteria	3.21229
GF2_B1_day29	p__Firmicutes	43.27786
GF2_B1_day29	p__Actinobacteria	33.43889
GF2_B1_day29	p__Proteobacteria	23.28325
GF2_B1_day32	p__Firmicutes	52.92582
GF2_B1_day32	p__Actinobacteria	41.43498
GF2_B1_day32	p__Proteobacteria	5.63919
GF2_B1_day37	p__Actinobacteria	50.66664
GF2_B1_day37	p__Firmicutes	47.45749
GF2_B1_day37	p__Proteobacteria	1.87587
GF2_B1_day41	p__Actinobacteria	48.14428
GF2_B1_day41	p__Firmicutes	42.92635
GF2_B1_day41	p__Proteobacteria	8.92937
GF2_B1_day44	p__Firmicutes	60.41169
GF2_B1_day44	p__Actinobacteria	22.46866
GF2_B1_day44	p__Proteobacteria	17.11965
GF2_B2_d35	p__Firmicutes	58.44345
GF2_B2_d35	p__Actinobacteria	37.26765
GF2_B2_d35	p__Proteobacteria	4.2889
GF2_B2_day27	p__Proteobacteria	95.07544
GF2_B2_day27	p__Firmicutes	3.65297
GF2_B2_day27	p__Actinobacteria	1.27159
GF2_B2_day28	p__Proteobacteria	94.14163
GF2_B2_day28	p__Firmicutes	4.67404
GF2_B2_day28	p__Actinobacteria	1.18433
GF2_B2_day29	p__Proteobacteria	65.81719
GF2_B2_day29	p__Firmicutes	31.95907
GF2_B2_day29	p__Actinobacteria	2.22375
GF2_B2_day30	p__Firmicutes	77.71084
GF2_B2_day30	p__Proteobacteria	20.02459
GF2_B2_day30	p__Actinobacteria	2.26456
GF2_B2_day31	p__Firmicutes	96.67588
GF2_B2_day31	p__Proteobacteria	2.75525
GF2_B2_day31	p__Actinobacteria	0.56887
GF2_B2_day37	p__Firmicutes	48.95967
GF2_B2_day37	p__Actinobacteria	48.0216
GF2_B2_day37	p__Proteobacteria	3.01872
GF2_B2_day41	p__Proteobacteria	53.05626
GF2_B2_day41	p__Firmicutes	26.42921
GF2_B2_day41	p__Actinobacteria	20.51453
GF2_B2_day44	p__Firmicutes	45.20794
GF2_B2_day44	p__Actinobacteria	39.32985
GF2_B2_day44	p__Proteobacteria	15.4622
GF2_B3_d35	p__Firmicutes	90.37602
GF2_B3_d35	p__Proteobacteria	9.03369
GF2_B3_d35	p__Actinobacteria	0.5903
GF2_B3_day27	p__Proteobacteria	94.91409
GF2_B3_day27	p__Firmicutes	3.88734
GF2_B3_day27	p__Actinobacteria	1.19857
GF2_B3_day28	p__Proteobacteria	83.38033
GF2_B3_day28	p__Firmicutes	15.50388
GF2_B3_day28	p__Actinobacteria	1.11578
GF2_B3_day31	p__Firmicutes	92.74387
GF2_B3_day31	p__Proteobacteria	6.34928
GF2_B3_day31	p__Actinobacteria	0.90685
GF2_B3_day37	p__Firmicutes	51.42264
