Sample	taxa	abundance
GF11_C1_D36	p__Firmicutes	20.02382
GF11_C1_D36	p__Actinobacteria	4.52859
GF11_C1_d71	p__Proteobacteria	92.49122
GF11_C1_d71	p__Firmicutes	6.26949
GF11_C1_d71	p__Actinobacteria	1.23929
GF11_C1_d74_colon	p__Firmicutes	70.78273
GF11_C1_d74_colon	p__Proteobacteria	29.21727
GF11_C2_D37	p__Proteobacteria	94.47195
GF11_C2_D37	p__Firmicutes	5.52805
GF11_C2_d71	p__Proteobacteria	96.70592
GF11_C2_d71	p__Firmicutes	2.49355
GF11_C2_d71	p__Actinobacteria	0.80053
GF11_C2_d72	p__Proteobacteria	96.52259
GF11_C2_d72	p__Firmicutes	3.21062
GF11_C2_d72	p__Actinobacteria	0.26679
GF11_C2_d74_colon	p__Firmicutes	90.72472
GF11_C2_d74_colon	p__Proteobacteria	9.27528
GF11_C3_COLON_D38	p__Proteobacteria	100
GF11_C3_D35	p__Proteobacteria	98.16839
GF11_C3_D35	p__Firmicutes	1.35672
GF11_C3_D35	p__Actinobacteria	0.47489
GF11_C3_D36	p__Proteobacteria	77.48079
GF11_C3_D36	p__Firmicutes	17.43384
GF11_C3_D36	p__Actinobacteria	5.08537
GF11_C3_d71	p__Proteobacteria	100
GF11_C3_d74_colon	p__Firmicutes	66.85723
GF11_C3_d74_colon	p__Proteobacteria	33.14277
GF11_C4_COLON_D38	p__Proteobacteria	100
GF11_C4_D35	p__Proteobacteria	84.2828
GF11_C4_D35	p__Firmicutes	12.65621
GF11_C4_D35	p__Actinobacteria	3.06099
GF11_C4_D36	p__Proteobacteria	87.32986
GF11_C4_D36	p__Firmicutes	10.15076
GF11_C4_D36	p__Actinobacteria	2.51938
GF11_C4_d74_colon	p__Firmicutes	50.33621
GF11_C4_d74_colon	p__Proteobacteria	49.66379
GF11_C5_D37	p__Proteobacteria	92.46429
GF11_C5_D37	p__Firmicutes	7.53571
GF11_C5_d71	p__Proteobacteria	79.56955
GF11_C5_d71	p__Firmicutes	20.43045
GF11_C5_d72	p__Proteobacteria	77.38586
GF11_C5_d72	p__Firmicutes	21.75682
GF11_C5_d72	p__Actinobacteria	0.85732
GF11_C5_d74_colon	p__Firmicutes	60.28012
GF11_C5_d74_colon	p__Proteobacteria	39.71988
GF11_C6_d71	p__Proteobacteria	91.50065
GF11_C6_d71	p__Firmicutes	4.52806
GF11_C6_d71	p__Actinobacteria	3.97129
GF11_C6_d72	p__Proteobacteria	95.28705
GF11_C6_d72	p__Firmicutes	2.85616
GF11_C6_d72	p__Actinobacteria	1.85678
GF11_C6_d74_colon	p__Firmicutes	79.68391
GF11_C6_d74_colon	p__Proteobacteria	20.31609
GF11_C7_d71	p__Proteobacteria	96.4883
GF11_C7_d71	p__Actinobacteria	1.9835
GF11_C7_d71	p__Firmicutes	1.52821
GF11_C7_d72_colon	p__Proteobacteria	97.55676
GF11_C7_d72_colon	p__Actinobacteria	2.44324
GF11_INOC	p__Firmicutes	57.80096
GF11_INOC	p__Proteobacteria	27.72136
GF11_INOC	p__Actinobacteria	14.47768
GF12_A_dam_d21	p__Firmicutes	90.96618
GF12_A_dam_d21	p__Actinobacteria	9.03382
GF12_A_Dam_d85	p__Firmicutes	100
GF12_A1_d31	p__Firmicutes	100
GF12_A1_d76_colon	p__Firmicutes	100
GF12_A2_d32	p__Firmicutes	100
GF12_A2_d34_colon	p__Proteobacteria	92.50334
GF12_A2_d34_colon	p__Firmicutes	7.49666
GF12_A2_d76_colon	p__Firmicutes	100
GF12_A3_d31	p__Firmicutes	100
GF12_A3_d76_colon	p__Firmicutes	100
GF12_A4_d31	p__Firmicutes	100
GF12_A4_d32	p__Firmicutes	100
GF12_A4_d34_colon	p__Firmicutes	100
GF12_A4_d76_colon	p__Firmicutes	100
GF12_A5_d34_colon	p__Firmicutes	100
GF12_A5_d76_colon	p__Firmicutes	100
GF12_A6_d76_colon	p__Firmicutes	100
GF12_A7_d76_colon	p__Firmicutes	100
GF12_A8_d76_colon	p__Firmicutes	100
GF12_B1_d79	p__Firmicutes	100
GF12_B2_d32	p__Firmicutes	100
GF12_B2_d79	p__Firmicutes	100
GF12_B2_d81	p__Firmicutes	100
GF12_B2_d82_colon	p__Firmicutes	100
GF12_B3_d31	p__Firmicutes	100
GF12_B3_d80	p__Firmicutes	100
GF12_B4_d31	p__Firmicutes	100
GF12_B4_d79	p__Firmicutes	100
GF12_B5_d79	p__Firmicutes	100
GF12_C1_d79	p__Firmicutes	100
GF12_C1_d82_colon	p__Firmicutes	100
GF12_C2_d31	p__Firmicutes	100
GF12_C2_d79	p__Firmicutes	100
GF12_C3_d31	p__Firmicutes	100
GF12_C3_d79	p__Firmicutes	100
GF12_C3_d80_colon	p__Firmicutes	100
GF12_C4_d31	p__Firmicutes	100
GF12_C5_d79	p__Firmicutes	100
GF12_Inoc	p__Firmicutes	100
GF13_A1_d32	p__Proteobacteria	100
GF13_A1_d34	p__Proteobacteria	100
GF13_A1_d65_colon	p__Firmicutes	63.63694
GF13_A1_d65_colon	p__Proteobacteria	36.36306
GF13_A10_d65_colon	p__Firmicutes	72.09778
GF13_A10_d65_colon	p__Proteobacteria	27.90222
GF13_A2_d32	p__Proteobacteria	100
GF13_A2_d65_colon	p__Firmicutes	63.73415
GF13_A2_d65_colon	p__Proteobacteria	36.26585
GF13_A3_d32	p__Proteobacteria	100
GF13_A3_d65_colon	p__Firmicutes	78.38921
GF13_A3_d65_colon	p__Proteobacteria	21.61079
GF13_A4_d32	p__Proteobacteria	100
GF13_A4_d65_colon	p__Firmicutes	74.79494
GF13_A4_d65_colon	p__Proteobacteria	25.20506
GF13_A5_d32	p__Proteobacteria	100
GF13_A5_d65_colon	p__Firmicutes	76.30108
GF13_A5_d65_colon	p__Proteobacteria	23.69892
GF13_A6_d32	p__Proteobacteria	100
GF13_A6_d34	p__Proteobacteria	100
GF13_A6_d65_colon	p__Firmicutes	68.09134
GF13_A6_d65_colon	p__Proteobacteria	31.90866
GF13_A7_d65_colon	p__Firmicutes	74.74197
GF13_A7_d65_colon	p__Proteobacteria	25.25803
GF13_A8_d65_colon	p__Firmicutes	73.84986
GF13_A8_d65_colon	p__Proteobacteria	26.15014
GF13_A9_d65_colon	p__Firmicutes	77.95631
GF13_A9_d65_colon	p__Proteobacteria	22.04369
GF13_B1_d32	p__Proteobacteria	100
GF13_B1_d65_colon	p__Proteobacteria	100
GF13_B2_d32	p__Proteobacteria	100
GF13_B2_d35_colon	p__Firmicutes	56.10396
GF13_B2_d35_colon	p__Proteobacteria	43.89604
GF13_B3_d32	p__Proteobacteria	100
GF13_B3_d34	p__Proteobacteria	94.72511
GF13_B3_d34	p__Firmicutes	5.27489
GF13_B3_d35_colon	p__Firmicutes	81.70453
GF13_B3_d35_colon	p__Proteobacteria	18.29547
GF13_B3_d65_colon	p__Proteobacteria	100
GF13_B4_d32	p__Proteobacteria	100
GF13_B4_d35_colon	p__Firmicutes	58.38433
GF13_B4_d35_colon	p__Proteobacteria	41.61567
GF13_B5_d32	p__Proteobacteria	100
GF13_B5_d35_colon	p__Proteobacteria	65.2892
GF13_B5_d35_colon	p__Firmicutes	34.7108
GF13_B5_d65_colon	p__Proteobacteria	100
GF13_B8_d65_colon	p__Proteobacteria	96.20381
GF13_B8_d65_colon	p__Firmicutes	3.79619
GF13_B9_d65_colon	p__Proteobacteria	100
GF13_inoc_200118	p__Firmicutes	66.7195
GF13_inoc_200118	p__Proteobacteria	28.08557
GF13_inoc_200118	p__Actinobacteria	5.19493
GF14_A_d66_stool	p__Firmicutes	84.62694
GF14_A_d66_stool	p__Proteobacteria	7.91636
GF14_A_d66_stool	p__Actinobacteria	7.4567
GF14_A_Dam_d21	p__Firmicutes	91.36878
GF14_A_Dam_d21	p__Proteobacteria	8.63122
GF14_A1_d32	p__Proteobacteria	93.18453
GF14_A1_d32	p__Firmicutes	6.81547
GF14_A1_d35_colon	p__Proteobacteria	100
GF14_A1_d94_stool	p__Proteobacteria	95.31421
GF14_A1_d94_stool	p__Firmicutes	4.68579
GF14_A1_d95_stool	p__Proteobacteria	90.83359
GF14_A1_d95_stool	p__Firmicutes	9.16641
GF14_a1_d97_colon	p__Proteobacteria	100
GF14_A2_d32	p__Proteobacteria	94.46657
GF14_A2_d32	p__Firmicutes	5.53343
GF14_A2_d33	p__Proteobacteria	93.91418
GF14_A2_d33	p__Firmicutes	6.08582
GF14_A2_d35_colon	p__Proteobacteria	100
GF14_A2_d94_stool	p__Proteobacteria	99.91506
GF14_A2_d94_stool	p__Firmicutes	0.08494
GF14_A2_d96_16_stool	p__Proteobacteria	100
GF14_a2_d97_colon	p__Proteobacteria	99.89767
GF14_a2_d97_colon	p__Actinobacteria	0.10233
GF14_A3_d32	p__Proteobacteria	90.86312
GF14_A3_d32	p__Firmicutes	9.13688
GF14_A3_d35_colon	p__Proteobacteria	100
GF14_a3_d97_colon	p__Proteobacteria	100
GF14_A4_d32	p__Proteobacteria	98.89417
GF14_A4_d32	p__Firmicutes	1.10583
GF14_A4_d33	p__Proteobacteria	100
GF14_A4_d34	p__Firmicutes	100
GF14_A4_d35_colon	p__Proteobacteria	100
GF14_A4_d94_stool	p__Proteobacteria	99.27111
GF14_A4_d94_stool	p__Firmicutes	0.72889
GF14_A4_d95_stool	p__Proteobacteria	97.19489
GF14_A4_d95_stool	p__Firmicutes	2.80511
GF14_a4_d97_colon	p__Proteobacteria	100
GF14_A5_d32	p__Proteobacteria	97.01045
GF14_A5_d32	p__Firmicutes	2.98955
GF14_A5_d35_colon	p__Proteobacteria	100
GF14_A5_d94_stool	p__Proteobacteria	99.47523
GF14_A5_d94_stool	p__Firmicutes	0.52477
GF14_A5_d96_16_stool	p__Proteobacteria	93.47314
GF14_A5_d96_16_stool	p__Firmicutes	6.52686
GF14_A5_d96_stool	p__Proteobacteria	95.12579
GF14_A5_d96_stool	p__Firmicutes	4.87421
GF14_a5_d97_colon	p__Proteobacteria	100
GF14_A6_d34_colon	p__Proteobacteria	97.5659
GF14_A6_d34_colon	p__Firmicutes	2.4341
GF14_A6_d94_stool	p__Proteobacteria	99.48072
GF14_A6_d94_stool	p__Firmicutes	0.51928
GF14_A6_d95_stool	p__Proteobacteria	91.58897
GF14_A6_d95_stool	p__Firmicutes	8.41103
GF14_A6_d96_16_stool	p__Proteobacteria	86.65079
GF14_A6_d96_16_stool	p__Firmicutes	13.34921
GF14_a6_d97_colon	p__Proteobacteria	100
GF14_A7_d32	p__Proteobacteria	97.37702
GF14_A7_d32	p__Firmicutes	2.62298
GF14_A7_d34	p__Proteobacteria	100
GF14_A7_d35_colon	p__Proteobacteria	100
GF14_A7_d94_stool	p__Proteobacteria	98.2903
GF14_A7_d94_stool	p__Firmicutes	1.7097
GF14_A7_d95_stool	p__Proteobacteria	95.99543
GF14_A7_d95_stool	p__Firmicutes	4.00457
GF14_a7_d97_colon	p__Proteobacteria	100
GF14_A8_d94_stool	p__Proteobacteria	97.91688
GF14_A8_d94_stool	p__Firmicutes	2.08312
GF14_A8_d96_16_stool	p__Proteobacteria	88.138
GF14_A8_d96_16_stool	p__Firmicutes	11.862
GF14_A8_d96_stool	p__Proteobacteria	92.983
GF14_A8_d96_stool	p__Firmicutes	7.017
GF14_a8_d97_colon	p__Proteobacteria	100
GF14_Adam_d18_stool	p__Firmicutes	81.95323
GF14_Adam_d18_stool	p__Proteobacteria	18.04677
GF14_Adam_d5_stool	p__Firmicutes	86.01293
GF14_Adam_d5_stool	p__Proteobacteria	13.98707
GF14_Adam_d51_stool	p__Firmicutes	87.34503
GF14_Adam_d51_stool	p__Proteobacteria	12.65497
GF14_Adam_d59_stool	p__Firmicutes	87.80648
GF14_Adam_d59_stool	p__Proteobacteria	12.19352
GF14_Adam_d78_stool	p__Firmicutes	88.55654
GF14_Adam_d78_stool	p__Proteobacteria	11.44346
GF14_Adam_d9_stool	p__Firmicutes	72.47066
GF14_Adam_d9_stool	p__Proteobacteria	27.52934
GF14_B_d66_stool	p__Firmicutes	89.20362
GF14_B_d66_stool	p__Proteobacteria	10.79638
GF14_B_d78_stool	p__Firmicutes	91.55979
GF14_B_d78_stool	p__Proteobacteria	8.44021
GF14_b1_d95_colon	p__Proteobacteria	100
GF14_b2_d95_colon	p__Firmicutes	67.50245
GF14_b2_d95_colon	p__Proteobacteria	32.49755
GF14_b3_d95_colon	p__Firmicutes	51.7695
GF14_b3_d95_colon	p__Proteobacteria	48.2305
GF14_Bdam_d18_stool	p__Firmicutes	84.71932
GF14_Bdam_d18_stool	p__Proteobacteria	15.28068
GF14_Bdam_d5_stool	p__Firmicutes	70.08454
GF14_Bdam_d5_stool	p__Proteobacteria	29.91546
GF14_Bdam_d51_stool	p__Firmicutes	81.85061
GF14_Bdam_d51_stool	p__Proteobacteria	18.14939
GF14_Bdam_d59_stool	p__Firmicutes	90.41297
GF14_Bdam_d59_stool	p__Proteobacteria	9.58703
GF14_Bdam_d9_stool	p__Firmicutes	80.82807
GF14_Bdam_d9_stool	p__Proteobacteria	19.17193
GF14_C_d66_stool	p__Firmicutes	74.38124
GF14_C_d66_stool	p__Proteobacteria	17.77303
GF14_C_d66_stool	p__Actinobacteria	7.84573
GF14_c_d78_stool	p__Firmicutes	85.0295
GF14_c_d78_stool	p__Proteobacteria	10.61586
GF14_c_d78_stool	p__Actinobacteria	4.35464
GF14_c1_d130_colon	p__Proteobacteria	99.43245
GF14_c1_d130_colon	p__Firmicutes	0.56755
GF14_c2_d130_colon	p__Proteobacteria	99.83006
GF14_c2_d130_colon	p__Firmicutes	0.16994
GF14_c3_d130_colon	p__Proteobacteria	99.96666
GF14_c3_d130_colon	p__Firmicutes	0.03334
GF14_Cdam_d18_stool	p__Firmicutes	84.54229
GF14_Cdam_d18_stool	p__Proteobacteria	9.87732
GF14_Cdam_d18_stool	p__Actinobacteria	5.58039
GF14_cdam_d5_stool	p__Firmicutes	80.52164
GF14_cdam_d5_stool	p__Proteobacteria	19.47836
GF14_Cdam_d51_stool	p__Firmicutes	85.67646
GF14_Cdam_d51_stool	p__Proteobacteria	12.79491
GF14_Cdam_d51_stool	p__Actinobacteria	1.52863
GF14_Cdam_d59_stool	p__Firmicutes	88.55792
GF14_Cdam_d59_stool	p__Proteobacteria	8.35738
GF14_Cdam_d59_stool	p__Actinobacteria	3.0847
GF14_Cdam_d9_stool	p__Firmicutes	81.02769
GF14_Cdam_d9_stool	p__Proteobacteria	18.65584
GF14_Cdam_d9_stool	p__Actinobacteria	0.31647
GF14_d67_A1_stool	p__Proteobacteria	99.81679
GF14_d67_A1_stool	p__Firmicutes	0.18321
GF14_d67_A3_stool	p__Proteobacteria	100
GF14_d67_A4_stool	p__Proteobacteria	100
GF14_d67_A5_stool	p__Proteobacteria	100
GF14_d67_A6_stool	p__Proteobacteria	100
GF14_d67_A7_stool	p__Proteobacteria	100
GF14_d67_A8_stool	p__Proteobacteria	100
GF14_d67_A9_stool	p__Proteobacteria	100
GF14_d68_A1_colon	p__Proteobacteria	100
GF14_d68_A10_colon	p__Proteobacteria	99.26074
GF14_d68_A10_colon	p__Firmicutes	0.73926
GF14_d68_A2_colon	p__Proteobacteria	100
GF14_d68_A3_colon	p__Proteobacteria	100
GF14_d68_A4_colon	p__Proteobacteria	98.71252
GF14_d68_A4_colon	p__Firmicutes	1.28748
GF14_d68_A5_colon	p__Proteobacteria	100
GF14_d68_A6_colon	p__Proteobacteria	100
GF14_d68_A7_colon	p__Proteobacteria	100
GF14_d68_A8_colon	p__Proteobacteria	100
GF14_d68_A9_colon	p__Proteobacteria	100
GF14_d89_B1_stool	p__Proteobacteria	96.01039
GF14_d89_B1_stool	p__Firmicutes	3.98961
GF14_d89_B2_stool	p__Proteobacteria	97.56582
GF14_d89_B2_stool	p__Firmicutes	2.43418
GF14_d89_B3_stool	p__Proteobacteria	97.47673
GF14_d89_B3_stool	p__Firmicutes	2.52327
GF14_d90_B2_stool	p__Proteobacteria	95.57156
GF14_d90_B2_stool	p__Firmicutes	4.42844
GF14_d90_B3_stool	p__Proteobacteria	95.21931
GF14_d90_B3_stool	p__Firmicutes	4.78069
GF14_d91_B2_stool	p__Proteobacteria	98.46693
GF14_d91_B2_stool	p__Firmicutes	1.53307
GF14_INOC	p__Proteobacteria	66.69721
GF14_INOC	p__Firmicutes	33.22695
GF14_INOC	p__Actinobacteria	0.07584
GF15_A_Dam_d21	p__Actinobacteria	69.24741
GF15_A_Dam_d21	p__Firmicutes	28.39211
GF15_A_Dam_d21	p__Proteobacteria	2.36049
GF15_a1_d106_stool	p__Proteobacteria	92.50055
GF15_a1_d106_stool	p__Firmicutes	5.13931
GF15_a1_d106_stool	p__Actinobacteria	2.36014
GF15_A1_d108_colon	p__Proteobacteria	100
GF15_A1_d35_colon	p__Proteobacteria	100
GF15_A1_d72_stool	p__Proteobacteria	85.4184
GF15_A1_d72_stool	p__Firmicutes	12.75018
GF15_A1_d72_stool	p__Actinobacteria	1.83142
GF15_a2_d105_stool	p__Proteobacteria	81.25841
GF15_a2_d105_stool	p__Firmicutes	9.68665
GF15_a2_d105_stool	p__Actinobacteria	9.05494
GF15_a2_d106_stool	p__Proteobacteria	67.08513
GF15_a2_d106_stool	p__Firmicutes	26.98904
GF15_a2_d106_stool	p__Actinobacteria	5.92582
GF15_A2_d108_colon	p__Proteobacteria	99.00675
GF15_A2_d108_colon	p__Actinobacteria	0.99325
GF15_A2_d32	p__Proteobacteria	100
GF15_a3_d105_stool	p__Proteobacteria	84.95119
GF15_a3_d105_stool	p__Actinobacteria	11.68336
GF15_a3_d105_stool	p__Firmicutes	3.36545
GF15_A3_d108_colon	p__Proteobacteria	98.28834
GF15_A3_d108_colon	p__Actinobacteria	1.71166
GF15_A3_d32	p__Proteobacteria	100
GF15_A3_d35_colon	p__Actinobacteria	100
GF15_a4_d105_stool	p__Proteobacteria	98.71458
GF15_a4_d105_stool	p__Actinobacteria	0.77304
GF15_a4_d105_stool	p__Firmicutes	0.51238
GF15_A4_d108_colon	p__Proteobacteria	98.60945
GF15_A4_d108_colon	p__Actinobacteria	1.39055
GF15_A4_d32	p__Proteobacteria	92.30685
GF15_A4_d32	p__Firmicutes	5.22053
GF15_A4_d32	p__Actinobacteria	2.47262
GF15_a5_d105_stool	p__Proteobacteria	82.63935
GF15_a5_d105_stool	p__Firmicutes	15.23353
GF15_a5_d105_stool	p__Actinobacteria	2.12712
GF15_A5_d108_colon	p__Proteobacteria	98.65987
GF15_A5_d108_colon	p__Actinobacteria	1.34013
GF15_A5_d32	p__Proteobacteria	95.62298
GF15_A5_d32	p__Firmicutes	2.97346
GF15_A5_d32	p__Actinobacteria	1.40356
GF15_A5_d35_colon	p__Firmicutes	100
GF15_a6_d105_stool	p__Proteobacteria	94.32022
GF15_a6_d105_stool	p__Firmicutes	5.10244
GF15_a6_d105_stool	p__Actinobacteria	0.57734
GF15_A6_d108_colon	p__Proteobacteria	100
GF15_A6_d32_colon	p__Proteobacteria	100
GF15_A7_d108_colon	p__Proteobacteria	94.6759
GF15_A7_d108_colon	p__Actinobacteria	5.3241
GF15_a7_d74_colon	p__Actinobacteria	100
GF15_a8_d105_stool	p__Proteobacteria	85.81328
GF15_a8_d105_stool	p__Firmicutes	13.70005
GF15_a8_d105_stool	p__Actinobacteria	0.48668
GF15_A8_d108_colon	p__Proteobacteria	98.75455
GF15_A8_d108_colon	p__Actinobacteria	1.24545
GF15_a9_d105_stool	p__Proteobacteria	97.35575
GF15_a9_d105_stool	p__Firmicutes	2.21925
GF15_a9_d105_stool	p__Actinobacteria	0.425
GF15_a9_d106_stool	p__Proteobacteria	82.55986
GF15_a9_d106_stool	p__Firmicutes	15.25278
GF15_a9_d106_stool	p__Actinobacteria	2.18737
GF15_A9_d108_colon	p__Proteobacteria	98.70839
GF15_A9_d108_colon	p__Actinobacteria	1.29161
GF15_adam_d11_stool	p__Actinobacteria	82.60084
GF15_adam_d11_stool	p__Firmicutes	14.67236
GF15_adam_d11_stool	p__Proteobacteria	2.72679
GF15_adam_d18_stool	p__Actinobacteria	75.45995
GF15_adam_d18_stool	p__Firmicutes	20.97248
GF15_adam_d18_stool	p__Proteobacteria	3.56757
GF15_Adam_d5_stool	p__Actinobacteria	80.99398
GF15_Adam_d5_stool	p__Firmicutes	15.16711
GF15_Adam_d5_stool	p__Proteobacteria	3.83891
GF15_b_d5_stool	p__Actinobacteria	100
GF15_B1_d32	p__Proteobacteria	89.43693
GF15_B1_d32	p__Firmicutes	7.94493
GF15_B1_d32	p__Actinobacteria	2.61814
GF15_B1_d35_colon	p__Proteobacteria	100
GF15_B1_d94_stool	p__Proteobacteria	98.91072
GF15_B1_d94_stool	p__Firmicutes	0.96787
GF15_B1_d94_stool	p__Actinobacteria	0.12142
GF15_b1_d97_colon	p__Proteobacteria	100
GF15_b10_d94_stool	p__Proteobacteria	100
GF15_B10_d97_colon	p__Proteobacteria	100
GF15_B2_d32	p__Proteobacteria	91.90997
GF15_B2_d32	p__Firmicutes	5.98682
GF15_B2_d32	p__Actinobacteria	2.10322
GF15_B2_d33	p__Proteobacteria	90.10683
GF15_B2_d33	p__Firmicutes	6.91896
GF15_B2_d33	p__Actinobacteria	2.97421
GF15_B2_d35_colon	p__Proteobacteria	100
GF15_b2_d94_stool	p__Proteobacteria	95.71565
GF15_b2_d94_stool	p__Firmicutes	3.97744
GF15_b2_d94_stool	p__Actinobacteria	0.30691
GF15_b2_d95_stool	p__Proteobacteria	80.46473
GF15_b2_d95_stool	p__Firmicutes	18.43296
GF15_b2_d95_stool	p__Actinobacteria	1.10231
GF15_b2_d97_colon	p__Proteobacteria	100
GF15_B3_d34	p__Proteobacteria	100
GF15_B3_d35_colon	p__Proteobacteria	100
GF15_b3_d94_stool	p__Proteobacteria	99.90739
GF15_b3_d94_stool	p__Firmicutes	0.09261
GF15_b3_d97_colon	p__Proteobacteria	100
GF15_b4_d106_stool	p__Proteobacteria	81.3381
GF15_b4_d106_stool	p__Firmicutes	17.02664
GF15_b4_d106_stool	p__Actinobacteria	1.63526
GF15_B4_d32	p__Proteobacteria	92.68832
GF15_B4_d32	p__Firmicutes	6.10432
GF15_B4_d32	p__Actinobacteria	1.20736
GF15_B4_d33	p__Proteobacteria	92.1294
GF15_B4_d33	p__Firmicutes	6.42663
GF15_B4_d33	p__Actinobacteria	1.44397
GF15_B4_d34	p__Proteobacteria	100
GF15_B4_d35_colon	p__Proteobacteria	99.90112
GF15_B4_d35_colon	p__Actinobacteria	0.09888
GF15_b4_d96_stool	p__Proteobacteria	99.66136
GF15_b4_d96_stool	p__Firmicutes	0.33864
GF15_b4_d97_colon	p__Firmicutes	51.62486
GF15_b4_d97_colon	p__Proteobacteria	48.37514
GF15_b5_d107_stool	p__Proteobacteria	90.51324
GF15_b5_d107_stool	p__Firmicutes	7.76997
GF15_b5_d107_stool	p__Actinobacteria	1.71679
GF15_B5_d32	p__Proteobacteria	98.14024
GF15_B5_d32	p__Actinobacteria	1.35107
GF15_B5_d32	p__Firmicutes	0.50869
GF15_B5_d35_colon	p__Proteobacteria	100
GF15_b5_d94_stool	p__Proteobacteria	99.79318
GF15_b5_d94_stool	p__Actinobacteria	0.13788
GF15_b5_d94_stool	p__Firmicutes	0.06894
GF15_b5_d95_stool	p__Proteobacteria	89.04004
GF15_b5_d95_stool	p__Firmicutes	9.96499
GF15_b5_d95_stool	p__Actinobacteria	0.99496
GF15_b5_d97_colon	p__Proteobacteria	100
GF15_B6_d32	p__Proteobacteria	99.88526
GF15_B6_d32	p__Actinobacteria	0.11474
GF15_B6_d34_colon	p__Proteobacteria	100
GF15_b6_d94_stool	p__Proteobacteria	99.74027
GF15_b6_d94_stool	p__Actinobacteria	0.1402
GF15_b6_d94_stool	p__Firmicutes	0.11953
GF15_b6_d95_stool	p__Proteobacteria	99.09885
GF15_b6_d95_stool	p__Firmicutes	0.76838
GF15_b6_d95_stool	p__Actinobacteria	0.13277
GF15_b6_d97_colon	p__Proteobacteria	100
GF15_B7_d32	p__Proteobacteria	100
GF15_B7_d35_colon	p__Proteobacteria	100
GF15_b7_d97_colon	p__Proteobacteria	100
GF15_b8_d94_stool	p__Proteobacteria	97.50349
GF15_b8_d94_stool	p__Actinobacteria	1.79888
GF15_b8_d94_stool	p__Firmicutes	0.69763
GF15_b8_d97_colon	p__Proteobacteria	100
GF15_b9_d106_stool	p__Proteobacteria	98.56422
GF15_b9_d106_stool	p__Actinobacteria	1.33937
GF15_b9_d106_stool	p__Firmicutes	0.09641
GF15_b9_d94_stool	p__Proteobacteria	95.69458
GF15_b9_d94_stool	p__Firmicutes	3.03297
GF15_b9_d94_stool	p__Actinobacteria	1.27245
GF15_B9_d97_colon	p__Proteobacteria	100
GF15_bdam_d18_stool	p__Actinobacteria	65.74315
GF15_bdam_d18_stool	p__Firmicutes	29.83756
GF15_bdam_d18_stool	p__Proteobacteria	4.41929
GF15_c_d18_stool	p__Actinobacteria	72.98868
GF15_c_d18_stool	p__Firmicutes	23.21837
GF15_c_d18_stool	p__Proteobacteria	3.79295
GF15_c1_d105_stool	p__Proteobacteria	98.1717
GF15_c1_d105_stool	p__Firmicutes	1.8283
GF15_c1_d108_colon	p__Proteobacteria	99.04383
GF15_c1_d108_colon	p__Actinobacteria	0.75489
GF15_c1_d108_colon	p__Firmicutes	0.20128
GF15_C1_d36	p__Proteobacteria	56.4929
GF15_C1_d36	p__Firmicutes	42.93361
GF15_C1_d36	p__Actinobacteria	0.57349
GF15_C1_d37	p__Proteobacteria	85.98756
GF15_C1_d37	p__Firmicutes	11.87903
GF15_C1_d37	p__Actinobacteria	2.13341
GF15_C1_d39_colon	p__Proteobacteria	100
GF15_c1_d74_colon	p__Proteobacteria	100
GF15_c2_d105_stool	p__Proteobacteria	95.43287
GF15_c2_d105_stool	p__Firmicutes	4.48893
GF15_c2_d105_stool	p__Actinobacteria	0.0782
GF15_c2_d108_colon	p__Proteobacteria	98.81998
GF15_c2_d108_colon	p__Actinobacteria	1.03642
GF15_c2_d108_colon	p__Firmicutes	0.1436
GF15_C2_d36	p__Proteobacteria	90.78979
GF15_C2_d36	p__Firmicutes	9.21021
GF15_C2_d37	p__Proteobacteria	89.57418
GF15_C2_d37	p__Firmicutes	9.15402
GF15_C2_d37	p__Actinobacteria	1.27179
GF15_C2_d39_colon	p__Proteobacteria	100
GF15_c2_d73_16_stool	p__Proteobacteria	100
GF15_c2_d74_colon	p__Proteobacteria	100
GF15_c3_d108_colon	p__Proteobacteria	99.17952
GF15_c3_d108_colon	p__Actinobacteria	0.82048
GF15_C3_d36	p__Proteobacteria	91.88862
GF15_C3_d36	p__Firmicutes	7.48336
GF15_C3_d36	p__Actinobacteria	0.62802
GF15_C3_d39_colon	p__Proteobacteria	100
GF15_c4_d105_stool	p__Proteobacteria	86.1993
GF15_c4_d105_stool	p__Firmicutes	13.386
GF15_c4_d105_stool	p__Actinobacteria	0.41471
GF15_c4_d108_colon	p__Proteobacteria	99.07233
GF15_c4_d108_colon	p__Actinobacteria	0.90803
GF15_c4_d108_colon	p__Firmicutes	0.01964
GF15_C4_d36	p__Proteobacteria	96.94756
GF15_C4_d36	p__Firmicutes	2.46018
GF15_C4_d36	p__Actinobacteria	0.59226
GF15_C4_d37	p__Proteobacteria	96.15042
GF15_C4_d37	p__Firmicutes	2.42882
GF15_C4_d37	p__Actinobacteria	1.42075
GF15_C4_d38	p__Proteobacteria	100
GF15_C4_d39_colon	p__Proteobacteria	100
GF15_c4_d73_stool	p__Proteobacteria	99.66445
GF15_c4_d73_stool	p__Firmicutes	0.25995
GF15_c4_d73_stool	p__Actinobacteria	0.0756
GF15_c4_d74_colon	p__Proteobacteria	100
GF15_c5_d105_stool	p__Proteobacteria	92.40176
GF15_c5_d105_stool	p__Firmicutes	6.26884
