Sample,Peptoniphilaceae,Enterococcaceae,Actinomycetaceae,Bifidobacteriaceae,Enterobacteriaceae,Streptococcaceae,Clostridiaceae,Staphylococcaceae,Veillonellaceae,Morganellaceae,Pseudomonadaceae,Peptostreptococcaceae,Erysipelotrichaceae,Alcaligenaceae,Dermabacteraceae,Campylobacteraceae,Bacillales_unclassified,Bacteroidaceae,Akkermansiaceae,Lactobacillaceae,Lachnospiraceae,Sutterellaceae,Proteobacteria_unclassified,Sphingomonadaceae,Corynebacteriaceae,Mycobacteriaceae,Ruminococcaceae,Eggerthellaceae,Oscillospiraceae,Propionibacteriaceae,Fusobacteriaceae,Yersiniaceae,Sphingobacteriaceae,Comamonadaceae,Paenibacillaceae,Moraxellaceae
GF20_d68_b6,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d68_b7,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d68_b8,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d75_dama,0,5.58949,0.01182,58.54598,2.50785,0,27.31527,0,0,0.44517,0,5.58441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d75_damc,0,10.67831,0,3.10304,22.55255,0,34.65731,0,0,2.13808,0,26.87071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d81_a1,0,8.17803,0,0,47.52677,0,12.40979,0,0,31.4813,0,0.40411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d81_a2,0,9.84517,0,0,18.4393,0,6.27838,0,0,65.43715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d81_a3,0,0,0,0,92.69264,0,0,0,0,7.30736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d81_a4,0,6.7285,0,0,39.9207,0,3.76697,0,0,49.58383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d81_a5,0,24.10066,0,0,37.30361,0,14.50797,0,0,20.75533,0,3.33245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d81_a6,0,7.95975,0,0,34.69065,0,15.377,0,0,41.9726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d81_a7,0,11.50546,0,0.02664,28.45246,0,22.47878,0,0,36.48182,0,1.05483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d89_b2,0,9.3845,0,0,40.51596,0,45.26152,0,0,3.10866,0,1.72936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d89_b3,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d89_b5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d89_b6,0,0,0,0,98.62792,0,1.37208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d0_inoc,8.17863,10.91099,3.5108,1.88733,53.70568,0.71154,7.12896,0.08538,7.35401,0.30486,0,2.43906,3.78277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d10_dama,0.65766,8.22753,8.88794,27.84518,3.47248,0,28.24614,0,0,3.09104,0,7.99597,11.57605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d10_damb,1.30972,6.50985,15.87985,13.21522,7.57049,0,25.71526,0,0,3.87427,0,6.60986,19.31548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d17_dama,1.20929,6.98638,11.78772,2.93285,3.10847,0,46.68769,0,0,3.98382,0,8.76672,14.53708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d17_damb,1.17482,5.52823,14.03772,1.74699,3.82767,0,42.07756,0,0,3.71675,0,8.94415,18.94611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d17_damc,0.78079,7.59081,15.38557,0.27739,4.35028,0,37.16389,0,0,3.26788,0,9.62334,21.56006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d32_damb,0,7.27067,14.58493,0,2.3628,0,41.71106,0,0,1.88083,0,14.73437,17.45534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d36_c1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d36_c2,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d36_c3,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d36_c4,0,0,0,0,93.85375,0,6.14625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d39_damb,1.56812,4.67574,8.31849,0.96102,1.59718,0,53.96227,0,0,2.48913,0,12.51143,13.91661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d47_damb,0.61127,4.57542,11.2789,1.54177,4.44237,0,40.12754,0,0,2.39421,0,11.11977,23.90876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d52_a2,0,0.35407,0,0,99.52875,0,0.02165,0,0,0,0,0.09553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d52_a5,0,0.97848,0,0,99.01823,0,0,0,0,0,0,0.00329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d52_a8,0,0.06848,0,0,99.93152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d52_a9,0,0.61549,0,0,99.38451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d54_damc,1.78358,8.90257,6.94825,0,3.36524,0,42.71891,0,0,2.58339,0,19.11974,14.57834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d56_c3,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d56_c6,0,0.15615,0,0,99.84385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d57_c2,0,1.73839,0,0,95.71225,0,0,0,0,2.54936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d58_c3,0,58.03759,0,0,0,0,0,0,0,0,0,26.44955,15.51286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d59_c1,0,7.14575,0,0,92.85425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d59_c2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d59_c4,0,95.68116,0,0,0,0,0,0,0,0,0,0,4.31884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d59_c6,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d62_dama,0,6.63812,4.17139,0.42078,3.27659,0,48.34191,0,0,2.91311,0,14.83734,19.40077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d62_damb,2.52554,4.94494,7.27917,1.64158,3.22953,0,28.72966,0,0,3.60603,0,19.43689,28.60667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d62_damc,0.27134,14.74987,0,8.78291,2.44442,0,27.69457,0,0,8.59615,0,6.8182,30.64253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d7_damb,0.50051,4.90702,4.84528,57.49637,3.06266,0,13.19189,0,0,2.96323,0,4.94303,8.09001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d7_damc,1.05834,3.9336,1.55351,13.392,3.7452,0,38.11495,0,0,5.46748,0,19.70363,13.03129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d77_damb,1.20825,5.17627,10.41414,2.03137,4.5536,0,31.51265,0,0,3.278,0,12.36186,29.46385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d81_c3,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d81_c7,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d84_c1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d84_c2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d84_c3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d84_c4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d84_c5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d84_c9,0,94.6619,0,0,0,0,0,0,0,0,0,4.83868,0.49943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d89_damb,4.35682,7.07797,9.9542,0.72658,2.6347,0,35.85894,0,0,3.57221,0,10.13128,25.68731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF23_d89_damc,0,26.68235,0,2.16986,4.11724,0,16.91103,0,0,4.80001,0,10.81927,34.50024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_AB_Sire_day4,0,0.48794,0,41.71299,4.86852,0,44.739,0,0,0,0,8.19155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_B_Sire_day19,0,0.53591,0,42.5125,9.92945,0,39.47183,0,0,0,0,7.55031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_B_Sire_day30,0,0.71287,0,32.16714,10.25422,0,46.73734,0,0,0,0,10.12843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C_dam_day19,1.04111,0.40812,3.29447,28.30395,1.30635,0,44.12748,0,11.20095,0,0,10.31757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C_dam_day4,0,0.49189,0,26.87296,61.67018,0,9.5084,0,0,0.22845,0,1.22811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C_Sire_day19,1.41504,0.71492,2.11208,11.46255,57.39462,0,18.25789,0,4.40235,0,0,4.24055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C_Sire_day30,0,1.2207,0,46.9662,5.10331,0,37.97319,0,0,0,0,8.7366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C_Sire_day4,1.21826,1.26125,3.50119,42.71144,5.25581,0,28.98769,0,9.00623,0.38851,0,7.66962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C1_day30,0,0.88144,0,54.95997,25.5998,0,17.8744,0,0,0.34566,0,0.33873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C1_day32,1.27786,1.15497,0.03357,54.21633,17.14324,0,15.50976,0,4.33373,0.00861,0,6.32192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C1_day34,0,0.22706,0,55.96762,10.52345,0,30.50785,0,0,0.53529,0,2.23873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C2_day30,0,0,0,0,99.83809,0,0.16191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C2_day32,0,0.395,0,9.91644,77.69093,0,10.33424,0,0,0,0,1.66339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C2_day35,1.04111,0.40812,3.29447,28.30395,1.30635,0,44.12748,0,11.20095,0,0,10.31757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C2_day38,0,3.01642,0,4.78405,92.19953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C2_day39,0,20.68664,0,4.8555,73.59134,0,0.14483,0,0,0,0,0.72169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C2_day40,0,6.17313,0,1.00884,89.41265,0,2.12787,0,0,0,0,1.27751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C2_day41,0,81.26021,0,18.73979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C2_day42,0,0.62056,0,25.46477,17.22792,0,46.12186,0,0,0,0,10.56488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C2_day45,0,0.39377,0,38.62494,11.70051,0,42.15399,0,0,0,0,7.12678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C3_day30,0,3.67693,0,50.91623,22.40282,0,20.31469,0,0,0.37192,0,2.31741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C3_day32,0,1.1922,0,0,98.8078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C3_day34,34.42865,26.05002,17.56688,10.35093,6.906,0.46773,2.92222,0.3988,0.74403,0.08257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06201,0.02018,0,0,0,0,0
GF3_C3_day35,3.05532,1.36451,5.08872,24.48957,2.28637,0,42.6666,0,10.20882,0,0,10.84009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C3_day39,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C3_day40,0,1.52075,0,0.48816,96.07747,0,1.17616,0,0,0,0,0.73745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C3_day41,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C3_day42,0,0.60577,0,19.10468,20.81629,0,51.64645,0,0,0,0,7.82681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C3_day45,0,0.7248,0,45.31227,6.96466,0,40.82213,0,0,0,0,6.17613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C4_day30,1.81156,1.16785,1.04925,62.96378,17.41901,0,10.55393,0,4.06061,0.30548,0,0.66854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C4_day32,0,4.23,0,0,95.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C4_day34,1.11441,4.68994,1.13564,39.39194,10.97031,0,33.74665,0,4.15824,0,0,4.79288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C4_day38,0,0.26995,0,0.72192,99.00813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C4_day39,0,2.24068,0,1.38912,95.62477,0,0.07818,0,0,0,0,0.66724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C4_day40,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C4_day41,0,86.21224,0,13.78776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C4_day42,0,1.50829,0,35.17645,11.96727,0,43.26757,0,0,0,0,8.08043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C4_day45,0,1.02136,0,34.21025,8.31298,0,46.60267,0,0,0,0,9.85275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C5_day30,0,0,0,0.35395,99.52564,0,0.12041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C5_day39,0.26559,2.7964,0,1.73798,85.86561,0,7.90384,0,0,0,0,1.43059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C5_day41,0,99.58888,0,0.41112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C5_day42,0,1.84554,0,46.52835,9.9598,0,38.12548,0,0,0,0,3.54084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C5_day45,0,0.69573,0,57.13328,5.85331,0,33.90891,0,0,0,0,2.40877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C6_day30,0,0,0.06194,1.04847,95.96768,0,2.73899,0,0.18292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C6_day35,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C6_day38,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C6_day39,0.53484,2.42112,0,2.1763,88.66333,0,4.47892,0,0,0,0,1.7255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C6_day41,0,0.2304,0,10.69772,11.43267,0,66.86036,0,0,0,0,10.77884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C6_day42,0,0.56981,0,57.31886,5.76619,0,31.88794,0,0,0,0,4.4572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C6_day45,0,1.0882,0,51.67369,8.87916,0,33.42021,0,0,0,0,4.93874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C7_day40,0,81.47642,0,17.95539,0,0,0,0,0,0,0,0.5682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C7_day41,0,0.6571,0,38.84773,6.76198,0,45.81585,0,0,0,0,7.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C7_day42,0,1.7887,0,13.69841,11.30526,0,62.56734,0,0,0,0,10.64029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C7_day45,0,1.1889,0,41.70374,10.5085,0,38.90406,0,0,0,0,7.6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C8_day30,0.01864,0,0,22.24065,67.31064,0,7.63676,0,0.75243,0,0,2.04088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C8_day32,0,8.00998,0,0.05581,91.93421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C8_day34,1.21826,1.26125,3.50119,42.71144,5.25581,0,28.98769,0,9.00623,0.38851,0,7.66962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C8_day39,0,1.92073,0,1.30801,94.00601,0,1.23561,0,0,0,0,1.52964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C8_day40,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C8_day41,0,0.5116,0,62.27529,6.75131,0,26.50859,0,0,0,0,3.95322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C8_day42,0,0.7565,0,47.13748,6.50427,0,38.75324,0,0,0,0,6.84852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C8_day45,0,1.61762,0,49.52601,5.13677,0,36.88458,0,0,0,0,6.83503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C9_day30,0.82416,0.01829,0.33793,14.85821,68.26109,0,9.55388,0,4.2553,0,0,1.89114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C9_day32,0,0.51616,0,62.07286,15.69417,0,18.31035,0,0,0.06521,0,3.34125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C9_day34,0.37579,1.83829,1.51548,44.93931,3.03887,0,29.72102,0,12.48949,0.28399,0,5.79775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C9_day38,0,2.10749,0,3.22685,94.66566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C9_day39,0,8.50862,0,3.75526,83.71274,0,2.59455,0,0,0,0,1.42883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C9_day40,0,41.72633,0,0,58.27367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C9_day41,0,1.06091,0,15.67679,16.0951,0,58.00848,0,0,0,0,9.15872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C9_day42,0,0.80225,0,48.83157,8.80002,0,34.68924,0,0,0,0,6.87692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_C9_day45,0,2.6013,0,61.03244,7.3843,0,28.0842,0,0,0,0,0.89776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF3_inoc,0,1.77191,0,16.23477,28.13713,0,50.11219,0,0,0.99385,0,2.75015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_B1_D35,0,81.86896,0,18.13104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_B1_D36,0,86.78923,0,0.59973,12.40086,0,0.21018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_B1_d37,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_B2_d35,0,16.33196,0,1.13433,82.53371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_B2_d36,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_B3_d35,0,82.63922,0,14.99204,0,0,0,0,0,0,0,2.36874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_B3_d36,0,72.03416,0,4.34166,22.24158,0,0.39985,0,0,0,0,0.98275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_B3_d37,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_B3_d42,0,1.56615,0,53.55772,5.81978,0,30.37938,0,0,0,0,8.67697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_B3_d43,0,2.89738,0,44.13371,3.55844,0,42.26856,0,0,0,0,7.1419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_B3_d44,0,3.91362,0,73.65812,2.71638,0,14.02068,0,0,0,0,5.69119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_B3_d46,0,2.97518,0,77.56029,7.12841,0,10.9261,0,0,0,0,1.41003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
