Sample,Peptoniphilaceae,Enterococcaceae,Actinomycetaceae,Bifidobacteriaceae,Enterobacteriaceae,Streptococcaceae,Clostridiaceae,Staphylococcaceae,Veillonellaceae,Morganellaceae,Pseudomonadaceae,Peptostreptococcaceae,Erysipelotrichaceae,Alcaligenaceae,Dermabacteraceae,Campylobacteraceae,Bacillales_unclassified,Bacteroidaceae,Akkermansiaceae,Lactobacillaceae,Lachnospiraceae,Sutterellaceae,Proteobacteria_unclassified,Sphingomonadaceae,Corynebacteriaceae,Mycobacteriaceae,Ruminococcaceae,Eggerthellaceae,Oscillospiraceae,Propionibacteriaceae,Fusobacteriaceae,Yersiniaceae,Sphingobacteriaceae,Comamonadaceae,Paenibacillaceae,Moraxellaceae
GF11_B1_d71,0,0,0,1.74694,98.23761,0,0.01545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B2_COLON_D38,2.03955,11.59457,1.33587,0.56313,84.46688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B2_d105_colon,0,3.43635,2.17978,40.31561,6.77331,0,38.87298,0,0,0,0,8.42197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B2_D36,13.2581,23.18796,9.15645,4.36759,50.02991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B2_d71,0,9.41894,0,2.01421,88.35331,0,0,0,0,0,0,0.21354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B2_d73,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B3_COLON_D38,0,7.6351,0,0,92.3649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B3_d105_colon,0,1.22637,0,57.22703,6.56476,0,30.65711,0,0,0,0,4.32473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B3_D35,0,4.01707,0,0.66057,95.32235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B3_D37,0,0.52405,0,0,99.47595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B3_d71,0,1.86076,0,0,98.13924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B4_COLON_D38,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B4_d105_colon,0,1.92354,0,73.63776,4.07333,0,14.9814,0,0,0,0,5.38398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B4_D35,0,13.79192,0,2.84686,83.36123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B4_D37,0,2.83339,0,0,97.16661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B4_d72,0,0,0,0.18919,99.81081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B4_d73,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B4_d74_colon,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B5_COLON_D38,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B5_d105_colon,0,2.52186,2.88031,24.07404,5.11138,0,56.46414,0,0,0.05866,0,8.8896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B5_D35,0,1.19421,0,0,98.80579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B5_D37,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B5_d71,0,22.21839,0,0.80902,76.95051,0,0,0,0,0,0,0.02208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B5_d74_colon,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B6_d105_colon,0,1.74762,0.55401,56.00153,3.38246,0,32.26074,0,0,0.01815,0,6.03549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B6_d71,0,0.35668,0,0.4296,99.21371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B7_d105_colon,0,5.63129,1.92648,66.63134,15.98286,0,8.00359,0,0,0.14294,0,1.68149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B7_d71,0,5.95436,0,1.75825,92.28739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B7_d73,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B7_d74_colon,0,12.47745,0,0,24.54953,0,25.02988,0,0.2451,0.50813,0,12.19408,24.99584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_B8_d105_colon,0,1.34003,0.80243,60.94963,4.52683,0,26.32516,0,0,0,0,6.05592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C1_COLON_D38,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C1_D36,5.64989,14.37393,3.55819,0.97039,75.44759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C1_d71,0,6.26949,0,1.23929,92.49122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C1_d74_colon,0,41.15151,0,0,29.21727,0,4.1993,0,0,0,0,3.73466,21.69726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C2_D37,0,5.52805,0,0,94.47195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C2_d71,0,2.49355,0,0.80053,96.70592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C2_d72,0,3.21062,0,0.26679,96.52259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C2_d74_colon,0,83.7209,0,0,9.27528,0,0.36642,0,0,0,0,0.89374,5.74365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C3_COLON_D38,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C3_D35,0,1.35672,0,0.47489,98.16839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C3_D36,5.97877,11.45507,2.7557,2.32967,77.48079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C3_d71,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C3_d74_colon,0,21.15954,0,0,19.50854,0,13.43452,0,0,13.63423,0,32.26317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C4_COLON_D38,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C4_D35,0,12.65621,0,3.06099,84.2828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C4_D36,1.18642,8.96435,0.28275,2.23663,87.32986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C4_d74_colon,0,0,0,0,47.53634,0,19.21285,0,0,2.12745,0,31.12336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C5_D37,0,7.53571,0,0,92.46429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C5_d71,0,20.43045,0,0,79.56955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C5_d72,0,21.75682,0,0.85732,77.38586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C5_d74_colon,0.17896,3.71313,0,0,39.44238,0,13.58829,0,1.85633,0.2775,0,2.99954,37.94387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C6_d71,0,2.09429,0,3.97129,91.50065,0,1.77669,0,0,0,0,0.65708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C6_d72,0,2.26374,0,1.85678,95.28705,0,0,0,0,0,0,0.59243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C6_d74_colon,0,6.53349,0,0,18.34032,0,46.1113,0,0,1.97577,0,27.03912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C7_d71,0,1.52821,0,1.9835,96.4883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_C7_d72_colon,0,0,0,2.44324,97.55676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF11_INOC,26.61076,28.97205,10.13899,4.33869,27.72136,0,2.21814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF12_A_dam_d21,0,71.86348,0,0,0,0,0,19.1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.03382,0,0,0,0,0,0,0,0,0,0,0
GF12_A_Dam_d85,0,1.11385,0,0,0,0,65.78856,0,0,0,0,9.94698,23.15062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF12_A1_d31,0,1.20815,0,0,0,0,0,98.79185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF12_A1_d76_colon,0,0.0456,0,0,0,0,66.0145,0,0,0,0,10.72784,23.21206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF12_A2_d32,0,59.44316,0,0,0,0,0,40.55684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF12_A2_d34_colon,0,5.49987,0,0,92.50334,0,0.8049,0,1.19189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF12_A2_d76_colon,0,0.52611,0,0,0,0,67.70046,0,0,0,0,10.52462,21.24882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF12_A3_d31,0,90.69378,0,0,0,0,2.20682,6.14758,0,0,0,0.20231,0.74951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF12_A3_d76_colon,0,0.86874,0,0,0,0,43.82935,0,0,0,0,12.27416,43.02776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF12_A4_d31,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF12_A4_d32,0,93.84476,0,0,0,0,0,6.15524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF12_A4_d34_colon,0,0,0,0,0,0,1.28705,0,0,0,0,98.71295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF12_A4_d76_colon,0,0,0,0,0,0,27.35287,0,0,0,0,11.57441,61.07272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF12_A5_d34_colon,0,0,0,0,0,0,51.90076,0,0,0,0,35.67469,12.42454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF12_A5_d76_colon,0,0,0,0,0,0,82.6031,0,0,0,0,4.64644,12.75046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF12_A6_d76_colon,0,0.62601,0,0,0,0,74.34499,0,0,0,0,7.86147,17.16753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF12_A7_d76_colon,0,0.53086,0,0,0,0,70.47959,0,0,0,0,9.97507,19.01448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF12_A8_d76_colon,0,0,0,0,0,0,72.68966,0,0,0,0,6.90353,20.40681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF12_B1_d79,0,86.45192,0,0,0,0,0.35812,12.30979,0,0,0,0.88016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF12_B2_d32,0,99.94988,0,0,0,0,0,0.05012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF12_B2_d79,0,0.35482,0,0,0,0,3.2596,94.25914,0,0,0,2.087,0.03945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF12_B2_d81,0,0,0,0,0,0,0,95.82582,0,0,0,0,4.17418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF12_B2_d82_colon,0,28.43125,0,0,0,0,0,14.25437,0,0,0,57.31438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF12_B3_d31,0,0.97743,0,0,0,0,0,99.02257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF12_B3_d80,0,92.92868,0,0,0,0,0.60275,4.88901,0,0,0,1.57956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF12_B4_d31,0,97.76713,0,0,0,0,0,2.23287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF12_B4_d79,0,35.98468,0,0,0,0,0.40556,61.2624,0,0,0,2.34736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF12_B5_d79,0,84.08879,0,0,0,0,0.98211,12.88351,0,0,0,2.04559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF12_C1_d79,0,99.22994,0,0,0,0,0,0,0,0,0,0.77006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF12_C1_d82_colon,0,6.79165,0,0,0,0,42.28878,0,0,0,0,12.94103,37.97854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF12_C2_d31,0,13.87093,0,0,0,0,0,86.12907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF12_C2_d79,0,98.73622,0,0,0,0,0,0,0,0,0,1.26378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF12_C3_d31,0,98.93088,0,0,0,0,0,1.06912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF12_C3_d79,0,75.96874,0,0,0,0,0,24.03126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF12_C3_d80_colon,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF12_C4_d31,0,73.62729,0,0,0,0,0,26.37271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF12_C5_d79,0,0.06961,0,0,0,0,0.61794,98.99758,0,0,0,0.31486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF12_Inoc,0,59.98855,0,0,0,0,0,40.01145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF13_A1_d32,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF13_A1_d34,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF13_A1_d65_colon,0,0,0,0,36.36306,0,18.47174,0,0,0,0,11.54224,33.62296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF13_A10_d65_colon,0,0,0,0,27.90222,0,30.52122,0,0,0,0,8.66352,32.91305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF13_A2_d32,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF13_A2_d65_colon,0,0,0,0,36.26585,0,17.49567,0,0,0,0,10.73627,35.50221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF13_A3_d32,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF13_A3_d65_colon,0,0,0,0,21.61079,0,34.63402,0,0,0,0,12.72932,31.02587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF13_A4_d32,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF13_A4_d65_colon,0,0,0,0,25.20506,0,20.35391,0,0,0,0,8.73035,45.71067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF13_A5_d32,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF13_A5_d65_colon,0,0,0,0,23.69892,0,34.16631,0,0,0,0,15.19731,26.93747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF13_A6_d32,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF13_A6_d34,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF13_A6_d65_colon,0,0,0,0,31.90866,0,28.78325,0,0,0,0,11.09343,28.21466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF13_A7_d65_colon,0,0,0,0,25.25803,0,36.42192,0,0,0,0,8.71911,29.60094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF13_A8_d65_colon,0,0,0,0,26.15014,0,28.8297,0,0,0,0,7.91082,37.10935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF13_A9_d65_colon,0,0,0,0,22.04369,0,31.10729,0,0,0,0,12.59396,34.25505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF13_B1_d32,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF13_B1_d65_colon,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF13_B2_d32,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF13_B2_d35_colon,0,0,0,0,43.89604,0,28.81742,0,0,0,0,15.35346,11.93308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF13_B3_d32,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF13_B3_d34,0,0,0,0,94.72511,0,3.8673,0,0,0,0,1.40759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF13_B3_d35_colon,0,0,0,0,18.29547,0,39.46566,0,0,0,0,24.49256,17.74631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF13_B3_d65_colon,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF13_B4_d32,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF13_B4_d35_colon,0,0,0,0,41.61567,0,24.17791,0,0,0,0,15.8339,18.37252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF13_B5_d32,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF13_B5_d35_colon,0,0,0,0,65.2892,0,11.21551,0,0,0,0,21.27955,2.21573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF13_B5_d65_colon,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF13_B8_d65_colon,0,0,0,0,96.20381,0,0,0,0,0,0,3.79619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF13_B9_d65_colon,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF13_inoc_200118,0,0,0,0,28.08557,0,0,66.7195,0,0,0,0,0,0,5.19493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_A_d66_stool,0.50445,7.49888,7.4567,0,4.3173,0,54.31242,0,0,3.59906,0,4.84714,17.46406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_A_Dam_d21,0,3.24742,0,0,6.46085,0,50.88421,0,0,2.17038,0,14.93126,22.30588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_A1_d32,0,2.71973,0,0,93.18453,0,1.6728,0,0,0,0,1.65719,0.76575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_A1_d35_colon,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_A1_d94_stool,0.00591,2.99274,0,0,95.03855,0,1.00582,0,0,0.27565,0,0.68133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_A1_d95_stool,0.23698,2.80689,0,0,90.83359,0,4.00594,0,0,0,0,1.6277,0.4889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_a1_d97_colon,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_A2_d32,0,3.23575,0,0,94.46657,0,0.92994,0,0,0,0,1.36774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_A2_d33,0,2.88683,0,0,93.91418,0,1.99862,0,0,0,0,1.20038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_A2_d35_colon,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_A2_d94_stool,0,0.08494,0,0,99.91506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_A2_d96_16_stool,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_a2_d97_colon,0,0,0,0,99.89767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10233,0,0,0,0,0,0,0,0,0,0,0
GF14_A3_d32,0,3.46083,0,0,90.86312,0,3.71472,0,0,0,0,1.6752,0.28614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_A3_d35_colon,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_a3_d97_colon,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_A4_d32,0,0.65815,0,0,82.9521,0,0,0,0,15.94207,0,0.44768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_A4_d33,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
