Sample,Enterococcus,Anaerococcus,Varibaculum,Finegoldia,Bifidobacterium,Escherichia,Streptococcus,Clostridium,Citrobacter,Staphylococcus,Veillonella,Morganella,Pseudomonas,Clostridioides,Erysipelatoclostridium,Proteus,Klebsiella,Achromobacter,Enterobacter,Dermabacter,Peptoniphilus,Campylobacter,Gemella,Bacteroides,Akkermansia,Lactobacillus,Blautia,Lachnoclostridium,Parasutterella,Proteobacteria_unclassified,Turicimonas,Sphingomonas,Negativicoccus,Actinomyces,Corynebacterium,Aeriscardovia,Mycobacteroides,Lachnospiraceae_unclassified,Acutalibacter,Anaerotruncus,Dorea,Enterorhabdus,Oscillibacter,Cutibacterium,Fusobacterium,Serratia,Leclercia,Pedobacter,Delftia,Paenibacillus,Acinetobacter
GF2_B2_day28,1.47821,0,0,0,1.18433,79.53719,0,1.59747,14.60444,0,0,0,0,1.59836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B2_day29,0.7165,0,0,0.78917,2.22375,46.99853,0,28.45459,18.81865,0,0,0,0,1.99882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B2_day30,1.68339,0,0,0.10151,2.26456,8.53238,0,67.68945,9.97591,0,0,0,0,8.2365,0,0,1.51631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B2_day31,0.53143,0,0,0,0.56887,0.52563,0,89.86585,1.0889,0,0,0,0,6.2786,0,0,1.14072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B2_day37,0.13582,0,0,0,48.01128,1.22322,0,45.13883,0.05105,0,0,0.04535,0,3.68503,0,0,1.6991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B2_day41,8.31744,0,0,0,20.51453,43.56443,0,14.63276,9.49183,0,2.01842,0,0,1.4606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B2_day44,0.77927,0,0,0.07928,39.32985,0.47354,0,30.14879,14.72916,0,9.22487,0.04995,0,4.97573,0,0,0.20955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B3_d35,0.18768,0,0,0,0.5903,5.02799,0,81.70713,0,0,0,0,0,8.48121,0,0,4.0057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B3_day27,1.09889,0,0,0,1.19857,88.12073,0,1.39301,6.79336,0,0,0,0,1.39544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B3_day28,0.98406,0,0,0,1.11578,76.06219,0,12.19301,7.31815,0,0,0,0,2.32681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B3_day31,0.45948,0,0,0,0.90685,3.88958,0,85.76232,1.99393,0,0,0,0,6.52207,0,0,0.46577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B3_day37,0,0,0,0,46.57987,0.57506,0,46.97822,0,0,0,0,0,4.44442,0,0,1.42242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B3_day41,0.21272,0,0,0,54.65444,1.89169,0,32.22086,4.15629,0,3.70784,0.07128,0,3.08488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B3_day44,0.41444,0,0,0,1.55405,3.34803,0,59.91096,27.53116,0,0.02488,0,0,5.19355,0,0,2.02293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B4_d35,0.19373,0,0,0,0,1.38724,0,84.91831,0.27871,0,0,0,0,7.77019,0,0,5.45182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B4_day27,2.394,0,0,0,1.42458,90.33522,0,0,5.26022,0,0,0,0,0.58599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B4_day28,2.10006,0,0,0,48.09335,1.32683,0,34.08231,3.70453,0,0,0,0,8.39718,0,0,2.29573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B4_day29,2.23211,0,0,0.77983,2.83389,54.31257,0,27.22649,9.6746,0,0,0,0,2.94052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B4_day32,1.14498,1.22639,2.93779,1.96219,23.35075,1.38404,0,49.50512,1.21211,0,5.62432,0,0,11.21449,0,0,0.21244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03861,0.18675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B4_day37,0,0,0,0,38.95564,0.62772,0,56.24994,0,0,0,0,0,4.04345,0,0,0.12325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B4_day41,0,0,0,0,0,0,0,0,99.97767,0,0.02233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B5_d34,2.44625,0,0,0,49.23939,1.04879,0,42.73987,0.72792,0,0,0,0,3.18284,0,0,0.61494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B5_d35,0,0,0,0,36.78445,0.67961,0,53.63303,0.21826,0,0,0,0,6.41149,0,0,2.27316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B5_day27,2.01816,0,0,0,43.15546,4.31308,0,38.04025,2.44657,0,0,0,0,8.20522,0,0,1.82127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B5_day28,13.04748,0,0,0,1.59401,70.08189,0,4.79895,8.39998,0,0.21554,0,0,1.86214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B5_day29,8.29176,0,0.37823,6.01853,5.97623,38.88913,0,27.26937,10.78829,0,0,0,0,2.06158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B5_day30,1.38155,0,0,0.04413,0.55838,4.75981,0,77.10974,6.43111,0,0,0,0,8.68302,0,0,1.03226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B5_day31,0.11143,0,0,0.11846,0.22288,1.82348,0,85.66735,2.80764,0,0,0,0,8.05097,0,0,1.19778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B5_day37,0.23473,0,0,0,55.30461,2.14623,0,34.95623,0.21861,0,1.16735,0.19251,0,4.8887,0,0,0.89103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B5_day41,6.4659,0,0,0,22.38218,44.96645,0,16.03326,5.27681,0,1.7226,0,0,3.15279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B5_day44,0.74497,0,0.0577,1.31851,54.41403,0.62705,0,30.3711,2.69145,0,6.6713,0.1037,0,2.52184,0,0,0.47835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_colon_A1_day45,0,0,0,0,5.00538,0,0,7.87045,86.75222,0,0,0,0,0.37195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_colon_B1_day44,0,0,0,0,7.3654,2.58632,0,74.9903,4.65351,0,0,0,0,6.33014,0,0,4.07432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_colon_B2_day44,0.17645,0,0,0.00858,8.5868,2.3257,0,73.22056,7.3313,0,0.12128,0.05493,0,5.33443,0,0,2.83996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_colon_B3_day44,0,0,0.92371,0.77458,33.52442,0,0,16.2114,42.94066,0,2.56377,0,0,2.60757,0,0,0.33607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_colon_B5_day44,1.04444,0,0,0.06016,9.78818,8.39036,0,69.53207,3.96184,0,0.69137,0,0,6.53158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_Inoc,26.43814,25.88012,15.11897,10.53531,8.84848,4.74843,0.35463,4.41914,2.24028,0.49707,0.7928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d127_a1,0,0,0,0,0,76.7108,0,0,0,0,0,0,0,0,0,0,23.2892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d127_a2,0,0,0,0,0,66.17866,0,0,0,0,0,0,0,0,0,0,33.82134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d127_a3,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d127_a5,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d127_a6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d127_a7,0,0,0,0,0,34.31851,0,0,0,0,0,0,0,0,0,0,65.68149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d127_a9,0,0,0,0,0,84.59224,0,0,0,0,0,0,0,0,0,0,15.40776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d140_c8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d161_b2,0.13114,0,0,0,0.03116,81.72426,0,0,18.11345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d161_b4,0.85692,0,0,0,1.12052,81.69693,0,0,16.04123,0,0,0,0,0.23284,0,0,0.05157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d161_b8,0.36998,0,0,0,0.06769,65.04954,0,0,5.23956,0,0,0,0,0,0,0,29.27323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d164_b1,1.65474,0,0,0,0,86.14421,0,0,0,0,0,0,0,0,0,0,12.20106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d164_b2,0,0,0,0,0,29.76541,0,0,55.13484,0,0,0,0,0,0,0,15.09975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d164_b3,0,0,0,0,0,58.79996,0,0,24.02049,0,0,3.10767,0,0,0,0,14.07188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d164_b4,0,0,0,0,0,51.771,0,0,23.89711,0,0,0,0,0,0,0,24.33189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d164_b5,0,0,0,0,0,52.09674,0,0,33.19742,0,0,6.13944,0,0,0,0,8.5664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d164_b6,0,0,0,0,0,86.66117,0,0,4.90941,0,0,1.05465,0,0,0,0,7.37476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d164_b7,0,0,0,0,0,32.69005,0,0,47.27365,0,0,0,0,0,0,0,20.0363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d164_b8,0,0,0,0,0,78.85165,0,0,13.37678,0,0,3.44971,0,0,0,0,4.32186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d164_b9,0,0,0,0,0,64.8741,0,0,35.1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d167_damb,1.15517,0,0,0,0,1.85109,0,0,8.22462,0,0,4.50025,0,0,0,0,84.26888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d170_c1,0,0,0,0,0,33.61783,0,0,60.37731,0,0,0,0,0,0,0,6.00486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d170_c2,0,0,0,0,0,1.37784,0,0,93.9678,0,0,0,0,0,0,0,4.65436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d170_c5,0,0,0,0,0,0,0,0,57.63963,0,0,5.33301,0,0,0,0,37.02736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d170_c6,0,0,0,0,0,0,0,0,7.42839,0,0,21.61233,0,0,0,0,70.95928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d170_c7,0,0,0,0,0,0.61551,0,0,98.58789,0,0,0.7966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d170_c8,0,0,0,0,0,0,0,0,47.98903,0,0,0,0,0,0,0,52.01097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d170_c9,0,0,0,0,0,0,0,0,99.59109,0,0,0,0,0,0,0,0.40891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d33_a3,90.46654,0,0,0,1.27753,2.21241,0,0.01854,0,0,0,5.26841,0,0.75657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d33_a4,2.29877,0,0,0,1.38273,0,0,0.17187,87.81186,0,0,7.65896,0,0.67582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d33_a5,1.5821,0,0,0,1.64774,95.34382,0,0.07427,0,0,0,0.59991,0,0.75216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d33_b2,13.47497,0,0,0,0.106,2.51317,0,0,83.90587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d33_b3,0.52866,0,0,0,0,3.55553,0,0,95.91581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d33_b4,7.76074,0,0,0,0.51042,12.60183,0,0,79.10294,0,0,0,0,0.02406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d34_a2,0,0,0,0,0,75.14568,0,0,0,0,0,24.85432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d34_a4,1.79183,0,0,0,1.12183,4.68756,0,0.47323,61.76498,0,0,29.56301,0,0.59757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d34_b3,0.99942,0,0,0,0.94969,5.63629,0,0,92.29347,0,0,0,0,0.12113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d35_a2,0,0,0,0,0.2797,99.5915,0,0,0,0,0,0.1288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d36_a1,0,0,0,0,0,0,0,0,0,0,0,97.52496,0,0,0,0,2.47504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d36_a2,0,0,0,0,0,52.87116,0,0,0,0,0,46.54053,0,0,0,0,0.58831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d36_a3,0,0,0,0,0,0,0,0,0,0,0,92.279,0,0,0,0,7.721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d36_a4,0,0,0,0,0,8.57683,0,0,0,0,0,91.42317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d36_a5,0,0,0,0,0,1.88966,0,0,0,0,0,72.95131,0,0,0,0,25.15903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d36_b5,0,0,0,0,0,45.19637,0,0,0,0,0,54.80363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d39_dama,4.03293,0,0,0,58.10052,1.4423,0,25.51392,1.22473,0,0,0.51793,0,7.10677,0,0,0.8044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25348,0,0.00303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d39_damc,3.977,0,0,0,55.57402,2.07427,0,30.34606,0.05186,0,0,0.47627,0,7.48028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d40_c3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d40_c5,4.45957,0,0,0,0,53.97815,0,22.29006,19.27222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d40_c6,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d66_c1,0.60987,0,0,0,0,13.50519,0,17.89138,0,0,0,65.9126,0,2.08096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d66_c10,3.49855,0,0,0,0,45.77587,0,38.99809,0,0,0,9.50522,0,2.22226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d66_c2,4.25906,0,0,0,0,12.98289,0,10.38498,0,0,0,71.78715,0,0.58591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d66_c3,0.8604,0,0,0,0,63.76055,0,27.00604,0,0,0,7.04545,0,1.32755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d66_c4,15.44422,0,0,0,0,3.23621,0,23.73449,0,0,0,56.50196,0,1.08312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d66_c5,2.33365,0,0,0,0,71.25267,0,12.14273,0,0,0,13.12608,0,1.14486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d66_c6,8.41306,0,0,0,0.22339,69.52075,0,11.16154,0,0,0,9.64643,0,1.03483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d66_c7,6.66006,0,0,0,0,16.1783,0,43.12491,0,0,0,31.50827,0,2.52846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d66_c8,2.16954,0,0,0,0,8.62587,0,19.29282,0,0,0,69.08749,0,0.82427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d66_c9,12.21802,0,0,0,0,5.67269,0,34.5278,0,0,0,46.26318,0,1.31831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d68_b2,0,0,0,0,0,73.04736,0,0,26.95264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d68_b3,1.24698,0,0,0,1.08043,73.38294,0,0,24.28965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d68_b4,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d68_b5,0,0,0,0,0,85.66631,0,0,0,0,0,0,0,0,0,0,14.33369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d68_b6,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d68_b7,0,0,0,0,0,97.39257,0,0,0,0,0,0,0,0,0,0,2.60743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d68_b8,0,0,0,0,0,97.43644,0,0,0,0,0,0,0,0,0,0,2.56356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d75_dama,5.58949,0,0,0,58.54598,2.42185,0,27.31527,0.086,0,0,0.44517,0,5.58441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d75_damc,10.67831,0,0,0,3.10304,8.62219,0,34.65731,1.38237,0,0,2.13808,0,26.87071,0,0,12.54799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d81_a1,8.17803,0,0,0,0,33.49954,0,12.40979,12.00282,0,0,31.4813,0,0.40411,0,0,2.0244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d81_a2,9.84517,0,0,0,0,18.4393,0,6.27838,0,0,0,65.43715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
