Sample,Enterococcus,Anaerococcus,Varibaculum,Finegoldia,Bifidobacterium,Escherichia,Streptococcus,Clostridium,Citrobacter,Staphylococcus,Veillonella,Morganella,Pseudomonas,Clostridioides,Erysipelatoclostridium,Proteus,Klebsiella,Achromobacter,Enterobacter,Dermabacter,Peptoniphilus,Campylobacter,Gemella,Bacteroides,Akkermansia,Lactobacillus,Blautia,Lachnoclostridium,Parasutterella,Proteobacteria_unclassified,Turicimonas,Sphingomonas,Negativicoccus,Actinomyces,Corynebacterium,Aeriscardovia,Mycobacteroides,Lachnospiraceae_unclassified,Acutalibacter,Anaerotruncus,Dorea,Enterorhabdus,Oscillibacter,Cutibacterium,Fusobacterium,Serratia,Leclercia,Pedobacter,Delftia,Paenibacillus,Acinetobacter
GF14_C_d66_stool,7.21346,0,7.84573,0.65364,0,1.64272,0,24.62136,5.67669,0,0,0,0,2.14018,39.7526,3.9221,6.53152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_c_d78_stool,5.29997,0,4.35464,0,0,0.49201,0,38.07421,3.70727,0,0,0,0,5.49967,36.15565,3.00886,3.40772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_c1_d130_colon,0.33654,0,0,0,0,0,0,0,0.86219,0,0,0,0,0.23102,0,0,98.57025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_c2_d130_colon,0.16994,0,0,0,0,55.20435,0,0,0,0,0,0,0,0,0,3.4312,41.1945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_c3_d130_colon,0.03334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.96666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_Cdam_d18_stool,6.1202,0,5.58039,0.0235,0,0.32296,0,32.7715,5.14522,0,0,0,0,10.31021,35.31689,2.84631,1.56284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_cdam_d5_stool,9.95007,0,0,0.01807,0,1.17537,0,44.73751,1.15579,0,0,0,0,8.31171,17.50428,8.57699,8.57021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_Cdam_d51_stool,6.12291,0,1.52863,0.5365,0,2.16577,0,32.40084,4.57636,0,0,0,0,3.8338,42.7824,2.21572,3.83708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_Cdam_d59_stool,4.19106,0,3.0847,0.27361,0,0,0,51.27871,1.6078,0,0,0,0,4.07586,28.73868,3.8904,2.85918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_Cdam_d9_stool,10.76301,0,0.31647,0.81865,0,1.91459,0,37.88167,1.69758,0,0,0,0,5.58936,25.97501,6.81397,8.22969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_d67_A1_stool,0.18321,0,0,0,0,91.05926,0,0,0,0,0,0,0,0,0,3.98301,4.77452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_d67_A3_stool,0,0,0,0,0,1.13697,0,0,0,0,0,0,0,0,0,0,98.86303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_d67_A4_stool,0,0,0,0,0,94.36448,0,0,0,0,0,0,0,0,0,0.83479,4.80073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_d67_A5_stool,0,0,0,0,0,85.66894,0,0,0,0,0,0,0,0,0,0,14.33106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_d67_A6_stool,0,0,0,0,0,78.06378,0,0,0,0,0,0,0,0,0,7.70045,14.23577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_d67_A7_stool,0,0,0,0,0,24.27893,0,0,0,0,0,0,0,0,0,42.69009,33.03098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_d67_A8_stool,0,0,0,0,0,41.77769,0,0,0,0,0,0,0,0,0,0,58.22231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_d67_A9_stool,0,0,0,0,0,95.46428,0,0,0,0,0,0,0,0,0,0,4.53572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_d68_A1_colon,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_d68_A10_colon,0.58004,0,0,0,0,92.29811,0,0,0,0,0,0,0,0.15921,0,0,6.96264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_d68_A2_colon,0,0,0,0,0,60.59554,0,0,0,0,0,0,0,0,0,0,39.40446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_d68_A3_colon,0,0,0,0,0,35.21129,0,0,0,0,0,0,0,0,0,0,64.78871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_d68_A4_colon,1.28748,0,0,0,0,93.99436,0,0,0,0,0,0,0,0,0,0.70428,4.01388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_d68_A5_colon,0,0,0,0,0,90.44944,0,0,0,0,0,0,0,0,0,3.09889,6.45167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_d68_A6_colon,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_d68_A7_colon,0,0,0,0,0,65.28104,0,0,0,0,0,0,0,0,0,19.47776,15.2412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_d68_A8_colon,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_d68_A9_colon,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_d89_B1_stool,3.04599,0,0,0,0,0,0,0,0,0,0,0,0,0.94362,0,0,96.01039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_d89_B2_stool,1.35039,0,0,0,0,0.93512,0,0,0,0,0,0,0,1.08379,0,0,96.6307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_d89_B3_stool,1.33721,0,0,0,0,0,0,0,45.47815,0,0,0,0,1.18606,0,0,51.99858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_d90_B2_stool,3.39684,0,0,0,0,0.9488,0,0,0,0,0,0,0,1.0316,0,0,94.62276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_d90_B3_stool,2.19814,0,0,0,0,0,0,0,32.77766,0,0,0,0,2.03174,0.55081,0,62.44165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_d91_B2_stool,0.93926,0,0,0,0,0,0,0.05535,0,0,0,0,0,0.53846,0,0,98.46693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF14_INOC,7.39196,0,0.07584,0,0,0,0.19114,5.89817,0,0,11.2748,0,0,2.27819,6.1927,0.26793,66.42928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_A_Dam_d21,0.81905,0.36292,5.33072,0.69577,61.25992,1.40495,0,23.45158,0.95554,0,0,0,0,2.79447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26832,2.65676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_a1_d106_stool,4.41948,0,0,0,2.36014,25.7697,0,0.31706,0,0,0,0,0,0.40276,0,0,66.73085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_A1_d108_colon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_A1_d35_colon,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_A1_d72_stool,4.5672,0,0,0,1.83142,0.15548,0,6.74183,0,0,0,0,0,1.44116,0,0,85.26291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_a2_d105_stool,8.60455,0,0,0,9.05494,0,0,0.7381,0,0,0,0,0,0.344,0,0,81.25841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_a2_d106_stool,13.16808,0,0,0,5.92582,0.99998,0,12.23492,0.41428,0,0,0,0,1.58604,0,0,65.67087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_A2_d108_colon,0,0,0,0,0.99325,0,0,0,0,0,0,0,0,0,0,0,99.00675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_A2_d32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_a3_d105_stool,3.36545,0,0,0,11.68336,0,0,0,0,0,0,0,0,0,0,0,84.95119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_A3_d108_colon,0,0,0,0,1.71166,0,0,0,3.36496,0,0,10.43503,0,0,0,0,84.48835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_A3_d32,0,0,0,0,0,29.84586,0,0,0,0,0,0,0,0,0,0,70.15414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_A3_d35_colon,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_a4_d105_stool,0.51238,0,0,0,0.77304,48.9709,0,0,0,0,0,0,0,0,0,0,49.74368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_A4_d108_colon,0,0,0,0,1.39055,0,0,0,0,0,0,80.9966,0,0,0,0,17.61284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_A4_d32,3.45339,0,0,0.00641,2.47262,0,0,0.68785,92.30685,0,0,0,0,1.07288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_a5_d105_stool,11.3649,0,0,0,2.12712,0,0,3.00856,0.32227,0,0,0,0,0.86007,0,0,82.31708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_A5_d108_colon,0,0,0,0,1.34013,0,0,0,0.4478,0,0,0,0,0,0,0,98.21207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_A5_d32,0.45719,0,0,0,1.40356,0,0,1.39342,95.62298,0,0,0,0,1.12285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_A5_d35_colon,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_a6_d105_stool,5.05005,0,0,0,0.57734,4.35882,0,0,0.31842,0,0,0,0,0.0524,0,0,89.64297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_A6_d108_colon,0,0,0,0,0,15.99339,0,0,0,0,0,2.86482,0,0,0,0,81.14179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_A6_d32_colon,0,0,0,0,0,79.73376,0,0,0,0,0,0,0,0,0,0,20.26624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_A7_d108_colon,0,0,0,0,5.3241,33.37838,0,0,0,0,0,0,0,0,0,0,61.29751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_a7_d74_colon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_a8_d105_stool,6.05234,0,0,0,0.48668,6.41652,0,6.3485,0.41283,0,0,0,0,1.29921,0,0,78.98393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_A8_d108_colon,0,0,0,0,1.24545,0,0,0,0,0,0,54.0379,0,0,0,0,44.71665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_a9_d105_stool,1.7087,0,0,0,0.425,66.71298,0,0.29383,0,0,0,0,0,0.21671,0,0,30.64277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_a9_d106_stool,8.86175,0,0,0,2.18737,29.21119,0,5.25043,0,0,0,0,0,1.1406,0,0,53.34867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_A9_d108_colon,0,0,0,0,1.29161,0,0,0,0,0,0,0,0,0,0,0,98.70839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_adam_d11_stool,2.95342,0.69841,6.54693,0.34061,75.43778,2.31675,0,8.62372,0.41004,0,0,0,0,2.05621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_adam_d18_stool,2.66475,0.38095,6.20623,0.50284,68.65905,2.94616,0,13.80111,0.49697,0,0,0.03817,0,2.95245,0,0,0.08627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67038,0.59467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_Adam_d5_stool,1.77612,0.87177,7.04157,0.05282,73.70994,2.38248,0,10.61676,0.64543,0,0,0.75482,0,1.84964,0,0,0.05619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_b_d5_stool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_B1_d32,3.31209,0,0,0,2.61814,0,0,3.23806,89.43693,0,0,0,0,1.39478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_B1_d35_colon,0,0,0,0,0,1.15963,0,0,6.19857,0,0,19.19178,0,0,0,0,73.45002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_B1_d94_stool,0.96787,0,0,0,0.12142,0.36365,0,0,0,0,0,0,0,0,0,0,98.54707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_b1_d97_colon,0,0,0,0,0,0,0,0,20.14412,0,0,9.20413,0,0,0,0,70.65175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_b10_d94_stool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_B10_d97_colon,0,0,0,0,0,0,0,0,8.89869,0,0,8.63882,0,0,0,0,82.46249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_B2_d32,2.10123,0,0,0,2.10322,0,0,2.53416,91.90997,0,0,0,0,1.35143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_B2_d33,2.33712,0,0,0,2.97421,0,0,4.00589,90.10683,0,0,0,0,0.57595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_B2_d35_colon,0,0,0,0,0,2.72045,0,0,12.69725,0,0,29.94548,0,0,0,0,54.63682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_b2_d94_stool,3.97744,0,0,0,0.30691,46.73294,0,0,0,0,0,0,0,0,0,0,48.98271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_b2_d95_stool,16.94407,0,0,0,1.10231,44.39998,0,1.09603,0,0,0,0,0,0.39285,0,0,36.06475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_b2_d97_colon,0,0,0,0,0,21.16904,0,0,0,0,0,19.69555,0,0,0,0,59.13541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_B3_d34,0,0,0,0,0,42.55191,0,0,0,0,0,0,0,0,0,0,57.44809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_B3_d35_colon,0,0,0,0,0,64.27043,0,0,0.57365,0,0,0,0,0,0,0,35.15592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_b3_d94_stool,0.09261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.90739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_b3_d97_colon,0,0,0,0,0,0,0,0,0,0,0,7.83655,0,0,0,0,92.16345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_b4_d106_stool,8.98246,0,0,0,1.63526,4.01231,0,6.28735,0.29289,0,0,0.73243,0,1.75683,0,0,76.30047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_B4_d32,3.94313,0,0,0,1.20736,0.3099,0,1.33209,92.37842,0,0,0,0,0.82911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_B4_d33,3.66062,0,0,0,1.44397,0.27625,0,2.14687,91.787,0,0,0,0,0.61914,0,0,0.06615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_B4_d34,0,0,0,0,0,8.45848,0,0,42.85407,0,0,12.94319,0,0,0,0,35.74426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_B4_d35_colon,0,0,0,0,0.09888,4.11742,0,0,7.43906,0,0,33.51004,0,0,0,0,54.83459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_b4_d96_stool,0.16208,0,0,0,0,3.44293,0,0,0,0,0,4.65751,0,0.17656,0,0,91.56092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_b4_d97_colon,51.62486,0,0,0,0,0,0,0,0,0,0,14.73802,0,0,0,0,33.63712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_b5_d107_stool,6.31782,0,0,0,1.71679,57.84399,0,0.3784,0,0,0,0,0,1.07375,0,0,32.66925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_B5_d32,0.50869,0,0,0,1.35107,51.15054,0,0,0,0,0,0,0,0,0,0,46.9897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_B5_d35_colon,0,0,0,0,0,0,0,0,0,0,0,26.77183,0,0,0,0,73.22817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_b5_d94_stool,0.06894,0,0,0,0.13788,0,0,0,0,0,0,0,0,0,0,0,99.79318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_b5_d95_stool,4.24791,0,0,0,0.99496,0,0,4.58545,0,0,0,0,0,1.13163,0,0,89.04004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_b5_d97_colon,0,0,0,0,0,0,0,0,3.28477,0,0,10.73157,0,0,0,0,85.98366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_B6_d32,0,0,0,0,0.11474,59.84761,0,0,0,0,0,0,0,0,0,0,40.03765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_B6_d34_colon,0,0,0,0,0,54.77584,0,0,0,0,0,0,0,0,0,0,45.22416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_b6_d94_stool,0.11953,0,0,0,0.1402,0.14917,0,0,0,0,0,0,0,0,0,0,99.5911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_b6_d95_stool,0.76838,0,0,0,0.13277,0,0,0,0,0,0,0,0,0,0,0,99.09885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_b6_d97_colon,0,0,0,0,0,3.73078,0,0,6.22915,0,0,18.33916,0,0,0,0,71.7009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_B7_d32,0,0,0,0,0,68.441,0,0,0,0,0,0,0,0,0,0,31.559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_B7_d35_colon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_b7_d97_colon,0,0,0,0,0,2.63504,0,0,10.89262,0,0,4.33697,0,0,0,0,82.13537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF15_b8_d94_stool,0.69763,0,0,0,1.79888,0.33101,0,0,0,0,0,0,0,0,0,0,97.17247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
