Sample,Patient_ID,Microbiota,DNA_concentration,Experiment,Plate,Well_nextera,Adapter_plate,AdapterN,AdapterS,Tissue,Mouse,Sex,Survived,DEAD_DOL,Collection,Date of Extraction,Antibiotic,DOL,Antibiotic_day,Abx_relative,Abx_relativeinfxn,Infection,DPI,Adult,Notes,Total_Preprocessed_Reads,Total_Postprocessed_Reads,retainedreads,Resequence_DNA_concentration,Reseq_total_preprocessed_reads,Reseq_total_postprocessed_reads,Reseq_retainedreads,original_preprocessed_reads,original_postprocessed_reads,Resequence_Nextera,Resequence_nextera_plate,AdapterN2,AdapterS3
Gn7_tB_5B_7_2_SAC_Cwash,,tB,1.16,Gnoto7,,A08,UDI plate 01,AM-F0033,AM-R0033,colon,Gn7.tB.5B.7.2,M,yes,NA,2/13/23,3/14/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,2396117,30979.2,1.292891791,,,,,,,,,,
Gn7_tB_5B_8_2_SAC_Cwash,,tB,3.827,Gnoto7,,A09,UDI plate 01,AM-F0034,AM-R0034,colon,Gn7.tB.5B.8.2,M,yes,NA,2/13/23,3/14/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,2702763,45140.2,1.670150139,,,,,,,,,,
Gn7_tB_5B_9_2_SAC_Cwash,,tB,8.546,Gnoto7,,A10,UDI plate 01,AM-F0035,AM-R0035,colon,Gn7.tB.5B.9.2,F,yes,NA,2/13/23,3/14/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,1934962,13189.5,0.681641293,,,,,,,,,,
Gn7_tB_5B_9_2_SAC_Stool,,tB,-0.426,Gnoto7,,B04,UDI plate 01,AM-F0041,AM-R0041,stool,Gn7.tB.5B.9.2,F,yes,NA,2/13/23,3/14/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,927526,4868.25,0.524863993,,,,,,,,,,
C1-d45,37.02 (11/5/2009),A,37.8,GF1,GF1,F1,4,N814,S501,stool,C1,NA,yes,NA,45,,meropenem,22,NA,aftermero,aftermeroafter,C. rodentium,1,no,,527647,148815,28.20351485,,,,,,,,,,
C1-d53,37.02 (11/5/2009),A,27.4,GF1,GF1,F10,4,N814,S610,stool,C1,NA,yes,NA,53,,meropenem,30,NA,aftermero,aftermeroafter,C. rodentium,9,no,,7412333,6873014,92.72403169,,,,,,,,,,
C2-colon,37.02 (11/5/2009),A,56,GF1,GF1,G7,4,N815,S507,colon,C2,NA,yes,NA,54,,meropenem,30,NA,aftermero,aftermeroafter,C. rodentium,10,no,,3029410,309878,10.22898848,,,,,,,,,,
C2-d45,37.02 (11/5/2009),A,0.774,GF1,GF1,F2,4,N814,S502,stool,C2,NA,yes,NA,45,,meropenem,22,NA,aftermero,aftermeroafter,C. rodentium,1,no,,6544923,6039866,92.28322472,,,,,,,,,,
C2-d49,37.02 (11/5/2009),A,29,GF1,GF1,F8,4,N814,S508,stool,C2,NA,yes,NA,49,,meropenem,26,NA,aftermero,aftermeroafter,C. rodentium,5,no,,9178230,8542432,93.07276022,,,,,,,,,,
C2-d53,37.02 (11/5/2009),A,49.7,GF1,GF1,F11,4,N814,S611,stool,C2,NA,yes,NA,53,,meropenem,30,NA,aftermero,aftermeroafter,C. rodentium,9,no,,7344051,6783339,92.3650857,,,,,,,,,,
C3-colon,37.02 (11/5/2009),A,2.31,GF1,GF1,G8,4,N815,S508,colon,C3,NA,yes,NA,54,,meropenem,30,NA,aftermero,aftermeroafter,C. rodentium,10,no,,3652220,225579,6.176489916,,,,,,,,,,
C3-d45,37.02 (11/5/2009),A,19.2,GF1,GF1,F3,4,N814,S503,stool,C3,NA,yes,NA,45,,meropenem,22,NA,aftermero,aftermeroafter,C. rodentium,1,no,,6895329,6431201,93.26895062,,,,,,,,,,
C3-d53,37.02 (11/5/2009),A,24.9,GF1,GF1,F12,4,N814,S512,stool,C3,NA,yes,NA,53,,meropenem,30,NA,aftermero,aftermeroafter,C. rodentium,9,no,,12319871,11361725,92.22275948,,,,,,,,,,
C4-d45,37.02 (11/5/2009),A,0.1,GF1,GF1,F4,4,N814,S504,stool,C4,NA,yes,NA,45,,meropenem,22,NA,aftermero,aftermeroafter,C. rodentium,1,no,,86698,75711,87.32727399,,,,,,,,,,
C4-d53,37.02 (11/5/2009),A,47.1,GF1,GF1,G1,4,N815,S501,stool,C4,NA,yes,NA,53,,meropenem,30,NA,aftermero,aftermeroafter,C. rodentium,9,no,,7389789,6864045,92.88553435,,,,,,,,,,
C5-d45,37.02 (11/5/2009),A,2.86,GF1,GF1,F5,4,N814,S505,stool,C5,NA,yes,NA,45,,meropenem,22,NA,aftermero,aftermeroafter,C. rodentium,1,no,,5741153,5344265,93.08696354,,,,,,,,,,
C5-d53,37.02 (11/5/2009),A,3.06,GF1,GF1,G2,4,N815,S502,stool,C5,NA,yes,NA,53,,meropenem,30,NA,aftermero,aftermeroafter,C. rodentium,9,no,,4245350,3945630,92.94004028,,,,,,,,,,
C6-d49,37.02 (11/5/2009),A,16.2,GF1,GF1,F9,4,N814,S509,stool,C6,NA,yes,NA,49,,meropenem,26,NA,aftermero,aftermeroafter,C. rodentium,5,no,,5421158,5094745,93.97890635,,,,,,,,,,
C6-d53,37.02 (11/5/2009),A,35.3,GF1,GF1,G3,4,N815,S503,stool,C6,NA,yes,NA,53,,meropenem,30,NA,aftermero,aftermeroafter,C. rodentium,9,no,,4490769,4199070,93.50447551,,,,,,,,,,
C7-d45,37.02 (11/5/2009),A,31.9,GF1,GF1,F6,4,N814,S506,stool,C7,NA,yes,NA,45,,meropenem,22,NA,aftermero,aftermeroafter,C. rodentium,1,no,,5830758,5421978,92.98924771,,,,,,,,,,
C7-d53,37.02 (11/5/2009),A,17,GF1,GF1,G4,4,N815,S504,stool,C7,NA,yes,NA,53,,meropenem,30,NA,aftermero,aftermeroafter,C. rodentium,9,no,,5643774,5039188,89.28755829,,,,,,,,,,
C8-d45,37.02 (11/5/2009),A,7.01,GF1,GF1,F7,4,N814,S507,stool,C8,NA,yes,NA,45,,meropenem,22,NA,aftermero,aftermeroafter,C. rodentium,1,no,,5892592,5462353,92.69864603,,,,,,,,,,
C8-d53,37.02 (11/5/2009),A,44.1,GF1,GF1,G5,4,N815,S505,stool,C8,NA,yes,NA,53,,meropenem,30,NA,aftermero,aftermeroafter,C. rodentium,9,no,,3390995,3143115,92.69005115,,,,,,,,,,
GF2_A1_d37,40.01 (11/14/09),B,21,GF2,GF2/3 1,H7,5,N712,S519,stool,A1,NA,yes,NA,37,,meropenem,19,NA,aftermero,aftermeroafter,C. rodentium,3,no,,4895974,4141183,84.58343529,,,,,,,,,,
GF2_A1_d39,40.01 (11/14/09),B,19.7,GF2,GF2_1,F6,3,N704,S530,stool,A1,NA,yes,NA,39,,meropenem,21,NA,aftermero,aftermeroafter,C. rodentium,5,no,,1314821,1040696,79.15115442,,,,,,,,,,
GF2_A1_day41,40.01 (11/14/09),B,22.8,GF2,GF2_2,D4,6,N706,S528,stool,A1,NA,yes,NA,41,,meropenem,23,NA,aftermero,aftermeroafter,C. rodentium,7,no,,548204,461105,84.11193643,,,,,,,,,,
GF2_A1_day42,40.01 (11/14/09),B,0.979,GF2,GF2/3 1,H12,5,N706,S524,stool,A1,NA,yes,NA,42,,meropenem,24,NA,aftermero,aftermeroafter,C. rodentium,8,no,,1502009,946132,62.99110059,,,,,,,,,,
GF2_A1_day44,40.01 (11/14/09),B,2.91,GF2,Anna's plate 4,C5,4,N702,S505,stool,A1,NA,yes,NA,44,,meropenem,26,NA,aftermero,aftermeroafter,C. rodentium,10,no,,1550595,952966,61.45808544,,,,,,,,,,
GF2_A2_Colon,40.01 (11/14/09),B,6.19,GF2,GF2_2,A7,6,N703,S531,colon,A2,NA,yes,NA,45,,meropenem,27,NA,aftermero,aftermeroafter,C. rodentium,11,no,,3465307,1364111,39.3647951,,,,,,,,,,
GF2_A2_d36,40.01 (11/14/09),B,5.3,GF2,GF2_1,E10,3,N815,S534,stool,A2,NA,yes,NA,36,,meropenem,18,NA,aftermero,aftermeroafter,C. rodentium,2,no,,852431,722702,84.78129022,,,,,,,,,,
GF2_A2_D37,40.01 (11/14/09),B,5.33,GF2,GF2_1,F2,3,N711,S526,stool,A2,NA,yes,NA,37,,meropenem,19,NA,aftermero,aftermeroafter,C. rodentium,3,no,,577285,340521,58.98663572,,,,,,,,,,
GF2_A2_d39,40.01 (11/14/09),B,24.4,GF2,GF2_1,F7,3,N815,S531,stool,A2,NA,yes,NA,39,,meropenem,21,NA,aftermero,aftermeroafter,C. rodentium,5,no,,1276546,1095670,85.83082787,,,,,,,,,,
GF2_A2_day41,40.01 (11/14/09),B,23.5,GF2,GF2_2,D5,6,N706,S529,stool,A2,NA,yes,NA,41,,meropenem,23,NA,aftermero,aftermeroafter,C. rodentium,7,no,,637041,532161,83.53638149,,,,,,,,,,
GF2_A2_day42,40.01 (11/14/09),B,22.5,GF2,Anna's plate 4,C1,4,N702,S501,stool,A2,NA,yes,NA,42,,meropenem,24,NA,aftermero,aftermeroafter,C. rodentium,8,no,,2232136,1912370,85.67443919,,,,,,,,,,
GF2_A2_day44,40.01 (11/14/09),B,36.9,GF2,Anna's plate 4,C6,4,N815,S506,stool,A2,NA,yes,NA,44,,meropenem,26,NA,aftermero,aftermeroafter,C. rodentium,10,no,,1802622,1481304,82.17496513,,,,,,,,,,
GF2_A3_Colon,40.01 (11/14/09),B,11.3,GF2,GF2_2,A8,6,N815,S532,colon,A3,NA,yes,NA,45,,meropenem,27,NA,aftermero,aftermeroafter,C. rodentium,11,no,,2434629,929883,38.19403285,,,,,,,,,,
GF2_A3_d37,40.01 (11/14/09),B,33.5,GF2,GF2_1,F3,3,N712,S527,stool,A3,NA,yes,NA,37,,meropenem,19,NA,aftermero,aftermeroafter,C. rodentium,3,no,,837009,721426,86.19094896,,,,,,,,,,
GF2_A3_d39,40.01 (11/14/09),B,19.7,GF2,GF2_1,F8,3,N711,S532,stool,A3,NA,yes,NA,39,,meropenem,21,NA,aftermero,aftermeroafter,C. rodentium,5,no,,767206,598456,78.00460372,,,,,,,,,,
GF2_A3_day41,40.01 (11/14/09),B,64.7,GF2,Anna's plate 4,D7,4,N706,S507,stool,A3,NA,yes,NA,41,,meropenem,23,NA,aftermero,aftermeroafter,C. rodentium,7,no,,1693032,1402349,82.83062576,,,,,,,,,,
GF2_A3_day42,40.01 (11/14/09),B,0,GF2,Anna's plate 4,C2,4,N702,S502,stool,A3,NA,yes,NA,42,,meropenem,24,NA,aftermero,aftermeroafter,C. rodentium,8,no,,3284,2298,69.97563946,,,,,,,,,,
GF2_A4_Colon,40.01 (11/14/09),B,16.4,GF2,GF2_2,A9,6,N703,S533,colon,A4,NA,yes,NA,45,,meropenem,27,NA,aftermero,aftermeroafter,C. rodentium,11,no,,2717513,763280,28.08744613,,,,,,,,,,
GF2_A4_d36,40.01 (11/14/09),B,18.9,GF2,GF2/3 1,H5,5,N815,S617,stool,A4,NA,yes,NA,36,,meropenem,18,NA,aftermero,aftermeroafter,C. rodentium,2,no,,1199668,1024795,85.42321709,,,,,,,,,,
GF2_A4_d37,40.01 (11/14/09),B,21.3,GF2,GF2_1,F4,3,N712,S528,stool,A4,NA,yes,NA,37,,meropenem,19,NA,aftermero,aftermeroafter,C. rodentium,3,no,,1901055,1609817,84.68019074,,,,,,,,,,
GF2_A4_D39,40.01 (11/14/09),B,24.1,GF2,GF2_1,F9,3,N815,S533,stool,A4,NA,yes,NA,39,,meropenem,21,NA,aftermero,aftermeroafter,C. rodentium,5,no,,643345,433365,67.36121366,,,,,,,,,,
GF2_A4_day41,40.01 (11/14/09),B,46.7,GF2,Anna's plate 4,D8,4,N702,S508,stool,A4,NA,yes,NA,41,,meropenem,23,NA,aftermero,aftermeroafter,C. rodentium,7,no,,1555296,1344063,86.41846954,,,,,,,,,,
GF2_A4_day42,40.01 (11/14/09),B,17.6,GF2,Anna's plate 4,C3,4,N712,S503,stool,A4,NA,yes,NA,42,,meropenem,24,NA,aftermero,aftermeroafter,C. rodentium,8,no,,1612136,1241398,77.00330493,,,,,,,,,,
GF2_A4_day44,40.01 (11/14/09),B,6.5,GF2,Anna's plate 4,C7,4,N704,S507,stool,A4,NA,yes,NA,44,,meropenem,26,NA,aftermero,aftermeroafter,C. rodentium,10,no,,1747712,1136130,65.00670591,,,,,,,,,,
GF2_A5_Colon,40.01 (11/14/09),B,12.1,GF2,GF2_2,A10,6,N711,S534,colon,A5,NA,yes,NA,45,,meropenem,27,NA,aftermero,aftermeroafter,C. rodentium,11,no,,1602871,651684,40.65729557,,,,,,,,,,
GF2_A5_d39,40.01 (11/14/09),B,33.1,GF2,GF2_1,F10,3,N712,S534,stool,A5,NA,yes,NA,39,,meropenem,21,NA,aftermero,aftermeroafter,C. rodentium,5,no,,1214368,984337,81.05755422,,,,,,,,,,
GF2_A5_day42,40.01 (11/14/09),B,19.4,GF2,Anna's plate 4,C4,4,N706,S504,stool,A5,NA,yes,NA,42,,meropenem,24,NA,aftermero,aftermeroafter,C. rodentium,8,no,,178648,66691,37.33095249,,,,,,,,,,
GF2_A6_Colon,40.01 (11/14/09),B,6.67,GF2,Anna's plate 4,D3,4,N702,S503,colon,A6,NA,yes,NA,45,,meropenem,27,NA,aftermero,aftermeroafter,C. rodentium,11,no,,1308059,295562,22.59546397,,,,,,,,,,
GF2_A6_d36,40.01 (11/14/09),B,66.4,GF2,GF2/3 1,H6,5,N815,S618,stool,A6,NA,yes,NA,36,,meropenem,18,NA,aftermero,aftermeroafter,C. rodentium,2,no,,1420537,1304453,91.82816076,,,,,,,,,,
GF2_A6_d37,40.01 (11/14/09),B,19.6,GF2,GF2_1,F5,3,N712,S529,stool,A6,NA,yes,NA,37,,meropenem,19,NA,aftermero,aftermeroafter,C. rodentium,3,no,,1498217,1300074,86.77474625,,,,,,,,,,
GF2_A6_D39,40.01 (11/14/09),B,12.3,GF2,GF2_1,F11,3,N704,S535,stool,A6,NA,yes,NA,39,,meropenem,21,NA,aftermero,aftermeroafter,C. rodentium,5,no,,572561,406955,71.0762696,,,,,,,,,,
GF2_A6_day44,40.01 (11/14/09),B,53.8,GF2,Anna's plate 4,C8,4,N701,S508,stool,A6,NA,yes,NA,44,,meropenem,26,NA,aftermero,aftermeroafter,C. rodentium,10,no,,1932692,1689169,87.39980297,,,,,,,,,,
GF2_colon_A1_day45,40.01 (11/14/09),B,13.2,GF2,GF2_1,H12,3,N712,S536,colon,A1,NA,yes,NA,45,,meropenem,27,NA,aftermero,aftermeroafter,C. rodentium,11,no,,1161057,472873,40.72780234,,,,,,,,,,
GF3_C3_day39,40.01 (11/14/09),B,19.9,GF3,GF2/3 1,C9,5,N709,S509,stool,C3,NA,yes,NA,39,,meropenem,19,NA,aftermero,aftermeroafter,E. coli,1,no,,970562,847675,87.33857291,,,,,,,,,,
GF3_C3_day40,40.01 (11/14/09),B,18.6,GF3,GF2/3 1,D4,5,N710,S504,stool,C3,NA,yes,NA,40,,meropenem,20,NA,aftermero,aftermeroafter,E. coli,2,no,,1428244,1287794,90.1662461,,,,,,,,,,
GF3_C3_day41,40.01 (11/14/09),B,22.2,GF3,GF2/3 1,D10,5,N710,S610,stool,C3,NA,yes,NA,41,,meropenem,21,NA,aftermero,aftermeroafter,E. coli,3,no,,1281776,1122702,87.58956323,,,,,,,,,,
GF3_C3_day42,40.01 (11/14/09),B,14.8,GF3,GF2/3 1,E6,5,N711,S506,stool,C3,NA,yes,NA,42,,meropenem,22,NA,aftermero,aftermeroafter,E. coli,4,no,,1275747,1183415,92.76251482,,,,,,,,,,
GF3_C3_day45,40.01 (11/14/09),B,64,GF3,GF2/3 1,F2,5,N711,S502,stool,C3,NA,yes,NA,45,,meropenem,25,NA,aftermero,aftermeroafter,E. coli,7,no,,697942,635817,91.09883056,,,,,,,,,,
GF3_C5_day39,40.01 (11/14/09),B,15.9,GF3,GF2/3 1,C11,5,N711,S611,stool,C5,NA,yes,NA,39,,meropenem,19,NA,aftermero,aftermeroafter,E. coli,1,no,,1053416,952143,90.38622918,,,,,,,,,,
GF3_C5_day41,40.01 (11/14/09),B,12.6,GF3,GF2/3 1,D12,5,N711,S512,stool,C5,NA,yes,NA,41,,meropenem,21,NA,aftermero,aftermeroafter,E. coli,3,no,,1320237,1180871,89.443865,,,,,,,,,,
GF3_C5_day42,40.01 (11/14/09),B,19.8,GF3,GF2/3 1,E8,5,N711,S508,stool,C5,NA,yes,NA,42,,meropenem,22,NA,aftermero,aftermeroafter,E. coli,4,no,,1237757,1137498,91.89994482,,,,,,,,,,
GF3_C5_day45,40.01 (11/14/09),B,61.6,GF3,GF2/3 1,F5,5,N713,S505,stool,C5,NA,yes,NA,45,,meropenem,25,NA,aftermero,aftermeroafter,E. coli,7,no,,1001381,915937,91.46738354,,,,,,,,,,
GF3_C8_day39,40.01 (11/14/09),B,24.8,GF3,GF2/3 1,D1,5,N710,S501,stool,C8,NA,yes,NA,39,,meropenem,19,NA,aftermero,aftermeroafter,E. coli,1,no,,1734032,1618886,93.35963812,,,,,,,,,,
GF3_C8_day40,40.01 (11/14/09),B,27.9,GF3,GF2/3 1,D7,5,N710,S507,stool,C8,NA,yes,NA,40,,meropenem,20,NA,aftermero,aftermeroafter,E. coli,2,no,,1475217,1296011,87.85222784,,,,,,,,,,
GF3_C8_day41,40.01 (11/14/09),B,25.2,GF3,GF2/3 1,E3,5,N710,S503,stool,C8,NA,yes,NA,41,,meropenem,21,NA,aftermero,aftermeroafter,E. coli,3,no,,1166722,1069263,91.64676761,,,,,,,,,,
GF3_C8_day42,40.01 (11/14/09),B,28.8,GF3,GF2/3 1,E11,5,N711,S611,stool,C8,NA,yes,NA,42,,meropenem,22,NA,aftermero,aftermeroafter,E. coli,4,no,,1310991,1173473,89.51037803,,,,,,,,,,
GF3_C8_day45,40.01 (11/14/09),B,35,GF3,GF2/3 1,F8,5,N712,S508,stool,C8,NA,yes,NA,45,,meropenem,25,NA,aftermero,aftermeroafter,E. coli,7,no,,888184,819276,92.24169767,,,,,,,,,,
GF3_C9_day39,40.01 (11/14/09),B,15.3,GF3,GF2/3 1,D2,5,N709,S502,stool,C9,NA,yes,NA,39,,meropenem,19,NA,aftermero,aftermeroafter,E. coli,1,no,,1302946,1170706,89.8506922,,,,,,,,,,
GF3_C9_day40,40.01 (11/14/09),B,32.2,GF3,GF2/3 1,D8,5,N709,S508,stool,C9,NA,yes,NA,40,,meropenem,20,NA,aftermero,aftermeroafter,E. coli,2,no,,1259649,1118439,88.78973428,,,,,,,,,,
GF3_C9_day41,40.01 (11/14/09),B,13.4,GF3,GF2/3 1,E4,5,N709,S504,stool,C9,NA,yes,NA,41,,meropenem,21,NA,aftermero,aftermeroafter,E. coli,3,no,,1409110,1296546,92.01169533,,,,,,,,,,
GF3_C9_day42,40.01 (11/14/09),B,14.4,GF3,GF2/3 1,E12,5,N710,S512,stool,C9,NA,yes,NA,42,,meropenem,22,NA,aftermero,aftermeroafter,E. coli,4,no,,1074699,920387,85.64137493,,,,,,,,,,
GF3_C9_day45,40.01 (11/14/09),B,59.6,GF3,GF2/3 1,F9,5,N709,S509,stool,C9,NA,yes,NA,45,,meropenem,25,NA,aftermero,aftermeroafter,E. coli,7,no,,1079022,971822,90.06507745,,,,,,,,,,
GF4_B3_d42,40.01 (11/14/09),B,11.8,GF4,GF4_DNA,D1,5,N713,S613,stool,B3,F,yes,NA,42,,meropenem/probenecid,17,NA,aftermero,aftermeroafter,E. coli,3,no,,999267,896667,89.7324739,,,,,,,,,,
GF4_B3_d43,40.01 (11/14/09),B,11.739,GF4,GF4_DNA,D3,5,N709,S615,stool,B3,F,yes,NA,43,,meropenem/probenecid,18,NA,aftermero,aftermeroafter,E. coli,4,no,,1155284,1071239,92.72516541,,,,,,,,,,
GF4_B3_d44,40.01 (11/14/09),B,26.294,GF4,GF4_DNA,D8,5,N711,S620,stool,B3,F,yes,NA,44,,meropenem/probenecid,19,NA,aftermero,aftermeroafter,E. coli,5,no,,1499531,1369720,91.34322665,,,,,,,,,,
GF4_B3_d46,40.01 (11/14/09),B,9.248,GF4,GF4_DNA,E1,5,N709,S613,stool,B3,F,yes,NA,46,,meropenem/probenecid,21,NA,aftermero,aftermeroafter,E. coli,7,no,,1108571,906479,81.7700445,,,,,,,,,,
GF4_B3_LI,40.01 (11/14/09),B,2.75,GF4,GF4_DNA,E8,5,N815,S620,colon,B3,F,yes,NA,51,,meropenem/probenecid,26,NA,aftermero,aftermeroafter,E. coli,12,no,,1237376,1081456,87.39914141,,,,,,,,,,
GF4_B3_SI,40.01 (11/14/09),B,1.021,GF4,GF4_DNA,E7,5,N815,S519,SI,B3,F,yes,NA,51,,meropenem/probenecid,26,NA,aftermero,aftermeroafter,E. coli,12,no,,1347165,894205,66.37679868,,,,,,,,,,
GF5_A1_COLON_190815,40.01 (11/14/09),B,1.816,GF5,GF5,H2,9,N821,S526,colon,A_3_1,F,yes,NA,97,,meropenem/probenecid,28,NA,aftermero,aftermeroafter,E. coli,14,no,,411991,732132,177.7058237,,,,,,,,,,
GF5_A1_D88,40.01 (11/14/09),B,10.252,GF5,GF5,F6,9,N821,S530,stool,A_3_1,F,yes,NA,88,,meropenem/probenecid,19,NA,aftermero,aftermeroafter,E. coli,5,no,,1009383,908950,90.05006028,,,,,,,,,,
GF5_A7_COLON_190815,40.01 (11/14/09),B,8.915,GF5,GF5,H3,9,N822,S527,colon,A_3_7,F,yes,NA,97,,meropenem/probenecid,28,NA,aftermero,aftermeroafter,E. coli,14,no,,2046823,1635497,79.90417344,,,,,,,,,,
GF5_A7_D84,40.01 (11/14/09),B,12.919,GF5,GF5,G8,9,N824,S532,stool,A_3_7,F,yes,NA,84,,meropenem/probenecid,15,NA,aftermero,aftermeroafter,E. coli,1,no,,1470035,1351463,91.9340696,,,,,,,,,,
GF5_A7_D87,40.01 (11/14/09),B,3.47,GF5,GF5,G12,9,N818,S536,stool,A_3_7,F,yes,NA,87,,meropenem/probenecid,18,NA,aftermero,aftermeroafter,E. coli,4,no,,1802398,1633238,90.61472549,,,,,,,,,,
GF5_A8_COLON_190815,40.01 (11/14/09),B,7.77,GF5,GF5,H4,9,N818,S528,colon,A_3_8,F,yes,NA,97,,meropenem/probenecid,28,NA,aftermero,aftermeroafter,E. coli,14,no,,1420232,1249394,87.97112021,,,,,,,,,,
GF5_A8_D87,40.01 (11/14/09),B,34.06,GF5,GF5,H1,9,N818,S525,stool,A_3_8,F,yes,NA,87,,meropenem/probenecid,18,NA,aftermero,aftermeroafter,E. coli,4,no,,1368634,1130743,82.61836254,,,,,,,,,,
GF6_B1_COLON_D105,40.01 (11/14/09),B,-0.094,GF6,GF6-11pl1,A6,2,N705,S618,colon,B_3_1,M,yes,NA,105,,meropenem/probenecid,28,NA,aftermero,aftermeroafter,E. coli,13,no,Contaminated,2679,1305,48.71220605,,,,,,,,,,
GF6_B1_D93,40.01 (11/14/09),B,0.137,GF6,GF6,H1,1,N702,S501,stool,B_3_1,M,yes,NA,93,,meropenem/probenecid,16,NA,aftermero,aftermeroafter,E. coli,3,no,should be d94,2997552,1156992,38.59789588,,,,,,,,,,
GF6_B2_COLON_D105,40.01 (11/14/09),B,5.147,GF6,GF6-11pl1,A7,2,N701,S519,colon,B_3_2,F,yes,NA,105,,meropenem/probenecid,28,NA,aftermero,aftermeroafter,E. coli,13,no,Contaminated,894336,403585,45.12677562,,,,,,,,,,
GF6_B3_COLON_D105,40.01 (11/14/09),B,2.685,GF6,GF6-11pl1,A8,2,N707,S620,colon,B_3_3,M,yes,NA,105,,meropenem/probenecid,28,NA,aftermero,aftermeroafter,E. coli,13,no,Contaminated,873554,332177,38.02592627,,,,,,,,,,
GF6_B3_D93,40.01 (11/14/09),B,5.157,GF6,GF6,G12,1,N706,S512,stool,B_3_3,M,yes,NA,93,,meropenem/probenecid,16,NA,aftermero,aftermeroafter,E. coli,3,no,should be d94,2294746,1006410,43.85714149,,,,,,,,,,
GF6_B4_COLON_D105,40.01 (11/14/09),B,2.488,GF6,GF6-11pl1,A9,2,N706,S621,colon,B_3_4,M,yes,NA,105,,meropenem/probenecid,28,NA,aftermero,aftermeroafter,E. coli,13,no,Contaminated,1052246,311364,29.59041897,,,,,,,,,,
GF6_B4_D93,40.01 (11/14/09),B,9.546,GF6,GF6,G11,1,N707,S611,stool,B_3_4,M,yes,NA,93,,meropenem/probenecid,16,NA,aftermero,aftermeroafter,E. coli,3,no,should be d94,1885700,827995,43.9091584,,,,,,,,,,
GF6_B5_COLON_D105,40.01 (11/14/09),B,1.73,GF6,GF6-11pl1,A10,2,N701,S622,colon,B_3_5,F,yes,NA,105,,meropenem/probenecid,28,NA,aftermero,aftermeroafter,E. coli,13,no,Contaminated,908100,314289,34.60951437,,,,,,,,,,
GF6_B6_COLON_D105,40.01 (11/14/09),B,7.037,GF6,GF6-11pl1,A11,2,N706,S523,colon,B_3_6,M,yes,NA,105,,meropenem/probenecid,28,NA,aftermero,aftermeroafter,E. coli,13,no,Contaminated,1182540,543293,45.94288565,,,,,,,,,,
GF6_B6_D93,40.01 (11/14/09),B,4.147,GF6,GF6,H3,1,N706,S503,stool,B_3_6,M,yes,NA,93,,meropenem/probenecid,16,NA,aftermero,aftermeroafter,E. coli,3,no,should be d94,2684516,1025425,38.19776079,,,,,,,,,,
GF6_B7_COLON_D105,40.01 (11/14/09),B,6.006,GF6,GF6-11pl1,A12,2,N707,S524,colon,B_3_7,F,yes,NA,105,,meropenem/probenecid,28,NA,aftermero,aftermeroafter,E. coli,13,no,Contaminated,918775,149843,16.30899839,,,,,,,,,,
GF6_B7_D93,40.01 (11/14/09),B,5.448,GF6,GF6,H2,1,N703,S502,stool,B_3_7,F,yes,NA,93,,meropenem/probenecid,16,NA,aftermero,aftermeroafter,E. coli,3,no,should be d94,3880662,1575896,40.60894765,,,,,,,,,,
GF6_B8_COLON_D105,40.01 (11/14/09),B,5.139,GF6,GF6-11pl1,B1,2,N704,S613,colon,B_3_8,F,yes,NA,105,,meropenem/probenecid,28,NA,aftermero,aftermeroafter,E. coli,13,no,Contaminated,926507,330921,35.71705341,,,,,,,,,,
GF7_C1_COLON_D47,37.02 (11/5/2009),A,19.698,GF7,GF7,D7,2,N704,S519,colon,C1,F,yes,NA,47,,meropenem/probenecid,28,NA,aftermero,aftermeroafter,E. coli,13,no,,13989964,6080952,43.46653072,,,,,,,,,,
GF7_C1_D36,37.02 (11/5/2009),A,19.492,GF7,GF7,C10,2,N703,S622,stool,C1,F,yes,NA,36,,meropenem/probenecid,17,NA,aftermero,aftermeroafter,E. coli,2,no,,1755926,739824,42.13298283,,,,,,,,,,
GF7_C2_COLON_D47,37.02 (11/5/2009),A,3.586,GF7,GF7,D8,2,N704,S620,colon,C2,M,yes,NA,47,,meropenem/probenecid,28,NA,aftermero,aftermeroafter,E. coli,13,no,,1990902,831175,41.74866468,,,,,,,,,,
GF7_C2_D36,37.02 (11/5/2009),A,30.904,GF7,GF7,C11,2,N703,S523,stool,C2,M,yes,NA,36,,meropenem/probenecid,17,NA,aftermero,aftermeroafter,E. coli,2,no,,1893276,745047,39.3522656,,,,,,,,,,
GF7_C3_COLON_D47,37.02 (11/5/2009),A,5.84,GF7,GF7,D10,2,N704,S622,colon,C3,F,yes,NA,47,,meropenem/probenecid,28,NA,aftermero,aftermeroafter,E. coli,13,no,,14525642,5928451,40.81369347,,,,,,,,,,
GF7_C4_COLON_D47,37.02 (11/5/2009),A,8.245,GF7,GF7,D11,2,N704,S523,colon,C4,F,yes,NA,47,,meropenem/probenecid,28,NA,aftermero,aftermeroafter,E. coli,13,no,,2035228,887741,43.61874935,,,,,,,,,,
